id	118933b6-86c7-4668-9973-424ece352a60	8d8c6603-58cf-4402-81f5-1eb8d5bb2e87
6133	76263.0	20876.0
6132	139098.0	66832.0
8793	637.0	521.0
8798	1296.0	519.0
6135	81929.0	31661.0
8799	2141.0	3364.0
6134	110928.0	48139.0
8796	8520.0	40.0
6137	75590.0	32353.0
8797	655.0	383.0
6136	44581.0	21410.0
100421307	0.0	0.0
101735302	144.0	1103.0
8790	1369.0	1322.0
100134444	1.0	1.0
6128	40104.0	32082.0
8789	9.0	3.0
6129	34743.0	36651.0
6142	36402.0	10067.0
6141	52104.0	33661.0
100421311	4.0	19.0
6144	40175.0	11006.0
6143	77828.0	40513.0
100421313	1.0	16.0
6146	13734.0	14717.0
6145	6.0	2.0
6148	0.0	0.0
6147	29774.0	20728.0
100421318	0.0	0.0
100421319	0.0	7.0
100337590	0.0	0.0
100337591	1.0	2.0
6139	3964.0	2562.0
6138	68125.0	22802.0
6152	53798.0	26721.0
6155	83856.0	23064.0
6154	24303.0	8074.0
100421324	0.0	1.0
6157	73755.0	24295.0
6156	39905.0	34567.0
6159	40691.0	13121.0
6158	51970.0	19059.0
100421328	1.0	0.0
6150	1723.0	1297.0
101928527	664.0	506.0
6164	50005.0	14542.0
6163	21.0	4.0
6166	11399.0	3948.0
6165	45878.0	33364.0
6168	62990.0	37839.0
6167	46020.0	42442.0
100421338	0.0	5.0
6169	28552.0	15752.0
101928536	0.0	0.0
6160	86245.0	24887.0
101928537	0.0	0.0
6161	66452.0	20562.0
100421331	0.0	2.0
6175	102338.0	59299.0
6174	84.0	82.0
6176	116460.0	36026.0
101928545	75.0	176.0
6171	28406.0	7435.0
6170	13300.0	4999.0
6173	3875.0	2875.0
6172	631.0	153.0
100421340	0.0	2.0
100421341	1.0	4.0
100421354	0.0	0.0
6185	14567.0	48996.0
101928550	30.0	36.0
6188	106965.0	69488.0
6187	39798.0	35727.0
100421357	0.0	0.0
6189	60453.0	20316.0
101928555	37.0	7.0
6182	993.0	1084.0
6181	51738.0	23567.0
6184	21857.0	31025.0
101928559	0.0	0.0
6183	1882.0	1746.0
100421350	1.0	48.0
100421351	3.0	27.0
100421353	3.0	0.0
6197	3852.0	3352.0
6196	5120.0	5393.0
6199	2304.0	3382.0
6198	1237.0	3101.0
6191	104958.0	40244.0
6193	52836.0	28086.0
6192	10.0	0.0
91373	810.0	469.0
6195	7105.0	3944.0
6194	172937.0	72839.0
390916	612.0	540.0
145407	138.0	598.0
100421363	3.0	0.0
100421376	0.0	0.0
100421379	2.0	1.0
91369	2989.0	4006.0
91368	1513.0	1455.0
652489	1.0	2.0
390924	51.0	9.0
389901	12.0	17.0
390928	3.0	3.0
390927	241.0	1851.0
100421371	8.0	14.0
100421374	7.0	24.0
389903	0.0	20.0
100421389	6.0	0.0
91392	451.0	24.0
389935	0.0	0.0
389932	0.0	0.0
100421384	3.0	14.0
100421398	4.0	6.0
100421399	0.0	0.0
101928513	16.0	2.0
91380	0.0	0.0
390904	2.0	1.0
145438	5.0	84.0
100421390	1.0	0.0
100421391	0.0	0.0
100421395	8.0	29.0
100421397	0.0	5.0
375316	23.0	32.0
375318	0.0	2.0
390963	46.0	77.0
375307	114.0	16.0
389941	9.0	5.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	50.0	56.0
387317	0.0	2.0
121457	1404.0	612.0
389976	0.0	1.0
375341	452.0	720.0
387319	0.0	0.0
375323	8.0	6.0
389970	0.0	32.0
390940	317.0	89.0
133418	2070.0	369.0
390948	0.0	0.0
121441	1027.0	3816.0
390949	1.0	1.0
652411	1.0	2.0
145370	7.0	5.0
102724954	1.0	1.0
54596	85.0	1.0
375484	353.0	1007.0
91526	1774.0	566.0
133396	8.0	7.0
196951	177.0	682.0
91523	671.0	250.0
91522	164.0	47.0
121391	0.0	11.0
145376	110.0	88.0
400986	57.0	358.0
400984	6.0	28.0
196968	37.0	25.0
157378	1063.0	5223.0
723961	0.0	0.0
145389	876.0	572.0
157381	55.0	128.0
91543	1972.0	751.0
91544	1562.0	2692.0
102724923	0.0	2.0
652423	0.0	0.0
169355	16.0	14.0
400966	0.0	9.0
121364	0.0	0.0
400961	477.0	3166.0
157376	0.0	3.0
91574	1182.0	5778.0
157313	42.0	2662.0
157317	3.0	1.0
147991	1319.0	2099.0
399495	3.0	8.0
159963	3.0	347.0
100506965	239.0	483.0
100506963	64.0	145.0
387495	0.0	0.0
387496	2019.0	300.0
387494	0.0	4.0
387491	0.0	1.0
387492	35.0	113.0
387486	0.0	2.0
157310	15569.0	6.0
100506994	37.0	4.0
338470	4.0	19.0
170302	20.0	600.0
204010	2.0	3.0
399473	11.0	98.0
399474	288.0	80.0
91584	244.0	239.0
159989	26.0	561.0
91582	4569.0	3407.0
107126360	1.0	0.0
133383	546.0	891.0
100506930	231.0	3394.0
100820741	0.0	0.0
338448	0.0	0.0
8808	28.0	132.0
8809	573.0	383.0
54512	935.0	2037.0
54511	310.0	28.0
54510	1184.0	369.0
54516	519.0	1407.0
8802	5914.0	4366.0
8803	2244.0	2488.0
54514	0.0	7.0
8800	978.0	798.0
8801	4364.0	2617.0
8807	135.0	28.0
400916	1309.0	307.0
54518	1318.0	438.0
8804	11677.0	5634.0
100506939	14.0	0.0
54517	454.0	2984.0
8805	1493.0	9099.0
8820	32.0	147.0
8821	985.0	571.0
338440	389.0	1109.0
338442	1538.0	133.0
8819	306.0	1253.0
100820732	0.0	0.0
255620	2.0	0.0
54522	276.0	840.0
54521	952.0	991.0
54520	1626.0	4859.0
100820735	1.0	1.0
8813	2256.0	5393.0
170393	8.0	13.0
8814	257.0	26.0
170392	125.0	28.0
100506925	0.0	0.0
8811	6.0	0.0
8812	289.0	1256.0
8817	210.0	46.0
8818	2308.0	3706.0
54529	3891.0	3938.0
255626	0.0	0.0
8815	6907.0	12018.0
8816	3287.0	6185.0
170394	987.0	638.0
8831	702.0	3552.0
8832	903.0	584.0
100506953	1.0	0.0
338433	0.0	0.0
338436	0.0	1.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1834.0	1828.0
54532	2552.0	770.0
54531	960.0	1301.0
54538	3511.0	636.0
8824	2091.0	2002.0
8825	1311.0	1422.0
54537	1424.0	1199.0
54536	1911.0	1033.0
8822	13.0	10.0
8823	4.0	0.0
54535	738.0	8371.0
8828	4957.0	1678.0
8829	8261.0	4139.0
8826	15635.0	20653.0
54539	4648.0	6068.0
8842	422.0	21371.0
8843	178.0	10.0
8840	115.0	483.0
8841	2675.0	4276.0
100158257	0.0	0.0
54541	1926.0	8503.0
54540	1473.0	2660.0
54545	2608.0	9209.0
54544	0.0	0.0
54543	12395.0	8038.0
54542	1869.0	5241.0
54549	285.0	1534.0
8835	2365.0	466.0
8836	1335.0	3593.0
8833	1877.0	20460.0
8834	1329.0	1287.0
54546	0.0	18.0
8839	4333.0	362.0
8837	8221.0	11232.0
8838	21.0	26.0
101928483	13.0	72.0
8850	2265.0	356.0
101928484	0.0	0.0
8853	599.0	4389.0
8854	2299.0	71.0
8851	65.0	2948.0
8852	0.0	0.0
400960	800.0	1178.0
338412	2.0	8.0
338413	0.0	0.0
54552	259.0	1657.0
400957	2.0	9.0
54551	19.0	91.0
54550	19.0	115.0
196996	2264.0	255.0
400955	4.0	144.0
400954	43.0	258.0
54556	1162.0	1478.0
54555	1796.0	2352.0
400952	15.0	8.0
54554	586.0	2222.0
400950	35.0	1.0
8846	604.0	917.0
100820709	0.0	3.0
8847	89.0	681.0
54558	827.0	1932.0
8844	1025.0	1955.0
54557	765.0	1006.0
8848	28981.0	22705.0
196993	9.0	2.0
8861	2418.0	6343.0
101928492	58.0	142.0
8864	828.0	3379.0
6201	50756.0	24046.0
6203	89884.0	30349.0
8862	1304.0	1693.0
101928496	0.0	0.0
8863	1316.0	1508.0
6202	101020.0	64811.0
723972	1.0	13.0
400946	29.0	734.0
400945	54.0	178.0
54567	1734.0	719.0
54566	972.0	2386.0
400941	5.0	3.0
8857	501.0	1776.0
8858	1.0	21.0
54569	0.0	0.0
8856	12.0	57.0
54568	0.0	0.0
8859	764.0	1518.0
8871	293.0	9061.0
8872	2912.0	7584.0
6210	53658.0	21751.0
8870	3138.0	1845.0
100421500	0.0	0.0
8875	523.0	54.0
8876	136.0	21.0
8874	2344.0	8152.0
100421506	1.0	1.0
100421509	0.0	0.0
54570	1.0	1.0
400935	10.0	3.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	1.0	254.0
54571	0.0	0.0
54578	29.0	3.0
255631	35.0	60.0
400931	246.0	240.0
54577	0.0	0.0
54576	0.0	0.0
54575	0.0	3.0
6205	122035.0	57982.0
100506915	23.0	10.0
8869	3028.0	269.0
6204	19470.0	9268.0
6207	41032.0	18659.0
6206	81624.0	42356.0
8867	882.0	1398.0
54579	0.0	0.0
6209	23853.0	6942.0
6208	95596.0	19034.0
170384	1252.0	1985.0
100506916	0.0	0.0
8882	1872.0	2223.0
8883	1928.0	6607.0
8880	2572.0	15672.0
8881	2597.0	7247.0
8886	3791.0	15528.0
6223	61963.0	31604.0
100421512	0.0	0.0
8887	10224.0	8917.0
6222	163660.0	63884.0
8884	570.0	3418.0
6224	84454.0	46244.0
100421515	9.0	8.0
54581	194.0	347.0
54580	0.0	0.0
54585	2129.0	2092.0
54584	198.0	174.0
54583	2207.0	8673.0
54587	3141.0	2088.0
54586	5.0	7.0
8879	2025.0	12955.0
170371	3804.0	201.0
170370	2.0	0.0
8877	546.0	636.0
6218	70307.0	24099.0
6217	72303.0	32251.0
8878	11313.0	5412.0
6219	4.0	0.0
100506907	1.0	1.0
100506906	32.0	128.0
255649	1.0	0.0
6230	42804.0	15956.0
8893	2438.0	8921.0
8894	4605.0	6809.0
101928440	1.0	0.0
8891	1921.0	3225.0
6232	74711.0	31215.0
8892	1204.0	1763.0
6231	16709.0	6630.0
8897	388.0	485.0
6234	24126.0	5592.0
8898	1539.0	4692.0
6233	48406.0	21287.0
8895	8402.0	9425.0
6236	1691.0	48.0
8896	3466.0	4486.0
6235	39201.0	10841.0
101928442	0.0	0.0
101928448	7.0	10.0
8890	1668.0	4134.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	3.0	9.0
253039	1671.0	3643.0
6227	47088.0	23527.0
6226	2.0	5.0
6229	77797.0	24788.0
8888	2347.0	9935.0
6228	44564.0	13952.0
6241	400.0	8401.0
6240	1676.0	15377.0
100421411	0.0	0.0
6242	1140.0	4551.0
100421413	2.0	17.0
101928455	30.0	0.0
6244	0.0	3.0
6247	309.0	0.0
100421415	1.0	22.0
6246	0.0	0.0
280644	0.0	7.0
253044	2.0	8.0
6238	6492.0	14001.0
6237	9572.0	695.0
8899	3013.0	12531.0
6239	1782.0	6083.0
6252	763.0	126.0
100421420	18.0	1.0
6251	6213.0	5886.0
100421422	9.0	40.0
6253	621.0	238.0
6256	4235.0	5943.0
100421424	0.0	0.0
6258	710.0	26.0
6257	3056.0	4338.0
100421428	1.0	2.0
101928469	4.0	19.0
100421429	3.0	27.0
280637	0.0	0.0
280636	6622.0	3447.0
253018	40.0	147.0
253017	0.0	0.0
253012	26.0	4082.0
6249	2849.0	6628.0
6248	0.0	0.0
6263	108.0	97.0
100421431	1.0	3.0
6262	308.0	25.0
100421432	0.0	9.0
101928470	1.0	1.0
100421433	1.0	2.0
100421436	24.0	16.0
100421439	0.0	1.0
6261	514.0	174.0
6260	2.0	9.0
6259	4399.0	6216.0
100421430	0.0	0.0
6274	1194.0	33.0
6273	533.0	1701.0
6276	19.0	20.0
6275	60827.0	1912.0
6278	12.0	1230.0
6277	135264.0	8124.0
6279	4847.0	1949.0
6272	8197.0	23239.0
6271	294.0	439.0
6285	329.0	181.0
6284	4809.0	2277.0
100421455	0.0	0.0
6286	449.0	187.0
6289	43.0	11.0
6288	159.0	28.0
6281	39836.0	10092.0
6280	14747.0	5075.0
6283	66.0	6.0
6282	26551.0	10314.0
123920	2403.0	5314.0
100421451	0.0	0.0
6296	747.0	12951.0
6295	8.0	2.0
6297	571.0	2011.0
6299	3.0	542.0
101928420	0.0	0.0
6290	0.0	0.0
6291	2.0	0.0
6294	2270.0	11521.0
6293	1838.0	8704.0
100421478	0.0	0.0
100421479	0.0	1.0
280664	12.0	1.0
54505	1520.0	5034.0
280660	0.0	0.0
54504	4967.0	2718.0
280661	5.0	98.0
54503	888.0	4813.0
54502	3850.0	10407.0
54509	296.0	78.0
123904	2.0	1.0
54508	94.0	98.0
100421473	0.0	0.0
54507	3757.0	343.0
100421487	0.0	0.0
133308	223.0	385.0
147945	0.0	3.0
123970	3.0	0.0
100421480	0.0	2.0
147947	695.0	1144.0
147948	245.0	80.0
147949	412.0	507.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	1.0	8.0
100421499	0.0	1.0
101060006	1.0	1.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	1.0	1.0
147965	1158.0	616.0
147968	76.0	125.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	0.0	0.0
121360	0.0	2.0
101060032	7.0	18.0
135924	0.0	0.0
135927	3.0	27.0
121355	70.0	7.0
147906	609.0	159.0
135932	1613.0	1324.0
101060045	1.0	1.0
135935	0.0	13.0
101060040	3.0	1.0
147912	342.0	1115.0
135942	0.0	0.0
135941	0.0	0.0
121340	4.0	4.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	15.0	0.0
147923	692.0	1422.0
147920	26.0	18.0
147929	199.0	546.0
104326192	1.0	2.0
104326193	0.0	34.0
375444	71.0	1086.0
104326189	5.0	0.0
101060020	0.0	1.0
375449	2118.0	906.0
104326188	0.0	0.0
121328	1.0	30.0
91653	516.0	949.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	56.0	8.0
27085	126.0	1342.0
27086	3282.0	3597.0
389756	1.0	0.0
147429	39.0	78.0
27089	8807.0	3094.0
91646	2.0	36.0
91647	921.0	717.0
642968	2.0	2.0
135458	12.0	18.0
390766	0.0	0.0
27098	169.0	514.0
27099	5.0	9.0
27097	1369.0	4794.0
389741	117.0	195.0
27090	2851.0	902.0
27091	0.0	7.0
27094	76.0	724.0
27095	4574.0	5258.0
27092	273.0	438.0
642976	2.0	12.0
400629	2.0	6.0
27093	0.0	0.0
160428	204.0	377.0
375133	250.0	446.0
387122	0.0	30.0
390730	0.0	1.0
390732	0.0	0.0
390735	0.0	0.0
387119	395.0	452.0
27063	1194.0	37.0
387117	0.0	0.0
27069	14259.0	9438.0
400612	7.0	0.0
27067	1910.0	10097.0
27068	4740.0	3240.0
221908	889.0	1119.0
341799	0.0	0.0
400619	269.0	6166.0
642987	182.0	90.0
400618	38.0	763.0
400617	41.0	183.0
64065	7983.0	68820.0
91662	126.0	22.0
91663	9162.0	5539.0
64064	10.0	101.0
64067	34.0	81.0
64066	0.0	1.0
91661	683.0	1812.0
91664	685.0	1385.0
147463	3687.0	78.0
387111	1.0	12.0
27076	163.0	3725.0
390748	2.0	0.0
27077	772.0	532.0
400604	113.0	258.0
27074	28576.0	1032.0
27075	28621.0	8638.0
389766	19.0	9.0
387103	445.0	1822.0
387104	2.0	7.0
27079	587.0	968.0
389763	0.0	0.0
341784	0.0	1.0
642996	0.0	0.0
27072	3229.0	5494.0
160419	1.0	2.0
64061	1554.0	2504.0
400609	0.0	6.0
160418	1304.0	2746.0
64063	486.0	603.0
27071	829.0	219.0
64062	2314.0	8552.0
91695	344.0	875.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	187.0	1246.0
100313770	0.0	0.0
64077	1125.0	916.0
91694	1042.0	4613.0
100313771	0.0	0.0
390790	0.0	2.0
221927	1724.0	4433.0
390792	5.0	4.0
400680	36.0	27.0
27043	1828.0	5835.0
27044	7221.0	19169.0
27042	693.0	4480.0
389799	189.0	11.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	502.0	471.0
100313777	0.0	0.0
27040	42.0	53.0
100313774	0.0	0.0
64073	5899.0	435.0
64087	1669.0	4065.0
221914	31.0	2949.0
64089	822.0	1691.0
100313781	0.0	0.0
91683	11.0	642.0
91689	5181.0	1671.0
100313780	0.0	1.0
245908	0.0	0.0
91687	180.0	1677.0
245909	0.0	0.0
400673	265.0	397.0
389792	335.0	865.0
389791	1.0	16.0
387129	0.0	12.0
400668	41.0	0.0
389787	62.0	6.0
64081	229.0	1273.0
64080	480.0	367.0
64083	6275.0	17132.0
64084	366.0	5461.0
64098	2192.0	339.0
64097	483.0	1065.0
400660	40.0	86.0
8909	22.0	9.0
27022	1.0	21.0
8907	3031.0	1820.0
341757	0.0	2.0
400658	15.0	63.0
8908	57.0	1240.0
147407	2.0	4.0
27020	7802.0	7687.0
400657	629.0	1738.0
27023	5.0	0.0
400654	0.0	0.0
64090	6.0	31.0
64092	1534.0	222.0
64091	156.0	96.0
8900	104.0	13.0
64094	2197.0	1796.0
8905	2371.0	1830.0
147409	0.0	1.0
64093	67.0	261.0
8906	1044.0	3053.0
64096	0.0	0.0
8904	5767.0	13764.0
221935	470.0	3584.0
221937	1261.0	3102.0
221938	0.0	0.0
400652	18.0	5.0
400650	5.0	3.0
27039	4.0	24.0
27032	8416.0	24843.0
27033	45.0	23.0
27030	780.0	1522.0
27031	521.0	945.0
27036	427.0	82.0
400645	0.0	0.0
27037	1292.0	1931.0
400644	1.0	0.0
27034	1496.0	1207.0
400643	2.0	1.0
27035	38.0	83.0
8912	485.0	324.0
100313769	0.0	7.0
8913	27.0	16.0
8910	4386.0	1451.0
8911	24.0	1177.0
8916	1669.0	1914.0
8914	594.0	10787.0
8915	1105.0	1506.0
245935	0.0	0.0
245936	0.0	0.0
245937	2.0	2.0
245938	0.0	1.0
8930	1966.0	5223.0
245939	0.0	0.0
221960	315.0	852.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	1657.0	7058.0
8927	42.0	200.0
8928	1.0	19.0
8925	2288.0	5000.0
8926	22.0	69.0
221955	1491.0	2529.0
8941	4.0	16.0
8942	952.0	198.0
375189	48.0	165.0
8940	20.0	46.0
245940	0.0	0.0
206338	27.0	11.0
375190	482.0	630.0
196446	8.0	16.0
8934	1802.0	3209.0
8935	4719.0	647.0
196441	855.0	2396.0
8932	3171.0	6831.0
8933	4540.0	3939.0
8938	216.0	92.0
8939	2039.0	7381.0
8936	185.0	5220.0
326105	1.0	3.0
245913	0.0	0.0
245915	0.0	0.0
221981	312.0	72.0
245910	0.0	0.0
206358	285.0	806.0
245911	0.0	0.0
245912	3.0	21.0
196415	0.0	0.0
642909	1.0	3.0
642907	0.0	0.0
8945	865.0	1442.0
54659	0.0	1.0
54658	0.0	0.0
8943	4061.0	10369.0
54657	0.0	0.0
8944	0.0	0.0
196410	162.0	273.0
245927	0.0	0.0
245928	0.0	0.0
6300	599.0	93.0
245929	0.0	0.0
6302	4827.0	1976.0
6301	8820.0	9545.0
160492	11.0	1.0
54662	1596.0	4754.0
54661	6.0	12.0
54660	26.0	9.0
54665	1586.0	4902.0
54664	4757.0	5443.0
54663	1046.0	2251.0
8970	54.0	409.0
8971	7749.0	18774.0
101928363	6.0	0.0
8974	2702.0	3412.0
6311	1408.0	3666.0
8975	1026.0	5122.0
6310	2100.0	5829.0
91612	5773.0	1881.0
100421601	0.0	0.0
8972	29.0	66.0
8973	11.0	7.0
245972	638.0	274.0
245973	49.0	1061.0
54677	1003.0	795.0
54676	2675.0	8435.0
54675	3971.0	4548.0
147468	0.0	0.0
54674	756.0	187.0
6304	1663.0	2878.0
6303	31104.0	23442.0
8968	1.0	12.0
6305	2113.0	3675.0
91603	859.0	2698.0
91608	26.0	288.0
6307	18412.0	4340.0
642924	32.0	8.0
8969	23.0	218.0
6309	3737.0	1711.0
91607	4678.0	14341.0
6320	474.0	351.0
6322	583.0	722.0
8985	2763.0	8943.0
8986	1871.0	2042.0
64002	0.0	0.0
101928378	105.0	446.0
6324	492.0	120.0
64005	2314.0	545.0
6323	578.0	0.0
101928376	25.0	52.0
54680	768.0	1752.0
642938	9.0	19.0
54682	1413.0	2785.0
54681	2411.0	1698.0
196403	981.0	1828.0
6315	0.0	0.0
6314	1195.0	1796.0
6317	52.0	7.0
8976	3304.0	6665.0
6319	26729.0	15491.0
6318	0.0	3.0
642935	20.0	3.0
8992	17522.0	4255.0
8993	3.0	3.0
6331	10.0	566.0
8991	19735.0	3025.0
6330	1736.0	1030.0
100421621	11.0	2.0
8996	1452.0	3574.0
101928388	15.0	3.0
6332	3100.0	120.0
8997	451.0	3343.0
8994	4115.0	3625.0
6335	445.0	67.0
8995	21.0	27.0
6334	41.0	1034.0
147495	1915.0	254.0
100421629	0.0	0.0
8989	2.0	184.0
6326	28.0	4.0
8987	223.0	166.0
6328	130.0	107.0
91624	1051.0	322.0
6327	145.0	14.0
8988	59.0	1.0
6329	12.0	24.0
642946	137.0	299.0
6340	886.0	1767.0
6342	10645.0	16454.0
6341	1510.0	1780.0
6344	1290.0	44.0
100421633	0.0	0.0
6343	41.0	41.0
100421634	0.0	5.0
6346	1.0	0.0
6345	109.0	165.0
100421638	0.0	0.0
642958	0.0	1.0
642959	0.0	6.0
6337	6232.0	20513.0
642952	0.0	0.0
6336	2.0	0.0
6339	87.0	196.0
91614	59.0	260.0
8999	604.0	82.0
6338	4364.0	1955.0
642954	13.0	74.0
6351	779.0	301.0
6352	5276.0	949.0
6355	332.0	249.0
6354	2.0	56.0
6357	367.0	97.0
6356	118.0	96.0
100421528	1.0	1.0
6348	663.0	265.0
6347	5464.0	1418.0
196394	376.0	518.0
6362	11892.0	1405.0
6361	159.0	40.0
6364	225.0	43.0
6363	943.0	103.0
100421533	32.0	27.0
6366	7905.0	1051.0
100421535	0.0	0.0
6368	455.0	6.0
6367	197.0	204.0
101928337	0.0	0.0
6360	14.0	0.0
255349	3.0	31.0
6359	22.0	0.0
6358	301.0	2.0
6373	327.0	442.0
101928340	2.0	3.0
6372	136.0	6.0
100421542	0.0	0.0
6375	267.0	648.0
6374	1113.0	13.0
100421545	7.0	77.0
6376	5137.0	5643.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	5.0	8.0
255313	0.0	0.0
196374	3.0	8.0
6369	289.0	7.0
6383	9011.0	3117.0
6386	17840.0	11657.0
6385	23040.0	23579.0
6388	3819.0	3162.0
6387	6815.0	753.0
6389	4411.0	13628.0
255330	0.0	0.0
6382	17630.0	16994.0
102724246	22.0	39.0
255324	17.0	5.0
196385	330.0	344.0
196383	3159.0	1091.0
100421550	0.0	0.0
6397	3445.0	11495.0
100421565	0.0	0.0
6396	5776.0	5103.0
100421566	1.0	0.0
6399	929.0	2454.0
6398	3131.0	1225.0
6391	4734.0	9080.0
6390	5464.0	4573.0
6392	6637.0	5244.0
282997	93.0	109.0
282996	62.0	28.0
100134229	241.0	1326.0
282991	3780.0	1528.0
100421560	0.0	0.0
100421577	29.0	15.0
100421579	2.0	5.0
255394	856.0	847.0
102724224	7.0	2.0
54600	0.0	11.0
54602	4000.0	3692.0
282980	0.0	0.0
54606	2396.0	8175.0
100421572	0.0	0.0
100421588	0.0	4.0
100421589	24.0	108.0
282974	701.0	365.0
282973	31.0	5.0
54619	329.0	1792.0
100421581	0.0	0.0
196335	0.0	2.0
100421582	8.0	52.0
54617	1661.0	3540.0
100421598	0.0	0.0
100421599	1.0	2.0
255374	72.0	177.0
282969	1528.0	208.0
102724201	0.0	0.0
282966	0.0	0.0
54622	877.0	1226.0
100134259	50.0	31.0
54621	1854.0	6203.0
54620	355.0	4591.0
54626	174.0	1455.0
54625	5028.0	7263.0
54623	2965.0	6718.0
54629	1967.0	1779.0
54627	213.0	1205.0
27005	1033.0	4699.0
27006	7.0	6.0
27000	670.0	3729.0
27004	4.0	33.0
27018	6315.0	11189.0
27019	142.0	207.0
400591	0.0	1.0
27010	756.0	84.0
27012	1.0	2.0
27013	4681.0	5987.0
400581	4.0	0.0
400578	72.0	6.0
400569	1644.0	626.0
400566	137.0	159.0
389715	0.0	1.0
100313829	0.0	1.0
390729	1.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	20.0	26.0
389730	0.0	1.0
100038246	0.0	0.0
389727	0.0	1.0
91775	1479.0	949.0
390872	0.0	0.0
390874	1.0	3.0
654835	0.0	0.0
400759	700.0	209.0
400757	33.0	1.0
125997	0.0	0.0
389874	0.0	0.0
389873	0.0	9.0
400752	54.0	534.0
137994	99.0	401.0
642843	3.0	107.0
91768	2391.0	2807.0
64151	87.0	3023.0
64150	276.0	9.0
64168	1851.0	13.0
64167	4064.0	1016.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	4378.0	931.0
400746	982.0	85.0
400745	0.0	7.0
389866	7.0	22.0
150962	624.0	1054.0
64175	1325.0	7509.0
162968	96.0	383.0
64174	1774.0	73.0
162966	396.0	1020.0
162967	979.0	5606.0
162962	324.0	1325.0
162963	233.0	1078.0
125981	6.0	0.0
149992	0.0	1.0
390856	0.0	0.0
390858	1.0	12.0
27187	0.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	231.0	591.0
149986	1312.0	10867.0
147323	4.0	37.0
326293	2.0	5.0
100313839	0.0	1.0
389898	1.0	3.0
100313837	0.0	0.0
326295	1.0	5.0
27189	5.0	2.0
100313838	0.0	0.0
326294	0.0	1.0
125972	1.0	5.0
642864	2.0	0.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	2.0
375260	264.0	649.0
27183	2454.0	6036.0
64170	419.0	240.0
642869	0.0	1.0
27180	505.0	109.0
27181	375.0	103.0
64172	500.0	986.0
100313830	0.0	1.0
375248	92.0	459.0
91782	2567.0	6961.0
27197	33.0	14.0
147339	1214.0	4902.0
27198	28.0	370.0
27195	0.0	0.0
125965	5.0	65.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	32.0	662.0
400720	579.0	2266.0
149998	0.0	54.0
389884	2.0	0.0
326286	0.0	1.0
27190	15.0	6.0
64180	4.0	0.0
27193	0.0	0.0
100313842	0.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	11.0	16.0
64184	2.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	8.0	2.0
387264	2.0	181.0
387263	1338.0	3018.0
206412	29.0	88.0
27164	1.0	4.0
27165	53.0	49.0
27163	1311.0	521.0
400799	2.0	140.0
400798	6.0	345.0
27166	2829.0	1472.0
400797	0.0	0.0
326272	0.0	0.0
326275	0.0	0.0
326277	0.0	0.0
326279	6.0	5.0
27160	2.0	1.0
27161	1130.0	11701.0
326278	11.0	1.0
100313895	0.0	0.0
642888	1.0	0.0
100313896	3.0	0.0
387254	0.0	0.0
400793	186.0	2195.0
150928	117.0	427.0
27175	823.0	2521.0
149934	0.0	1.0
27173	9112.0	9915.0
150921	20.0	3.0
27179	1.0	0.0
27177	0.0	3.0
27178	6.0	8.0
341883	5.0	24.0
341880	2.0	11.0
27170	0.0	0.0
326269	0.0	0.0
137964	2022.0	12225.0
390892	0.0	0.0
375298	908.0	179.0
149951	5016.0	3341.0
27148	525.0	4821.0
390895	0.0	2.0
206426	1.0	5.0
27143	1080.0	545.0
27141	36.0	9.0
27146	16.0	33.0
106029310	0.0	3.0
27147	1083.0	2187.0
27145	1280.0	371.0
123355	800.0	1204.0
137970	30.0	12.0
375287	1115.0	1291.0
387276	0.0	0.0
27159	350.0	0.0
387273	5.0	38.0
150947	0.0	3.0
150946	83.0	3197.0
27153	605.0	2519.0
27154	1109.0	8199.0
400769	0.0	2.0
27151	2067.0	1895.0
