id	fa77c95f-1ec9-439f-81bd-7ec7a62ecbe0	59e3ac5c-e962-4ce6-90fd-a9466e06c8c6
29106	70.0	13.0
728358	0.0	0.0
29101	4292.0	5912.0
29100	986.0	1746.0
29105	1255.0	1816.0
29104	429.0	325.0
29103	1945.0	1082.0
29102	2077.0	3444.0
100271098	1.0	2.0
283284	61.0	21.0
728343	0.0	0.0
728342	7.0	21.0
100128849	0.0	0.0
728344	0.0	0.0
100271081	0.0	2.0
100128845	1.0	0.0
728340	124.0	180.0
285888	0.0	0.0
29119	37.0	0.0
107057644	6.0	2.0
29118	21.0	4.0
107057647	0.0	0.0
114655	0.0	1.0
29117	3124.0	4004.0
107057646	0.0	0.0
114657	0.0	0.0
114659	448.0	249.0
126638	0.0	1.0
54165	1181.0	4207.0
126637	0.0	0.0
29110	1318.0	1443.0
29116	3118.0	1230.0
29115	2446.0	2477.0
29114	16.0	8.0
29113	1.0	0.0
100271087	5.0	6.0
100271089	0.0	0.0
100271085	2.0	0.0
100128836	1.0	1.0
728378	0.0	30.0
728377	132.0	504.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	0.0	0.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	1016.0	1972.0
81793	556.0	239.0
81794	844.0	400.0
81796	107.0	76.0
81790	1044.0	2653.0
100271076	0.0	0.0
283267	707.0	680.0
91107	1421.0	3404.0
100128830	18.0	0.0
81792	628.0	1661.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	1.0
728366	0.0	1.0
728361	2.0	9.0
100128822	203.0	143.0
728369	0.0	0.0
81786	98.0	428.0
54187	1636.0	3035.0
81788	959.0	1106.0
81789	280.0	234.0
283257	0.0	0.0
100271065	0.0	0.0
645700	9.0	9.0
283254	109.0	329.0
126695	407.0	1624.0
148003	0.0	0.0
378108	8.0	24.0
151649	39.0	17.0
151648	28.0	361.0
151647	4.0	2.0
151645	15.0	28.0
200909	0.0	0.0
200916	638.0	911.0
148014	5.0	15.0
151658	0.0	0.0
151651	63.0	34.0
56704	572.0	1227.0
148022	1336.0	2024.0
126669	2836.0	403.0
126668	348.0	35.0
100126297	0.0	0.0
100126299	0.0	0.0
100126296	0.0	0.0
200931	125.0	580.0
200933	548.0	4207.0
126661	74.0	193.0
56729	176.0	14.0
283298	2935.0	670.0
283297	0.0	0.0
136051	250.0	405.0
138639	431.0	699.0
692076	1.0	2.0
391121	0.0	0.0
391120	0.0	0.0
391123	9.0	7.0
200942	1506.0	747.0
440577	9.0	14.0
440574	1317.0	1190.0
56731	1861.0	3937.0
100126270	0.0	2.0
692084	0.0	0.0
692085	0.0	0.0
692086	4.0	11.0
138649	33.0	28.0
200959	0.0	0.0
200958	201.0	768.0
391135	1.0	2.0
440567	38.0	106.0
391139	5.0	13.0
440563	0.0	1.0
440561	0.0	0.0
151613	1081.0	965.0
692072	0.0	0.0
692075	6.0	11.0
692057	0.0	0.0
692058	3.0	1.0
124056	1.0	1.0
81706	974.0	911.0
391104	0.0	1.0
391107	0.0	0.0
391106	0.0	0.0
81704	4060.0	2796.0
391109	0.0	0.0
440595	103.0	67.0
56751	0.0	0.0
692063	0.0	0.0
8402	2490.0	2538.0
391110	0.0	0.0
8403	1.0	0.0
391112	0.0	0.0
124045	242.0	555.0
391114	1.0	0.0
124044	360.0	338.0
391115	1.0	0.0
440585	50.0	226.0
391117	0.0	0.0
440584	13.0	65.0
391119	0.0	0.0
54101	651.0	6515.0
151636	3751.0	6896.0
440590	7.0	340.0
54103	2442.0	1273.0
54102	1779.0	3226.0
54108	1505.0	3335.0
54107	2321.0	6517.0
54106	5.0	7.0
692053	0.0	1.0
391040	0.0	1.0
645683	4.0	2.0
8410	0.0	0.0
645682	1.0	1.0
645688	1.0	8.0
391044	0.0	1.0
645687	8.0	8.0
8411	2318.0	3500.0
645686	0.0	0.0
8412	1471.0	1053.0
391045	4.0	2.0
440533	0.0	0.0
8406	2457.0	273.0
8407	48255.0	34011.0
8404	51247.0	11196.0
8405	3952.0	3649.0
8408	2756.0	4074.0
8409	1747.0	1548.0
391051	2.0	1.0
8420	523.0	811.0
645694	5.0	1.0
391053	0.0	5.0
645693	19.0	6.0
643031	11.0	1.0
8424	4.0	57.0
8425	41529.0	10761.0
643037	4.0	12.0
163589	3.0	13.0
643034	0.0	0.0
440525	43.0	51.0
391059	311.0	1525.0
645691	5.0	2.0
163590	3066.0	3382.0
8417	4979.0	2093.0
8418	1291.0	848.0
8416	321.0	325.0
8419	11.0	13.0
8431	204.0	28.0
8435	14.0	3.0
8436	18178.0	2328.0
8433	2.0	1.0
8434	2569.0	486.0
391026	0.0	1.0
440556	273.0	23.0
440560	0.0	0.0
8428	2997.0	6258.0
8427	1365.0	2522.0
103157000	0.0	0.0
8443	2069.0	2631.0
8440	2927.0	4946.0
8446	785.0	1507.0
8447	1053.0	7322.0
8444	263.0	676.0
8445	1958.0	2055.0
391037	8.0	0.0
391039	1.0	3.0
643050	0.0	0.0
285905	8.0	13.0
285908	307.0	250.0
8439	1578.0	2492.0
8437	23.0	232.0
8438	32.0	1090.0
8453	1458.0	2720.0
8454	3210.0	4919.0
8451	3137.0	4520.0
8452	2709.0	5025.0
8458	750.0	2670.0
8455	3365.0	6392.0
8456	23.0	65.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	3030.0	3768.0
106481583	0.0	0.0
106481584	1.0	0.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	26.0	19.0
8449	1875.0	2976.0
106481580	0.0	0.0
8464	344.0	594.0
8462	2486.0	2475.0
8463	2104.0	2736.0
8468	1.0	7.0
391099	1.0	0.0
8467	7513.0	5641.0
342184	820.0	248.0
246312	1.0	0.0
106481589	0.0	0.0
8460	883.0	1611.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	7.0	18.0
106481599	0.0	1.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	3232.0	2004.0
106481590	0.0	0.0
106481591	0.0	0.0
8476	3875.0	2717.0
8473	4890.0	4701.0
440519	20.0	16.0
440518	0.0	0.0
8479	1417.0	1109.0
440515	647.0	421.0
8477	523.0	331.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	2.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	6.0	0.0
8470	1924.0	615.0
106481561	0.0	0.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	1.0	2.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	1.0	1.0
8487	254.0	525.0
8484	0.0	8.0
391075	0.0	0.0
440508	27.0	1.0
391077	3.0	0.0
391076	0.0	0.0
8488	2.0	2.0
440503	208.0	176.0
8489	2.0	1.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	973.0	736.0
8483	1307.0	1525.0
8480	974.0	2287.0
8481	1502.0	1490.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	1.0	0.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	45.0	5.0
8497	69.0	485.0
728431	156.0	297.0
8498	3108.0	4415.0
728430	2.0	5.0
100128934	0.0	1.0
8495	1295.0	1286.0
8496	6417.0	2526.0
91012	1517.0	1884.0
100128936	74.0	75.0
728432	0.0	0.0
100128930	1.0	0.0
8499	83.0	27.0
106481536	0.0	0.0
8490	15351.0	11403.0
106481537	0.0	0.0
285954	16.0	8.0
285955	13.0	9.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1133.0	683.0
54075	0.0	2.0
101669766	14.0	7.0
728434	0.0	0.0
91010	4644.0	3889.0
285958	472.0	896.0
101669767	0.0	30.0
8491	1600.0	1671.0
106481538	0.0	0.0
8492	1460.0	5211.0
54072	2.0	7.0
106481539	0.0	0.0
101669762	12.0	251.0
106481540	1.0	0.0
101669763	0.0	0.0
101669764	1.0	0.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	125.0	342.0
100271056	0.0	0.0
100271050	3.0	2.0
100271053	0.0	0.0
93664	2354.0	1999.0
100128923	1.0	1.0
93663	3349.0	1496.0
285961	7.0	10.0
93668	0.0	0.0
285962	63.0	96.0
106481547	0.0	0.0
54082	54.0	7.0
106481548	0.0	0.0
285965	36.0	22.0
285966	315.0	563.0
106481545	1.0	0.0
106481546	0.0	0.0
93661	0.0	0.0
100128927	710.0	1140.0
54084	43.0	16.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	7594.0	9338.0
106481551	0.0	0.0
54089	0.0	0.0
81689	1320.0	1311.0
54088	4.0	0.0
106481554	1.0	0.0
100271047	0.0	0.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	1.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	3624.0	5297.0
342132	117.0	211.0
285971	823.0	791.0
285972	76.0	57.0
285973	51.0	95.0
100128911	0.0	0.0
728450	0.0	0.0
54093	769.0	1030.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	0.0	1.0
106481513	3.0	4.0
54097	339.0	69.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	291.0	211.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	1.0	5.0
54098	0.0	0.0
246330	714.0	1206.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	5.0	10.0
100271033	20.0	29.0
645619	2.0	0.0
100271031	2.0	3.0
344787	110.0	107.0
100128902	0.0	0.0
728441	13.0	2.0
100128903	0.0	0.0
222389	761.0	159.0
106481525	2.0	2.0
106481526	0.0	2.0
285987	5.0	4.0
106481523	0.0	0.0
285989	277.0	404.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	25.0	6.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	0.0	0.0
106481530	0.0	1.0
106481531	0.0	0.0
100271020	0.0	1.0
91057	250.0	1281.0
91056	1331.0	2967.0
645641	0.0	3.0
91050	1019.0	1220.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	200.0	2632.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	4.0	10.0
106481503	1.0	0.0
106481504	0.0	1.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	0.0	1.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	5.0	0.0
283316	437.0	410.0
106481510	1.0	0.0
106481511	0.0	0.0
100271003	1.0	1.0
283314	269.0	503.0
100271006	0.0	0.0
283310	7.0	14.0
344758	0.0	0.0
100271001	0.0	0.0
344752	56.0	11.0
728411	302.0	337.0
728410	0.0	0.0
643003	2.0	2.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	0.0	0.0
728409	0.0	0.0
283303	0.0	0.0
344741	0.0	0.0
728400	0.0	0.0
645676	47.0	121.0
285941	1.0	0.0
728405	0.0	0.0
285943	406.0	956.0
728407	120.0	69.0
728402	0.0	1.0
728403	0.0	0.0
643008	73.0	40.0
645668	0.0	0.0
100506658	1375.0	149.0
100506655	3.0	7.0
81849	1044.0	388.0
56890	532.0	504.0
56891	1.0	0.0
100506650	0.0	0.0
81846	1880.0	1302.0
81847	2103.0	1162.0
81848	4295.0	1506.0
56896	2.0	1.0
56897	2326.0	4034.0
81853	1579.0	1952.0
56898	1634.0	1035.0
81855	3771.0	1807.0
56899	107.0	4.0
56892	9552.0	7215.0
56893	2082.0	3573.0
121275	7.0	2.0
121278	0.0	0.0
56894	4168.0	8423.0
81850	0.0	0.0
145249	0.0	4.0
56895	847.0	2353.0
81851	0.0	0.0
649137	1.0	4.0
81839	1056.0	3397.0
121274	1297.0	2041.0
121273	7.0	736.0
145264	2.0	0.0
121270	0.0	1.0
145258	6.0	4.0
121268	50.0	153.0
81844	5953.0	4454.0
145259	4.0	2.0
133283	161.0	129.0
375593	12.0	48.0
100506649	113.0	177.0
100506673	0.0	0.0
121260	1399.0	1332.0
145270	168.0	1342.0
100506671	0.0	1.0
81875	1370.0	3683.0
81876	9159.0	12610.0
81870	0.0	0.0
81871	1.0	0.0
121256	45.0	11.0
81872	0.0	0.0
81873	1539.0	3317.0
387597	141.0	45.0
100506668	201.0	348.0
160897	574.0	1125.0
649159	0.0	0.0
145282	351.0	878.0
387590	612.0	2148.0
81856	445.0	1012.0
81857	2207.0	2789.0
100506660	17.0	15.0
81858	2599.0	3398.0
135886	0.0	4.0
147872	41.0	16.0
81889	992.0	1174.0
145200	23.0	25.0
81892	604.0	1035.0
81893	4.0	11.0
81894	1441.0	2855.0
81890	889.0	1543.0
135892	6.0	1.0
649179	76.0	18.0
100506600	16.0	35.0
613126	10.0	11.0
81887	1556.0	2418.0
81888	540.0	401.0
145216	2.0	3.0
338591	0.0	0.0
649186	1.0	2.0
338596	658.0	30.0
338599	1.0	0.0
169200	1879.0	1089.0
145226	10.0	10.0
100506637	55.0	96.0
160857	167.0	119.0
160851	1308.0	928.0
91227	31.0	1.0
157206	3.0	1.0
100506622	15.0	216.0
100856809	0.0	0.0
338588	0.0	0.0
145241	0.0	2.0
91219	13.0	19.0
650172	0.0	0.0
102724678	2.0	4.0
338579	1.0	1.0
326591	364.0	420.0
255738	1996.0	5362.0
338567	0.0	0.0
102724668	1.0	2.0
255743	15363.0	12396.0
56829	2356.0	3076.0
326586	0.0	0.0
102724655	0.0	0.0
554250	1.0	0.0
554251	220.0	375.0
338557	263.0	42.0
56832	1.0	7.0
56833	1424.0	1283.0
56834	1348.0	3134.0
554235	11.0	17.0
554236	6.0	14.0
56849	266.0	75.0
255725	0.0	0.0
56848	784.0	1226.0
56852	515.0	749.0
56853	44.0	14.0
102724631	0.0	0.0
56850	2411.0	2514.0
56851	2368.0	1718.0
100820829	1225.0	36.0
101243555	4.0	0.0
196872	100.0	163.0
8501	734.0	419.0
8502	3191.0	7065.0
8500	2736.0	3260.0
253128	4.0	2.0
664701	201.0	54.0
255783	476.0	367.0
54207	1.0	6.0
54206	3856.0	2772.0
54205	2411.0	5248.0
664709	12.0	31.0
54209	1669.0	375.0
196883	2519.0	457.0
8512	128.0	15.0
8513	0.0	0.0
8510	21.0	8.0
8511	1.0	21.0
54210	1681.0	481.0
81831	532.0	2777.0
81832	7.0	14.0
81833	0.0	0.0
54212	2.0	0.0
170261	24.0	10.0
8505	912.0	762.0
8506	929.0	665.0
8503	2077.0	2541.0
8504	650.0	1064.0
8509	127.0	114.0
8507	2424.0	2043.0
255758	97.0	691.0
8508	1778.0	3083.0
8520	1418.0	3417.0
8521	3.0	13.0
169270	144.0	80.0
8522	6260.0	2289.0
102724605	0.0	0.0
554282	3.0	34.0
56886	3155.0	7156.0
54221	46.0	9.0
56888	2441.0	4765.0
554279	1.0	2.0
664722	3.0	2.0
56882	4572.0	8541.0
664721	29.0	2.0
255762	4.0	2.0
56884	1.0	0.0
8516	6804.0	889.0
8517	274.0	364.0
8514	3262.0	2214.0
8515	773.0	136.0
56889	9273.0	12414.0
8518	1740.0	3357.0
8519	2916.0	5563.0
8530	754.0	752.0
326624	959.0	310.0
8531	7487.0	13578.0
326625	1165.0	2327.0
8534	263.0	242.0
326628	0.0	0.0
8535	995.0	1130.0
326627	0.0	0.0
8532	63.0	58.0
8533	1720.0	2076.0
8527	1812.0	1481.0
8528	274.0	55.0
8525	3334.0	5178.0
8526	851.0	463.0
8529	1.0	3.0
8541	362.0	1744.0
326613	0.0	1.0
8542	8925.0	63614.0
326615	0.0	0.0
8540	2379.0	3208.0
326614	0.0	0.0
8545	5295.0	5532.0
326617	0.0	0.0
8546	2482.0	2486.0
326616	2.0	4.0
8543	4008.0	5638.0
8544	508.0	1314.0
253175	0.0	0.0
554300	3.0	0.0
8538	87.0	3807.0
8539	3654.0	6822.0
8536	434.0	256.0
8537	490.0	90.0
8552	31.0	31.0
8553	13512.0	25224.0
8550	1415.0	1722.0
326603	7.0	5.0
8551	0.0	0.0
8556	1048.0	282.0
326606	0.0	0.0
8557	53.0	45.0
8554	2917.0	3081.0
8555	1274.0	859.0
326607	0.0	0.0
326609	2.0	2.0
255798	1.0	7.0
8549	112.0	19.0
8547	14375.0	323.0
8548	831.0	1199.0
101409261	14.0	6.0
326611	0.0	0.0
8563	1181.0	1403.0
8564	281.0	67.0
8562	1992.0	5456.0
8567	3571.0	3223.0
8568	874.0	2904.0
8565	2880.0	6038.0
8566	6714.0	21095.0
253152	26.0	18.0
8560	3693.0	3160.0
100132031	0.0	0.0
100132036	0.0	0.0
253143	1462.0	3018.0
8558	2045.0	2653.0
8559	497.0	618.0
8574	1564.0	2314.0
8575	1575.0	2220.0
8572	488.0	1194.0
8573	2195.0	3815.0
8578	2345.0	866.0
8576	1118.0	1549.0
8577	1.0	2.0
554354	0.0	1.0
8570	6128.0	16899.0
123811	1392.0	2368.0
8569	1592.0	2138.0
8585	0.0	0.0
8586	0.0	0.0
101928770	5.0	2.0
8583	0.0	0.0
101928773	2.0	0.0
8587	0.0	0.0
8588	0.0	0.0
101928776	0.0	2.0
8581	25.0	59756.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	3.0
101409258	15.0	12.0
101409257	2.0	2.0
101409254	1.0	0.0
101409253	0.0	0.0
123803	1374.0	1254.0
8596	0.0	0.0
101928781	4.0	1.0
8594	0.0	0.0
8595	0.0	0.0
101928784	4.0	12.0
8590	0.0	0.0
8591	0.0	0.0
100132066	1.0	1.0
100421113	0.0	0.0
100421114	0.0	2.0
101928790	1.0	0.0
101928795	0.0	0.0
253190	87.0	84.0
100132073	0.0	1.0
100132074	51.0	399.0
100132079	1.0	0.0
554313	0.0	0.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	18.0	12.0
100421125	0.0	1.0
91133	504.0	483.0
100421129	1.0	1.0
91137	2119.0	1861.0
101928720	3.0	0.0
375519	10.0	158.0
100856810	1.0	0.0
100421136	6.0	2.0
100421137	0.0	0.0
101928734	0.0	0.0
91120	170.0	38.0
101928736	46.0	55.0
147837	143.0	165.0
100421131	2.0	5.0
100421133	0.0	0.0
91156	72.0	15.0
100421146	0.0	0.0
160824	0.0	0.0
100421148	21.0	0.0
101928744	0.0	0.0
91151	134.0	146.0
147841	89.0	1523.0
100421143	0.0	0.0
91149	0.0	1.0
101928752	0.0	0.0
91147	428.0	687.0
387509	1825.0	3166.0
100421153	0.0	0.0
100421167	0.0	1.0
91179	1100.0	527.0
100506574	0.0	8.0
399520	7.0	3.0
100421178	0.0	0.0
100506564	3.0	2.0
121227	1253.0	2568.0
387521	1975.0	4515.0
387522	0.0	4.0
100421172	7.0	4.0
100421175	0.0	1.0
100421177	0.0	0.0
100506599	30.0	71.0
100856877	0.0	0.0
100421189	0.0	1.0
100856878	1.0	2.0
121214	2.0	40.0
387559	0.0	0.0
123876	5.0	19.0
123872	107.0	164.0
100421180	0.0	0.0
147808	328.0	783.0
100421185	0.0	0.0
147804	163.0	361.0
123879	919.0	766.0
147807	746.0	830.0
100421188	0.0	0.0
375567	197.0	9.0
399512	356.0	210.0
399511	108.0	216.0
91181	13.0	4.0
448990	4.0	6.0
101928715	0.0	1.0
100506581	29.0	53.0
100856881	0.0	0.0
100506775	14.0	8.0
100506779	134.0	101.0
160762	1.0	0.0
93953	44.0	40.0
104326057	0.0	0.0
399687	4275.0	3427.0
104326058	0.0	0.0
100506776	252.0	181.0
348094	497.0	234.0
160760	2104.0	3733.0
348093	322.0	133.0
387695	2.0	681.0
104326055	15.0	3.0
93948	2.0	5.0
399693	12.0	19.0
104326053	0.0	0.0
399694	45.0	54.0
104326054	0.0	0.0
104326051	0.0	0.0
104326052	12.0	5.0
133150	0.0	0.0
399697	0.0	0.0
100506765	0.0	0.0
387694	26.0	6.0
102724706	0.0	0.0
54361	284.0	1058.0
54360	98.0	32.0
54363	0.0	24.0
387684	0.0	0.0
147798	1819.0	2928.0
159770	0.0	1.0
100506769	1.0	0.0
93973	818.0	593.0
399668	345.0	120.0
100506795	77.0	9.0
399669	68.0	147.0
399664	757.0	1593.0
399666	0.0	0.0
93974	2319.0	2646.0
399665	4146.0	5668.0
100506791	2.0	0.0
81993	3.0	4.0
399671	52.0	86.0
399670	972.0	38.0
160777	12.0	24.0
91300	2508.0	6664.0
100506783	3.0	14.0
91304	5206.0	8082.0
100506787	0.0	3.0
100293948	0.0	0.0
204219	5.0	1379.0
121130	0.0	0.0
145165	6.0	8.0
54386	3911.0	3089.0
123787	2.0	4.0
652670	1.0	0.0
121129	0.0	0.0
100506733	0.0	0.0
147746	17.0	5.0
255812	374.0	672.0
147741	2.0	1.0
147744	45.0	68.0
100506737	25.0	24.0
100506736	121.0	103.0
160728	107.0	54.0
100506724	0.0	0.0
100506723	4.0	3.0
93986	397.0	496.0
100506721	0.0	0.0
100913183	0.0	0.0
100913182	0.0	2.0
91319	1327.0	2494.0
93979	16.0	26.0
91316	53.0	52.0
133121	685.0	5.0
93978	23.0	18.0
100506753	51.0	107.0
91355	114.0	105.0
91353	2.0	8.0
100506757	4.0	3.0
100506755	149.0	34.0
91351	1074.0	1157.0
100506759	0.0	0.0
107080641	1.0	0.0
100506742	142.0	8.0
348021	0.0	0.0
107080653	0.0	0.0
255809	145.0	121.0
100506749	38.0	4.0
107080654	1.0	1.0
107080655	0.0	0.0
107080652	0.0	0.0
348013	746.0	357.0
338692	1721.0	1803.0
338699	680.0	608.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	837.0	1512.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	1.0
56937	3901.0	3945.0
196792	45.0	103.0
107080620	1.0	2.0
56938	341.0	6383.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	1.0	0.0
56934	0.0	0.0
56935	677.0	689.0
56936	0.0	15.0
56940	2823.0	3021.0
107080639	0.0	1.0
56941	2237.0	4182.0
56942	622.0	1559.0
56943	1891.0	2781.0
107080636	2.0	10.0
107080637	3.0	29.0
56948	431.0	279.0
56949	2705.0	3104.0
107080632	0.0	0.0
56944	4262.0	1233.0
56945	929.0	1448.0
56946	1109.0	1349.0
56947	2126.0	4502.0
107080630	1.0	2.0
100506713	151.0	85.0
100506712	0.0	0.0
100506710	2865.0	1859.0
338674	0.0	0.0
338675	0.0	0.0
56951	3322.0	2988.0
56952	279.0	380.0
56953	81.0	210.0
102724774	0.0	2.0
56954	1003.0	2061.0
56950	1745.0	3067.0
100506715	0.0	0.0
100506714	199.0	573.0
56955	1.0	1.0
56956	422.0	64.0
56957	1918.0	1971.0
8600	104.0	60.0
8601	23.0	17.0
723790	0.0	0.0
338661	0.0	0.0
338662	0.0	0.0
338657	749.0	632.0
56963	586.0	4055.0
56964	23.0	27.0
56965	2006.0	2958.0
56961	2.0	29.0
56967	4207.0	587.0
56969	3.0	1.0
8611	2307.0	3379.0
8612	244.0	4928.0
81926	1784.0	1996.0
145173	676.0	723.0
81928	318.0	1127.0
338651	34.0	8.0
81929	998.0	2330.0
338653	5.0	0.0
81930	85.0	847.0
56975	1862.0	2483.0
81931	106.0	140.0
81932	642.0	1325.0
56970	2557.0	5298.0
56971	334.0	203.0
8604	854.0	1580.0
8605	1309.0	403.0
8602	1408.0	3371.0
8603	1974.0	2155.0
8608	14.0	56.0
56977	578.0	944.0
8609	3403.0	3912.0
56978	180.0	193.0
56979	0.0	0.0
8607	1071.0	2559.0
8622	629.0	201.0
8623	1485.0	788.0
8620	0.0	0.0
8621	2408.0	3585.0
338645	15.0	2.0
56984	1803.0	1628.0
56985	403.0	221.0
56986	865.0	514.0
338637	0.0	0.0
56987	3742.0	3749.0
102724742	0.0	0.0
56980	616.0	922.0
56981	972.0	1046.0
56983	766.0	1119.0
8615	3561.0	4732.0
54329	99.0	42.0
54328	114.0	54.0
8613	11229.0	6910.0
8614	585.0	306.0
8618	42.0	34.0
8630	4336.0	265.0
8633	1523.0	338.0
8634	1174.0	1631.0
8631	498.0	398.0
8632	179.0	4121.0
56990	4201.0	3001.0
169166	1.0	576.0
554175	0.0	0.0
54332	288.0	354.0
56995	1420.0	2805.0
255877	2669.0	654.0
664616	0.0	0.0
56996	2005.0	2734.0
54331	2670.0	1135.0
56997	2608.0	1516.0
664614	0.0	0.0
56998	2418.0	5071.0
664613	0.0	0.0
664612	0.0	0.0
56992	105.0	837.0
56993	2039.0	4111.0
56994	2952.0	2126.0
8626	206.0	47472.0
8624	510.0	1866.0
8625	1358.0	2317.0
56999	721.0	685.0
664617	0.0	0.0
8629	696.0	1255.0
8641	122.0	20.0
8644	1070.0	2438.0
8645	964.0	1589.0
8642	3446.0	1581.0
8643	111.0	61.0
652624	0.0	0.0
196743	322.0	852.0
54346	0.0	0.0
54345	1140.0	298.0
54344	625.0	577.0
8637	131.0	120.0
8638	877.0	598.0
8635	2522.0	3179.0
8636	1756.0	2714.0
8639	19341.0	3182.0
196740	3581.0	858.0
8651	259.0	473.0
8650	5978.0	4904.0
8655	4617.0	7489.0
101928685	0.0	2.0
8653	2.0	1.0
8654	5029.0	1071.0
101928684	0.0	0.0
101928689	2.0	2.0
101928687	1.0	4.0
8648	4407.0	5755.0
8649	1800.0	2360.0
8646	583.0	308.0
8647	18.0	14.0
8662	5151.0	14670.0
8663	305.0	415.0
6001	1396.0	1593.0
8660	2247.0	896.0
8661	10992.0	16581.0
6000	7.0	5.0
6003	265.0	71.0
8666	5305.0	5241.0
8667	8628.0	10217.0
6002	1918.0	4981.0
8664	8203.0	9919.0
6005	1.0	0.0
6004	2798.0	1604.0
8665	6236.0	3448.0
101928698	0.0	0.0
8659	593.0	2186.0
8658	1807.0	1587.0
8673	5909.0	4966.0
6010	0.0	0.0
8674	1618.0	1068.0
8671	2767.0	401.0
8672	3805.0	5144.0
6011	2.0	2.0
8677	1878.0	2746.0
6014	0.0	0.0
6013	4.0	3.0
8678	2492.0	2801.0
8675	2577.0	4145.0
6016	1446.0	2102.0
8676	2133.0	351.0
6015	2218.0	2599.0
253260	1785.0	1206.0
338707	48.0	78.0
6007	64.0	35.0
6006	7.0	37.0
8668	5828.0	8855.0
6009	2282.0	4011.0
8669	1866.0	2866.0
6008	1.0	1.0
8685	14234.0	273.0
8682	14134.0	8651.0
6023	0.0	0.0
8683	2318.0	4662.0
8688	1.0	4.0
8689	6.0	9.0
8686	0.0	6.0
8687	0.0	0.0
253272	3.0	6.0
8681	232.0	202.0
253264	126.0	226.0
6018	867.0	1570.0
6017	2.0	1.0
6019	20.0	9.0
6031	0.0	2.0
6034	30.0	1.0
8693	26.0	98.0
8694	1558.0	4515.0
6033	0.0	0.0
6036	14.0	98.0
6035	37199.0	3265.0
8697	1298.0	1555.0
6038	189.0	16.0
8698	550.0	279.0
6037	1.0	6.0
101928646	0.0	3.0
554234	1.0	0.0
8692	6872.0	2385.0
6030	6.0	4.0
8690	633.0	1332.0
554225	8.0	5.0
554226	0.0	0.0
6029	0.0	0.0
170082	226.0	133.0
6043	0.0	0.0
6045	850.0	1477.0
6044	0.0	0.0
6047	2533.0	4124.0
6046	13822.0	16800.0
6049	1727.0	1541.0
100421217	0.0	0.0
6048	1684.0	1537.0
100421219	0.0	0.0
101928656	10.0	1.0
6041	943.0	975.0
554213	0.0	0.0
554214	0.0	0.0
56904	3464.0	3028.0
56905	1960.0	4191.0
6039	850.0	688.0
56906	145.0	134.0
