id	5774022a-7bf2-4fdd-a4a5-f9aa33c2174d	8cc54da6-dadc-48b1-9dd0-535cf2ac58b1
285501	0.0	1.0
574470	0.0	0.0
100873280	0.0	0.0
574472	0.0	0.0
574473	0.0	0.0
574474	0.0	0.0
1404	45.0	592.0
574464	0.0	0.0
574465	0.0	0.0
574466	0.0	0.0
1401	3.0	102.0
574467	0.0	0.0
1400	1524.0	2645.0
574468	0.0	0.0
574469	0.0	0.0
105371130	2.0	4.0
1409	0.0	0.0
100873289	0.0	0.0
1408	6799.0	1975.0
1407	1778.0	1609.0
1406	2.0	0.0
151171	2.0	0.0
346950	20.0	11.0
728873	2.0	3.0
163154	66.0	151.0
1415	25.0	26.0
1414	41.0	30.0
1413	2.0	0.0
1412	0.0	2.0
1411	10.0	1.0
1410	5253.0	9984.0
1419	0.0	0.0
1418	0.0	0.0
1417	12.0	43.0
1416	505.0	519.0
100287826	0.0	0.0
100287822	0.0	0.0
1424	0.0	0.0
1423	0.0	0.0
1421	0.0	0.0
1420	0.0	0.0
574406	45.0	6.0
574407	88.0	67.0
574408	0.0	0.0
574409	0.0	0.0
151176	40.0	738.0
1429	2403.0	675.0
1428	816.0	775.0
1427	53.0	411.0
151194	575.0	873.0
100287817	0.0	0.0
100287814	3.0	7.0
1440	5738.0	355.0
163175	785.0	38.0
1437	72.0	11.0
163183	767.0	193.0
1436	5075.0	1489.0
574410	0.0	0.0
1435	7034.0	1101.0
574411	0.0	0.0
1434	3045.0	15390.0
574412	0.0	0.0
574413	0.0	0.0
1432	4610.0	6075.0
574414	0.0	11.0
1431	9004.0	19476.0
1430	5.0	4.0
151188	920.0	3363.0
1439	2870.0	693.0
1438	602.0	346.0
728882	22.0	20.0
728888	67.0	42.0
728887	0.0	0.0
1448	0.0	129.0
1447	0.0	3.0
1446	0.0	181.0
1445	4348.0	12928.0
1444	0.0	0.0
1443	0.0	0.0
1442	0.0	0.0
1441	12399.0	279.0
151195	2360.0	2298.0
100873790	0.0	2.0
100873793	1.0	1.0
100873792	4.0	2.0
100873791	0.0	0.0
1462	2748.0	1800.0
100885776	147.0	174.0
100885777	6.0	2.0
1460	2884.0	3018.0
100885775	87.0	0.0
100885778	0.0	3.0
100885779	2.0	1.0
1459	4743.0	3140.0
200197	27.0	49.0
1457	4446.0	14839.0
1456	1857.0	2531.0
1455	2855.0	5487.0
1454	6985.0	7536.0
1453	9954.0	10303.0
1452	4867.0	15268.0
100873798	0.0	0.0
100873797	0.0	0.0
100131953	2.0	6.0
100873796	0.0	0.0
100873795	0.0	0.0
100873799	0.0	0.0
100873783	4.0	8.0
100873782	0.0	0.0
100873781	0.0	0.0
100873780	0.0	0.0
1473	116.0	6.0
1472	0.0	220.0
1471	28638.0	12019.0
1470	16.0	4.0
1469	11.0	384.0
1468	320.0	1901.0
1466	1059.0	6038.0
1465	38910.0	13965.0
1464	2451.0	527.0
100131961	5.0	4.0
1463	0.0	2.0
100873787	0.0	0.0
100131964	6.0	5.0
100873786	1.0	0.0
100873785	0.0	0.0
100873784	2.0	3.0
100873788	0.0	0.0
100885798	0.0	0.0
100885799	0.0	0.0
1482	18.0	216.0
100885796	1.0	2.0
100885797	0.0	0.0
1481	0.0	2.0
1480	4.0	0.0
1479	1157.0	4075.0
1478	652.0	3177.0
1477	2255.0	3140.0
552900	0.0	0.0
1476	14327.0	36232.0
100131971	0.0	0.0
100885795	1.0	7.0
1475	723.0	130227.0
100118954	4.0	4.0
1474	1872.0	186.0
285103	0.0	1.0
1495	35351.0	28106.0
1493	156.0	117.0
1491	338.0	638.0
1490	48931.0	2366.0
100885789	11.0	4.0
100885780	0.0	0.0
1489	1579.0	517.0
100131980	0.0	0.0
1488	3702.0	4338.0
100131981	0.0	0.0
1487	8329.0	7939.0
1486	1651.0	3555.0
100885781	3.0	3.0
100131983	0.0	1.0
1485	0.0	0.0
100885782	233.0	9.0
100287798	0.0	0.0
442485	0.0	0.0
1499	27325.0	36141.0
442479	2.0	0.0
1497	1380.0	560.0
1496	0.0	2.0
100131995	0.0	1.0
100131997	6.0	23.0
100131998	215.0	100.0
100287785	0.0	0.0
442465	0.0	0.0
100287778	0.0	0.0
100287768	0.0	0.0
100287765	80.0	192.0
442486	0.0	0.0
285154	118.0	15.0
101059920	0.0	0.0
10251	156.0	146.0
10250	5693.0	4298.0
118945	3.0	6.0
106660612	444.0	539.0
106660611	2.0	1.0
101059926	0.0	0.0
131920	0.0	111.0
106660610	0.0	0.0
645161	6.0	2.0
645160	18.0	12.0
100873718	0.0	0.0
100873717	0.0	0.0
106660609	0.0	1.0
100873716	2.0	1.0
100873715	0.0	0.0
100033447	0.0	0.0
100033448	0.0	0.0
106660605	0.0	17.0
100033449	0.0	0.0
100873719	0.0	1.0
10253	4773.0	824.0
100033443	0.0	0.0
100873710	1.0	0.0
10252	6796.0	942.0
100033444	0.0	0.0
100033445	0.0	0.0
10255	6.0	0.0
10254	2693.0	3099.0
100033446	0.0	0.0
10257	4244.0	2236.0
100873714	0.0	0.0
10256	2109.0	966.0
100033440	0.0	0.0
100128372	1.0	7.0
100873713	0.0	0.0
100033441	0.0	0.0
100873712	0.0	0.0
143903	1345.0	4182.0
100033442	0.0	0.0
100873711	0.0	1.0
10260	2284.0	2115.0
10262	5113.0	8573.0
10261	1279.0	684.0
118932	97.0	5056.0
106660620	0.0	0.0
101059938	0.0	1.0
645173	6.0	12.0
100873707	0.0	0.0
100873706	0.0	0.0
100873705	0.0	0.0
106660619	0.0	0.0
100873704	0.0	0.0
100033458	0.0	0.0
442425	0.0	2.0
106660616	1.0	0.0
100873709	1.0	0.0
100873708	0.0	0.0
106660614	0.0	0.0
100033454	0.0	0.0
10263	5022.0	2958.0
100033455	0.0	0.0
442429	0.0	0.0
10266	10993.0	682.0
100033456	0.0	0.0
100128368	0.0	1.0
10265	533.0	281.0
10268	23013.0	632.0
100873703	0.0	0.0
100033450	0.0	0.0
10267	366.0	861.0
285172	1206.0	1210.0
100033451	0.0	0.0
100873702	0.0	0.0
100873701	0.0	0.0
10269	2859.0	7636.0
100033453	0.0	0.0
100873700	0.0	0.0
285175	8.0	35.0
118924	1470.0	1006.0
101059905	0.0	0.0
10239	2161.0	1960.0
100033429	0.0	0.0
106481088	0.0	0.0
10238	8641.0	9805.0
442454	2.0	3.0
106481089	0.0	1.0
100873739	0.0	0.0
100873738	2.0	1.0
442455	1.0	0.0
106481086	14.0	0.0
100873737	0.0	0.0
106481087	2.0	2.0
100033425	0.0	1.0
100033426	1.0	1.0
100033427	0.0	0.0
442459	0.0	1.0
100033428	1.0	0.0
10231	2102.0	155.0
100033421	0.0	1.0
100873732	0.0	2.0
106481080	0.0	0.0
10230	364.0	798.0
100033422	0.0	0.0
100873731	0.0	0.0
106481081	0.0	0.0
10233	697.0	1250.0
285180	8.0	14.0
100873730	0.0	0.0
100033423	0.0	0.0
10232	22411.0	557.0
100033424	0.0	0.0
10235	937.0	80.0
100873736	1.0	0.0
106481084	0.0	0.0
10234	118.0	67.0
100873735	0.0	1.0
106481085	0.0	0.0
10237	2732.0	4655.0
100873734	0.0	0.0
106481082	1.0	1.0
10236	7405.0	7664.0
100873733	0.0	0.0
100033420	1.0	0.0
106481083	0.0	1.0
285189	0.0	0.0
10240	799.0	990.0
645191	21.0	6.0
101059914	0.0	0.0
101059918	20.0	5.0
100873729	0.0	0.0
442442	0.0	0.0
106481099	0.0	0.0
10249	0.0	3.0
100873728	0.0	0.0
442444	2.0	0.0
100873727	0.0	0.0
106481097	0.0	0.0
100873726	0.0	0.0
106481098	0.0	0.0
442446	0.0	0.0
100033436	0.0	0.0
100033437	0.0	0.0
442447	0.0	2.0
100033438	0.0	0.0
100033439	0.0	0.0
10242	49.0	98.0
100873721	0.0	0.0
106481091	1.0	0.0
100033432	0.0	0.0
10241	9436.0	7412.0
285190	1.0	0.0
100873720	0.0	0.0
106481092	0.0	0.0
100033433	0.0	0.0
10244	1073.0	4502.0
100033434	0.0	0.0
10243	1469.0	1692.0
100033435	0.0	1.0
106481090	0.0	0.0
10246	0.0	2.0
285193	227.0	367.0
100873725	1.0	0.0
106481095	0.0	0.0
10245	2262.0	5421.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	0.0	0.0
285194	0.0	78.0
10248	1122.0	4288.0
285195	1246.0	3664.0
100033430	0.0	0.0
100873723	0.0	0.0
106481093	1.0	0.0
10247	868.0	1522.0
100128341	0.0	0.0
100873722	0.0	0.0
106481094	1.0	0.0
100033431	0.0	0.0
100873750	0.0	0.0
100128337	1.0	4.0
128312	2.0	88.0
100128339	3.0	0.0
100128338	538.0	5409.0
116328	391.0	66.0
118987	3442.0	2250.0
10217	9557.0	4003.0
106481066	0.0	0.0
10216	2827.0	17.0
106481067	0.0	0.0
10219	147.0	28.0
106481064	0.0	0.0
10218	444.0	5.0
100873759	0.0	2.0
106481065	0.0	0.0
106481068	0.0	0.0
106481069	0.0	0.0
100873754	0.0	0.0
100873753	0.0	1.0
10211	18903.0	9223.0
100873752	0.0	0.0
10210	1666.0	1451.0
100873751	0.0	0.0
10213	2393.0	14514.0
128308	1887.0	2769.0
100873758	0.0	0.0
106481062	0.0	0.0
10212	1719.0	12767.0
100873757	0.0	2.0
100131913	0.0	0.0
106481063	1.0	0.0
100873756	0.0	0.0
10215	0.0	0.0
106481060	0.0	0.0
10214	0.0	0.0
100873755	0.0	0.0
106481061	1.0	1.0
101059973	1.0	1.0
285126	2.0	2.0
100128327	36.0	3.0
10228	2897.0	5072.0
106481077	0.0	0.0
10227	5634.0	2935.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	0.0
118980	870.0	1369.0
10229	1393.0	2217.0
100873748	0.0	1.0
106481076	0.0	0.0
106481079	15.0	0.0
10220	869.0	2327.0
100873743	0.0	0.0
100873742	3.0	0.0
106481070	0.0	0.0
100873741	3.0	2.0
100131921	0.0	0.0
100128324	1.0	0.0
10221	17432.0	2768.0
100873740	0.0	0.0
10224	175.0	384.0
100873747	6.0	1.0
106481073	0.0	0.0
10223	192.0	20.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	0.0	2.0
10226	2965.0	6010.0
100873745	0.0	1.0
106481071	0.0	0.0
10225	729.0	355.0
106481072	2.0	0.0
100873744	0.0	0.0
100033460	0.0	0.0
100873772	0.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	0.0	0.0
131909	3.0	16.0
106481044	0.0	0.0
106481045	1.0	0.0
106481042	0.0	1.0
106481043	0.0	0.0
106481048	0.0	0.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	0.0	3.0
106481047	0.0	0.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	0.0	1.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	3.0	1.0
100873779	2.0	0.0
106481041	0.0	0.0
100131935	0.0	0.0
100873778	0.0	0.0
285141	368.0	69.0
100873777	0.0	0.0
100128307	0.0	0.0
101059953	0.0	0.0
100873760	2.0	0.0
285148	1825.0	2921.0
10206	1799.0	2081.0
106481055	0.0	0.0
10205	6988.0	35982.0
106481056	0.0	0.0
10208	1195.0	612.0
106481053	0.0	0.0
10207	4879.0	2095.0
106481054	1.0	4.0
106481059	0.0	0.0
10209	56809.0	92664.0
106481057	0.0	0.0
442405	0.0	0.0
106481058	0.0	0.0
100131940	0.0	1.0
100873765	1.0	1.0
442406	0.0	0.0
100873764	0.0	0.0
10200	748.0	3253.0
100128302	0.0	0.0
100873763	0.0	0.0
100873762	0.0	0.0
10202	72.0	187.0
100873769	0.0	0.0
106481051	1.0	0.0
10201	907.0	1054.0
100873768	0.0	0.0
106481052	0.0	0.0
10204	5118.0	11560.0
100873767	0.0	0.0
100131947	0.0	0.0
10203	17954.0	2324.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	2.0	8.0
319099	5.0	1.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	511.0	681.0
728957	0.0	0.0
106481018	0.0	0.0
728953	10.0	18.0
106481022	0.0	0.0
106481023	0.0	1.0
116254	4838.0	6161.0
106481020	0.0	0.0
106481021	0.0	0.0
58158	0.0	0.0
106481026	0.0	0.0
116255	2.0	1.0
58157	0.0	5.0
106481027	0.0	1.0
106481024	0.0	0.0
106481025	0.0	0.0
128229	2.0	57.0
167838	98.0	310.0
319093	10.0	24.0
131890	2.0	49.0
116238	702.0	1762.0
728945	0.0	0.0
728947	3.0	0.0
106481028	0.0	0.0
106481029	1.0	0.0
58160	21.0	2.0
106481033	0.0	0.0
143872	872.0	333.0
106481034	2.0	1.0
106481031	1.0	1.0
106481032	0.0	0.0
728938	1.0	4.0
106481037	0.0	0.0
106481038	0.0	0.0
106481035	2.0	1.0
106481036	0.0	0.0
143879	471.0	488.0
167826	0.0	0.0
128218	15598.0	585.0
106481030	0.0	0.0
10190	1388.0	4398.0
728970	0.0	0.0
10194	2541.0	1266.0
10193	5162.0	5065.0
645104	2.0	0.0
10196	541.0	3614.0
101059988	0.0	0.0
10195	1983.0	25846.0
728978	8.0	186.0
153218	7.0	0.0
116228	270.0	427.0
106481000	0.0	0.0
106481001	0.0	1.0
106481004	0.0	2.0
106481005	0.0	0.0
143884	1286.0	1339.0
116236	1161.0	1682.0
106481002	0.0	0.0
106481003	0.0	0.0
10198	332.0	1364.0
10197	5767.0	18611.0
143888	2695.0	6990.0
10199	1613.0	4267.0
128209	67.0	1.0
346689	713.0	1682.0
319087	0.0	1.0
344022	5.0	0.0
319089	97.0	76.0
153201	2.0	8.0
319085	5.0	0.0
106481008	0.0	0.0
106481009	0.0	0.0
58189	1790.0	200.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	3.0	0.0
728962	1.0	1.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	523.0	2564.0
106481010	0.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	678.0	1672.0
106481013	1.0	0.0
116224	2183.0	1980.0
106481014	0.0	3.0
344018	2.0	1.0
645108	0.0	0.0
58190	16200.0	5349.0
346673	0.0	0.0
10170	318.0	6253.0
645121	25.0	10.0
58191	16044.0	3329.0
645120	0.0	0.0
10172	256.0	545.0
10171	936.0	1486.0
645126	7.0	1.0
10174	14462.0	2553.0
728911	0.0	0.0
728913	15.0	20.0
128272	1051.0	3496.0
100033407	1.0	0.0
100033409	0.0	0.0
10175	4318.0	13133.0
10178	50.0	25.0
10179	2042.0	2400.0
10181	4109.0	2462.0
10180	3299.0	1817.0
645136	0.0	0.0
10184	3303.0	1753.0
116285	70.0	42.0
100033418	0.0	0.0
202861	0.0	0.0
100033419	1.0	0.0
100033414	3.0	0.0
100033415	0.0	0.0
100033416	10.0	3.0
100033417	0.0	0.0
10187	0.0	1.0
10186	8522.0	653.0
10189	2443.0	10333.0
645129	2.0	9.0
10188	2465.0	3078.0
100033413	0.0	1.0
645145	0.0	3.0
346653	35.0	115.0
645142	0.0	0.0
10150	5514.0	1645.0
10152	4554.0	2503.0
10151	4.0	0.0
200205	1109.0	842.0
728933	0.0	0.0
202865	0.0	19.0
728931	2.0	5.0
100873817	1.0	1.0
100873816	0.0	0.0
100128390	1.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	516.0	456.0
728929	0.0	0.0
100873818	0.0	0.0
10154	1293.0	586.0
10153	3044.0	7421.0
10156	185.0	12.0
10155	15082.0	27526.0
10158	4514.0	1903.0
100873813	0.0	0.0
10157	980.0	1436.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	8916.0	18787.0
131870	4485.0	3843.0
10161	1766.0	4007.0
10160	7977.0	1966.0
10163	14510.0	13277.0
131873	4150.0	13.0
645158	56.0	82.0
10162	2584.0	3630.0
728921	3.0	0.0
128240	4985.0	14031.0
728920	0.0	0.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	0.0	0.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	2.0	5.0
100873807	0.0	0.0
10165	934.0	3584.0
10164	31.0	1586.0
128239	60.0	1524.0
10166	211.0	878.0
10169	28634.0	58955.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	960.0	862.0
100873801	0.0	0.0
100128385	8.0	3.0
100287755	5.0	39.0
165257	8.0	2.0
200232	10.0	4.0
100287745	5.0	1.0
1503	1577.0	6641.0
1501	510.0	6.0
1500	22214.0	51795.0
1509	85679.0	70013.0
1508	47535.0	88832.0
1506	4.0	2.0
1504	3.0	0.0
1514	7789.0	5807.0
1513	2259.0	1759.0
1512	132806.0	19301.0
1511	1549.0	34.0
1510	8839.0	6.0
346606	0.0	0.0
1519	5798.0	937.0
1518	3.0	0.0
1517	0.0	1.0
1515	44.0	3175.0
100287725	0.0	0.0
100287722	5.0	8.0
1525	3809.0	5730.0
1524	1052.0	67.0
1523	15002.0	12528.0
1522	20157.0	7095.0
1521	1818.0	275.0
1520	15150.0	6993.0
200261	10.0	5.0
1528	21821.0	9424.0
1527	0.0	0.0
100287718	2.0	216.0
728992	10.0	5.0
100287715	0.0	1.0
728990	0.0	0.0
165215	345.0	1541.0
728996	0.0	0.0
1536	8719.0	1897.0
1535	5473.0	10805.0
1534	8282.0	8460.0
1539	0.0	0.0
1538	0.0	0.0
1537	4282.0	25289.0
100287708	0.0	0.0
153222	3295.0	625.0
1550	0.0	0.0
1545	5745.0	347.0
1544	134.0	1.0
1543	50.0	8.0
1540	4680.0	1695.0
1549	11.0	2.0
1548	27.0	37.0
1558	19.0	9.0
1557	1.0	13.0
1556	15171.0	282.0
200298	44.0	8.0
1555	3.0	8.0
1553	0.0	94.0
1551	320.0	56.0
1559	3.0	102.0
153241	1621.0	1209.0
1572	14.0	497.0
1571	44.0	201.0
1568	7.0	26.0
1565	94.0	110.0
1564	12.0	61.0
1562	92.0	4049.0
100131828	0.0	1.0
1583	64.0	114.0
1582	23.0	2.0
1581	9.0	15.0
1580	56705.0	7078.0
1579	3.0	3.0
1577	256.0	557.0
1576	3.0	14.0
1573	138.0	689.0
285203	2683.0	1568.0
1594	73.0	165.0
285205	9.0	0.0
1593	10150.0	761.0
1592	5.0	628.0
1591	3.0	92.0
1590	33.0	1.0
10307	627.0	279.0
1589	9.0	3.0
1588	19.0	39.0
10309	1.0	489.0
1587	0.0	0.0
1586	152.0	7.0
10308	577.0	1530.0
1585	0.0	0.0
1584	0.0	0.0
100131842	1.0	1.0
10301	303.0	855.0
100131846	1.0	3.0
10300	1532.0	1710.0
10302	1409.0	3098.0
100287692	0.0	0.0
1596	0.0	0.0
1595	622.0	814.0
100131855	0.0	0.0
285220	4.0	47.0
285224	0.0	0.0
101180898	1.0	4.0
100287682	0.0	1.0
100287680	0.0	0.0
165186	48.0	270.0
100131874	0.0	0.0
100131879	0.0	0.0
442590	22.0	17.0
100131881	0.0	0.0
100131893	0.0	0.0
100131897	0.0	1.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	20007.0	2393.0
10371	946.0	347.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	4.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	12146.0	36841.0
100128252	617.0	65.0
100873835	0.0	0.0
285282	1543.0	3402.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	0.0
100873832	0.0	0.0
10379	207.0	120.0
285286	31.0	22.0
10381	11.0	71.0
10380	2009.0	3663.0
10383	16670.0	30297.0
10382	63.0	26.0
118813	2341.0	2530.0
102466906	1.0	0.0
118812	568.0	283.0
100885800	0.0	0.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	2.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	1.0	1.0
10385	1614.0	587.0
100873820	0.0	0.0
10384	4070.0	977.0
10389	57.0	1569.0
100873824	2.0	0.0
10388	102.0	48.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	8.0	8.0
645065	0.0	0.0
100128237	0.0	1.0
10350	478.0	47.0
102466918	0.0	0.0
442582	221.0	250.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	78.0	85.0
10352	1116.0	2884.0
100873853	0.0	0.0
10351	2384.0	113.0
100873852	0.0	0.0
10354	566.0	906.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	1.0	2.0
790952	0.0	6.0
100873857	0.0	0.0
10355	0.0	1.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	16.0	12.0
790955	936.0	4346.0
100873854	0.0	0.0
131831	7.0	17.0
100128227	4.0	1.0
10361	112.0	333.0
10360	521.0	7199.0
645073	0.0	0.0
442572	12.0	7.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	1711.0	1794.0
100873842	0.0	0.0
10362	3270.0	4603.0
100873841	0.0	0.0
10365	5824.0	246.0
100873840	0.0	0.0
10367	5333.0	3818.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	0.0	3.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	6.0	14.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	1030.0	1664.0
100128217	0.0	0.0
503838	5.0	2.0
503837	0.0	0.0
503834	1.0	0.0
645084	5.0	16.0
503835	0.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	1.0	6.0
503840	0.0	0.0
100885850	0.0	6.0
116211	13.0	170.0
100873875	0.0	0.0
10330	1451.0	1850.0
100873874	0.0	0.0
10332	611.0	2.0
100873873	0.0	0.0
10331	71.0	4044.0
100873872	0.0	0.0
100873879	0.0	1.0
10333	180.0	147.0
100873878	0.0	0.0
10336	2225.0	2684.0
100873877	0.0	0.0
10335	1686.0	423.0
285242	0.0	8.0
100885848	8.0	69.0
100873860	0.0	0.0
118856	7.0	3.0
645094	11.0	9.0
10349	171.0	49.0
100873869	0.0	0.0
100873864	0.0	1.0
100873863	1.0	0.0
10340	0.0	0.0
10343	24.0	87.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	4756.0	23444.0
100873861	0.0	0.0
100131801	1267.0	2398.0
10345	13.0	163.0
10344	30.0	1059.0
100873867	0.0	0.0
10347	1764.0	619.0
100873866	0.0	0.0
10346	5620.0	1756.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	1.0	0.0
10316	604.0	9.0
10318	15511.0	7195.0
10317	4.0	181.0
10319	5543.0	102.0
100873897	0.0	0.0
100131810	0.0	0.0
100873896	1.0	0.0
100873895	0.0	0.0
100873894	24.0	24.0
10312	5822.0	1330.0
10311	4302.0	2896.0
100131814	21.0	16.0
10314	3927.0	6582.0
100873899	2.0	1.0
10313	11213.0	14376.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	257.0	209.0
285267	311.0	300.0
100873882	0.0	1.0
285268	1232.0	758.0
100873881	0.0	0.0
100873880	1.0	1.0
202915	159.0	1502.0
100885864	0.0	0.0
100885866	55.0	64.0
102466967	0.0	0.0
10327	6365.0	11954.0
10326	1267.0	144.0
10329	750.0	1941.0
10328	1158.0	3983.0
442523	1.0	2.0
442524	29.0	107.0
442525	1.0	224.0
100873886	0.0	0.0
100873885	0.0	0.0
10321	1.0	343.0
100873884	0.0	0.0
10320	1835.0	358.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	1415.0	3731.0
100873889	0.0	0.0
100131825	237.0	12.0
10325	1260.0	1876.0
100873888	1.0	2.0
100131827	366.0	301.0
100873887	0.0	0.0
10324	39.0	10.0
344178	0.0	2.0
102466972	0.0	0.0
116135	29.0	15.0
102466985	0.0	0.0
344167	1.0	101.0
102466984	0.0	0.0
128102	4.0	7.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	1495.0	1324.0
116123	0.0	51.0
102466995	0.0	0.0
116113	6186.0	2658.0
83259	2.0	2.0
116115	767.0	990.0
344148	4047.0	475.0
128153	30.0	234.0
645001	2.0	1.0
10291	11740.0	10983.0
645000	4.0	10.0
10290	160.0	151.0
10293	87.0	1011.0
10295	3207.0	2829.0
10294	4211.0	11588.0
100128292	8.0	34.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	1.0	0.0
116179	0.0	1.0
100873919	0.0	1.0
100873918	0.0	0.0
100873917	0.0	0.0
10297	236.0	199.0
10296	2987.0	6276.0
100128299	0.0	0.0
10299	6693.0	7513.0
10298	5277.0	5775.0
100873912	94.0	4.0
100873911	0.0	0.0
116173	58.0	0.0
100873910	0.0	0.0
645015	9.0	27.0
200315	269.0	1217.0
200316	490.0	1006.0
200312	947.0	1095.0
100873904	0.0	0.0
100873902	5.0	13.0
100873909	0.0	0.0
100873907	6.0	0.0
100873906	0.0	0.0
100873901	0.0	1.0
100128285	21.0	71.0
100873900	1.0	0.0
645024	1.0	4.0
100775107	5.0	10.0
10270	2072.0	2915.0
645027	76.0	23.0
10273	3387.0	6079.0
100775104	6.0	24.0
10272	9150.0	278.0
100008586	0.0	0.0
116149	16.0	33.0
100873938	0.0	0.0
100873937	1.0	9.0
116154	638.0	48.0
100873935	0.0	0.0
116159	6996.0	530.0
100873939	0.0	0.0
100873930	4.0	7.0
10274	1491.0	3062.0
10277	3598.0	3612.0
10276	3878.0	14258.0
10279	1004.0	333.0
100873934	2.0	7.0
10278	1425.0	3994.0
100873933	0.0	1.0
116151	6381.0	8409.0
100873932	7.0	0.0
116150	2067.0	4529.0
100128275	0.0	0.0
10280	3146.0	5688.0
10282	927.0	1625.0
10281	0.0	0.0
10284	8105.0	9937.0
647696	0.0	0.0
10283	1421.0	1189.0
116138	7887.0	7353.0
645030	3.0	1.0
1602	1776.0	181.0
1601	8691.0	1816.0
100873926	0.0	0.0
1600	12.0	357.0
100128260	0.0	0.0
116143	66.0	89.0
100873924	15.0	0.0
100873929	0.0	1.0
100873928	0.0	3.0
10286	2060.0	5147.0
10285	1805.0	3500.0
1609	1459.0	1396.0
100128266	0.0	4.0
1608	458.0	752.0
10288	1005.0	238.0
1607	0.0	192.0
10287	1319.0	616.0
1606	1139.0	7229.0
100873923	10.0	6.0
10289	2861.0	2367.0
1605	13712.0	12906.0
100128262	7.0	15.0
100873922	0.0	0.0
1604	48943.0	8603.0
100873921	0.0	0.0
1603	8162.0	8346.0
100128264	0.0	0.0
100873920	0.0	3.0
100287639	4.0	1.0
319133	28.0	19.0
319134	7.0	4.0
100287635	0.0	0.0
319130	2.0	2.0
319139	0.0	0.0
319135	3.0	2.0
100287630	0.0	0.0
319136	0.0	0.0
552891	0.0	2.0
319138	4.0	3.0
1613	4157.0	2220.0
200350	11.0	9.0
1612	13064.0	1093.0
1611	10982.0	11277.0
165140	159.0	69.0
1610	38.0	3.0
552889	7780.0	11262.0
1618	0.0	33.0
1617	0.0	0.0
1616	4594.0	4817.0
1615	3405.0	8543.0
319142	0.0	0.0
319143	4.0	2.0
319144	0.0	1.0
319145	2.0	1.0
100287625	0.0	1.0
1624	0.0	2.0
1623	0.0	0.0
1622	14287.0	36506.0
1621	82.0	4.0
1620	1412.0	6.0
1629	2041.0	5535.0
552879	1.0	0.0
1628	1088.0	2545.0
1627	4136.0	4343.0
319111	2.0	2.0
128178	73.0	899.0
319112	2.0	0.0
100287616	177.0	568.0
393046	0.0	0.0
319117	0.0	1.0
319118	0.0	0.0
319114	6.0	10.0
1635	5802.0	4858.0
200373	1328.0	353.0
1634	80289.0	49363.0
1633	1281.0	4779.0
1632	2377.0	9319.0
552860	11.0	181.0
1630	963.0	59.0
1639	15925.0	8059.0
1638	7.0	51.0
1636	7833.0	388.0
319122	7.0	5.0
319123	0.0	0.0
100287603	0.0	1.0
319128	2.0	7.0
319129	12.0	12.0
1646	917.0	46385.0
1645	1311.0	49306.0
1644	268.0	41.0
1643	2219.0	4867.0
85824	9.0	125.0
