id	fc2fcb44-c5cb-4b1a-822d-552f32866fe3	a80301cb-eca4-4d79-99f9-d32a29c39b6b
100873870	0.0	0.0
285237	692.0	1128.0
100128217	0.0	0.0
503838	2.0	56.0
503837	0.0	0.0
503834	3.0	0.0
645084	2.0	12.0
503835	1.0	8.0
503841	0.0	0.0
10338	0.0	0.0
10337	0.0	3.0
503840	0.0	0.0
100885850	2.0	20.0
116211	44.0	72.0
100873875	0.0	0.0
10330	1003.0	4518.0
100873874	0.0	0.0
10332	2.0	2.0
100873873	0.0	1.0
10331	227.0	1169.0
100873872	0.0	0.0
100873879	1.0	0.0
10333	105.0	308.0
100873878	0.0	0.0
10336	1650.0	6021.0
100873877	0.0	1.0
10335	1093.0	370.0
285242	2.0	1.0
100885848	24.0	92.0
100873860	1.0	6.0
118856	5.0	10.0
645094	12.0	17.0
10349	141.0	387.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	1.0	0.0
10340	5.0	1.0
10343	15.0	65.0
100128203	0.0	0.0
100873862	0.0	1.0
100131800	0.0	0.0
10342	3958.0	21659.0
100873861	0.0	0.0
100131801	1027.0	1821.0
10345	5.0	188.0
10344	8.0	392.0
100873867	0.0	0.0
10347	1807.0	1265.0
100873866	0.0	0.0
10346	4332.0	1557.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	5.0	3.0
10316	143.0	27.0
10318	20043.0	10935.0
10317	93.0	182.0
10319	2713.0	1859.0
100873897	0.0	0.0
100131810	0.0	0.0
100873896	0.0	4.0
100873895	0.0	0.0
100873894	19.0	47.0
10312	4805.0	1398.0
10311	2364.0	2792.0
100131814	49.0	12.0
10314	2147.0	6563.0
100873899	0.0	7.0
10313	9402.0	16502.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	194.0	229.0
285267	160.0	379.0
100873882	1.0	1.0
285268	1017.0	3098.0
100873881	0.0	0.0
100873880	0.0	5.0
202915	330.0	2048.0
100885864	0.0	0.0
100885866	38.0	84.0
102466967	0.0	0.0
10327	4826.0	11296.0
10326	819.0	41.0
10329	595.0	4911.0
10328	1182.0	2350.0
442523	14.0	1.0
442524	33.0	177.0
442525	0.0	64.0
100873886	0.0	2.0
100873885	0.0	0.0
10321	388.0	2.0
100873884	0.0	0.0
10320	771.0	217.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	1359.0	6119.0
100873889	0.0	0.0
100131825	179.0	15.0
10325	581.0	2508.0
100873888	1.0	2.0
100131827	253.0	346.0
100873887	0.0	0.0
10324	78.0	16.0
344178	0.0	0.0
102466972	0.0	0.0
116135	0.0	1.0
102466985	0.0	0.0
344167	0.0	893.0
102466984	0.0	2.0
128102	5.0	5.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	1102.0	1021.0
116123	0.0	32.0
102466995	1.0	1.0
116113	4620.0	6019.0
83259	5.0	0.0
116115	701.0	1448.0
344148	2392.0	116.0
128153	578.0	357.0
645001	0.0	7.0
10291	6771.0	9929.0
645000	6.0	5.0
10290	445.0	2259.0
10293	51.0	1031.0
10295	2422.0	4229.0
10294	3468.0	6384.0
100128292	36.0	63.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	2.0
116179	0.0	0.0
100873919	0.0	0.0
100873918	0.0	0.0
100873917	1.0	0.0
10297	109.0	142.0
10296	2312.0	3899.0
100128299	11.0	11.0
10299	5132.0	7426.0
10298	4056.0	7597.0
100873912	45.0	16.0
100873911	0.0	0.0
116173	19.0	22.0
100873910	0.0	0.0
645015	11.0	74.0
200315	173.0	219.0
200316	208.0	2026.0
200312	513.0	3269.0
100873904	0.0	0.0
100873902	24.0	13.0
100873909	0.0	1.0
100873907	14.0	14.0
100873906	0.0	1.0
100873901	1.0	0.0
100128285	20.0	107.0
100873900	0.0	0.0
645024	0.0	3.0
100775107	11.0	25.0
10270	1700.0	3125.0
645027	51.0	904.0
10273	2038.0	3385.0
100775104	5.0	68.0
10272	10054.0	1113.0
100008586	0.0	0.0
116149	19.0	27.0
100873938	1.0	0.0
100873937	2.0	0.0
116154	547.0	653.0
100873935	0.0	1.0
116159	1429.0	476.0
100873939	0.0	4.0
100873930	6.0	6.0
10274	801.0	5902.0
10277	2052.0	11328.0
10276	2909.0	14034.0
10279	778.0	1555.0
100873934	7.0	29.0
10278	692.0	9472.0
100873933	0.0	0.0
116151	3623.0	50261.0
100873932	4.0	0.0
116150	1583.0	1580.0
100128275	3.0	0.0
10280	1892.0	6018.0
10282	732.0	1450.0
10281	1.0	0.0
10284	6065.0	8090.0
647696	0.0	0.0
10283	869.0	2512.0
116138	3592.0	12578.0
645030	1.0	0.0
1602	382.0	657.0
1601	4940.0	784.0
100873926	0.0	0.0
1600	51.0	4.0
100128260	0.0	0.0
116143	95.0	264.0
100873924	9.0	0.0
100873929	2.0	0.0
100873928	1.0	19.0
10286	1607.0	3211.0
10285	1245.0	2787.0
1609	973.0	1505.0
100128266	1.0	4.0
1608	253.0	6841.0
10288	719.0	168.0
1607	7.0	143.0
10287	1335.0	1579.0
1606	672.0	35650.0
100873923	21.0	34.0
10289	2467.0	2634.0
1605	8644.0	14692.0
100128262	4.0	40.0
100873922	1.0	12.0
1604	22502.0	9853.0
100873921	1.0	1.0
1603	6451.0	8999.0
100128264	0.0	0.0
100873920	0.0	1.0
100287639	4.0	3.0
319133	20.0	45.0
319134	3.0	16.0
100287635	0.0	1.0
319130	5.0	14.0
319139	0.0	0.0
319135	5.0	4.0
100287630	0.0	1.0
319136	0.0	2.0
552891	0.0	0.0
319138	3.0	12.0
1613	3314.0	3349.0
200350	4.0	9.0
1612	5993.0	3899.0
1611	8007.0	5650.0
165140	156.0	34.0
1610	5.0	0.0
552889	5313.0	11799.0
1618	0.0	3.0
1617	0.0	0.0
1616	2874.0	9652.0
1615	2895.0	12443.0
319142	0.0	0.0
319143	4.0	12.0
319144	0.0	0.0
319145	0.0	1.0
100287625	0.0	0.0
1624	0.0	0.0
1623	0.0	1.0
1622	9270.0	14416.0
1621	48.0	23.0
1620	10.0	19.0
1629	1148.0	1832.0
552879	0.0	2.0
1628	474.0	1097.0
1627	2324.0	10789.0
319111	0.0	2.0
128178	49.0	423.0
319112	0.0	3.0
100287616	75.0	2320.0
393046	0.0	0.0
319117	1.0	1.0
319118	0.0	0.0
319114	0.0	12.0
1635	3422.0	5885.0
200373	2134.0	194.0
1634	25092.0	4015.0
1633	578.0	2439.0
1632	1981.0	4629.0
552860	14.0	270.0
1630	606.0	5335.0
1639	8246.0	19963.0
1638	17.0	57.0
1636	5785.0	2281.0
319122	2.0	26.0
319123	1.0	1.0
100287603	20.0	0.0
319128	2.0	7.0
319129	6.0	5.0
1646	1135.0	91631.0
1645	2014.0	148945.0
1644	106.0	7.0
1643	1352.0	7884.0
85824	8.0	100.0
1642	10044.0	20487.0
1641	0.0	2.0
552859	0.0	0.0
1649	658.0	8550.0
1647	1173.0	4270.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	4.0	1.0
1660	6710.0	25558.0
1657	1484.0	1656.0
1656	5721.0	13772.0
1655	32861.0	85246.0
1654	13672.0	20060.0
1653	4139.0	17598.0
1652	932.0	3679.0
346708	0.0	1.0
1650	9406.0	21860.0
346702	11.0	6.0
1659	2538.0	8993.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	0.0
1670	0.0	0.0
319103	0.0	3.0
1668	85.0	1.0
1667	0.0	0.0
1666	2522.0	2721.0
1665	4105.0	9284.0
1663	472.0	5571.0
1662	816.0	4286.0
1661	0.0	4.0
1669	33.0	0.0
1678	167.0	1620.0
1677	155.0	310.0
1676	1923.0	3769.0
1675	2835.0	784.0
1674	4948.0	528.0
1673	9.0	89.0
1672	58.0	382.0
153129	285.0	937.0
1690	24.0	9086.0
165100	2.0	3.0
1687	386.0	2210.0
85865	560.0	1526.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	18.0
100861563	4.0	19.0
10415	0.0	22.0
10417	1537.0	318.0
493861	111.0	967.0
493860	14.0	56.0
100287591	0.0	0.0
10419	1595.0	5206.0
10418	2190.0	614.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	392.0	1206.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	8.0	26.0
10411	1619.0	372.0
10410	26439.0	21032.0
100873559	0.0	0.0
10413	7126.0	9605.0
100873558	0.0	2.0
10412	2936.0	4123.0
100873557	0.0	0.0
100873541	1.0	1.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	1.0
10426	954.0	2405.0
442266	1.0	2.0
10425	3085.0	4546.0
442267	0.0	0.0
10428	2258.0	4112.0
10427	1867.0	2719.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	191.0	846.0
100873543	0.0	0.0
100873542	0.0	0.0
10422	2062.0	3718.0
493856	1005.0	2094.0
100873549	1.0	0.0
10421	4093.0	7095.0
100873548	0.0	0.0
100131726	13.0	37.0
10424	3460.0	4871.0
100873547	0.0	0.0
10423	5113.0	7571.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	1.0	0.0
100131733	89.0	25.0
100873576	4.0	1.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	1.0
100287569	7.0	242.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	3.0
442291	0.0	1.0
100287567	0.0	0.0
10404	2033.0	2942.0
10403	51.0	3066.0
10406	9511.0	8905.0
10408	0.0	7.0
10407	0.0	2.0
100131740	0.0	0.0
10409	1534.0	2751.0
100873567	0.0	0.0
100131743	2.0	31.0
100873566	1.0	14.0
100873565	0.0	0.0
100873564	2.0	0.0
10400	1228.0	2642.0
10402	711.0	832.0
100873569	0.0	0.0
10401	1543.0	5877.0
100873568	1.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	2.0	8.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	25.0	9.0
442240	5.0	13.0
442242	1.0	35.0
100287551	1.0	3.0
442233	0.0	2.0
442234	0.0	0.0
442236	0.0	0.0
442237	0.0	0.0
442239	0.0	12.0
100131755	719.0	2134.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	1.0	0.0
100873597	0.0	0.0
493821	5.0	0.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	2.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	3.0	73.0
442232	0.0	1.0
100131760	0.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	1.0	4.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	1.0	0.0
493812	326.0	37.0
442260	0.0	1.0
442262	0.0	5.0
442255	1.0	4.0
442256	0.0	0.0
442257	0.0	0.0
442258	2.0	0.0
100131775	0.0	0.0
100131777	2.0	0.0
100287528	0.0	0.0
442252	1.0	0.0
100287520	0.0	1.0
442253	3.0	1.0
442245	0.0	1.0
442247	0.0	0.0
442249	2.0	3.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	9517.0	14141.0
100128139	1.0	0.0
10490	3807.0	5985.0
10493	15701.0	13470.0
10492	6218.0	22913.0
10495	445.0	1633.0
100128135	0.0	0.0
10494	3523.0	8165.0
10497	13360.0	2835.0
100128136	0.0	0.0
10499	1882.0	1903.0
128506	0.0	0.0
10498	1364.0	6405.0
100128132	0.0	1.0
100128127	0.0	0.0
128500	4.0	3.0
116512	0.0	0.0
116519	23.0	7.0
105419997	18.0	4.0
100128126	3.0	8.0
100861506	0.0	0.0
10471	1287.0	5420.0
100861507	0.0	4.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	7.0	208.0
442221	0.0	13.0
442211	3.0	1.0
442213	171.0	88.0
442215	2.0	1.0
442216	1.0	2.0
116511	3.0	0.0
442217	1.0	0.0
442218	0.0	0.0
10473	1635.0	6679.0
10472	1606.0	1632.0
100533177	0.0	0.0
10475	1869.0	5235.0
100533178	0.0	0.0
100128115	1.0	4.0
10474	4616.0	7512.0
100533179	2.0	3.0
10477	1650.0	4656.0
10476	4420.0	14298.0
10479	1044.0	4181.0
10478	948.0	3684.0
100128110	0.0	0.0
100128109	0.0	1.0
10480	4712.0	16676.0
100861516	2.0	11.0
100861517	11.0	32.0
10482	3618.0	5386.0
100861518	10.0	2.0
10481	5.0	978.0
100861519	5.0	48.0
100861513	2.0	1.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	45.0	158.0
100861510	1.0	2.0
442210	0.0	0.0
100533181	0.0	0.0
100533182	36.0	164.0
442204	2.0	2.0
442205	0.0	0.0
10484	1377.0	4789.0
100128102	0.0	0.0
10483	3985.0	7889.0
10486	389.0	870.0
10485	4.0	39.0
100128103	0.0	0.0
10488	3281.0	2876.0
10487	16712.0	19656.0
100533184	0.0	1.0
10489	4148.0	8231.0
128553	134.0	4869.0
100861523	0.0	0.0
102466816	0.0	0.0
102466815	0.0	1.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	752.0	3368.0
10458	6833.0	4909.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	338.0	51.0
100873512	0.0	0.0
10450	1901.0	3627.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	2940.0	9292.0
10455	2181.0	6761.0
100873516	0.0	0.0
10454	1569.0	3373.0
100873515	0.0	0.0
10457	14488.0	31235.0
100873514	0.0	0.0
10456	3530.0	7843.0
100873513	0.0	0.0
346389	2054.0	2233.0
10460	573.0	7338.0
100861530	1.0	0.0
100873509	0.0	0.0
10469	1213.0	4386.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	208.0	38.0
100873501	0.0	6.0
10461	449.0	4609.0
100873500	0.0	0.0
10464	745.0	2011.0
10463	3043.0	3608.0
10466	1123.0	2670.0
100873505	0.0	0.0
10465	737.0	2000.0
100873504	0.0	0.0
10468	362.0	6260.0
100873503	0.0	1.0
10467	3050.0	4931.0
100873502	0.0	1.0
100873530	0.0	0.0
100861549	10.0	12.0
100861545	0.0	4.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	292.0	485.0
100861541	132.0	182.0
100861542	0.0	0.0
100861543	0.0	0.0
100861544	0.0	23.0
10437	94.0	52.0
10436	960.0	3598.0
10439	920.0	1466.0
10438	717.0	1751.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	2924.0	6224.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	1.0	2.0
10432	2563.0	6796.0
10435	2164.0	1961.0
100873536	6.0	61.0
10434	1656.0	2324.0
100873535	2.0	1.0
116535	368.0	118.0
100861556	0.0	0.0
116534	0.0	2.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	0.0	1.0
100861555	15.0	6.0
10447	1468.0	7032.0
100873529	0.0	0.0
116540	96.0	483.0
100861550	0.0	2.0
10449	3242.0	1334.0
100873528	0.0	0.0
100861551	0.0	7.0
116541	2155.0	1891.0
10440	2170.0	3627.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	2.0	0.0
100873520	0.0	0.0
10444	4432.0	6651.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	3552.0	3404.0
10446	138.0	1533.0
100873525	0.0	0.0
10445	3029.0	5304.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	3846.0	2853.0
100533111	1.0	47.0
102466866	0.0	0.0
102466865	1.0	0.0
102466864	0.0	0.0
128467	0.0	3.0
647507	0.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	0.0
102466873	1.0	0.0
102466872	0.0	0.0
102466879	0.0	2.0
102466878	0.0	1.0
100128191	41.0	768.0
100128190	0.0	0.0
100533107	102.0	405.0
153443	450.0	919.0
100533105	3.0	4.0
647532	0.0	0.0
100533106	28.0	83.0
102466889	1.0	5.0
116461	1255.0	6676.0
100128181	0.0	0.0
100128183	1.0	2.0
102466880	2.0	0.0
128439	341.0	1181.0
106182249	0.0	1.0
100128179	0.0	0.0
83394	903.0	2410.0
100128177	0.0	0.0
100128176	0.0	1.0
100128162	0.0	0.0
10390	1481.0	1300.0
128497	13.0	88.0
647569	0.0	0.0
10392	1493.0	1043.0
10391	939.0	52.0
10394	3.0	0.0
10393	424.0	824.0
10396	2563.0	823.0
10395	10730.0	774.0
1719	157.0	994.0
10398	40363.0	3501.0
1718	83607.0	21802.0
100128159	0.0	1.0
10397	20540.0	19422.0
1717	4283.0	20386.0
1716	1584.0	7783.0
10399	45435.0	64942.0
128486	839.0	834.0
128488	98.0	227.0
128481	2.0	3.0
100508120	186.0	543.0
1723	647.0	997.0
100128140	3.0	14.0
100689073	0.0	0.0
100689074	0.0	136.0
100128145	0.0	1.0
1729	13696.0	12648.0
1728	2087.0	30031.0
1727	24093.0	20626.0
1725	2386.0	5212.0
100287512	0.0	2.0
100287513	0.0	0.0
1734	40.0	139.0
1733	96.0	3.0
1731	288.0	292.0
1730	1938.0	19091.0
1739	2418.0	7328.0
1738	2604.0	6638.0
1737	1690.0	3318.0
1736	1741.0	14108.0
1735	37.0	394.0
100287505	0.0	1.0
751580	23.0	180.0
100287502	0.0	0.0
202658	0.0	7.0
1745	1.0	517.0
1743	5077.0	6850.0
1742	514.0	1349.0
1741	2088.0	3749.0
1740	148.0	122.0
1749	38.0	1331.0
1748	61.0	636.0
1747	56.0	70.0
1746	0.0	86.0
200008	5.0	2.0
200010	779.0	83.0
1756	1229.0	709.0
1755	40435.0	9666.0
1750	14.0	1333.0
1759	220.0	2911.0
1758	3.0	19.0
1757	204.0	412.0
1770	3073.0	217.0
200014	3498.0	4189.0
1767	2894.0	145.0
1763	128.0	1082.0
1762	1580.0	2225.0
1761	0.0	57.0
1760	1926.0	3486.0
1769	26.0	10.0
1768	996.0	36.0
153478	361.0	2390.0
1781	3058.0	6822.0
1780	61.0	364.0
200025	2.0	5.0
1778	19028.0	60858.0
1777	4433.0	9402.0
1776	713.0	61.0
1775	19.0	77.0
1774	1042.0	1786.0
1773	446.0	1456.0
200030	214.0	721.0
442190	0.0	1.0
442191	0.0	0.0
442192	0.0	0.0
153469	5.0	37.0
1791	0.0	1.0
442195	2.0	0.0
200035	85.0	649.0
442197	100.0	59.0
1789	54.0	850.0
442189	0.0	0.0
1788	879.0	7567.0
1787	372.0	215.0
1786	2379.0	11859.0
1785	11006.0	10951.0
1783	4335.0	4778.0
1798	1785.0	3767.0
1797	626.0	2017.0
1796	986.0	1020.0
1795	85.0	604.0
1794	1607.0	228.0
1793	3074.0	4379.0
101180976	0.0	0.0
493753	964.0	3715.0
550112	266.0	487.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	0.0	0.0
503635	0.0	0.0
503638	1.0	45.0
503637	0.0	0.0
10536	586.0	6470.0
503643	0.0	1.0
10535	465.0	4975.0
100287472	0.0	1.0
10538	1696.0	101.0
503645	6.0	45.0
10537	67.0	82.0
100287470	0.0	0.0
10539	1748.0	5926.0
503641	0.0	0.0
503640	2.0	11.0
100873677	0.0	0.0
100873676	2.0	1.0
100873675	0.0	1.0
100873674	0.0	0.0
10531	3866.0	5052.0
493987	3.0	13.0
10534	1116.0	2114.0
100873679	0.0	0.0
10533	1318.0	978.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	0.0
100287463	0.0	0.0
503632	0.0	0.0
442388	5.0	0.0
503631	0.0	1.0
100287461	2.0	8.0
10549	2194.0	6484.0
503634	1.0	0.0
10548	364.0	608.0
503633	0.0	0.0
503630	3.0	2.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	4710.0	6839.0
10541	6321.0	24025.0
100873664	0.0	0.0
10540	5116.0	21030.0
100873663	0.0	0.0
10542	3076.0	3544.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	739.0	1002.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	1.0	11.0
100873690	0.0	0.0
100873695	0.0	1.0
100873694	1.0	4.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	2626.0	11795.0
10513	1699.0	4301.0
10516	8454.0	697.0
10518	86.0	2086.0
10517	37.0	63.0
10519	7615.0	6173.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	1.0	0.0
100873696	0.0	0.0
100131614	4.0	3.0
100131616	0.0	0.0
10512	1505.0	3181.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	0.0	1.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	0.0	1.0
503646	1.0	2.0
100287441	0.0	0.0
503648	0.0	0.0
10525	6363.0	16780.0
58503	0.0	0.0
10524	2286.0	2477.0
58505	2399.0	5815.0
10527	5226.0	18723.0
58504	168.0	255.0
10526	2216.0	5533.0
10529	8762.0	1405.0
10528	3041.0	19570.0
58500	465.0	452.0
100873688	0.0	0.0
100873687	0.0	0.0
100131623	11.0	7.0
100131624	0.0	0.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	24218.0	47904.0
10520	485.0	622.0
58506	4873.0	10058.0
10523	1889.0	5796.0
58509	978.0	2311.0
58508	3611.0	5166.0
10522	1354.0	4167.0
100033398	2.0	2.0
100131629	0.0	0.0
100873689	0.0	0.0
442361	1.0	0.0
58513	1791.0	4773.0
58516	1701.0	8861.0
58510	0.0	0.0
58512	15.0	45.0
58511	342.0	9.0
58517	4093.0	10474.0
105371564	0.0	66.0
100131638	3.0	0.0
58525	2480.0	7161.0
58524	8.0	829.0
10505	627.0	4240.0
58527	724.0	3790.0
58526	9921.0	12948.0
10507	1360.0	9000.0
100131641	0.0	3.0
10509	6243.0	19680.0
58529	220.0	233.0
58528	2418.0	5255.0
10501	844.0	399.0
10500	332.0	5186.0
58530	0.0	5.0
442384	0.0	0.0
58538	4.0	42.0
58531	0.0	0.0
58533	1786.0	4799.0
100131656	2.0	0.0
100287404	0.0	0.0
100131661	1.0	2.0
503694	0.0	0.0
503693	52.0	203.0
493913	0.0	0.0
493911	122.0	252.0
751599	0.0	2.0
285033	129.0	662.0
100128017	0.0	0.0
442320	0.0	0.0
116412	137.0	292.0
442317	0.0	0.0
442318	0.0	0.0
442319	14.0	0.0
493901	0.0	0.0
100128015	0.0	0.0
100128010	9.0	65.0
493900	47.0	385.0
100128012	1.0	43.0
100128011	0.0	1.0
285045	1.0	28.0
442304	0.0	2.0
442308	0.0	2.0
285051	7.0	6.0
10590	1.0	0.0
10592	537.0	4186.0
10591	1101.0	5089.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	0.0	2.0
10594	18361.0	32400.0
100873611	0.0	0.0
10595	293.0	53.0
10598	4097.0	10758.0
100873615	0.0	0.0
100873614	1.0	0.0
100873613	0.0	0.0
10599	0.0	38.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	1.0	1.0
100873606	0.0	1.0
100873605	0.0	0.0
442325	4.0	6.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	2340.0	371.0
10570	45.0	428.0
116447	825.0	3110.0
116449	7.0	8.0
116448	32.0	48.0
10579	9851.0	16023.0
100873639	0.0	0.0
100873638	12.0	18.0
10572	2968.0	12813.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	7325.0	37214.0
100873631	0.0	0.0
10573	2385.0	6353.0
100873630	0.0	1.0
10576	4368.0	16970.0
100873637	1.0	3.0
10575	4818.0	21875.0
100873636	0.0	0.0
10578	213.0	143.0
100873635	3.0	0.0
10577	54312.0	16379.0
100873634	0.0	0.0
10581	9055.0	2615.0
10580	3387.0	462.0
116437	1.0	0.0
100873629	0.0	3.0
116441	747.0	129.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	43.0	44.0
116442	36.0	468.0
116444	485.0	37.0
128414	9.0	6.0
100873622	1.0	0.0
100873621	0.0	0.0
10585	1668.0	3370.0
100873620	1.0	0.0
10584	13.0	27.0
10587	1763.0	2561.0
100873626	0.0	0.0
10586	2.0	0.0
100873625	0.0	0.0
10589	3185.0	6315.0
100873624	0.0	0.0
10588	364.0	651.0
100873623	0.0	3.0
100873651	0.0	2.0
100873650	0.0	0.0
285016	521.0	128.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	3.0	0.0
10558	1901.0	4249.0
10557	841.0	903.0
10559	1226.0	752.0
10550	9666.0	4301.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	6026.0	13582.0
100873653	0.0	0.0
10551	10799.0	5017.0
100873652	0.0	0.0
10554	3031.0	6456.0
100873659	0.0	0.0
10553	1933.0	8633.0
128408	0.0	0.0
100873658	0.0	0.0
10556	801.0	2006.0
100873657	0.0	0.0
10555	8285.0	6056.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	5.0	1.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	1930.0	57.0
100873640	0.0	0.0
102466728	0.0	1.0
102466727	0.0	0.0
102466726	0.0	3.0
102466725	0.0	0.0
102466724	3.0	2.0
10569	2377.0	2835.0
100287482	62.0	1089.0
100287483	1.0	1.0
10568	187055.0	18327.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	773.0	782.0
100873644	0.0	0.0
10560	876.0	2249.0
100873643	1.0	0.0
10563	26.0	318.0
100873642	0.0	0.0
10562	24.0	47.0
100873641	0.0	0.0
10565	2572.0	3712.0
100873648	1.0	2.0
10564	2228.0	3992.0
100873647	0.0	0.0
10567	4546.0	3744.0
100873646	0.0	2.0
10566	67.0	59.0
100873645	0.0	0.0
102466734	0.0	3.0
102466733	0.0	0.0
102466732	0.0	0.0
102466731	0.0	5.0
116369	42.0	15.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	1.0
102466737	2.0	3.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	18.0	22.0
574036	220.0	231.0
574038	0.0	0.0
83479	590.0	1902.0
116379	0.0	12.0
100128092	3.0	2.0
83478	1681.0	1762.0
83473	241.0	548.0
83475	790.0	1357.0
100128098	11.0	20.0
102466745	1.0	4.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	3716.0	191.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	2689.0	439.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	483.0	3553.0
100128083	1.0	7.0
83468	292.0	92.0
100128081	5.0	8.0
83461	51.0	5507.0
128338	2228.0	4585.0
83464	1336.0	781.0
83463	211.0	1152.0
83460	133.0	468.0
100189028	4.0	4.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	3.0	3.0
102466750	0.0	2.0
153339	3622.0	5721.0
116349	244.0	542.0
102466759	0.0	0.0
102466758	0.0	2.0
102466757	0.0	0.0
100128071	110.0	157.0
346562	1.0	0.0
647415	3.0	7.0
128322	1.0	0.0
1809	8646.0	9163.0
116337	0.0	0.0
153328	6.0	51.0
1800	16.0	11.0
