id	631f56be-6fde-4e67-8ce1-83f01325d489	47190c04-2d8f-4b9b-b0a7-b3ae9b6c26b2
338599	6.0	0.0
169200	3555.0	1100.0
145226	64.0	917.0
100506637	137.0	47.0
160857	286.0	374.0
160851	1839.0	5189.0
91227	38.0	1.0
157206	23.0	3.0
100506622	50.0	2.0
100856809	0.0	0.0
338588	4.0	6.0
145241	2.0	0.0
91219	0.0	0.0
650172	1.0	0.0
102724678	5.0	2.0
338579	1.0	0.0
326591	1073.0	426.0
255738	3004.0	4823.0
338567	0.0	1.0
102724668	17.0	9.0
255743	20570.0	1974.0
56829	8404.0	2962.0
326586	0.0	0.0
102724655	0.0	0.0
554250	1.0	2.0
554251	485.0	345.0
338557	1950.0	9.0
56832	9.0	1.0
56833	7065.0	313.0
56834	3547.0	1743.0
554235	85.0	14.0
554236	13.0	4.0
56849	333.0	128.0
255725	0.0	0.0
56848	2530.0	783.0
56852	1119.0	677.0
56853	56.0	20.0
102724631	0.0	0.0
56850	8490.0	3837.0
56851	5641.0	2853.0
100820829	729.0	11.0
101243555	8.0	2.0
196872	223.0	133.0
8501	2520.0	305.0
8502	6272.0	6111.0
8500	7250.0	4339.0
253128	21.0	12.0
664701	219.0	30.0
255783	1413.0	326.0
54207	13.0	1.0
54206	24141.0	3221.0
54205	8145.0	6990.0
664709	67.0	17.0
54209	9551.0	181.0
196883	5293.0	280.0
8512	694.0	10.0
8513	0.0	0.0
8510	64.0	10.0
8511	57.0	1.0
54210	15945.0	111.0
81831	500.0	2221.0
81832	20.0	206.0
81833	0.0	0.0
54212	2.0	0.0
170261	28.0	51.0
8505	1683.0	1418.0
8506	2452.0	772.0
8503	8929.0	764.0
8504	1424.0	515.0
8509	534.0	128.0
8507	4868.0	1448.0
255758	211.0	567.0
8508	4811.0	8801.0
8520	3649.0	2347.0
8521	7.0	3.0
169270	334.0	135.0
8522	11275.0	1101.0
102724605	0.0	0.0
554282	7.0	43.0
56886	10693.0	6159.0
54221	77.0	31.0
56888	6286.0	6308.0
554279	8.0	8.0
664722	6.0	3.0
56882	21887.0	11948.0
664721	25.0	20.0
255762	15.0	6.0
56884	0.0	6.0
8516	8261.0	79.0
8517	1011.0	627.0
8514	19877.0	1093.0
8515	839.0	215.0
56889	18739.0	11726.0
8518	4510.0	3260.0
8519	10728.0	2751.0
8530	3999.0	64.0
326624	1777.0	75.0
8531	29183.0	23014.0
326625	3214.0	1598.0
8534	486.0	843.0
326628	0.0	0.0
8535	2648.0	1583.0
326627	4.0	0.0
8532	495.0	47.0
8533	4387.0	4180.0
8527	7989.0	2936.0
8528	597.0	1.0
8525	9907.0	4068.0
8526	1162.0	1044.0
8529	1.0	13.0
8541	1011.0	1790.0
326613	2.0	3.0
8542	18077.0	1666.0
326615	0.0	0.0
8540	6499.0	2293.0
326614	0.0	0.0
8545	9333.0	3742.0
326617	0.0	0.0
8546	6062.0	2564.0
326616	15.0	0.0
8543	6136.0	3012.0
8544	1103.0	1892.0
253175	0.0	0.0
554300	0.0	0.0
8538	62.0	520.0
8539	8513.0	8544.0
8536	973.0	122.0
8537	296.0	125.0
8552	215.0	158.0
8553	70225.0	11293.0
8550	3685.0	2518.0
326603	26.0	1.0
8551	0.0	0.0
8556	1409.0	542.0
326606	0.0	0.0
8557	209.0	58.0
8554	6181.0	2293.0
8555	2904.0	1827.0
326607	1.0	1.0
326609	25.0	7.0
255798	1.0	4.0
8549	96.0	565.0
8547	13416.0	89.0
8548	2182.0	1185.0
101409261	57.0	6.0
326611	5.0	1.0
8563	3399.0	3716.0
8564	1506.0	24.0
8562	4664.0	5791.0
8567	8474.0	3479.0
8568	3272.0	2399.0
8565	9572.0	4941.0
8566	24787.0	4728.0
253152	60.0	56.0
8560	8544.0	3142.0
100132031	0.0	0.0
100132036	10.0	0.0
253143	4936.0	5210.0
8558	6824.0	2030.0
8559	1095.0	432.0
8574	4321.0	1248.0
8575	3886.0	1414.0
8572	1676.0	1086.0
8573	4017.0	9377.0
8578	5638.0	311.0
8576	2715.0	825.0
8577	5.0	7.0
554354	4.0	0.0
8570	18464.0	13169.0
123811	2639.0	6648.0
8569	8491.0	1939.0
8585	0.0	2.0
8586	0.0	0.0
101928770	23.0	0.0
8583	1.0	0.0
101928773	3.0	1.0
8587	3.0	1.0
8588	0.0	0.0
101928776	0.0	5.0
8581	154.0	4527.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	40.0	4.0
101409257	11.0	0.0
101409254	0.0	0.0
101409253	1.0	0.0
123803	3206.0	1203.0
8596	0.0	0.0
101928781	8.0	10.0
8594	0.0	0.0
8595	0.0	0.0
101928784	28.0	22.0
8590	0.0	1.0
8591	0.0	0.0
100132066	1.0	0.0
100421113	0.0	2.0
100421114	0.0	0.0
101928790	0.0	0.0
101928795	0.0	0.0
253190	231.0	119.0
100132073	2.0	0.0
100132074	114.0	40.0
100132079	6.0	0.0
554313	2.0	0.0
100421123	1.0	0.0
100856811	0.0	2.0
375513	46.0	5.0
100421125	0.0	0.0
91133	902.0	494.0
100421129	9.0	0.0
91137	5192.0	1777.0
101928720	2.0	0.0
375519	18.0	143.0
100856810	0.0	0.0
100421136	21.0	2.0
100421137	3.0	0.0
101928734	2.0	1.0
91120	321.0	37.0
101928736	110.0	97.0
147837	293.0	61.0
100421131	34.0	4.0
100421133	1.0	0.0
91156	113.0	54.0
100421146	0.0	0.0
160824	0.0	0.0
100421148	24.0	0.0
101928744	0.0	4.0
91151	225.0	87.0
147841	164.0	925.0
100421143	0.0	0.0
91149	4.0	5.0
101928752	1.0	1.0
91147	1029.0	766.0
387509	4491.0	1212.0
100421153	1.0	0.0
100421167	1.0	11.0
91179	3773.0	937.0
100506574	6.0	2.0
399520	64.0	0.0
100421178	0.0	0.0
100506564	2.0	4.0
121227	2973.0	3092.0
387521	5427.0	7276.0
387522	5.0	1.0
100421172	11.0	12.0
100421175	1.0	2.0
100421177	1.0	0.0
100506599	121.0	177.0
100856877	0.0	0.0
100421189	28.0	1.0
100856878	8.0	2.0
121214	8.0	268.0
387559	0.0	0.0
123876	10.0	0.0
123872	1529.0	20.0
100421180	0.0	0.0
147808	1091.0	237.0
100421185	0.0	0.0
147804	570.0	344.0
123879	6328.0	1252.0
147807	1440.0	254.0
100421188	0.0	0.0
375567	98.0	511.0
399512	1571.0	277.0
399511	233.0	237.0
91181	77.0	13.0
448990	11.0	9.0
101928715	7.0	0.0
100506581	121.0	71.0
100856881	1.0	1.0
100506775	47.0	17.0
100506779	266.0	29.0
160762	15.0	1.0
93953	178.0	62.0
104326057	0.0	0.0
399687	10667.0	4265.0
104326058	0.0	0.0
100506776	602.0	15.0
348094	1064.0	264.0
160760	6206.0	5245.0
348093	638.0	175.0
387695	22.0	444.0
104326055	37.0	4.0
93948	4.0	5.0
399693	172.0	7.0
104326053	0.0	0.0
399694	58.0	49.0
104326054	1.0	0.0
104326051	1.0	22.0
104326052	95.0	6.0
133150	0.0	0.0
399697	0.0	1.0
100506765	0.0	3.0
387694	169.0	8.0
102724706	0.0	0.0
54361	766.0	91.0
54360	445.0	86.0
54363	0.0	0.0
387684	8.0	0.0
147798	6398.0	1885.0
159770	2.0	0.0
100506769	6.0	0.0
93973	2367.0	1047.0
399668	571.0	450.0
100506795	62.0	7.0
399669	164.0	37.0
399664	1521.0	906.0
399666	0.0	0.0
93974	5541.0	1556.0
399665	10330.0	20012.0
100506791	1.0	1.0
81993	9.0	10.0
399671	190.0	203.0
399670	178.0	1.0
160777	164.0	2.0
91300	10920.0	5114.0
100506783	6.0	15.0
91304	17197.0	8361.0
100506787	2.0	1.0
100293948	8.0	0.0
204219	61.0	1542.0
121130	0.0	0.0
145165	23.0	13.0
54386	8371.0	1847.0
123787	0.0	0.0
652670	2.0	0.0
121129	1.0	0.0
100506733	3.0	0.0
147746	31.0	4.0
255812	1374.0	1107.0
147741	26.0	4.0
147744	257.0	11.0
100506737	125.0	45.0
100506736	650.0	20.0
160728	316.0	3.0
100506724	0.0	0.0
100506723	16.0	2.0
93986	578.0	1060.0
100506721	2.0	0.0
100913183	39.0	21.0
100913182	0.0	2.0
91319	11013.0	824.0
93979	7.0	1.0
91316	262.0	82.0
133121	215.0	5.0
93978	101.0	2.0
100506753	166.0	130.0
91355	1042.0	828.0
91353	452.0	0.0
100506757	6.0	13.0
100506755	244.0	24.0
91351	2818.0	171.0
100506759	0.0	0.0
107080641	1.0	0.0
100506742	74.0	2.0
348021	0.0	0.0
107080653	0.0	0.0
255809	932.0	26.0
100506749	34.0	4.0
107080654	2.0	0.0
107080655	0.0	0.0
107080652	10.0	1.0
348013	2685.0	210.0
338692	6199.0	3828.0
338699	1868.0	530.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	2560.0	1684.0
723779	0.0	0.0
723778	6.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	1.0	0.0
56937	9717.0	5570.0
196792	104.0	25.0
107080620	11.0	10.0
56938	991.0	7729.0
107080621	1.0	0.0
107080622	0.0	0.0
107080623	1.0	0.0
56934	34.0	1.0
56935	2851.0	610.0
56936	18.0	733.0
56940	6976.0	792.0
107080639	0.0	0.0
56941	6392.0	8441.0
56942	1823.0	1213.0
56943	4511.0	2753.0
107080636	22.0	8.0
107080637	4.0	3.0
56948	1086.0	695.0
56949	8109.0	3596.0
107080632	5.0	0.0
56944	8876.0	2054.0
56945	2457.0	2680.0
56946	2599.0	1933.0
56947	4496.0	1766.0
107080630	10.0	2.0
100506713	312.0	192.0
100506712	5.0	0.0
100506710	5809.0	3245.0
338674	0.0	0.0
338675	0.0	0.0
56951	5704.0	3202.0
56952	399.0	983.0
56953	164.0	228.0
102724774	3.0	1.0
56954	3109.0	4403.0
56950	3498.0	1700.0
100506715	1.0	0.0
100506714	483.0	946.0
56955	2.0	3.0
56956	153.0	47.0
56957	3601.0	2572.0
8600	33.0	138.0
8601	25.0	455.0
723790	0.0	0.0
338661	1.0	0.0
338662	0.0	0.0
338657	3092.0	1552.0
56963	1062.0	3340.0
56964	69.0	16.0
56965	5718.0	3406.0
56961	27.0	1.0
56967	5424.0	886.0
56969	14.0	5.0
8611	4177.0	507.0
8612	1315.0	4857.0
81926	6168.0	1982.0
145173	1172.0	1300.0
81928	1360.0	1173.0
338651	83.0	11.0
81929	4070.0	3087.0
338653	6.0	0.0
81930	317.0	850.0
56975	7434.0	1975.0
81931	225.0	89.0
81932	2066.0	1045.0
56970	8237.0	5305.0
56971	850.0	526.0
8604	2319.0	1034.0
8605	1414.0	153.0
8602	4626.0	3297.0
8603	4577.0	1839.0
8608	73.0	68.0
56977	1085.0	901.0
8609	4785.0	1794.0
56978	435.0	70.0
56979	1.0	0.0
8607	3364.0	5970.0
8622	932.0	264.0
8623	4146.0	833.0
8620	0.0	0.0
8621	6774.0	3851.0
338645	22.0	93.0
56984	4158.0	2516.0
56985	681.0	257.0
56986	1721.0	634.0
338637	0.0	0.0
56987	6832.0	5043.0
102724742	0.0	0.0
56980	1193.0	1054.0
56981	2166.0	1693.0
56983	1692.0	1844.0
8615	10620.0	5184.0
54329	336.0	72.0
54328	330.0	396.0
8613	20957.0	2687.0
8614	1626.0	2223.0
8618	221.0	23.0
8630	7324.0	95.0
8633	1720.0	301.0
8634	2911.0	1296.0
8631	1322.0	160.0
8632	1238.0	525.0
56990	9121.0	1808.0
169166	22.0	243.0
554175	14.0	0.0
54332	684.0	1470.0
56995	4805.0	2681.0
255877	4878.0	325.0
664616	1.0	0.0
56996	7496.0	3329.0
54331	3272.0	264.0
56997	5992.0	1138.0
664614	0.0	0.0
56998	5357.0	2655.0
664613	0.0	0.0
664612	0.0	0.0
56992	134.0	761.0
56993	5027.0	7056.0
56994	5930.0	1348.0
8626	2822.0	36722.0
8624	1240.0	833.0
8625	3998.0	1964.0
56999	4462.0	548.0
664617	0.0	0.0
8629	2015.0	1468.0
8641	224.0	25.0
8644	1764.0	8806.0
8645	3737.0	51.0
8642	7329.0	1063.0
8643	356.0	117.0
652624	8.0	0.0
196743	830.0	374.0
54346	2.0	28.0
54345	2486.0	159.0
54344	1455.0	487.0
8637	492.0	21.0
8638	4259.0	56.0
8635	8473.0	944.0
8636	4683.0	2404.0
8639	48239.0	256.0
196740	6364.0	1361.0
8651	1783.0	246.0
8650	12873.0	5944.0
8655	12851.0	8703.0
101928685	8.0	2.0
8653	11567.0	704.0
8654	4210.0	1391.0
101928684	2.0	0.0
101928689	5.0	32.0
101928687	1.0	8.0
8648	9543.0	4704.0
8649	3755.0	2008.0
8646	1318.0	570.0
8647	14.0	5.0
8662	14786.0	15198.0
8663	894.0	501.0
6001	2566.0	607.0
8660	5725.0	7743.0
8661	26156.0	14115.0
6000	5.0	0.0
6003	406.0	20.0
8666	14383.0	5182.0
8667	19045.0	10089.0
6002	6218.0	4029.0
8664	19071.0	17011.0
6005	6.0	0.0
6004	14325.0	612.0
8665	14232.0	7316.0
101928698	12.0	0.0
8659	1547.0	857.0
8658	4600.0	3175.0
8673	17186.0	3564.0
6010	1.0	0.0
8674	2555.0	1583.0
8671	3652.0	12.0
8672	6272.0	5262.0
6011	102.0	10.0
8677	4567.0	1559.0
6014	1.0	0.0
6013	11.0	3.0
8678	6440.0	3673.0
8675	8391.0	5423.0
6016	4843.0	8715.0
8676	6396.0	311.0
6015	6619.0	1729.0
253260	3321.0	5273.0
338707	132.0	2261.0
6007	228.0	47.0
6006	51.0	15.0
8668	16302.0	7617.0
6009	5481.0	4294.0
8669	4992.0	4859.0
6008	0.0	2.0
8685	103762.0	107.0
8682	29736.0	8694.0
6023	0.0	0.0
8683	7583.0	7915.0
8688	0.0	2.0
8689	22.0	0.0
8686	0.0	0.0
8687	0.0	0.0
253272	4.0	4.0
8681	1395.0	1564.0
253264	173.0	8.0
6018	3501.0	1651.0
6017	16.0	4.0
6019	13.0	17.0
6031	226.0	9.0
6034	52.0	0.0
8693	72.0	36.0
8694	5389.0	1363.0
6033	3.0	0.0
6036	165.0	10.0
6035	68536.0	2420.0
8697	2999.0	1888.0
6038	291.0	27.0
8698	3029.0	36.0
6037	20.0	1.0
101928646	0.0	13.0
554234	1.0	0.0
8692	17436.0	2442.0
6030	514.0	8.0
8690	1017.0	978.0
554225	13.0	24.0
554226	1.0	1.0
6029	0.0	0.0
170082	357.0	96.0
6043	0.0	0.0
6045	2132.0	1805.0
6044	0.0	0.0
6047	6923.0	4037.0
6046	40609.0	12247.0
6049	4464.0	4402.0
100421217	0.0	0.0
6048	3955.0	995.0
100421219	0.0	0.0
101928656	7.0	0.0
6041	2164.0	797.0
554213	0.0	0.0
554214	0.0	0.0
56904	8943.0	3200.0
56905	7554.0	4288.0
6039	3836.0	136.0
56906	191.0	218.0
56907	3712.0	904.0
56900	6157.0	1983.0
56901	4880.0	6015.0
56902	2306.0	2333.0
56903	3.0	1.0
100421222	0.0	0.0
375612	345.0	2.0
375611	79.0	133.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	3.0
6059	5713.0	4794.0
554210	29.0	23.0
100528062	282.0	217.0
554212	0.0	0.0
6050	37124.0	9305.0
100528064	4.0	3.0
375616	284.0	261.0
6051	11023.0	3748.0
56910	17670.0	17108.0
554202	4.0	0.0
554203	1189.0	890.0
56915	1040.0	894.0
56916	2683.0	1659.0
56917	959.0	1328.0
56918	0.0	0.0
56911	1102.0	69.0
56912	2428.0	833.0
56913	3071.0	980.0
100421220	0.0	0.0
56914	1.0	0.0
375601	1.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	2318.0	3052.0
6069	0.0	0.0
375607	2.0	0.0
554201	0.0	0.0
6060	0.0	0.0
56920	4310.0	221.0
56926	12645.0	5863.0
56927	9813.0	2581.0
56928	6063.0	3271.0
56929	5220.0	1839.0
56922	4818.0	3330.0
56923	29.0	46.0
56924	31.0	110.0
56925	1859.0	431.0
100421232	0.0	0.0
6076	2.0	2.0
100421245	8.0	0.0
6075	0.0	0.0
6078	3.0	0.0
6079	0.0	4.0
101928601	7.0	4.0
6070	4.0	0.0
91252	8582.0	2773.0
6071	4.0	4.0
6074	0.0	0.0
101928603	3.0	1.0
101928604	6.0	0.0
101928607	32.0	42.0
387612	0.0	0.0
147700	156.0	1328.0
387615	1.0	0.0
6086	0.0	0.0
6089	1.0	0.0
101928611	2.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	12.0	0.0
123722	14.0	4.0
387601	2.0	10.0
123720	2489.0	1105.0
147710	6.0	0.0
147711	14.0	15.0
147719	1.0	0.0
6098	19043.0	20.0
6097	2813.0	11.0
6092	2375.0	1700.0
6091	4348.0	2892.0
6094	498.0	186.0
100528020	0.0	0.0
6093	8689.0	4942.0
100528021	5.0	5.0
6096	304.0	21.0
6095	3362.0	3660.0
91272	3251.0	2174.0
147727	1581.0	1758.0
387638	4.0	1.0
100528030	27.0	10.0
101928638	1.0	0.0
100528032	72.0	3.0
100421271	2.0	2.0
100506697	39.0	11.0
100506696	168.0	201.0
91298	1100.0	1148.0
100528007	0.0	0.0
123775	189.0	28.0
91289	13028.0	4499.0
399656	13.0	3.0
100506686	583.0	154.0
100506685	13.0	2.0
100528016	3.0	0.0
100528017	157.0	6.0
100528018	1.0	1.0
100528019	4.0	0.0
100506681	13.0	2.0
91283	1822.0	1646.0
100506680	4.0	1.0
387646	39.0	10.0
387647	0.0	0.0
387644	86.0	7.0
387640	72.0	26.0
100421295	148.0	131.0
387680	4240.0	1287.0
375686	95.0	23.0
123745	4029.0	2341.0
100506898	58.0	10.0
100506897	10.0	0.0
390992	0.0	0.0
54471	5473.0	5551.0
54470	1218.0	770.0
390996	1.0	3.0
390999	0.0	0.0
54475	1566.0	1506.0
387338	3516.0	1157.0
54474	2.0	8.0
54472	9201.0	5614.0
389997	0.0	0.0
54478	88.0	994.0
54477	3192.0	6794.0
387332	3.0	1.0
54476	6495.0	4713.0
91404	7041.0	1150.0
91405	54.0	0.0
91408	3637.0	1942.0
91409	193.0	158.0
375346	721.0	83.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	167.0	93.0
389990	3.0	0.0
102724827	466.0	339.0
54482	1040.0	672.0
102724820	216.0	15.0
100506881	231.0	49.0
54480	8588.0	4459.0
387328	2.0	2.0
387325	11.0	24.0
145497	36.0	0.0
400866	1.0	3.0
387323	11.0	5.0
387321	1.0	0.0
54487	4455.0	2613.0
387322	0.0	0.0
375350	5.0	1.0
723809	2633.0	2.0
338391	43.0	5.0
91433	779.0	1225.0
338396	0.0	5.0
387363	0.0	0.0
387364	0.0	0.0
338398	1.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	1.0	0.0
387362	0.0	0.0
54492	5240.0	2497.0
54491	4310.0	221.0
54490	2.0	2.0
54497	5966.0	2489.0
54496	3096.0	864.0
448835	0.0	3.0
54495	5164.0	4393.0
448834	4.0	250.0
387359	0.0	0.0
387357	876.0	48.0
54499	7245.0	4538.0
121498	1.0	0.0
54498	1068.0	2049.0
170463	4971.0	1545.0
157489	247.0	121.0
338382	5158.0	912.0
390980	378.0	125.0
338388	0.0	0.0
448831	0.0	3.0
400841	117.0	2.0
91419	384.0	380.0
91452	3461.0	1381.0
338376	3.0	0.0
145447	90.0	235.0
100313532	33.0	4.0
91442	169.0	210.0
375387	3247.0	235.0
91445	4184.0	2770.0
107080554	0.0	0.0
133482	1.0	6.0
100506874	90.0	82.0
100506872	7.0	0.0
169436	136.0	31.0
170425	2.0	19.0
133491	1.0	2.0
91464	0.0	0.0
100506866	588.0	50.0
400892	4.0	6.0
400891	114.0	6.0
91461	3155.0	294.0
145483	985.0	176.0
145482	848.0	792.0
338339	145.0	2.0
100506810	81.0	14.0
338328	7221.0	27.0
100506815	9.0	1.0
326337	0.0	0.0
326339	0.0	0.0
338321	8.0	4.0
338322	2.0	86.0
338323	34.0	1.0
338324	8.0	2250.0
341965	5.0	1.0
326341	0.0	0.0
326340	15.0	3.0
326343	30.0	11.0
326342	958.0	33.0
54407	26242.0	30211.0
8710	39.0	1381.0
100506834	108.0	34.0
8711	1120.0	1168.0
54413	350.0	150.0
8703	6625.0	2708.0
101410540	0.0	0.0
8704	3178.0	2783.0
101410541	1.0	1.0
8701	478.0	197.0
101410542	1.0	3.0
54414	6802.0	1364.0
8702	2739.0	17410.0
100506835	32.0	0.0
101410543	18.0	0.0
8707	322.0	55.0
101410544	15.0	3.0
8708	35.0	33.0
101410545	0.0	1.0
101410546	0.0	0.0
8705	1734.0	540.0
8706	1640.0	765.0
326315	8.0	2.0
326317	0.0	0.0
8721	17006.0	7574.0
8722	8734.0	1735.0
8720	18040.0	6702.0
101410537	2.0	1.0
101410538	4027.0	1138.0
341947	2.0	1.0
8714	10128.0	17064.0
8715	18.0	0.0
100506826	59.0	54.0
8712	4.0	0.0
8718	1113.0	1568.0
101410533	56.0	32.0
101410534	0.0	0.0
326325	3.0	0.0
101410535	119.0	65.0
8717	3131.0	791.0
54429	42.0	26.0
101410536	0.0	0.0
326307	1622.0	289.0
8732	1910.0	1348.0
8733	13390.0	5075.0
8731	4149.0	4111.0
54431	8915.0	3167.0
400836	1.0	0.0
170487	94.0	3.0
54435	109.0	13.0
54434	14402.0	5386.0
400831	171.0	34.0
54433	1068.0	689.0
400830	2.0	0.0
54432	3318.0	862.0
54439	2198.0	1370.0
8725	5616.0	5003.0
8726	1888.0	1085.0
54438	2360.0	1620.0
54437	360.0	255.0
8723	3704.0	3074.0
326310	289.0	40.0
8724	17876.0	5275.0
54436	8537.0	709.0
8729	15079.0	6348.0
100337589	0.0	0.0
170485	4.0	3.0
8727	5205.0	3178.0
8728	4393.0	1975.0
170482	24.0	0.0
8740	1924.0	30.0
8743	9398.0	10431.0
8744	414.0	361.0
8741	7228.0	291.0
8742	7838.0	528.0
102724868	0.0	0.0
102724866	7.0	1.0
54442	4382.0	3342.0
54441	90.0	41.0
54440	11503.0	168.0
400823	50.0	6.0
102724862	0.0	0.0
54443	319.0	4439.0
8736	698.0	98.0
8737	7158.0	1157.0
8735	20.0	16.0
326300	10.0	1.0
8738	967.0	381.0
8739	43.0	2.0
8751	15630.0	6118.0
8754	16835.0	7714.0
8755	2.0	1.0
102724853	3.0	0.0
54453	9183.0	7262.0
255512	55.0	44.0
54457	1.0	12.0
54456	89.0	258.0
554049	9.0	0.0
54455	4299.0	1468.0
54454	1767.0	1847.0
8747	23.0	9.0
8748	15.0	14.0
8745	560.0	10698.0
54458	9950.0	2817.0
400818	896.0	492.0
8749	0.0	1.0
8761	20816.0	7577.0
6100	636.0	447.0
8760	10977.0	4380.0
6102	3625.0	1433.0
8766	15129.0	9985.0
6101	97.0	2.0
8763	34981.0	12907.0
6103	1874.0	630.0
8764	16073.0	941.0
54460	4213.0	2038.0
54464	4917.0	4291.0
54463	1899.0	318.0
54462	7358.0	2633.0
54461	14872.0	5346.0
54468	3072.0	1645.0
54467	5000.0	4491.0
54466	23.0	10.0
54465	930.0	1280.0
255520	2208.0	1821.0
8759	0.0	0.0
8756	0.0	4.0
54469	7238.0	3383.0
8772	846.0	448.0
8773	6764.0	2764.0
8771	0.0	0.0
8776	4074.0	5342.0
8777	3411.0	1033.0
8774	3716.0	2609.0
8775	10810.0	3593.0
101928566	0.0	0.0
8767	3202.0	632.0
6120	2737.0	2050.0
101928571	10.0	4.0
8784	624.0	530.0
6122	234253.0	70096.0
8781	324.0	187.0
6121	1.0	30.0
8787	352.0	109.0
6124	124770.0	66283.0
6123	6.0	17.0
8788	14.0	0.0
8785	17.0	1.0
6126	43.0	19.0
8786	1029.0	502.0
6125	76146.0	25622.0
101928578	258.0	169.0
8780	6971.0	7202.0
6117	8789.0	12289.0
8778	519.0	10.0
6119	1170.0	930.0
6118	4240.0	1174.0
8794	1159.0	20.0
8795	13538.0	2345.0
6130	103989.0	49393.0
8792	568.0	305.0
6133	31524.0	11170.0
6132	119074.0	49221.0
8793	3434.0	206.0
8798	1886.0	1180.0
6135	72159.0	16993.0
8799	3103.0	1719.0
6134	150238.0	40159.0
8796	4703.0	4098.0
6137	90088.0	19015.0
8797	1824.0	453.0
6136	50843.0	17809.0
100421307	0.0	0.0
101735302	606.0	435.0
8790	1428.0	539.0
100134444	8.0	7.0
6128	49123.0	25325.0
8789	16.0	32.0
6129	44776.0	27054.0
6142	27705.0	11274.0
6141	59606.0	23138.0
100421311	10.0	4.0
6144	23323.0	9359.0
6143	100730.0	38774.0
100421313	11.0	3.0
6146	24078.0	7777.0
6145	10.0	0.0
6148	0.0	0.0
6147	37959.0	15723.0
100421318	0.0	1.0
100421319	1.0	0.0
100337590	0.0	0.0
100337591	3.0	3.0
6139	2798.0	3297.0
6138	70355.0	21893.0
6152	37281.0	22603.0
6155	47126.0	20368.0
6154	22714.0	11784.0
100421324	0.0	0.0
6157	69196.0	29015.0
6156	53343.0	19843.0
6159	44879.0	11447.0
6158	68948.0	21009.0
100421328	7.0	2.0
6150	2536.0	1423.0
101928527	569.0	301.0
6164	38853.0	10152.0
6163	81.0	3.0
6166	14370.0	6694.0
6165	33967.0	22032.0
6168	52638.0	15458.0
6167	47297.0	31855.0
100421338	5.0	0.0
6169	24925.0	11152.0
101928536	0.0	0.0
6160	53401.0	21856.0
101928537	0.0	2.0
6161	64925.0	16847.0
100421331	8.0	1.0
6175	122548.0	68711.0
6174	239.0	36.0
6176	124764.0	60517.0
101928545	231.0	44.0
6171	22131.0	6042.0
6170	8245.0	3699.0
6173	3977.0	2219.0
6172	254.0	82.0
100421340	0.0	0.0
100421341	6.0	1.0
100421354	0.0	0.0
6185	38528.0	22838.0
101928550	35.0	14.0
6188	114690.0	48045.0
6187	83851.0	33909.0
100421357	6.0	1.0
6189	36710.0	12958.0
101928555	84.0	2.0
6182	1142.0	1149.0
6181	67710.0	22753.0
6184	35199.0	27088.0
101928559	0.0	1.0
6183	1988.0	1467.0
100421350	34.0	30.0
100421351	41.0	15.0
100421353	7.0	3.0
6197	12746.0	6343.0
6196	21756.0	1390.0
6199	5095.0	2046.0
6198	3417.0	2655.0
6191	96980.0	43769.0
6193	60027.0	23250.0
6192	24747.0	1052.0
91373	4542.0	3519.0
6195	15808.0	1939.0
6194	135064.0	35958.0
390916	1606.0	1357.0
145407	309.0	550.0
100421363	4.0	6.0
100421376	0.0	0.0
100421379	6.0	1.0
91369	7717.0	3563.0
91368	1091.0	907.0
652489	2.0	3.0
390924	95.0	4.0
389901	65.0	12.0
390928	14.0	795.0
390927	487.0	221.0
100421371	15.0	3.0
100421374	31.0	10.0
389903	1.0	0.0
100421389	5.0	0.0
91392	457.0	334.0
389935	1.0	0.0
389932	4.0	14.0
100421384	23.0	18.0
100421398	10.0	0.0
100421399	0.0	0.0
101928513	51.0	3.0
91380	0.0	0.0
390904	1.0	0.0
145438	36.0	209.0
100421390	2.0	0.0
100421391	0.0	0.0
100421395	20.0	3.0
100421397	19.0	3.0
375316	69.0	22.0
375318	1.0	0.0
390963	231.0	40.0
375307	355.0	1.0
389941	96.0	19.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	193.0	24.0
387317	0.0	1.0
121457	1479.0	1175.0
389976	4.0	0.0
375341	1547.0	398.0
387319	0.0	0.0
375323	34.0	6.0
389970	4.0	2.0
390940	312.0	813.0
133418	4653.0	500.0
390948	0.0	0.0
121441	1666.0	2176.0
390949	1.0	0.0
652411	1.0	2.0
145370	22.0	4.0
102724954	1.0	0.0
54596	212.0	40.0
375484	966.0	803.0
91526	4602.0	223.0
133396	19.0	230.0
196951	381.0	84.0
91523	2566.0	199.0
91522	243.0	177.0
121391	4.0	230.0
145376	75.0	26.0
400986	267.0	116.0
400984	6.0	0.0
196968	42.0	5.0
157378	1931.0	1515.0
723961	0.0	0.0
