id	7fd4d7c0-5dd2-4ce8-a1ec-3f0271bf04d2	254b71a7-176c-4258-8fa9-2985223138ff
22982	2240.0	4217.0
22983	18.0	336.0
22984	3430.0	6754.0
22985	6795.0	11023.0
22986	0.0	7.0
58986	9065.0	4999.0
148423	1179.0	1086.0
58985	38.0	659.0
342510	4149.0	312.0
283694	0.0	0.0
283693	9.0	29.0
283692	0.0	10.0
22954	1677.0	3085.0
22955	2717.0	3286.0
112487	1578.0	1177.0
22950	2369.0	3083.0
391524	0.0	2.0
22952	4.0	9.0
22953	50.0	4.0
391526	0.0	0.0
10975	5748.0	4885.0
83953	2.0	0.0
10978	1650.0	2027.0
83955	21.0	41.0
10979	10219.0	3485.0
112495	3933.0	2497.0
10970	13219.0	57476.0
56339	1901.0	2058.0
10972	44997.0	41316.0
10971	27488.0	23355.0
10974	0.0	0.0
10973	4604.0	7406.0
401409	97.0	9.0
112479	749.0	1346.0
112476	75.0	124.0
391530	0.0	1.0
83939	7674.0	15104.0
56341	20.0	7.0
391533	3.0	1.0
124460	1820.0	216.0
83935	650.0	278.0
83938	1271.0	241.0
391538	3.0	13.0
83937	4258.0	875.0
10987	3495.0	3559.0
83943	528.0	567.0
83942	0.0	5.0
10989	7952.0	8920.0
10988	9194.0	9835.0
56342	199.0	546.0
124454	2846.0	5106.0
56344	7.0	0.0
83941	1703.0	1806.0
83940	1046.0	912.0
643503	0.0	0.0
10981	2994.0	1833.0
112483	3155.0	1584.0
10980	8505.0	13223.0
10983	31873.0	55990.0
10982	8725.0	4403.0
643507	1.0	9.0
10985	10898.0	19875.0
10984	163.0	373.0
22932	1042.0	1387.0
22933	5928.0	4396.0
22934	1722.0	1745.0
22936	9576.0	3541.0
22937	9535.0	13486.0
22938	4641.0	5732.0
112464	3352.0	2986.0
22930	6705.0	6329.0
22931	8037.0	5892.0
81309	0.0	0.0
391504	2.0	1.0
10954	4084.0	3264.0
10953	3498.0	6252.0
10956	32586.0	26311.0
81315	0.0	0.0
10955	19423.0	25834.0
391508	0.0	4.0
81316	0.0	0.0
10957	11801.0	6464.0
124446	9516.0	4853.0
81310	0.0	0.0
10959	35950.0	21016.0
22929	4355.0	5810.0
10950	4133.0	3358.0
10952	8866.0	3834.0
10951	4217.0	11276.0
22943	581.0	69.0
22944	788.0	656.0
22945	0.0	0.0
22947	0.0	0.0
22948	15408.0	48397.0
22949	2172.0	742.0
83957	2.0	3.0
22941	1654.0	658.0
83959	124.0	316.0
10965	2695.0	1167.0
391518	0.0	2.0
10964	1079.0	604.0
81304	0.0	0.0
10966	954.0	2752.0
10969	5477.0	4841.0
81300	0.0	0.0
10961	15396.0	13399.0
10960	20254.0	13010.0
643529	141.0	385.0
10963	11910.0	25624.0
10962	747.0	2170.0
148479	2332.0	3584.0
197407	916.0	1182.0
391576	0.0	2.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	2062.0	1678.0
391548	1.0	1.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	2.0	2.0
391552	0.0	0.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	1.0
391559	12.0	19.0
767577	2.0	0.0
767579	3.0	0.0
767578	0.0	0.0
246705	2.0	0.0
767558	0.0	0.0
246704	20.0	6.0
207107	2882.0	28.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	1.0	2.0
474345	4.0	1.0
474344	8800.0	740.0
474343	111.0	103.0
246717	2.0	2.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	11.0	144.0
161406	3.0	20.0
100151649	0.0	0.0
100151643	0.0	10.0
100151645	0.0	2.0
100151640	10.0	5.0
100151641	0.0	0.0
246715	2.0	1.0
767557	28.0	35.0
606553	1.0	3.0
606551	78.0	95.0
474354	54.0	3.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	0.0
161436	50.0	8.0
100151655	0.0	0.0
391584	0.0	1.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	55.0	79.0
100151652	0.0	0.0
100151668	0.0	10.0
391592	1.0	3.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	5114.0	4470.0
100151667	0.0	0.0
391598	3.0	3.0
100151661	0.0	7.0
100151663	0.0	0.0
474338	13.0	8.0
474337	0.0	0.0
197370	4069.0	5553.0
220112	1.0	0.0
246744	0.0	0.0
220115	5.0	5.0
93273	38.0	414.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	0.0	1.0
81295	0.0	0.0
100271452	0.0	0.0
220108	719.0	137.0
220107	126.0	87.0
100271448	5.0	2.0
100271447	1.0	0.0
100271449	0.0	0.0
100271444	4.0	4.0
100271445	0.0	3.0
81285	1.0	10.0
81282	0.0	0.0
197350	4.0	31.0
246720	5.0	4.0
401399	17.0	234.0
401398	75.0	94.0
246721	1.0	0.0
220134	61.0	992.0
401397	2799.0	2453.0
246723	40.0	35.0
220136	28.0	50.0
401393	0.0	0.0
100271437	1.0	0.0
100271439	1.0	1.0
100271438	3.0	6.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	290.0	453.0
246731	6.0	8.0
401387	1.0	5.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	76.0	102.0
100271420	0.0	0.0
197358	768.0	283.0
199990	2521.0	3232.0
246785	48.0	62.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	2.0
220158	1.0	2.0
283726	21.0	79.0
100271414	0.0	0.0
100887075	0.0	5.0
439990	149.0	41.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	552.0	328.0
100271413	0.0	1.0
197320	1257.0	571.0
439996	1.0	0.0
100887074	0.0	0.0
439992	69.0	82.0
100887073	0.0	0.0
197322	1411.0	2047.0
439994	236.0	306.0
102724105	225.0	77.0
220147	0.0	0.0
100271404	0.0	0.0
100887067	109.0	37.0
102724101	0.0	0.0
100271406	0.0	0.0
100271405	3.0	3.0
100271400	3.0	1.0
283711	0.0	0.0
100271402	0.0	0.0
197331	12.0	13.0
197335	606.0	2578.0
440993	337.0	638.0
440992	82.0	86.0
161394	49.0	232.0
199964	56.0	27.0
8000	17.0	78.0
8001	2.0	15.0
246777	188.0	70.0
246778	23.0	3.0
606495	262.0	289.0
199974	8.0	58.0
8013	11573.0	390.0
22911	1741.0	1942.0
439949	368.0	64.0
22913	14387.0	24246.0
643421	0.0	8.0
22914	26.0	15.0
22915	8564.0	99.0
439945	0.0	0.0
22916	5913.0	14453.0
731605	4.0	6.0
22917	3.0	172.0
10929	5383.0	2799.0
10928	6481.0	6704.0
56252	5643.0	14833.0
56253	418.0	40.0
401331	222.0	322.0
81207	0.0	0.0
83869	145.0	8.0
81208	0.0	0.0
81209	0.0	0.0
83877	4783.0	3108.0
56259	4846.0	9273.0
83876	203.0	41.0
81215	0.0	0.0
83879	117.0	5418.0
10934	3.0	6.0
83878	701.0	76.0
283768	0.0	1.0
10933	25151.0	17944.0
10936	69.0	100.0
56254	4439.0	5676.0
83873	9.0	34.0
256148	0.0	0.0
81210	4.0	5.0
283767	0.0	0.0
56255	10831.0	12151.0
83872	6022.0	5486.0
10935	12832.0	11628.0
81211	0.0	1.0
56256	807.0	2212.0
10938	15149.0	7649.0
83875	83.0	51.0
83874	1454.0	2463.0
56257	4700.0	9105.0
22907	6923.0	11599.0
643414	0.0	16.0
439953	25.0	38.0
22908	5847.0	4022.0
83871	8284.0	11896.0
22909	817.0	1905.0
283761	0.0	0.0
439954	4.0	2.0
643418	179.0	3.0
10930	67.0	8.0
439950	1.0	0.0
22921	2322.0	1409.0
8022	0.0	11.0
440926	631.0	565.0
22924	1171.0	1833.0
440925	87.0	1.0
8028	2302.0	2126.0
22925	936.0	1846.0
8029	167.0	99.0
22926	9301.0	5194.0
439934	0.0	0.0
22927	1473.0	778.0
8027	3709.0	2169.0
22928	7199.0	8350.0
439936	24.0	255.0
56261	10232.0	4492.0
56262	7985.0	10901.0
10939	4634.0	5191.0
401321	253.0	535.0
8021	5571.0	8958.0
83858	574.0	743.0
22920	3342.0	2561.0
56260	92.0	210.0
10943	2597.0	1549.0
56269	1.0	1.0
83866	0.0	0.0
81203	0.0	0.0
10942	829.0	4950.0
81204	0.0	0.0
10945	17031.0	18317.0
83868	0.0	0.0
81205	0.0	0.0
10944	10964.0	8260.0
83867	0.0	0.0
10947	1566.0	2392.0
56265	2127.0	4110.0
83862	3647.0	2744.0
401316	80.0	90.0
83861	1353.0	1353.0
283755	306.0	92.0
10946	7341.0	7526.0
56267	1776.0	1604.0
10949	15199.0	16288.0
81201	0.0	0.0
10948	4741.0	3846.0
256158	457.0	786.0
83863	1.0	0.0
81202	0.0	0.0
22918	48872.0	5837.0
22919	17362.0	23115.0
439941	0.0	0.0
83860	954.0	1307.0
8019	2007.0	4143.0
10941	0.0	21.0
643427	75.0	67.0
10940	490.0	1696.0
8036	5903.0	3788.0
8034	2018.0	1139.0
440957	720.0	364.0
440956	0.0	0.0
440955	0.0	4.0
8038	583.0	8508.0
10907	4713.0	3327.0
10906	5351.0	4486.0
440952	93.0	130.0
10908	16553.0	7019.0
93210	4189.0	2401.0
8031	33290.0	12562.0
256130	6.0	0.0
56270	9394.0	12771.0
56271	3579.0	713.0
8030	9205.0	8746.0
10910	3313.0	2405.0
83899	0.0	0.0
81236	0.0	0.0
283748	115.0	88.0
10912	786.0	69.0
283747	5.0	3.0
10911	5.0	5.0
10914	13912.0	15485.0
256126	23.0	111.0
83895	0.0	9.0
10913	32.0	202.0
83894	5.0	8.0
10916	13446.0	14897.0
83897	0.0	0.0
401303	151.0	110.0
10915	2297.0	4711.0
283742	2951.0	5148.0
83896	0.0	13.0
83891	5364.0	1499.0
83890	11.0	11.0
83893	0.0	3.0
81230	0.0	0.0
83892	13440.0	8579.0
22900	3390.0	1285.0
93202	1.0	0.0
22901	801.0	1101.0
22902	1909.0	2515.0
8045	2878.0	1208.0
22903	4091.0	3041.0
22904	5372.0	10406.0
22905	3004.0	4930.0
8048	1.0	0.0
440944	524.0	918.0
22906	6733.0	7618.0
256144	0.0	0.0
10917	1.0	0.0
10919	4062.0	7624.0
83888	438.0	8845.0
10921	6872.0	14078.0
283738	0.0	0.0
83887	17.0	0.0
10920	4125.0	5557.0
81226	0.0	0.0
10923	10461.0	21382.0
10922	4868.0	6466.0
83889	1.0	1.0
81228	0.0	0.0
83884	1.0	8.0
56287	1.0	2.0
81221	0.0	0.0
56288	4260.0	8467.0
10924	2364.0	364.0
10927	9072.0	8850.0
83886	64.0	86.0
81223	0.0	0.0
10926	518.0	2381.0
81224	0.0	0.0
643447	11.0	3.0
643445	0.0	0.0
83882	122.0	367.0
83881	11.0	140.0
439965	27.0	8.0
643446	28.0	46.0
93233	22.0	226.0
256190	0.0	0.0
112401	1.0	0.0
106481976	0.0	1.0
8050	2460.0	2214.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	13.0	1031.0
106481975	0.0	0.0
106481978	0.0	1.0
106481979	0.0	0.0
106481980	14.0	1.0
100271499	0.0	0.0
100271498	1.0	3.0
106481981	0.0	0.0
100271495	0.0	1.0
643459	1.0	2.0
81251	1.0	0.0
100271491	0.0	1.0
100271493	2.0	2.0
643470	0.0	0.0
643471	1.0	0.0
8061	1912.0	2624.0
8065	2816.0	2742.0
81248	2.0	2.0
10901	1147.0	668.0
10900	45.0	161.0
10903	801.0	1269.0
81243	0.0	0.0
10902	2508.0	3239.0
81244	0.0	0.0
100271487	2.0	5.0
10905	4844.0	6836.0
10904	7733.0	16388.0
81246	0.0	0.0
283796	0.0	0.0
100271483	0.0	0.0
81240	0.0	0.0
342574	68.0	2.0
100271486	0.0	0.0
100271485	0.0	2.0
81242	1.0	0.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	14606.0	24957.0
440917	15.0	15.0
439927	0.0	1.0
440915	15.0	106.0
8078	11384.0	15922.0
643486	0.0	4.0
106481954	0.0	0.0
106481955	1.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	211.0	1914.0
106481959	0.0	0.0
8073	23850.0	11083.0
106481956	0.0	0.0
8074	1.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	1.0	8.0
106481962	0.0	0.0
81278	1.0	1.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	264.0	437.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	0.0
81270	0.0	0.0
100271470	0.0	0.0
440905	1.0	1548.0
439916	0.0	0.0
8089	991.0	1838.0
440902	4.0	5.0
643499	1.0	0.0
439915	0.0	1.0
440900	6.0	1.0
8082	1849.0	2576.0
106481965	0.0	0.0
106481966	3.0	2.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	2666.0	6113.0
106481969	0.0	0.0
8087	5910.0	18611.0
106481967	14.0	15.0
8085	5303.0	11682.0
106481968	3.0	1.0
102724167	1.0	1.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	0.0	0.0
401337	1.0	3579.0
106481973	0.0	0.0
100271465	0.0	3.0
106481970	0.0	0.0
401335	0.0	0.0
100271467	3.0	8.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	0.0	1.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	12341.0	9999.0
81264	0.0	0.0
100271460	4.0	4.0
731688	8.0	7.0
728034	0.0	0.0
8099	7096.0	7672.0
106481938	1.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	1.0
106481933	0.0	0.0
8091	2.0	21225.0
106481930	0.0	0.0
8092	0.0	19.0
106481931	0.0	1.0
106481936	0.0	0.0
728039	166.0	122.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	0.0	8.0
56413	71.0	519.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	12.0	34.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	1.0
106481947	0.0	0.0
106481948	0.0	3.0
106481945	0.0	0.0
106481946	0.0	1.0
106481950	0.0	0.0
106481951	0.0	0.0
283358	2761.0	3483.0
344838	15.0	5.0
106481918	0.0	0.0
106481919	1.0	11.0
106481916	0.0	1.0
106481917	0.0	0.0
572558	24.0	3.0
106481910	0.0	0.0
106481911	1.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	1.0
106481913	0.0	0.0
283349	8693.0	3344.0
100126572	0.0	0.0
106481929	0.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	0.0	1.0
728042	0.0	0.0
106481921	5.0	3.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	0.0	1.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	2.0	0.0
101234262	4.0	10.0
767612	0.0	0.0
767611	0.0	0.0
283337	2232.0	4724.0
344813	1.0	1.0
114548	2828.0	215.0
81406	0.0	6.0
81407	0.0	0.0
344807	1.0	2.0
126526	1357.0	1732.0
767600	0.0	0.0
344805	20.0	12.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	12.0	100.0
102800446	3.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	0.0	4.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	25.0	22.0
728013	70.0	76.0
283392	38.0	188.0
728012	0.0	0.0
728015	2.0	5.0
728010	1.0	2.0
81428	0.0	0.0
728019	5.0	5.0
56478	2097.0	3105.0
56479	54.0	1097.0
126506	0.0	0.0
56474	1554.0	1277.0
81430	1.0	2.0
56475	108.0	60.0
81431	0.0	0.0
56476	1.0	1.0
56477	506.0	296.0
93408	0.0	1.0
283385	44.0	320.0
283383	5872.0	913.0
728005	4.0	3.0
81419	0.0	10.0
81421	0.0	0.0
283377	1808.0	1914.0
643401	5.0	108.0
283375	2.0	9.0
283373	4069.0	6645.0
151525	893.0	724.0
126567	79.0	57.0
391211	0.0	0.0
151534	468.0	220.0
151531	5.0	1.0
114569	26636.0	7287.0
126549	19.0	239.0
114571	0.0	4.0
100527978	21.0	37.0
126541	0.0	0.0
126536	0.0	2.0
151556	712.0	669.0
391242	0.0	0.0
728075	0.0	0.0
440699	16.0	1.0
440695	3.0	3.0
728072	0.0	0.0
100527960	2.0	2.0
391253	0.0	0.0
728064	0.0	0.0
100527963	79.0	56.0
728066	4.0	3.0
440689	24.0	104.0
391257	4.0	7.0
391256	12.0	16.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	18.0
728096	0.0	0.0
151507	11.0	47.0
728090	0.0	0.0
728088	12.0	10.0
100527943	8.0	24.0
114599	7.0	4.0
126581	0.0	0.0
151516	137.0	100.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	1.0	3.0
100527947	1.0	0.0
100527948	0.0	1.0
100527949	0.0	0.0
643384	0.0	6.0
391160	5.0	3.0
643382	6.0	22.0
391162	0.0	0.0
692312	0.0	1.0
163479	1.0	1.0
391169	0.0	1.0
100271332	2.0	3.0
391171	0.0	0.0
391174	6.0	47.0
643394	1.0	4.0
391175	0.0	1.0
391179	2.0	4.0
93380	5516.0	5347.0
100271323	1.0	2.0
100271322	3.0	0.0
100271325	11.0	6.0
100271321	0.0	0.0
401036	0.0	2.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	38.0	36.0
391155	2.0	1.0
401024	38.0	196.0
163486	2172.0	1320.0
401022	3879.0	1570.0
425054	1.0	7.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	2.0	6.0
401018	0.0	0.0
100271303	0.0	17.0
100271302	0.0	1.0
401093	837.0	476.0
401097	144.0	246.0
151449	44.0	52.0
401082	0.0	39.0
8100	908.0	714.0
440606	0.0	0.0
8106	2905.0	3937.0
440603	205.0	11.0
401089	0.0	5.0
391183	0.0	0.0
8110	91.0	68.0
8111	1988.0	1667.0
391189	0.0	0.0
8115	336.0	1.0
401074	140.0	50.0
222484	5198.0	2727.0
391190	0.0	0.0
391192	0.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	18.0	88.0
391196	0.0	0.0
391195	0.0	0.0
8128	5.0	156.0
8125	11535.0	12722.0
401067	0.0	0.0
8120	64.0	1195.0
151477	22.0	88.0
151473	602.0	994.0
643300	34.0	76.0
645962	0.0	5.0
8139	879.0	1490.0
645961	0.0	0.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	3679.0	7058.0
81329	0.0	0.0
83998	0.0	10.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	3.0	25.0
283403	6.0	2.0
83990	137.0	2122.0
83992	229.0	357.0
645954	65.0	80.0
81330	0.0	0.0
645958	152.0	202.0
645957	0.0	2.0
645974	1.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	10.0	13.0
8148	10393.0	14812.0
222487	1575.0	147.0
81318	0.0	0.0
8140	5230.0	14981.0
83987	1171.0	6815.0
81324	0.0	0.0
83986	3991.0	7925.0
81325	0.0	0.0
83989	2609.0	1583.0
83988	2814.0	1124.0
81327	0.0	0.0
83983	30.0	151.0
81320	0.0	0.0
83982	2598.0	2687.0
83985	368.0	442.0
81322	0.0	0.0
643308	1.0	4.0
643309	19.0	4.0
645968	9.0	12.0
645980	3.0	5.0
100271390	1.0	4.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	1.0	1.0
8153	211.0	2103.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	1.0	1.0
81358	1.0	4.0
81353	0.0	2.0
106481884	0.0	0.0
100271399	2.0	1.0
81354	0.0	1.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	1.0	1.0
81352	3.0	7.0
100271392	11.0	6.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	15.0	16.0
93323	410.0	1002.0
8165	5990.0	9960.0
645996	12.0	219.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1345.0	2612.0
106481891	2.0	4.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	3.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	1.0	3.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	0.0	6.0
81341	0.0	0.0
100271386	0.0	1.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	1.0	1.0
8178	2027.0	1989.0
344892	0.0	1.0
643343	32.0	27.0
8170	24.0	19.0
106481855	0.0	0.0
401014	46.0	98.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	20.0	21.0
106481859	0.0	0.0
8175	2898.0	7308.0
106481857	1.0	0.0
106481858	0.0	1.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	213.0
106481863	0.0	0.0
283446	16.0	28.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	64.0	127.0
645998	0.0	0.0
643336	0.0	166.0
100271371	0.0	0.0
8189	6529.0	9648.0
8187	143.0	40.0
93343	2571.0	3551.0
93349	1341.0	2022.0
643353	0.0	5.0
106481866	1.0	6.0
106481867	0.0	1.0
106481864	0.0	0.0
106481865	0.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	2.0
106481873	0.0	0.0
100271367	5.0	3.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	1.0	4.0
283431	486.0	366.0
100271364	2.0	8.0
81363	0.0	2.0
344875	3.0	113.0
100271360	0.0	0.0
93377	0.0	3.0
106481839	0.0	0.0
643365	0.0	5.0
8192	3917.0	4590.0
106481833	0.0	0.0
8193	20.0	181.0
106481834	1.0	0.0
106481831	0.0	0.0
8190	4.0	204.0
106481832	0.0	0.0
106481837	0.0	0.0
106481838	0.0	1.0
106481835	0.0	0.0
8195	3394.0	2374.0
106481836	0.0	0.0
106481840	2.0	0.0
106481841	0.0	0.0
100271358	1.0	5.0
81399	0.0	0.0
283422	0.0	8.0
344866	17.0	5.0
100271351	0.0	0.0
283420	69.0	6.0
100271354	1.0	1.0
81390	0.0	0.0
81392	1.0	4.0
643376	3.0	7.0
106481844	1.0	0.0
106481845	0.0	0.0
106481842	0.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	2.0	1.0
106481846	0.0	0.0
100307126	69.0	33.0
106481847	0.0	0.0
100271349	0.0	4.0
283417	33.0	209.0
283416	47.0	122.0
106481851	1.0	0.0
106481852	1.0	0.0
100271344	0.0	0.0
283412	9.0	20.0
106481850	2.0	8.0
81382	0.0	0.0
81383	1.0	0.0
100271343	67.0	36.0
106481819	0.0	0.0
283491	0.0	2.0
106481817	1.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	2200.0	5385.0
283487	347.0	444.0
283486	13.0	12.0
283483	36.0	10.0
283481	275.0	34.0
283480	7.0	0.0
106481828	0.0	0.0
106481829	0.0	0.0
728143	0.0	1.0
106481822	0.0	0.0
106481823	11.0	20.0
106481820	0.0	0.0
106481821	1.0	0.0
106481826	8.0	5.0
106481827	2.0	1.0
106481824	4.0	3.0
106481825	1.0	0.0
56547	0.0	0.0
106481830	0.0	0.0
56548	772.0	371.0
283471	2.0	7.0
731789	0.0	37.0
728170	16.0	10.0
283464	2064.0	1331.0
283463	2.0	8.0
283461	0.0	0.0
283460	2.0	3.0
106481808	0.0	0.0
728167	9.0	3.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	2.0
728162	3.0	3.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	1.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	904.0	21.0
81502	25933.0	17561.0
283459	1705.0	2422.0
283458	40.0	31.0
283455	122.0	69.0
645900	0.0	1.0
283450	2316.0	4842.0
780776	242.0	61.0
728113	727.0	187.0
126410	114.0	30.0
728116	7.0	3.0
728115	3.0	8.0
728118	39.0	24.0
81533	6604.0	6797.0
126402	0.0	0.0
81532	2626.0	2099.0
645930	1.0	4.0
731779	4.0	2.0
728106	0.0	2.0
645922	0.0	0.0
645927	3.0	3.0
728134	7.0	19.0
474170	84.0	140.0
728130	80.0	52.0
645940	2.0	3.0
728132	0.0	0.0
728137	0.0	0.0
81555	6026.0	5178.0
81556	3442.0	5255.0
81557	0.0	7.0
81558	2361.0	3350.0
645939	0.0	0.0
81551	0.0	11.0
101055625	16.0	8.0
81552	5190.0	45999.0
81553	5201.0	838.0
344905	11.0	80.0
81554	4925.0	6775.0
474167	74.0	76.0
81550	1379.0	1055.0
344901	14.0	4.0
645931	0.0	2.0
645950	2.0	3.0
728121	104.0	85.0
81537	3530.0	1560.0
81539	7616.0	25987.0
728128	2.0	14.0
81544	1126.0	811.0
81545	3996.0	2638.0
81542	5718.0	5254.0
81543	598.0	504.0
93517	806.0	2380.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	505.0	5957.0
126432	868.0	1141.0
163404	0.0	5.0
138474	3.0	5.0
391365	0.0	0.0
391367	2.0	5.0
728192	14.0	519.0
728194	1.0	2.0
728190	1098.0	1487.0
391378	1.0	0.0
138412	3.0	4.0
138428	38.0	33.0
138429	186.0	313.0
391356	1473.0	1180.0
391358	28.0	51.0
56521	109.0	127.0
391282	2.0	4.0
643263	0.0	0.0
643264	0.0	1.0
100271209	166.0	18.0
222537	3.0	16.0
163351	10.0	1011.0
100271217	0.0	3.0
100271216	0.0	0.0
100271218	0.0	2.0
401164	23.0	102.0
100271206	1.0	0.0
100271207	2.0	2.0
100271201	0.0	1.0
100271204	1.0	3.0
391266	0.0	0.0
440799	1.0	6.0
391267	8.0	1.0
222553	48.0	52.0
391269	0.0	1.0
440795	0.0	0.0
401152	14420.0	18947.0
126393	4807.0	353.0
8200	71.0	290.0
8204	3983.0	3241.0
8202	4771.0	13855.0
391276	0.0	1.0
391279	0.0	0.0
401145	156.0	473.0
222545	0.0	10.0
126382	1021.0	2005.0
222546	1.0	0.0
606293	0.0	0.0
401138	11.0	4.0
401137	0.0	0.0
151393	1171.0	299.0
692231	0.0	0.0
440738	194.0	25.0
692233	2.0	6.0
440737	111.0	132.0
8216	4605.0	4557.0
8214	423.0	185.0
440732	9.0	19.0
440730	1.0	7.0
222584	19.0	3730.0
151325	2.0	0.0
8208	417.0	1833.0
8209	14.0	11.0
8220	1047.0	1981.0
8226	2108.0	2041.0
692223	0.0	0.0
8227	1451.0	1591.0
8224	103.0	14.0
692225	7.0	24.0
