id	da7e58d4-34e4-4809-95d1-becd983d1da4	b2a41a93-9530-49b8-964d-d58df94fef9f
100847001	0.0	0.0
100847004	0.0	1.0
201931	2257.0	1007.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	0.0
100847008	0.0	0.0
100847006	0.0	0.0
100847007	0.0	0.0
106480196	0.0	0.0
441572	0.0	1.0
106480195	0.0	3.0
106480198	0.0	1.0
106480197	0.0	0.0
106480199	7.0	1.0
127435	3923.0	962.0
106480190	0.0	4.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	0.0	0.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	0.0	8.0
343099	183.0	527.0
103695431	0.0	1.0
100847012	0.0	1.0
84090	0.0	0.0
103695434	1.0	1.0
103695433	0.0	0.0
100847010	3.0	7.0
103695436	1.0	13.0
100847015	0.0	0.0
103695435	1.0	653.0
100847016	0.0	1.0
100847013	1.0	0.0
100847014	0.0	0.0
441554	1.0	4.0
100847019	0.0	0.0
100847017	1.0	0.0
100847018	0.0	0.0
127428	693.0	1357.0
84096	0.0	0.0
84097	0.0	0.0
11061	2.0	0.0
646892	6.0	10.0
441509	3.0	8.0
646891	4.0	2.0
11060	5424.0	2416.0
11063	12.0	5.0
619279	4682.0	1838.0
646898	0.0	0.0
11062	202.0	717.0
11065	57.0	2215.0
441505	0.0	7.0
11064	1555.0	2605.0
23046	560.0	144.0
441502	1.0	3.0
23047	2966.0	3016.0
441501	64.0	10.0
23048	4328.0	2501.0
106479179	0.0	0.0
23049	5902.0	12256.0
106479178	1.0	0.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	0.0	0.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	0.0	0.0
106479172	0.0	0.0
23040	5.0	1.0
106479171	0.0	0.0
106480175	0.0	0.0
23041	3008.0	2904.0
106480178	0.0	0.0
106479170	0.0	0.0
23042	4606.0	8233.0
106480177	0.0	0.0
23043	1945.0	744.0
106480179	0.0	0.0
104384744	6.0	2.0
11067	6108.0	2268.0
50674	0.0	0.0
11066	703.0	497.0
11069	969.0	914.0
11068	647.0	410.0
139378	12.0	4.0
106480170	0.0	0.0
152330	499.0	278.0
106480172	0.0	2.0
106480171	0.0	0.0
11070	2275.0	1939.0
404550	43.0	470.0
644242	84.0	50.0
404552	0.0	0.0
11072	528.0	5598.0
11074	15.0	129.0
644246	43.0	26.0
11073	1561.0	8108.0
166979	0.0	4.0
11076	2163.0	931.0
11075	4.0	13.0
201965	494.0	640.0
379027	0.0	0.0
23057	182.0	40.0
379028	0.0	0.0
106479169	0.0	0.0
379029	0.0	0.0
23059	1097.0	1345.0
164312	1230.0	171.0
106479168	0.0	0.0
106479167	5.0	0.0
106479166	3.0	6.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	0.0
379030	0.0	0.0
106479162	0.0	1.0
379031	0.0	0.0
106480184	0.0	0.0
106479161	0.0	0.0
106480187	0.0	0.0
379032	0.0	0.0
23051	3948.0	1048.0
106479160	0.0	0.0
379033	0.0	0.0
106480186	0.0	0.0
23052	3227.0	7678.0
379034	0.0	15.0
106480189	0.0	0.0
86614	0.0	0.0
106480188	0.0	0.0
23053	2671.0	2693.0
115399	84.0	88.0
23054	3720.0	5764.0
11078	1924.0	1701.0
11077	2.0	57.0
644237	6.0	0.0
11079	3384.0	3284.0
106480181	0.0	1.0
106480180	0.0	0.0
106480183	0.0	0.0
106480182	0.0	0.0
11041	2228.0	1054.0
11040	1650.0	862.0
11043	470.0	1326.0
23023	2002.0	4457.0
441525	0.0	1.0
106480149	0.0	0.0
23024	987.0	244.0
106480148	0.0	0.0
23025	21.0	43.0
23026	54.0	20.0
441521	0.0	0.0
23028	3156.0	5779.0
106479199	0.0	0.0
23029	88.0	127.0
106479198	0.0	0.0
201973	632.0	631.0
106479197	0.0	0.0
106479196	0.0	0.0
106480152	0.0	0.0
106480151	0.0	0.0
106479195	0.0	0.0
106479194	0.0	0.0
106480154	0.0	0.0
106479193	0.0	0.0
106480153	0.0	2.0
106480156	0.0	0.0
106479192	0.0	1.0
23020	10651.0	36293.0
106480155	0.0	0.0
106479191	0.0	0.0
729817	0.0	0.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	15528.0	20143.0
106480157	0.0	0.0
11045	0.0	18.0
11044	1574.0	5926.0
11047	1527.0	3092.0
644248	0.0	2.0
11046	1477.0	1377.0
11049	0.0	0.0
106480150	0.0	0.0
343173	0.0	0.0
343172	1.0	11.0
343171	15.0	59.0
343170	0.0	0.0
441519	0.0	0.0
11052	3554.0	6536.0
441518	851.0	2346.0
11051	5553.0	6243.0
11054	1213.0	704.0
23034	2243.0	1003.0
23035	1476.0	613.0
106480159	0.0	0.0
23036	2119.0	4062.0
729816	0.0	0.0
23037	7872.0	1751.0
23038	5607.0	4121.0
106479189	0.0	0.0
23039	4205.0	3292.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	0.0	0.0
106479185	0.0	0.0
106480163	0.0	0.0
106480162	0.0	0.0
106479184	0.0	0.0
106480165	0.0	0.0
106479183	0.0	0.0
106480164	0.0	0.0
106479182	0.0	0.0
23030	1530.0	2918.0
106479181	0.0	0.0
106480167	3.0	0.0
23031	1310.0	889.0
106479180	0.0	0.0
106480166	0.0	0.0
23032	3895.0	3736.0
106480169	4.0	4.0
729809	1.0	0.0
23033	1318.0	1112.0
106480168	0.0	0.0
11056	1478.0	6389.0
11055	2.0	1.0
343169	0.0	0.0
11057	16204.0	11130.0
11059	3937.0	3385.0
106480161	3.0	7.0
106480160	0.0	0.0
693200	0.0	0.0
693201	8.0	2.0
693202	0.0	0.0
693203	0.0	0.0
11021	1688.0	2280.0
693204	0.0	0.0
11020	795.0	858.0
693205	0.0	0.0
106479139	0.0	0.0
23001	4031.0	3243.0
106480127	0.0	0.0
693206	24.0	85.0
106479138	0.0	0.0
23002	2902.0	3606.0
106480126	0.0	0.0
693207	0.0	0.0
106479137	0.0	0.0
106480129	0.0	0.0
106479136	0.0	0.0
693208	0.0	0.0
693209	0.0	0.0
106480128	0.0	0.0
106479135	0.0	0.0
23005	1069.0	1356.0
106479134	0.0	0.0
106479133	0.0	2.0
23007	1066.0	563.0
106479132	0.0	0.0
23008	3521.0	2427.0
106479131	1.0	0.0
106479130	12.0	19.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	0.0
106480134	0.0	1.0
106480133	0.0	0.0
106480136	0.0	1.0
106480135	0.0	0.0
11023	0.0	338.0
84000	597.0	1492.0
11022	653.0	376.0
11025	398.0	114.0
11024	280.0	51.0
84002	1691.0	14467.0
139334	0.0	0.0
11027	685.0	137.0
11029	0.0	0.0
11030	6243.0	2859.0
106479129	1.0	0.0
11031	9744.0	4138.0
106479128	0.0	0.0
106479127	1.0	1.0
106480138	0.0	0.0
23012	1843.0	3843.0
23013	6182.0	7741.0
106479126	0.0	1.0
106480137	0.0	0.0
23014	4535.0	4420.0
106479125	0.0	0.0
23015	328.0	661.0
106480139	0.0	0.0
106479124	0.0	0.0
23016	1007.0	1690.0
106479123	0.0	0.0
23017	72.0	22.0
106479122	0.0	0.0
106479121	0.0	0.0
23019	9006.0	12203.0
106479120	0.0	0.0
106480141	0.0	0.0
106480140	0.0	0.0
106480143	0.0	0.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	0.0	0.0
106480147	0.0	0.0
23011	5100.0	7049.0
106480146	0.0	0.0
11034	31514.0	28267.0
152302	297.0	358.0
11033	196.0	76.0
11036	1.0	0.0
11035	642.0	417.0
11037	1490.0	1870.0
139341	487.0	926.0
644297	9.0	11.0
166968	1520.0	1805.0
619212	0.0	0.0
59067	0.0	1.0
106480105	0.0	0.0
106479159	0.0	0.0
106480104	0.0	1.0
106479158	0.0	0.0
106480107	0.0	0.0
106479157	0.0	0.0
106480106	0.0	0.0
106479156	4.0	2.0
106480109	0.0	0.0
106480108	0.0	1.0
106479155	0.0	0.0
106479154	0.0	0.0
106479153	0.0	0.0
11009	183.0	45.0
106479152	0.0	0.0
106479151	0.0	0.0
106480110	0.0	1.0
106479150	0.0	0.0
106480112	1.0	0.0
106480111	0.0	0.0
106480114	0.0	0.0
106480113	0.0	0.0
11001	57.0	593.0
11000	2820.0	1585.0
11005	365.0	1811.0
11004	65.0	4538.0
11007	590.0	244.0
11006	1310.0	2127.0
127391	10.0	2.0
11010	1575.0	1530.0
106479149	0.0	0.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	0.0	0.0
106479147	0.0	0.0
106479146	0.0	0.0
106480117	0.0	0.0
106479145	0.0	0.0
127396	174.0	244.0
106480119	0.0	0.0
106479144	0.0	0.0
619208	392.0	152.0
106479143	0.0	0.0
106479142	0.0	6.0
106479141	0.0	0.0
11019	446.0	454.0
106479140	0.0	0.0
106480121	0.0	0.0
106480120	0.0	0.0
106480123	0.0	0.0
106480122	0.0	0.0
106480125	0.0	0.0
106480124	0.0	1.0
11012	1464.0	522.0
11011	1659.0	2822.0
11014	10146.0	12056.0
11013	49.0	68.0
11016	3147.0	4288.0
11015	759.0	2223.0
11018	253.0	422.0
11017	1349.0	2449.0
139363	0.0	0.0
106144608	0.0	0.0
646808	6.0	7.0
106144606	8.0	9.0
106144607	0.0	0.0
345778	1329.0	1579.0
646802	0.0	0.0
730861	0.0	1.0
729873	0.0	1.0
106144601	0.0	0.0
106144602	0.0	3.0
164395	30.0	20.0
729877	0.0	0.0
259308	3.0	7.0
259307	38.0	288.0
106480101	0.0	0.0
106480100	0.0	0.0
106480103	0.0	0.0
106480102	0.0	0.0
646817	4.0	7.0
50604	123.0	2.0
106479119	1.0	0.0
106479118	0.0	1.0
106479117	24.0	23.0
106479116	0.0	0.0
106479115	0.0	0.0
106479114	1.0	0.0
106479113	0.0	1.0
106479112	2.0	0.0
106479111	0.0	0.0
106479110	0.0	0.0
345757	887.0	523.0
50613	0.0	0.0
50612	0.0	0.0
50615	93.0	89.0
50614	314.0	1.0
50617	59.0	154.0
729894	0.0	0.0
50616	0.0	0.0
50619	594.0	1183.0
50618	4889.0	4499.0
106479109	0.0	0.0
106479108	0.0	0.0
106479107	0.0	0.0
106479106	0.0	2.0
106479105	22.0	34.0
106479104	0.0	0.0
106479103	0.0	0.0
106479102	1.0	0.0
729898	2.0	3.0
106479101	0.0	0.0
106479100	0.0	0.0
50624	66.0	113.0
646839	6.0	2.0
50626	1326.0	1557.0
646837	45.0	124.0
50628	1663.0	3625.0
646851	98.0	75.0
260332	0.0	0.0
23089	5625.0	24442.0
260334	1.0	14.0
260337	0.0	1.0
260338	0.0	0.0
23081	1025.0	751.0
23082	2754.0	4581.0
100272228	113.0	108.0
23085	3749.0	11755.0
23086	2705.0	3793.0
23087	996.0	2613.0
50631	27.0	123.0
50632	2.0	4.0
646849	0.0	0.0
23080	2201.0	2383.0
50636	22.0	52.0
50639	11.0	9.0
729830	289.0	577.0
644202	2.0	6.0
646864	0.0	0.0
646862	3.0	12.0
729838	7.0	5.0
23092	1706.0	1950.0
23093	1336.0	2746.0
23094	2569.0	4608.0
23095	4035.0	5476.0
23096	1106.0	820.0
23097	2049.0	3846.0
729828	11.0	9.0
23098	480.0	727.0
50640	2555.0	5345.0
23099	1302.0	1684.0
730811	0.0	0.0
23090	590.0	138.0
23091	4787.0	4472.0
11081	10.0	3.0
50649	723.0	4627.0
11080	1966.0	1271.0
11083	3498.0	3204.0
729862	0.0	0.0
11082	247.0	995.0
11085	0.0	0.0
644213	2.0	1.0
100286844	50.0	66.0
646875	0.0	3.0
644214	1.0	0.0
11086	39.0	5.0
646873	1.0	0.0
23067	2264.0	2373.0
23060	3446.0	3621.0
23061	6117.0	10472.0
23062	10490.0	11759.0
23063	4659.0	5981.0
23064	7088.0	8173.0
23065	3150.0	6855.0
50651	48.0	30.0
100272205	39.0	42.0
23066	111.0	371.0
50650	3520.0	1764.0
50652	0.0	0.0
11092	319.0	438.0
644220	10.0	11.0
11091	1310.0	3507.0
11094	1046.0	996.0
729852	1110.0	640.0
11093	73.0	119.0
11096	318.0	113.0
11095	1737.0	236.0
11098	7622.0	2637.0
11097	889.0	897.0
646884	0.0	0.0
23078	1388.0	1656.0
729857	7.0	60.0
23070	2539.0	4379.0
23071	4282.0	7283.0
23072	18.0	51.0
164380	0.0	0.0
23074	1443.0	1593.0
23075	5182.0	5623.0
23076	1815.0	4152.0
23077	4715.0	6027.0
11099	6650.0	1489.0
646879	0.0	0.0
644218	0.0	0.0
646877	0.0	0.0
100130972	0.0	1.0
100379220	0.0	1.0
100130970	0.0	0.0
284339	7.0	48.0
284338	24.0	158.0
100129983	0.0	0.0
100129982	6.0	4.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	0.0	0.0
100130967	9.0	28.0
100129976	0.0	0.0
100130963	0.0	0.0
100130962	0.0	0.0
284325	1070.0	2603.0
100129972	0.0	1.0
284323	900.0	1220.0
100129969	1.0	5.0
100130958	16.0	7.0
693187	1.0	0.0
693188	0.0	0.0
693189	0.0	0.0
100130954	0.0	0.0
2444	1198.0	3550.0
100379249	11.0	6.0
693190	0.0	0.0
100129961	49.0	36.0
284312	9.0	1.0
693191	0.0	0.0
100129960	2.0	5.0
693192	1.0	0.0
693193	0.0	0.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	0.0
100129958	0.0	1.0
693177	0.0	0.0
693178	0.0	1.0
260340	0.0	0.0
100129959	0.0	0.0
260341	1.0	0.0
284309	1098.0	705.0
284307	232.0	77.0
284306	118.0	106.0
693180	0.0	0.0
693181	2.0	0.0
693182	0.0	0.0
693183	0.0	0.0
693184	0.0	0.0
693185	0.0	0.0
693186	0.0	0.0
284382	0.0	0.0
100130935	0.0	0.0
100130934	7.0	6.0
100130933	84.0	27.0
100130932	24.0	18.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	0.0	0.0
284371	547.0	173.0
284370	735.0	141.0
100130923	2.0	0.0
100130922	0.0	0.0
100129937	0.0	0.0
100129933	0.0	3.0
2483	996.0	1479.0
284369	0.0	0.0
2475	3012.0	4357.0
284367	241.0	86.0
284366	0.0	1.0
284361	4627.0	4306.0
50801	0.0	1.0
50804	708.0	1242.0
50805	1.0	967.0
100129926	3.0	5.0
50808	5407.0	4852.0
100129921	0.0	0.0
50807	3012.0	3551.0
100129920	1.0	4.0
50809	11511.0	8349.0
2496	1.0	6.0
2495	33210.0	32075.0
2494	418.0	200.0
2492	6.0	1.0
100129929	0.0	0.0
2491	36.0	826.0
2488	0.0	0.0
2487	458.0	384.0
284359	33.0	21.0
284358	79.0	118.0
284355	0.0	0.0
284353	0.0	22.0
284352	749.0	1466.0
50813	3070.0	5811.0
50814	1000.0	2250.0
100129919	0.0	0.0
284349	264.0	323.0
2499	17.0	11.0
284348	211.0	2236.0
2498	64.0	48.0
2497	39.0	50.0
284346	124.0	210.0
284340	7640.0	5641.0
23207	3214.0	4232.0
693121	0.0	0.0
100093625	0.0	0.0
23208	1507.0	591.0
693122	2.0	3.0
100093626	0.0	0.0
23209	152.0	50.0
693123	0.0	0.0
693124	0.0	0.0
693125	1.0	0.0
130951	64.0	19.0
693126	0.0	0.0
693127	0.0	1.0
693128	0.0	0.0
25862	386.0	534.0
693129	0.0	0.0
23200	4023.0	23565.0
25861	196.0	191.0
644191	1.0	2.0
23201	3782.0	6267.0
25864	562.0	375.0
23203	1360.0	2087.0
25865	2166.0	1750.0
23204	7911.0	19619.0
23205	23.0	17.0
644192	125.0	35.0
11228	4356.0	3023.0
84166	1569.0	1567.0
11221	557.0	1466.0
84168	13905.0	12193.0
11223	158.0	31.0
100093630	1538.0	1321.0
84167	372.0	295.0
11222	2000.0	12152.0
100093631	554.0	596.0
84162	6637.0	3189.0
11224	10884.0	21300.0
84164	2195.0	5634.0
11227	3488.0	1137.0
11226	1073.0	671.0
84163	230.0	86.0
23218	5109.0	2342.0
23219	2648.0	3687.0
402093	0.0	0.0
100862704	5.0	12.0
11230	818.0	1018.0
23210	1014.0	1014.0
25873	8058.0	25876.0
100379298	0.0	0.0
23211	2048.0	2454.0
25875	3003.0	3083.0
23212	395.0	779.0
23213	10134.0	7249.0
25874	1399.0	1742.0
23214	3674.0	5191.0
25876	31.0	7.0
23215	10924.0	16667.0
23216	3158.0	2175.0
25879	979.0	2723.0
100379296	0.0	0.0
25878	2049.0	10060.0
23217	11.0	4.0
84159	4542.0	11238.0
25871	2000.0	3706.0
25870	7193.0	7276.0
142940	1112.0	3002.0
11232	276.0	444.0
11231	7541.0	9735.0
84154	1077.0	2829.0
11234	4118.0	1892.0
11236	2489.0	2255.0
11235	1486.0	12027.0
11238	712.0	335.0
84153	752.0	1045.0
11237	2873.0	3327.0
84152	915.0	814.0
693120	0.0	0.0
100093624	0.0	0.0
166929	6142.0	2547.0
25847	2622.0	3711.0
84182	141.0	48.0
84181	3540.0	4529.0
25849	10992.0	2459.0
25840	18190.0	16197.0
25842	1442.0	1794.0
25841	179.0	467.0
25844	5512.0	10186.0
25843	1699.0	3912.0
11209	106.0	66.0
84188	4496.0	8439.0
84187	5666.0	3808.0
11201	1610.0	986.0
11200	253.0	3595.0
84189	254.0	941.0
11202	7.0	16.0
84186	950.0	2552.0
25859	2.0	4.0
25858	1.0	0.0
84171	492.0	3173.0
284391	1279.0	583.0
284390	169.0	76.0
100862726	0.0	0.0
100862727	1.0	5.0
100862728	0.0	2.0
25851	1512.0	1142.0
25850	344.0	373.0
25853	3012.0	8012.0
25852	2190.0	4704.0
100862725	0.0	0.0
25855	1012.0	1994.0
25854	654.0	261.0
402077	0.0	0.0
11218	844.0	1529.0
11217	189.0	26.0
11219	18.0	44.0
139324	187.0	230.0
84176	8.0	40.0
11212	3335.0	3990.0
139322	1691.0	2154.0
84179	392.0	141.0
11211	92.0	32.0
84173	766.0	964.0
11214	21581.0	10253.0
11213	3155.0	543.0
84172	1207.0	3565.0
284385	168.0	418.0
11216	1898.0	1426.0
11215	5883.0	3129.0
84174	156.0	94.0
284383	0.0	0.0
25826	1.0	1.0
693165	0.0	0.0
25825	1575.0	3948.0
693166	0.0	2.0
25828	2445.0	3799.0
693167	0.0	1.0
25827	533.0	418.0
693168	0.0	0.0
693169	0.0	0.0
25829	3612.0	5089.0
441669	0.0	0.0
392214	1.0	4.0
25820	4325.0	6243.0
127343	1.0	67.0
25822	441.0	1784.0
25821	1005.0	1736.0
25824	6234.0	9087.0
441662	0.0	0.0
106479099	0.0	0.0
25823	9.0	4.0
106479098	0.0	0.0
106480097	1.0	0.0
106479097	1.0	0.0
115361	7864.0	2014.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	1585.0	849.0
115362	556.0	462.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	1.0
106479094	0.0	0.0
106479093	1.0	0.0
106479092	0.0	0.0
106479091	0.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	0.0	0.0
414059	1.0	3.0
106480093	0.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	1.0	3.0
106480095	0.0	1.0
693174	0.0	0.0
693175	14.0	7.0
106480094	0.0	0.0
84191	1667.0	2391.0
25837	2.0	13.0
693154	0.0	0.0
84190	394.0	260.0
25836	5128.0	10990.0
693155	16.0	51.0
25839	2893.0	2845.0
84193	4779.0	4745.0
693156	0.0	0.0
693157	0.0	0.0
693158	16.0	7.0
693159	0.0	1.0
392225	0.0	0.0
25831	8887.0	11220.0
25830	1.0	434.0
441654	0.0	1.0
25833	261.0	607.0
100379250	0.0	0.0
106479089	2.0	0.0
25832	306.0	177.0
106479088	0.0	0.0
25834	33.0	162.0
106479087	0.0	0.0
100379251	19.0	12.0
106479086	0.0	0.0
115350	120.0	11.0
106479085	0.0	0.0
414061	0.0	20.0
106479084	0.0	0.0
115352	129.0	60.0
106479083	0.0	0.0
414062	49.0	81.0
115353	962.0	5143.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	0.0	0.0
693160	0.0	0.0
693161	0.0	0.0
693162	0.0	0.0
84197	67.0	343.0
693163	0.0	0.0
84196	3115.0	3817.0
693164	1.0	2.0
25804	1711.0	4373.0
693143	0.0	0.0
25803	150.0	74.0
693144	2.0	11.0
25806	28.0	98.0
25805	1055.0	1008.0
693146	0.0	0.0
693147	0.0	0.0
25807	369.0	1141.0
693148	0.0	1.0
693149	0.0	0.0
100130996	0.0	0.0
25809	312.0	295.0
100130995	0.0	3.0
100379287	1.0	0.0
100130994	0.0	1.0
441687	15.0	24.0
25800	2751.0	6198.0
25802	2148.0	613.0
25801	2627.0	719.0
154907	0.0	3.0
106480075	2.0	1.0
106480074	0.0	1.0
106480077	3.0	6.0
106480076	0.0	0.0
106480079	3.0	3.0
106480078	0.0	2.0
142910	4.0	4.0
106480071	0.0	0.0
100380272	7.0	1.0
693151	0.0	0.0
142913	14.0	45.0
106480070	0.0	0.0
106480073	0.0	0.0
693152	1.0	1.0
693153	85.0	33.0
106480072	0.0	0.0
693132	0.0	0.0
25814	4426.0	6809.0
693133	1.0	1.0
693134	0.0	1.0
25817	133.0	97.0
25816	1620.0	1900.0
100130988	0.0	0.0
693135	0.0	0.0
25819	416.0	321.0
693136	0.0	0.0
100129998	0.0	0.0
130940	25.0	54.0
25818	38.0	8.0
693137	0.0	0.0
693138	1.0	3.0
693139	0.0	0.0
100130980	2.0	6.0
25813	1775.0	3735.0
392209	11.0	19.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	1.0	0.0
106480088	0.0	0.0
115330	220.0	85.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	0.0	1.0
100129995	8.0	11.0
106480082	0.0	0.0
693140	0.0	1.0
106480081	0.0	0.0
106480084	0.0	0.0
693141	0.0	0.0
693142	0.0	0.0
106480083	0.0	0.0
11180	5434.0	4297.0
154881	858.0	651.0
11182	431.0	167.0
11181	31.0	4.0
646770	0.0	0.0
11184	503.0	234.0
392133	0.0	0.0
11183	2941.0	4684.0
392132	0.0	0.0
11186	1636.0	562.0
139249	0.0	0.0
11185	17429.0	1349.0
23166	1793.0	1412.0
23167	6484.0	6158.0
106480049	0.0	0.0
23168	3701.0	4795.0
106479059	0.0	1.0
23169	1278.0	1245.0
166863	3.0	0.0
392138	0.0	0.0
106479058	0.0	0.0
729920	208.0	241.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	0.0
127262	4143.0	2610.0
106479054	0.0	0.0
142891	2403.0	3946.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	0.0
23160	1823.0	9150.0
106480055	0.0	0.0
106479051	0.0	0.0
23161	3241.0	2432.0
115286	916.0	742.0
106480054	0.0	0.0
106479050	0.0	1.0
23162	898.0	1037.0
106480057	0.0	0.0
23163	2460.0	2635.0
106480056	0.0	0.0
152217	376.0	2594.0
23164	12813.0	4538.0
106480059	0.0	0.0
23165	2518.0	6236.0
106480058	0.0	0.0
11188	5487.0	3075.0
11187	736.0	3608.0
11189	0.0	0.0
106480051	0.0	0.0
644109	0.0	0.0
106480050	0.0	0.0
646784	2.0	2.0
11191	90.0	183.0
392140	2.0	4.0
11190	1097.0	1855.0
404672	1157.0	1527.0
11193	1217.0	953.0
154872	0.0	0.0
11194	1026.0	673.0
11197	6006.0	190.0
11196	2943.0	4401.0
23177	2105.0	4537.0
402016	4.0	6.0
23178	292.0	526.0
106479049	0.0	0.0
23179	4399.0	1703.0
106479048	0.0	0.0
127255	41.0	40.0
106479047	0.0	5.0
127254	145.0	60.0
106479046	0.0	0.0
646780	8.0	17.0
127253	1535.0	1660.0
106479045	1.0	1.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	4.0	11.0
23170	1094.0	5648.0
115273	137.0	538.0
106480063	0.0	0.0
729909	3.0	4.0
106479041	1.0	0.0
23171	7023.0	2008.0
106479040	0.0	0.0
106480066	6.0	4.0
23172	1204.0	1747.0
106480065	0.0	0.0
23173	1933.0	4734.0
106480068	0.0	0.0
23174	2762.0	2819.0
106480067	0.0	0.0
23175	2289.0	2780.0
23176	2215.0	2409.0
106480069	0.0	0.0
11199	0.0	8.0
11198	5526.0	15688.0
106480060	0.0	0.0
106480062	0.0	1.0
106480061	0.0	0.0
11160	3272.0	4941.0
644131	293.0	70.0
404663	0.0	0.0
11162	123.0	32.0
646799	0.0	0.0
11161	3198.0	4512.0
404665	7.0	3.0
11164	2606.0	5389.0
11163	1674.0	2062.0
23144	765.0	1020.0
127247	0.0	2.0
106480028	0.0	0.0
23145	70.0	60.0
106480027	1.0	10.0
106480029	0.0	1.0
23148	220.0	50.0
106479079	0.0	0.0
646791	4.0	3.0
23149	317.0	129.0
441641	0.0	3.0
106479078	1.0	0.0
106479077	0.0	2.0
106479076	0.0	0.0
84108	334.0	689.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	0.0	0.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	1.0	0.0
84109	2.0	1.0
106480032	0.0	0.0
106479072	0.0	0.0
23140	4006.0	3748.0
115265	83.0	37.0
106480035	0.0	0.0
106479071	1.0	2.0
84103	0.0	5.0
23141	3329.0	5256.0
106480034	1.0	0.0
106479070	0.0	0.0
23142	1799.0	1451.0
84106	850.0	158.0
106480037	0.0	0.0
84105	512.0	705.0
23143	2232.0	1550.0
106480036	0.0	2.0
84100	370.0	214.0
11166	5.0	1689.0
140258	0.0	0.0
644129	0.0	1.0
11165	1280.0	2371.0
84102	1044.0	633.0
11168	4776.0	4451.0
84101	789.0	355.0
11167	15023.0	19872.0
644128	108.0	51.0
11169	211.0	2425.0
11171	4185.0	26445.0
11170	9585.0	797.0
11173	303.0	221.0
441639	0.0	1.0
11172	0.0	2.0
343296	0.0	1.0
11174	71.0	62.0
644146	28.0	91.0
23155	1200.0	1760.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	1772.0	1453.0
23158	4551.0	1995.0
106479069	0.0	0.0
441631	636.0	152.0
106479068	0.0	1.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	1.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	1.0
106479062	0.0	0.0
106480044	0.0	0.0
23150	4026.0	3523.0
106480043	0.0	1.0
106479061	0.0	0.0
23151	1829.0	1242.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	3120.0	4712.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	963.0	2932.0
106480047	0.0	0.0
11177	2779.0	5657.0
11176	7077.0	9692.0
11179	1207.0	2603.0
644138	0.0	9.0
11178	375.0	318.0
644139	0.0	1.0
139285	388.0	1813.0
106480040	1.0	3.0
103695364	2.0	0.0
103695363	0.0	0.0
644153	0.0	0.0
11140	3808.0	4503.0
644159	0.0	1.0
103695365	0.0	1.0
11142	3064.0	835.0
166824	333.0	553.0
106479019	0.0	0.0
11141	1.0	0.0
130872	1359.0	1199.0
106479018	0.0	0.0
644157	22.0	27.0
23122	3246.0	2519.0
106480006	0.0	0.0
106479017	1.0	0.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	2.0	3.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	18.0	414.0
23125	3256.0	2216.0
106480007	0.0	0.0
25786	54.0	91.0
106479014	0.0	0.0
25789	8.0	72.0
644150	99.0	120.0
23126	4772.0	6550.0
106479013	0.0	0.0
25788	71.0	238.0
23127	518.0	907.0
106479012	0.0	0.0
106480009	0.0	2.0
106479011	0.0	0.0
23129	9797.0	4958.0
106479010	0.0	0.0
