id	03611591-08da-45c5-bfe5-ce511a2cc341	ab4d305d-81cd-4fa7-96c4-f6d5308eef12
643714	1.0	0.0
138864	0.0	0.0
391712	22.0	1.0
391714	0.0	0.0
114836	881.0	459.0
10767	2231.0	7849.0
10766	7955.0	6079.0
151835	30.0	15.0
10769	3334.0	1003.0
391718	0.0	0.0
10768	11882.0	2490.0
126811	0.0	0.0
643723	13.0	11.0
10761	3.0	1.0
10763	15481.0	711.0
10762	3315.0	6701.0
10765	3660.0	8512.0
101929179	2.0	0.0
388112	1.0	3.0
339105	49.0	97.0
83707	1112.0	1945.0
83706	6245.0	1368.0
10734	171.0	169.0
10733	118.0	1128.0
83714	369.0	441.0
10736	58.0	17.0
401648	0.0	2.0
643739	0.0	0.0
10735	6094.0	3228.0
401647	215.0	24.0
10738	2.0	2.0
401646	0.0	0.0
10737	15.0	57.0
10739	1.0	6.0
376132	0.0	3.0
10730	8453.0	12518.0
101929184	16.0	1.0
10732	566.0	1562.0
138804	0.0	1.0
138805	0.0	1.0
138802	0.0	0.0
138803	0.0	0.0
643751	8.0	9.0
124221	50.0	7.0
124222	434.0	2712.0
114897	2768.0	457.0
114898	412.0	21.0
124220	117.0	28.0
114899	271.0	348.0
391777	13.0	4.0
10745	1000.0	765.0
56104	31.0	52.0
83700	3311.0	366.0
401638	0.0	0.0
10744	2.0	1.0
56105	94.0	23.0
10747	132.0	61.0
401637	0.0	0.0
56106	189.0	25.0
10746	3779.0	2214.0
56107	128.0	12.0
10749	29106.0	7075.0
56100	279.0	56.0
401634	0.0	0.0
10748	128.0	89.0
56101	309.0	21.0
56102	47.0	52.0
56103	125.0	58.0
643744	13.0	24.0
10741	2023.0	1536.0
56108	114.0	92.0
10740	15.0	7.0
643749	161.0	291.0
56109	289.0	194.0
10743	3916.0	1272.0
342732	6.0	0.0
10742	2889.0	178.0
101929198	307.0	0.0
101929196	2.0	0.0
100420811	0.0	11.0
114884	1350.0	233.0
317774	3.0	0.0
114885	2819.0	1397.0
401630	0.0	0.0
317772	1.0	4.0
100419821	1.0	4.0
56110	125.0	57.0
317778	0.0	0.0
83729	16.0	49.0
317775	0.0	0.0
83734	468.0	737.0
10712	1895.0	4006.0
83733	101.0	53.0
10714	1677.0	2586.0
126868	17.0	2.0
317769	2.0	0.0
100419829	0.0	0.0
10713	3491.0	6940.0
317768	1.0	0.0
10716	2.0	5.0
100419827	0.0	0.0
56111	139.0	40.0
10715	17.0	141.0
56112	118.0	10.0
56113	212.0	27.0
83732	1358.0	2465.0
10718	174.0	327.0
10717	1105.0	606.0
56114	23.0	26.0
388125	249.0	100.0
401629	0.0	1.0
317781	2141.0	3834.0
388122	1.0	4.0
83719	4113.0	2525.0
56120	4.0	8.0
56121	243.0	66.0
114876	3292.0	1412.0
388121	717.0	732.0
83716	4383.0	1285.0
83715	299.0	2038.0
114879	2805.0	672.0
100420829	1.0	0.0
10723	6713.0	6194.0
56126	119.0	69.0
83723	3.0	43.0
126859	7.0	5.0
56127	104.0	262.0
10725	3041.0	591.0
56128	45.0	58.0
56129	206.0	208.0
10724	8419.0	5861.0
114880	1015.0	1739.0
56122	310.0	381.0
388115	2945.0	135.0
401613	55.0	10.0
114881	1172.0	772.0
10726	8803.0	16516.0
56123	178.0	24.0
401612	204.0	100.0
114882	4183.0	1961.0
56124	127.0	26.0
10728	15447.0	23045.0
114883	6681.0	4374.0
56125	119.0	18.0
643766	0.0	0.0
10721	35.0	908.0
10720	0.0	16.0
100420830	2.0	0.0
136259	3.0	2.0
100420834	0.0	0.0
317751	23.0	18.0
124274	0.0	1.0
388152	180.0	37.0
317754	0.0	0.0
317753	0.0	0.0
317749	1330.0	617.0
342705	0.0	3.0
151888	82.0	52.0
151887	4883.0	2914.0
136263	5.0	0.0
100420841	0.0	0.0
101929145	468.0	175.0
100420843	0.0	0.0
100293090	5792.0	2646.0
148254	444.0	396.0
317762	2153.0	648.0
317761	0.0	1.0
100419854	0.0	0.0
317760	20.0	11.0
317767	5.0	2.0
100271715	40.0	70.0
148252	121.0	1956.0
100271722	223.0	378.0
199834	0.0	0.0
388135	497.0	20.0
101929152	44.0	0.0
100420854	0.0	0.0
222950	19.0	10.0
100419867	0.0	0.0
148266	343.0	1571.0
100419868	4.0	1.0
148268	511.0	1487.0
100419866	1.0	1.0
100420859	0.0	0.0
124245	3465.0	3599.0
317729	2.0	1.0
136288	195.0	2.0
199800	104.0	1683.0
101930150	0.0	4.0
163882	2456.0	2007.0
388165	63.0	16.0
100419873	0.0	0.0
100271700	91.0	46.0
100271703	0.0	1.0
100271702	9.0	1.0
100420875	2.0	0.0
100420877	0.0	11.0
388199	1.0	5.0
22794	8832.0	8972.0
22795	524.0	284.0
22796	1846.0	2192.0
22797	870.0	109.0
22798	19.0	1.0
317705	1.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	1.0
138883	0.0	0.0
138881	11.0	1.0
100420881	0.0	0.0
388181	0.0	0.0
100419893	2.0	0.0
222967	13.0	0.0
219333	4286.0	2209.0
136227	61.0	0.0
222962	214.0	1000.0
148213	129.0	338.0
388182	39.0	77.0
100419895	0.0	0.0
317716	0.0	0.0
148203	135.0	735.0
317719	13.0	6.0
148206	177.0	404.0
163859	2452.0	1780.0
101929110	8.0	9.0
101929111	1.0	0.0
219348	2370.0	55.0
219347	75.0	145.0
100420898	0.0	3.0
148223	1676.0	2050.0
10799	130.0	584.0
136242	3.0	0.0
10791	4482.0	904.0
10794	121.0	95.0
10793	277.0	410.0
10795	1614.0	1281.0
10798	0.0	0.0
10797	2194.0	11652.0
101929121	2.0	0.0
101929120	4.0	0.0
101929127	15.0	1.0
317701	3.0	1.0
220323	1206.0	893.0
148231	0.0	0.0
148229	119.0	114.0
151877	12.0	4.0
151871	0.0	1.0
93035	366.0	17.0
161176	1833.0	1411.0
56097	14.0	6.0
56098	6.0	1.0
56099	604.0	50.0
93034	14.0	10.0
283927	155.0	36.0
220359	23.0	70.0
653073	0.0	0.0
653075	4.0	1.0
256302	2199.0	710.0
105373144	0.0	6.0
81050	0.0	0.0
199786	68.0	8.0
256309	47.0	100.0
100420792	0.0	0.0
95681	670.0	509.0
283914	0.0	0.0
81047	0.0	0.0
197131	2713.0	1213.0
197135	155.0	154.0
653061	9.0	1.0
93058	614.0	1119.0
161198	5016.0	648.0
283902	1.0	0.0
220382	11.0	679.0
81078	0.0	0.0
81079	0.0	0.0
81075	0.0	4.0
81076	0.0	1.0
100114903	0.0	0.0
199777	592.0	23.0
81061	0.0	0.0
653082	707.0	12.0
81090	0.0	0.0
100271649	0.0	0.0
199746	573.0	1649.0
100271655	5.0	3.0
81099	0.0	0.0
100271650	5.0	20.0
199745	376.0	1988.0
148170	422.0	74.0
256364	4020.0	3582.0
163786	167.0	439.0
220388	116.0	4.0
100271639	0.0	1.0
163782	415.0	31.0
100271646	2.0	2.0
283953	2.0	0.0
256355	30.0	270.0
100271644	0.0	1.0
283951	645.0	1178.0
256356	1312.0	768.0
100271643	0.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	5.0	7.0
148189	450.0	758.0
93099	2700.0	224.0
100271627	4.0	8.0
283948	402.0	29.0
256329	179.0	77.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	0.0	0.0
100271633	1.0	0.0
100271632	2.0	5.0
199720	21.0	32.0
93082	57.0	10.0
161145	597.0	137.0
100271617	0.0	0.0
100271616	0.0	2.0
161142	10.0	10.0
100271619	0.0	0.0
148198	1.0	0.0
100271618	0.0	2.0
100271624	0.0	0.0
100271623	2.0	0.0
283933	70.0	25.0
100271625	0.0	0.0
93081	296.0	706.0
100271620	1.0	1.0
283932	103.0	63.0
100271622	3.0	3.0
100271621	0.0	1.0
199731	1012.0	3638.0
100124332	1.0	0.0
643664	6.0	0.0
256394	1.0	0.0
83637	8279.0	12525.0
83636	1572.0	1426.0
401565	6.0	3.0
401563	31.0	12.0
401562	47.0	9.0
401561	14.0	0.0
283999	0.0	1.0
283994	3.0	0.0
643668	0.0	0.0
283991	3096.0	3469.0
340198	33.0	3.0
643669	16.0	136.0
340192	0.0	0.0
643680	30.0	1.0
197196	3.0	0.0
56033	1.0	3020.0
401551	1215.0	5.0
83657	379.0	12.0
83656	25.0	0.0
83659	1353.0	1.0
283989	2109.0	2048.0
83658	8803.0	6809.0
401548	12865.0	2315.0
56034	1369.0	254.0
283987	3741.0	647.0
256369	0.0	0.0
401546	1353.0	24.0
83655	0.0	0.0
283985	1.0	0.0
283982	5.0	0.0
283981	45.0	54.0
643677	7.0	14.0
83650	13.0	5.0
197187	166.0	229.0
449520	0.0	12.0
401541	180.0	700.0
401540	1.0	0.0
83639	2.0	187.0
83638	3120.0	2402.0
256380	261.0	65.0
449518	0.0	0.0
83648	4949.0	262.0
401537	7.0	6.0
83647	0.0	0.0
83641	11992.0	3146.0
401535	4.0	1.0
83643	2508.0	35221.0
401533	2.0	1.0
643689	6.0	5.0
283971	3.0	1.0
83640	466.0	498.0
283970	10.0	0.0
114826	1318.0	1096.0
114827	873.0	378.0
378706	1.0	1.0
378707	0.0	0.0
378708	135.0	495.0
339184	1.0	5.0
339186	0.0	0.0
56052	1393.0	837.0
114821	213.0	248.0
114822	588.0	2437.0
114823	7415.0	10094.0
114824	2.0	0.0
114825	1279.0	958.0
643699	78.0	7.0
340168	0.0	0.0
114815	29.0	156.0
114817	0.0	0.0
114818	1190.0	107.0
114819	200.0	245.0
339175	986.0	1054.0
56063	623.0	610.0
653017	0.0	0.0
56061	2793.0	3033.0
56062	63.0	6.0
114814	81.0	62.0
83667	1587.0	904.0
83666	5845.0	5390.0
83660	928.0	501.0
340156	208.0	69.0
83661	1749.0	9.0
114804	333.0	123.0
114805	1034.0	36.0
340152	180.0	440.0
339168	0.0	0.0
114800	433.0	7.0
114801	606.0	277.0
93010	7649.0	302.0
114803	1266.0	1022.0
83697	14.0	5.0
81034	1664.0	1164.0
81035	8991.0	197.0
83696	3331.0	9435.0
83699	3218.0	1356.0
81037	12581.0	13486.0
83698	13.0	1.0
401588	197.0	163.0
83693	1984.0	1675.0
81030	245.0	257.0
83692	6485.0	2227.0
81031	1196.0	90.0
83695	1470.0	3754.0
81033	55.0	2.0
83694	215.0	858.0
340146	6.0	1.0
83690	423.0	690.0
81027	284.0	55.0
81029	479.0	4757.0
653042	0.0	0.0
653045	2.0	1.0
81025	0.0	4.0
401577	197.0	107.0
22877	9398.0	9773.0
22878	2919.0	2559.0
22879	4272.0	1638.0
22870	6847.0	6214.0
22871	56.0	0.0
22872	11087.0	8782.0
22873	773.0	621.0
22874	1445.0	3971.0
22875	3837.0	545.0
22876	1095.0	438.0
10899	8307.0	8338.0
10898	1478.0	2073.0
10891	631.0	274.0
136540	0.0	0.0
10890	8380.0	9651.0
10893	1565.0	83.0
10892	1977.0	2844.0
136541	0.0	0.0
10895	1.0	0.0
342426	0.0	0.0
10894	4178.0	40.0
10897	3983.0	3130.0
10896	11.0	13.0
22888	1483.0	1464.0
22889	1399.0	3432.0
22880	2783.0	8025.0
124540	2186.0	5686.0
22881	1252.0	91.0
22882	3853.0	5747.0
22883	13608.0	17348.0
22884	1956.0	1700.0
22885	3638.0	84.0
22887	4362.0	4298.0
342419	0.0	0.0
124538	0.0	0.0
124535	12.0	6.0
148523	183.0	875.0
283598	0.0	0.0
283596	144.0	483.0
283592	197.0	0.0
22856	4350.0	2282.0
161514	0.0	0.0
731424	386.0	28.0
22858	1905.0	2115.0
22859	3687.0	25344.0
22850	1884.0	3425.0
22852	371.0	500.0
22853	4768.0	1887.0
22854	673.0	247.0
10877	0.0	1.0
10876	0.0	0.0
100419909	0.0	0.0
10879	1.0	0.0
10878	17.0	113.0
148534	1044.0	209.0
104169670	4.0	0.0
104169671	0.0	0.0
100419903	6.0	10.0
283587	26.0	5.0
10871	995.0	63.0
10870	1035.0	205.0
10873	677.0	767.0
10875	2350.0	382.0
10874	5.0	7194.0
22866	319.0	241.0
22868	1692.0	1849.0
22869	788.0	858.0
100309464	0.0	25.0
161502	151.0	1.0
100420901	0.0	0.0
22861	3283.0	2384.0
22862	5101.0	742.0
22863	1425.0	667.0
22864	2976.0	3598.0
22865	62.0	6.0
10888	5.0	97.0
56203	73.0	7.0
643609	0.0	0.0
56204	2099.0	1994.0
10887	1.0	152.0
124512	1188.0	1854.0
148545	0.0	1.0
283579	1.0	1.0
283578	1892.0	1404.0
10880	2.0	5.0
283576	4.0	0.0
10882	3.0	101.0
10881	0.0	1.0
10884	1714.0	2484.0
283571	17.0	6.0
10886	3.0	0.0
10885	1877.0	5460.0
22834	2815.0	2232.0
22835	435.0	1669.0
22836	3010.0	394.0
22837	4958.0	564.0
101929059	11.0	2.0
22838	3824.0	5270.0
22839	7345.0	4286.0
100420910	1.0	7.0
100420916	0.0	0.0
22832	551.0	339.0
124590	4.0	0.0
10855	440.0	905.0
10857	8517.0	4831.0
10856	5054.0	18330.0
10859	1195.0	339.0
10858	80.0	10.0
100126793	40.0	21.0
10850	0.0	0.0
643617	4.0	6.0
643615	1.0	0.0
100126791	6.0	29.0
22844	16.0	59.0
22845	1764.0	630.0
22846	3312.0	1103.0
22847	1191.0	5552.0
22848	3579.0	1798.0
22849	559.0	349.0
112597	498.0	512.0
100420920	0.0	0.0
100420921	0.0	18.0
100420924	0.0	1.0
124583	4937.0	2726.0
100420926	0.0	0.0
22841	2063.0	345.0
100420927	0.0	0.0
100419930	2.0	16.0
22843	76.0	375.0
10866	2702.0	1243.0
100420919	0.0	0.0
10865	4519.0	1307.0
10868	3035.0	3065.0
10867	6446.0	712.0
10869	5018.0	4685.0
10861	164.0	224.0
101929074	90.0	479.0
10864	5.0	7.0
101929071	0.0	1.0
10863	544.0	548.0
22813	0.0	2.0
22814	0.0	6.0
643641	1089.0	412.0
22815	0.0	0.0
22816	0.0	1.0
22818	11108.0	9468.0
10829	0.0	0.0
100419945	0.0	0.0
83849	225.0	8.0
83855	1375.0	2810.0
10833	0.0	0.0
83854	40.0	24.0
83857	1087.0	205.0
10835	0.0	2.0
83856	439.0	626.0
10834	0.0	0.0
83851	2.0	0.0
10837	0.0	0.0
100419948	0.0	0.0
83850	2688.0	280.0
10836	0.0	0.0
100419949	0.0	0.0
83853	617.0	24.0
10838	1757.0	765.0
83852	1071.0	340.0
124565	11668.0	8571.0
100419947	1.0	0.0
22808	3486.0	718.0
22809	3179.0	93543.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	1.0	0.0
22822	3157.0	12666.0
22823	1252.0	1244.0
22824	505.0	907.0
101929086	22.0	0.0
22826	6431.0	6280.0
22827	8631.0	23080.0
643653	0.0	0.0
22828	2904.0	1502.0
22829	0.0	0.0
112574	3415.0	517.0
100419955	0.0	0.0
56241	73102.0	393.0
100420946	0.0	1.0
56242	416.0	750.0
22820	14291.0	12209.0
22821	2286.0	362.0
100419950	0.0	0.0
10844	6602.0	4846.0
83844	0.0	0.0
10846	192.0	21.0
10845	2811.0	2494.0
10848	2837.0	1792.0
56243	5641.0	5136.0
10847	13649.0	9200.0
56244	5.0	105.0
56245	5.0	2.0
10849	228.0	1089.0
56246	5.0	0.0
643646	64.0	20.0
10840	303.0	10.0
10842	11.0	0.0
101929093	0.0	0.0
10841	53.0	565.0
643648	0.0	0.0
101929010	2.0	4.0
100420950	3.0	14.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	0.0	2.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	1.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	2.0	0.0
100271601	0.0	0.0
100419979	0.0	2.0
100420972	0.0	0.0
100420975	0.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	0.0	2.0
391436	0.0	0.0
161582	129.0	41.0
124599	186.0	18.0
101929052	0.0	0.0
391485	0.0	0.0
222611	10.0	0.0
100187716	0.0	0.0
391490	0.0	8.0
391496	3.0	0.0
22899	3268.0	128.0
391462	0.0	0.0
22891	459.0	27.0
22893	4595.0	2392.0
22894	2892.0	1048.0
22895	38.0	2.0
148581	1.0	0.0
22897	1994.0	1164.0
22898	11822.0	498.0
22890	2176.0	1123.0
391470	0.0	0.0
391472	0.0	0.0
391475	1.0	0.0
101929008	74.0	181.0
222659	3.0	5.0
440894	111.0	83.0
222658	5311.0	3410.0
102724035	0.0	1.0
100271575	1.0	0.0
100271577	1.0	0.0
100271571	0.0	0.0
81175	6.0	28.0
81176	2.0	16.0
100271570	3.0	1.0
93145	865.0	5167.0
440888	0.0	0.0
222642	6.0	4.0
222643	128.0	449.0
401289	23.0	3.0
401288	26.0	39.0
401285	0.0	0.0
81166	0.0	0.0
100271564	3.0	15.0
81168	0.0	0.0
100271566	0.0	1.0
81169	0.0	0.0
81162	0.0	0.0
81163	0.0	0.0
100271563	1.0	1.0
81164	0.0	0.0
81160	0.0	0.0
391387	1.0	1.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	3.0	3.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	1.0	0.0
81194	0.0	0.0
450232	2.0	6.0
401260	0.0	0.0
220001	156.0	48.0
222662	1.0	2.0
401265	70.0	67.0
222663	182.0	101.0
220002	3626.0	3103.0
93166	759.0	746.0
401264	470.0	333.0
220004	564.0	48.0
100271539	0.0	0.0
401262	15.0	215.0
93164	251.0	41.0
100271547	0.0	0.0
100271549	1.0	0.0
81188	0.0	0.0
100271543	1.0	2.0
102724000	2.0	0.0
100271545	0.0	0.0
401258	237.0	3.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1375.0	1192.0
440854	15.0	18.0
222698	58.0	2.0
222696	34.0	42.0
161497	4.0	29.0
100271529	4.0	8.0
222699	23.0	23.0
100271536	0.0	0.0
100271538	3.0	8.0
100271537	0.0	0.0
93190	378.0	0.0
283601	0.0	1.0
100271531	15.0	7.0
283600	3.0	12.0
220042	204.0	689.0
93183	1266.0	1236.0
100271518	2.0	0.0
100271517	0.0	0.0
93185	4285.0	3761.0
100271525	0.0	0.0
100271526	10.0	23.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	3.0	3.0
100271523	0.0	0.0
100271522	0.0	1.0
100271507	0.0	0.0
100271506	1.0	0.0
100271516	0.0	0.0
100271510	6.0	2.0
220064	1059.0	1201.0
220047	0.0	1.0
100271503	0.0	0.0
10808	6320.0	3691.0
56130	81.0	8.0
10807	1759.0	3338.0
56131	219.0	43.0
56132	134.0	53.0
10809	6517.0	3010.0
220081	14.0	5.0
83756	136.0	215.0
10811	678.0	263.0
56137	396.0	19.0
10810	2153.0	115.0
83755	0.0	0.0
56138	88.0	22.0
83758	281.0	144.0
10813	1215.0	1464.0
56139	223.0	34.0
401207	337.0	333.0
220082	4.0	26.0
83757	3.0	0.0
83752	5312.0	2574.0
56133	271.0	773.0
10815	168.0	77.0
10814	20.0	1.0
56134	395.0	12.0
10817	493.0	505.0
56135	196.0	29.0
10816	0.0	0.0
283643	669.0	1257.0
56136	30.0	6.0
643535	1.0	2.0
643536	0.0	0.0
22800	2053.0	923.0
22801	323.0	1310.0
643550	0.0	2.0
22802	10.0	4.0
22803	5983.0	5659.0
440804	4.0	0.0
22806	2479.0	1203.0
22807	572.0	459.0
10819	126.0	408.0
56140	2.0	9.0
10818	1850.0	742.0
56141	28.0	23.0
56142	23.0	107.0
56143	17.0	8.0
83737	3680.0	2093.0
220070	0.0	0.0
10822	9.0	0.0
283638	4683.0	1550.0
83744	239.0	145.0
10821	2.0	0.0
10824	7.0	2.0
83746	3515.0	4775.0
10823	0.0	0.0
83741	0.0	18.0
283635	5976.0	1521.0
10826	6172.0	279.0
220074	1162.0	795.0
56144	70.0	11.0
10825	903.0	6088.0
56145	109.0	51.0
83740	0.0	0.0
83743	3636.0	5566.0
56146	14.0	27.0
10828	0.0	1.0
10827	1636.0	943.0
83742	4461.0	1590.0
56147	19.0	156.0
283631	1.0	0.0
10820	4.0	0.0
440836	2193.0	3035.0
643563	1.0	2.0
56154	5.0	0.0
81109	0.0	0.0
283629	69.0	52.0
56159	2.0	10.0
81115	0.0	0.0
81116	0.0	0.0
56155	225.0	12.0
283624	753.0	340.0
102724097	70.0	7.0
256006	16.0	23.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	1.0	1.0
81114	0.0	0.0
81110	0.0	0.0
440829	11.0	28.0
440823	359.0	791.0
440822	0.0	0.0
56163	4.0	3.0
56164	49.0	25.0
256021	33.0	49.0
56165	17.0	12.0
83759	887.0	1744.0
56160	1512.0	882.0
10800	859.0	103.0
283617	0.0	1.0
81104	0.0	0.0
10802	2147.0	1337.0
10801	21241.0	11845.0
10804	3.0	691.0
10803	82.0	3.0
56167	0.0	0.0
10806	2235.0	1615.0
56168	0.0	0.0
56169	34.0	12.0
643582	0.0	0.0
643586	4.0	8.0
256076	631.0	43.0
401253	4.0	2.0
56171	481.0	6.0
401251	15.0	93.0
56172	4426.0	5274.0
401250	0.0	0.0
81137	0.0	0.0
81138	0.0	0.0
83795	5.0	0.0
102724076	0.0	0.0
102724077	7.0	44.0
283688	0.0	0.0
401247	24.0	7.0
81136	0.0	0.0
283687	473.0	125.0
283685	0.0	0.0
93109	1057.0	1095.0
283682	60.0	0.0
100126825	0.0	0.0
93107	2.0	0.0
643596	39.0	11.0
56180	765.0	547.0
93100	2986.0	7697.0
401242	1.0	0.0
256085	0.0	0.0
56181	3423.0	3393.0
81126	0.0	0.0
81127	0.0	0.0
83787	1768.0	1081.0
283677	6.0	2.0
401237	248.0	331.0
83786	3127.0	4220.0
401236	321.0	2.0
283673	3.0	91.0
93134	1908.0	1400.0
401233	0.0	0.0
401232	131.0	140.0
256051	641.0	796.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	115.0	80.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	909.0	334.0
283659	521.0	3848.0
100271587	1.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	4.0	2.0
283651	70.0	39.0
100271585	0.0	0.0
100271584	1.0	0.0
100271581	0.0	0.0
22998	23382.0	4871.0
22999	43.0	2.0
100151676	1.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	4671.0	1267.0
100151671	0.0	0.0
100151672	0.0	0.0
22992	10211.0	9122.0
22993	3430.0	3108.0
100151674	1.0	1.0
22994	998.0	2441.0
83903	51.0	351.0
22995	162.0	825.0
83902	0.0	1.0
22996	2591.0	612.0
22997	33.0	66.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	1.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	1.0	4.0
100151684	0.0	0.0
100151685	0.0	0.0
100151681	1.0	1.0
56302	2.0	1.0
83901	0.0	0.0
342538	7.0	7.0
83900	0.0	0.0
56300	0.0	0.0
56301	14.0	2.0
124411	832.0	354.0
22976	784.0	671.0
22977	21.0	79.0
22978	2192.0	1583.0
22979	1430.0	112.0
22970	40.0	34.0
22971	1130.0	1047.0
22974	192.0	9381.0
83932	567.0	854.0
10998	364.0	1164.0
83931	9579.0	1900.0
342527	243.0	5.0
148418	65.0	140.0
83933	503.0	553.0
124404	1.0	13.0
10999	2648.0	2147.0
124401	1054.0	914.0
124402	2174.0	1215.0
83930	3153.0	2431.0
56311	3.0	9.0
10990	551.0	213.0
100126693	5.0	0.0
10992	17178.0	19605.0
606500	0.0	0.0
10991	23.0	10.0
10994	4324.0	3859.0
10993	314.0	374.0
22987	9.0	12.0
22989	94.0	70.0
22980	9173.0	6826.0
22981	1155.0	1538.0
22982	1965.0	1120.0
22983	20.0	102.0
22984	3091.0	6548.0
22985	9583.0	9936.0
22986	0.0	302.0
58986	6038.0	1790.0
148423	1060.0	792.0
58985	129.0	98.0
342510	562.0	22.0
283694	0.0	0.0
283693	16.0	44.0
283692	9.0	58.0
22954	1196.0	1234.0
22955	3377.0	3252.0
112487	889.0	432.0
22950	2141.0	2642.0
391524	1.0	1.0
22952	16.0	4.0
22953	69.0	10.0
391526	0.0	0.0
10975	3918.0	4459.0
83953	30.0	0.0
10978	804.0	613.0
83955	16.0	25.0
10979	7278.0	281.0
112495	1958.0	3234.0
10970	6097.0	5375.0
56339	1954.0	1708.0
10972	21853.0	13188.0
10971	12915.0	24816.0
10974	0.0	0.0
10973	2221.0	2476.0
401409	53.0	32.0
112479	510.0	493.0
112476	117.0	331.0
391530	0.0	0.0
83939	4674.0	4278.0
56341	65.0	0.0
391533	0.0	0.0
124460	1515.0	381.0
83935	552.0	44.0
83938	1058.0	412.0
391538	1.0	0.0
83937	2639.0	1728.0
10987	2852.0	5125.0
83943	611.0	358.0
83942	0.0	0.0
10989	5160.0	8328.0
10988	5948.0	7202.0
56342	347.0	437.0
124454	1677.0	1502.0
56344	1.0	1.0
83941	1506.0	919.0
83940	698.0	1904.0
643503	0.0	0.0
10981	2835.0	1362.0
112483	4149.0	726.0
10980	5011.0	7130.0
10983	30306.0	21680.0
10982	6040.0	2632.0
643507	4.0	0.0
10985	8412.0	14372.0
10984	230.0	347.0
22932	848.0	535.0
22933	4943.0	10354.0
22934	1477.0	2629.0
22936	4458.0	848.0
22937	7072.0	5308.0
22938	4046.0	3626.0
112464	1505.0	205.0
22930	4908.0	3353.0
22931	4954.0	2372.0
81309	0.0	0.0
391504	0.0	0.0
10954	2555.0	1097.0
10953	2786.0	3187.0
10956	23859.0	10326.0
81315	0.0	0.0
10955	15724.0	5089.0
391508	0.0	0.0
81316	0.0	0.0
10957	6737.0	4141.0
124446	9713.0	3774.0
81310	0.0	0.0
10959	14276.0	16903.0
22929	2969.0	10786.0
10950	3896.0	1302.0
10952	4563.0	4890.0
10951	3251.0	5060.0
22943	215.0	10.0
22944	733.0	879.0
22945	0.0	0.0
22947	0.0	0.0
22948	7119.0	29533.0
22949	1741.0	1182.0
83957	0.0	2.0
22941	2993.0	32.0
83959	299.0	523.0
10965	1645.0	830.0
391518	0.0	0.0
10964	1100.0	545.0
81304	0.0	0.0
10966	1121.0	1379.0
10969	2861.0	5194.0
81300	0.0	0.0
10961	16121.0	7799.0
10960	11430.0	11415.0
643529	284.0	186.0
10963	8844.0	18099.0
10962	266.0	2127.0
148479	1539.0	3183.0
197407	1012.0	1097.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	2029.0	866.0
391548	0.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	2.0	0.0
391552	0.0	4.0
474383	0.0	1.0
474382	0.0	1.0
222701	0.0	0.0
767569	0.0	0.0
391559	8.0	8.0
767577	0.0	0.0
767579	1.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	13.0	5.0
207107	4271.0	19.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	0.0	0.0
474345	0.0	0.0
474344	5486.0	393.0
474343	96.0	91.0
246717	1.0	1.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	13.0	209.0
161406	13.0	14.0
100151649	0.0	0.0
