id	71550bf2-086d-46ac-aee3-958bbac2d2ab	bc5be208-5934-40dd-81df-567599ea2a51
100131624	0.0	0.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	21948.0	24668.0
10520	632.0	628.0
58506	4767.0	11096.0
10523	2404.0	3800.0
58509	1118.0	1679.0
58508	6581.0	6459.0
10522	1350.0	1417.0
100033398	0.0	0.0
100131629	0.0	0.0
100873689	0.0	0.0
442361	0.0	0.0
58513	2377.0	2836.0
58516	2729.0	4889.0
58510	0.0	0.0
58512	20.0	25.0
58511	87.0	5.0
58517	3700.0	11055.0
105371564	0.0	2.0
100131638	2.0	0.0
58525	3343.0	3405.0
58524	20.0	4.0
10505	1012.0	477.0
58527	1460.0	2503.0
58526	7037.0	4700.0
10507	2826.0	2632.0
100131641	0.0	0.0
10509	2543.0	15433.0
58529	712.0	33.0
58528	1464.0	907.0
10501	1328.0	1568.0
10500	706.0	271.0
58530	1.0	0.0
442384	0.0	0.0
58538	5.0	8.0
58531	0.0	0.0
58533	5375.0	4862.0
100131656	2.0	2.0
100287404	0.0	0.0
100131661	3.0	19.0
503694	0.0	0.0
503693	118.0	22.0
493913	0.0	0.0
493911	143.0	75.0
751599	0.0	4.0
285033	193.0	130.0
100128017	0.0	1.0
442320	1.0	0.0
116412	73.0	52.0
442317	0.0	0.0
442318	0.0	0.0
442319	37.0	8.0
493901	0.0	0.0
100128015	0.0	0.0
100128010	24.0	18.0
493900	107.0	81.0
100128012	2.0	1.0
100128011	0.0	0.0
285045	2.0	0.0
442304	3.0	1.0
442308	0.0	2.0
285051	1.0	13.0
10590	4.0	0.0
10592	1512.0	2050.0
10591	636.0	1271.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	1.0	1.0
10594	27497.0	32031.0
100873611	0.0	0.0
10595	185.0	6413.0
10598	4641.0	26829.0
100873615	0.0	1.0
100873614	1.0	0.0
100873613	0.0	0.0
10599	0.0	12.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	3.0	1.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	6.0	3.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	1020.0	419.0
10570	135.0	179.0
116447	877.0	6091.0
116449	58.0	35.0
116448	38.0	12.0
10579	6454.0	22679.0
100873639	0.0	0.0
100873638	0.0	6.0
10572	2617.0	7269.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	11737.0	31801.0
100873631	0.0	1.0
10573	2515.0	4391.0
100873630	0.0	2.0
10576	6902.0	24041.0
100873637	1.0	0.0
10575	8589.0	23809.0
100873636	0.0	0.0
10578	4190.0	2376.0
100873635	2.0	0.0
10577	27489.0	16605.0
100873634	0.0	0.0
10581	16607.0	14964.0
10580	10503.0	631.0
116437	3.0	1.0
100873629	0.0	0.0
116441	1137.0	438.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	53.0	33.0
116442	231.0	26.0
116444	225.0	98.0
128414	7.0	6.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	1945.0	1618.0
100873620	0.0	0.0
10584	406.0	8.0
10587	1352.0	2139.0
100873626	0.0	0.0
10586	19.0	6.0
100873625	1.0	0.0
10589	2952.0	7196.0
100873624	0.0	1.0
10588	283.0	430.0
100873623	1.0	0.0
100873651	0.0	1.0
100873650	0.0	0.0
285016	372.0	249.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	0.0	1.0
10558	4306.0	3217.0
10557	639.0	1461.0
10559	1699.0	2741.0
10550	22128.0	9855.0
100873655	0.0	0.0
100873654	0.0	1.0
10552	7701.0	13933.0
100873653	0.0	0.0
10551	5148.0	69741.0
100873652	0.0	0.0
10554	7139.0	5099.0
100873659	0.0	0.0
10553	2911.0	5908.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1158.0	1384.0
100873657	0.0	0.0
10555	4209.0	6422.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	0.0	3.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	349.0	52.0
100873640	0.0	2.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	2.0
102466725	0.0	2.0
102466724	1.0	2.0
10569	4451.0	2139.0
100287482	42.0	82.0
100287483	0.0	0.0
10568	112697.0	46425.0
503612	0.0	0.0
100873649	0.0	1.0
503611	0.0	0.0
10561	2439.0	660.0
100873644	0.0	0.0
10560	1941.0	2029.0
100873643	0.0	0.0
10563	12.0	623.0
100873642	0.0	0.0
10562	68.0	473.0
100873641	0.0	0.0
10565	4613.0	10146.0
100873648	0.0	4.0
10564	3953.0	5197.0
100873647	1.0	0.0
10567	6130.0	6007.0
100873646	0.0	1.0
10566	164.0	18.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	0.0	0.0
102466731	0.0	1.0
116369	21.0	12.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	1.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	11.0	179.0
574036	135.0	17.0
574038	0.0	0.0
83479	1129.0	1041.0
116379	4.0	36.0
100128092	0.0	7.0
83478	2333.0	463.0
83473	229.0	54.0
83475	487.0	1160.0
100128098	17.0	20.0
102466745	0.0	0.0
102466744	0.0	1.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	2676.0	75.0
102466741	2.0	0.0
102466740	0.0	0.0
128346	3585.0	1387.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	395.0	78.0
100128083	0.0	18.0
83468	1368.0	530.0
100128081	29.0	1.0
83461	84.0	3544.0
128338	3341.0	3154.0
83464	1842.0	683.0
83463	82.0	467.0
83460	90.0	452.0
100189028	8.0	0.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	0.0	1.0
102466750	0.0	1.0
153339	7290.0	9629.0
116349	219.0	92.0
102466759	0.0	1.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	55.0	60.0
346562	0.0	0.0
647415	0.0	3.0
128322	0.0	0.0
1809	26879.0	6732.0
116337	0.0	1.0
153328	1.0	8.0
1800	42.0	131.0
100128061	0.0	0.0
100128060	100.0	130.0
100128062	0.0	0.0
1808	33787.0	6614.0
83483	10872.0	11176.0
1807	30.0	19.0
1806	7466.0	2542.0
1805	7022.0	786.0
83480	666.0	1373.0
1804	281.0	17.0
1803	2680.0	1430.0
1802	869.0	3191.0
83482	1.0	4.0
1801	882.0	1218.0
83481	385.0	4518.0
131965	607.0	894.0
1811	6.0	3.0
1810	5778.0	5749.0
143941	10.0	5.0
1819	1769.0	3407.0
1818	0.0	0.0
1817	0.0	2.0
1816	5.0	1.0
1815	13.0	39.0
100128054	3.0	0.0
1814	0.0	0.0
285084	0.0	2.0
1813	31.0	7.0
1812	280.0	11.0
100128055	4.0	2.0
647436	15.0	75.0
128387	868.0	696.0
131973	0.0	1.0
1822	16768.0	16501.0
1821	24.0	53.0
1820	500.0	1262.0
100128041	0.0	0.0
1829	2922.0	19168.0
1828	70.0	67.0
1827	5718.0	3828.0
285093	12.0	4.0
1826	12.0	39.0
100128043	0.0	0.0
1825	207.0	119.0
100128042	0.0	0.0
1824	1158.0	5955.0
1823	2.0	9.0
100128044	0.0	1.0
407977	6.0	3.0
407975	2.0	78.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	4.0	12.0
1832	5656.0	41057.0
1831	36529.0	4500.0
1830	61.0	3401.0
574016	11.0	28.0
100128036	1.0	0.0
1839	4525.0	2828.0
1838	656.0	719.0
346528	2.0	1.0
1837	1509.0	160.0
1836	4087.0	1557.0
346525	0.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	1.0
574033	0.0	0.0
574034	0.0	0.0
1844	691.0	1088.0
1843	81025.0	89597.0
1842	3735.0	573.0
1841	855.0	3173.0
1840	122.0	546.0
574028	2.0	4.0
574029	3.0	41.0
100128025	13.0	6.0
1849	3082.0	1539.0
346517	0.0	0.0
1848	21299.0	11099.0
1847	2027.0	38766.0
100128020	1.0	1.0
1846	1603.0	72602.0
100128023	1.0	0.0
1845	10072.0	6326.0
153396	761.0	937.0
1855	2947.0	8371.0
1854	2004.0	3937.0
100131671	0.0	4.0
1852	5.0	40.0
1850	1161.0	963.0
100131678	0.0	0.0
1859	5274.0	5907.0
1857	4803.0	9654.0
1856	1933.0	2569.0
724068	0.0	0.0
724067	0.0	0.0
202781	312.0	331.0
1861	3120.0	2537.0
100131688	0.0	0.0
1869	379.0	1851.0
724094	1.0	0.0
1880	1915.0	1583.0
1877	1181.0	1407.0
100131691	110.0	70.0
1876	620.0	1016.0
1875	343.0	469.0
83417	3.0	5.0
100131693	18.0	46.0
100327036	1.0	0.0
83416	165.0	134.0
200132	208.0	41.0
1874	3966.0	5392.0
1872	17.0	2.0
1871	627.0	3253.0
1870	109.0	1195.0
1879	1307.0	298.0
724087	15.0	31.0
1891	9845.0	16605.0
1890	5777.0	12853.0
83401	53.0	301.0
1889	24982.0	9646.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	2501.0	552.0
58472	4186.0	10884.0
200149	1.0	2.0
58475	4864.0	1179.0
724038	3.0	0.0
83439	2513.0	1799.0
1896	1240.0	111.0
58477	3181.0	7532.0
58476	3872.0	3533.0
1894	759.0	8144.0
1893	2420.0	2020.0
1892	6100.0	14104.0
58478	2259.0	3731.0
200150	180.0	51.0
724022	0.0	0.0
58484	592.0	183.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1581.0	1408.0
724024	0.0	0.0
58486	2236.0	1241.0
58485	4749.0	5682.0
724023	0.0	0.0
58480	3227.0	1428.0
724029	0.0	2.0
200159	1.0	5.0
724028	0.0	0.0
724027	0.0	3.0
58488	3027.0	924.0
58487	1654.0	5756.0
200162	598.0	118.0
58489	2630.0	10793.0
58495	235.0	1605.0
724059	0.0	0.0
58494	10403.0	1095.0
58497	2421.0	2581.0
58496	49.0	126.0
58491	732.0	1069.0
58490	2313.0	2972.0
58493	2129.0	1339.0
58492	210.0	259.0
58499	1532.0	386.0
58498	0.0	1.0
200172	77.0	33.0
83451	892.0	1277.0
83450	1034.0	114.0
83452	1590.0	471.0
153364	532.0	193.0
83448	1114.0	1392.0
200186	3366.0	6855.0
83447	2.0	0.0
200185	819.0	2137.0
83449	10.0	37.0
83444	115.0	311.0
83443	3626.0	6340.0
83446	0.0	0.0
83445	13.0	1.0
83440	3315.0	4183.0
83442	19458.0	29737.0
114984	1245.0	1573.0
114987	430.0	105.0
391603	0.0	0.0
10657	10282.0	15993.0
126969	442.0	900.0
10656	893.0	407.0
10659	8930.0	2817.0
10658	4894.0	11173.0
114990	2392.0	2053.0
114991	1854.0	1688.0
10651	1181.0	4046.0
10650	81.0	230.0
10653	12697.0	53240.0
10652	4480.0	11493.0
342667	49.0	48.0
10655	96.0	16.0
643812	0.0	0.0
342666	26.0	3.0
10654	2310.0	972.0
136306	43.0	15.0
126961	1.0	1.0
10668	1230.0	931.0
10667	1531.0	915.0
643827	14.0	4.0
10669	65.0	250.0
10660	15.0	12.0
10661	5.0	15.0
731220	3.0	32.0
138971	0.0	0.0
10664	5073.0	5234.0
10663	1498.0	560.0
10666	1054.0	155.0
731223	22.0	17.0
10665	0.0	1.0
136319	15833.0	15574.0
163933	22.0	8.0
317691	0.0	0.0
339005	163.0	52.0
10635	165.0	1315.0
10634	2438.0	1955.0
10637	18.0	6.0
10636	1042.0	707.0
10638	0.0	0.0
114971	1209.0	1609.0
10631	15572.0	28864.0
643836	1199.0	1348.0
10630	3562.0	2743.0
643837	921.0	618.0
10633	35.0	15.0
643834	0.0	2.0
10632	6848.0	20369.0
100124394	0.0	0.0
10645	5545.0	5091.0
10648	0.0	0.0
10647	1.0	0.0
148304	197.0	293.0
114960	0.0	2.0
10640	6172.0	5467.0
136332	120.0	62.0
10642	7.0	98.0
643847	0.0	0.0
10641	964.0	834.0
10644	1278.0	1604.0
10643	52.0	1181.0
317671	89.0	69.0
643862	0.0	0.0
391642	0.0	0.0
10609	881.0	1141.0
391647	0.0	12.0
10613	3588.0	3542.0
10612	1194.0	687.0
10615	277.0	5516.0
10614	2849.0	3760.0
10617	2473.0	2870.0
401525	0.0	0.0
10616	6688.0	19976.0
10618	32760.0	13370.0
643854	2.0	2.0
643853	150.0	348.0
643859	0.0	0.0
10611	7332.0	9525.0
10610	2155.0	326.0
643872	4.0	6.0
643873	243.0	577.0
643870	9.0	21.0
317684	0.0	2.0
391655	0.0	2.0
391657	0.0	1.0
391656	5.0	17.0
317687	0.0	0.0
10623	1601.0	1500.0
10626	770.0	5013.0
10625	6918.0	15625.0
10628	112414.0	14509.0
10627	27483.0	17961.0
10629	574.0	1062.0
342618	11.0	1.0
643865	0.0	1.0
643866	324.0	188.0
10620	545.0	1139.0
10622	159.0	588.0
10621	813.0	714.0
101954275	0.0	1.0
101954276	0.0	0.0
643880	0.0	0.0
101954273	2.0	5.0
643884	0.0	0.0
101954277	6.0	0.0
101954278	4.0	11.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	220.0	62.0
83606	7899.0	5592.0
101954271	0.0	0.0
83605	2561.0	4640.0
101954272	0.0	1.0
83608	575.0	890.0
83607	1788.0	2798.0
151903	1887.0	1858.0
401507	0.0	0.0
317649	6060.0	1117.0
391627	0.0	0.0
401505	824.0	1665.0
388007	0.0	0.0
317648	983.0	417.0
100419709	3.0	12.0
100419705	0.0	0.0
643875	0.0	0.0
401509	45.0	3.0
401508	0.0	0.0
101954264	0.0	0.0
138948	71.0	57.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	6.0	3.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	0.0
317662	2050.0	2065.0
100419711	0.0	2.0
102464825	0.0	0.0
56000	525.0	60.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	28.0	90.0
102464824	0.0	1.0
56005	3649.0	14094.0
10602	5234.0	2565.0
56006	1771.0	4621.0
83604	9446.0	900.0
10603	246.0	471.0
10606	2053.0	16213.0
100419717	0.0	1.0
56001	0.0	0.0
10605	3066.0	5700.0
10608	9065.0	2789.0
10607	2512.0	4707.0
10600	2995.0	3459.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	1.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	3704.0	4900.0
102464832	0.0	0.0
100271849	10.0	17.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	960.0	5824.0
112398	1500.0	1804.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	0.0
100419733	1.0	1.0
388021	2.0	2.0
100419734	3.0	0.0
391698	0.0	0.0
100419731	0.0	0.0
100271836	39.0	56.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	1.0	1.0
101954204	0.0	0.0
199953	970.0	2442.0
161357	1.0	2.0
100420734	0.0	1.0
100420737	0.0	0.0
100419742	1.0	0.0
100419743	3.0	1.0
731275	14.0	35.0
199920	276.0	15.0
222826	3.0	4.0
101929286	0.0	0.0
391670	0.0	1.0
391672	2.0	1.0
161342	7.0	4.0
148398	308.0	277.0
100419758	83.0	14.0
100419751	2.0	0.0
124359	688.0	386.0
101929293	16.0	10.0
100420752	0.0	0.0
100420754	0.0	0.0
10691	1379.0	1793.0
10690	0.0	2.0
101929212	29.0	23.0
101929218	0.0	0.0
388076	0.0	1.0
388077	0.0	2.0
100419764	0.0	0.0
199900	0.0	1.0
151963	966.0	463.0
10693	92.0	21.0
10692	14.0	8.0
10695	4927.0	6248.0
10694	7726.0	29885.0
10699	280.0	82.0
101929221	1.0	4.0
100420763	0.0	0.0
101929225	0.0	1.0
101929222	15.0	5.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	727.0	921.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	33.0	18.0
101929238	0.0	1.0
220213	3404.0	6271.0
10678	3754.0	3018.0
151987	3603.0	5058.0
10671	1797.0	4593.0
10670	6712.0	3745.0
10673	1702.0	555.0
10672	7746.0	6316.0
10675	188.0	342.0
10677	202.0	325.0
100419793	0.0	0.0
100420784	1.0	0.0
100420786	0.0	0.0
101929247	0.0	0.0
100420787	4.0	0.0
101929244	0.0	1.0
220202	4.0	3.0
222865	1350.0	138.0
10682	2543.0	6088.0
10681	1362.0	978.0
10683	2.0	22.0
10686	101.0	6.0
136371	0.0	1.0
643803	0.0	0.0
10687	1760.0	429.0
100419682	0.0	0.0
100420678	8.0	485.0
222894	0.0	0.0
100419687	0.0	3.0
283807	127.0	58.0
653194	0.0	5.0
83598	1.0	1.0
83597	1.0	0.0
653199	158.0	24.0
83594	1129.0	519.0
83593	4353.0	2216.0
83596	444.0	3826.0
83595	3792.0	1898.0
83590	1359.0	3875.0
653190	129.0	73.0
653192	0.0	0.0
83592	74.0	467.0
83591	619.0	365.0
1909	7079.0	1172.0
100420689	2.0	1.0
1908	36.0	1.0
161291	3501.0	5572.0
653188	10.0	5.0
653189	57.0	119.0
1907	42.0	509.0
1906	15251.0	3075.0
197258	1456.0	1398.0
1903	2974.0	934.0
197259	1659.0	5667.0
1902	2690.0	3269.0
1901	20141.0	3420.0
100420681	0.0	0.0
197257	642.0	231.0
449491	0.0	1.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	19191.0	973.0
1917	92.0	134.0
1915	486387.0	564257.0
1912	8281.0	14657.0
1911	870.0	280.0
101929202	1.0	0.0
101929203	1.0	0.0
199899	1.0	0.0
148281	4.0	2.0
219287	147.0	2.0
161253	11.0	26.0
219285	5724.0	985.0
283849	1492.0	444.0
283848	175.0	84.0
1932	3.0	6.0
283847	1.0	0.0
256227	43.0	32.0
256223	0.0	0.0
1939	4154.0	4896.0
1938	139007.0	186911.0
1937	25.0	110.0
1936	7334.0	15304.0
1934	2.0	6.0
1933	16971.0	26746.0
161247	22.0	16.0
219293	347.0	437.0
1943	0.0	7.0
1942	7096.0	9775.0
256236	925.0	260.0
1949	323.0	126.0
199870	1230.0	361.0
1948	12571.0	10103.0
1947	7609.0	2410.0
1946	660.0	4353.0
1945	235.0	806.0
1944	63.0	594.0
161271	0.0	0.0
1954	4510.0	3219.0
1953	3288.0	3570.0
1952	1008.0	1089.0
1951	96.0	65.0
1950	59.0	644.0
283820	665.0	368.0
1959	1290.0	787.0
1958	60379.0	17281.0
1956	7646.0	2901.0
1955	5636.0	3827.0
1965	4466.0	8674.0
1964	4421.0	5220.0
199857	522.0	1169.0
1962	1092.0	926.0
1961	9.0	9.0
1960	1370.0	625.0
220296	1.0	2.0
1969	3517.0	27740.0
1968	8661.0	27721.0
1967	2982.0	5136.0
114904	936.0	5507.0
114905	3042.0	43.0
114907	2230.0	2837.0
114908	26630.0	50005.0
340094	0.0	0.0
643783	153.0	47.0
114900	12.0	2.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	26728.0	61047.0
1974	26248.0	34838.0
1973	206.0	1085.0
283888	3.0	3.0
401447	2.0	0.0
653113	110.0	83.0
1979	17657.0	12997.0
1978	807.0	8282.0
1977	1924.0	4014.0
643790	18.0	58.0
1990	1.0	4.0
256281	989.0	2372.0
1987	0.0	4.0
1986	1.0	30.0
1984	15240.0	75781.0
1983	12571.0	13036.0
1982	77306.0	67686.0
283876	162.0	46.0
1981	20126.0	44630.0
1980	15.0	53.0
283871	629.0	1241.0
283870	28.0	114.0
105375616	0.0	0.0
340075	698.0	390.0
340073	0.0	4.0
653125	8.0	0.0
401431	65.0	18.0
83528	2.0	3.0
1998	2921.0	1764.0
1997	7844.0	3777.0
283869	0.0	182.0
1996	28.0	6.0
401428	15.0	6.0
83538	772.0	19.0
1995	4.0	0.0
401427	10.0	7.0
283867	49.0	24.0
1994	4307.0	6729.0
1993	14.0	1.0
1992	11521.0	19361.0
1991	40.0	10.0
283860	4.0	1.0
83530	6.0	13.0
340069	0.0	1.0
1999	10089.0	23822.0
105375606	0.0	20.0
340061	10101.0	2817.0
653115	83.0	229.0
653121	799.0	454.0
653122	86.0	152.0
283854	0.0	0.0
653123	0.0	0.0
401491	61.0	31.0
100124412	0.0	0.0
653147	32.0	17.0
401498	2.0	0.0
653149	0.0	1.0
401497	0.0	0.0
401494	3266.0	465.0
401492	5.0	60.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	5532.0	4283.0
83539	1980.0	2.0
83547	1310.0	651.0
83546	1.0	4.0
653140	38.0	15.0
83549	2448.0	1433.0
83548	1786.0	2278.0
83543	5808.0	4056.0
653145	253.0	475.0
83544	1997.0	957.0
83541	824.0	2093.0
83540	62.0	1644.0
126917	1553.0	2332.0
340037	7.0	15.0
114926	1864.0	1256.0
114928	1339.0	383.0
339044	5.0	3.0
256297	1.0	1.0
401474	1533.0	1136.0
653174	0.0	0.0
653175	2.0	0.0
340024	0.0	23.0
114915	837.0	831.0
401466	943.0	3758.0
653162	27.0	70.0
653163	0.0	0.0
283899	1771.0	1797.0
653166	0.0	0.0
283897	1218.0	159.0
339145	935.0	2.0
391723	4.0	0.0
391722	6.0	8.0
10778	2476.0	1337.0
10777	5.0	4.0
10772	4623.0	7188.0
340120	5.0	5.0
10771	9041.0	4015.0
10773	957.0	550.0
10776	13587.0	10960.0
10775	1690.0	2925.0
10788	2372.0	455.0
391739	1.0	4.0
10781	1647.0	1951.0
10780	460.0	774.0
10783	2778.0	3277.0
10782	1498.0	3602.0
10785	351.0	1817.0
10787	15448.0	18497.0
10786	24.0	1.0
102606463	20.0	4.0
731308	1.0	6.0
339122	304.0	155.0
339123	3113.0	2776.0
102606462	6.0	23.0
391701	0.0	0.0
391703	0.0	2.0
151827	389.0	46.0
126826	2.0	2.0
643719	30.0	47.0
10755	5791.0	7539.0
151825	0.0	3.0
10758	2129.0	2147.0
126823	262.0	30.0
126820	602.0	22.0
10750	380.0	76.0
10752	2102.0	10459.0
10751	0.0	0.0
10753	387.0	107.0
643714	1.0	0.0
138864	0.0	1.0
391712	34.0	10.0
391714	0.0	0.0
114836	1000.0	224.0
10767	2833.0	5093.0
10766	6441.0	4060.0
151835	12.0	4.0
10769	5540.0	66464.0
391718	0.0	0.0
10768	10103.0	14672.0
126811	0.0	2.0
643723	10.0	6.0
10761	0.0	14.0
10763	16278.0	3808.0
10762	3147.0	4461.0
10765	3603.0	8254.0
101929179	0.0	0.0
388112	1.0	0.0
339105	17.0	60.0
83707	802.0	1733.0
83706	3952.0	2179.0
10734	147.0	71.0
10733	174.0	825.0
83714	364.0	202.0
10736	63.0	732.0
401648	0.0	1.0
643739	0.0	0.0
10735	10716.0	7863.0
401647	147.0	230.0
10738	1.0	0.0
401646	0.0	0.0
10737	9.0	7.0
10739	15.0	0.0
376132	0.0	0.0
10730	10109.0	19976.0
101929184	25.0	3.0
10732	757.0	760.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	24.0	30.0
124221	22.0	8.0
124222	483.0	633.0
114897	3724.0	2443.0
114898	624.0	79.0
124220	17.0	40.0
114899	463.0	77.0
391777	11.0	21.0
10745	1249.0	1132.0
56104	135.0	295.0
83700	7269.0	1340.0
401638	1.0	3.0
10744	8.0	2.0
56105	158.0	76.0
10747	70.0	19.0
401637	0.0	0.0
56106	352.0	453.0
10746	3894.0	3436.0
56107	450.0	88.0
10749	24769.0	18407.0
56100	484.0	218.0
401634	0.0	0.0
10748	49.0	62.0
56101	602.0	754.0
56102	138.0	49.0
56103	393.0	92.0
643744	13.0	12.0
10741	2780.0	1314.0
56108	181.0	81.0
10740	19.0	8.0
643749	256.0	60.0
56109	435.0	172.0
10743	2648.0	4976.0
342732	1.0	42.0
10742	4863.0	436.0
101929198	18.0	32.0
101929196	1.0	0.0
100420811	0.0	0.0
114884	1351.0	2315.0
317774	0.0	2.0
114885	2225.0	1622.0
401630	0.0	0.0
317772	2.0	3.0
100419821	0.0	4.0
56110	315.0	327.0
317778	0.0	0.0
83729	10.0	11.0
317775	0.0	1.0
83734	590.0	716.0
10712	1926.0	3314.0
83733	92.0	62.0
10714	1318.0	2359.0
126868	16.0	51.0
317769	0.0	0.0
100419829	0.0	4.0
10713	3524.0	5610.0
317768	0.0	0.0
10716	3.0	1.0
100419827	0.0	0.0
56111	272.0	697.0
10715	19.0	8.0
56112	154.0	23.0
56113	394.0	82.0
83732	1419.0	4001.0
10718	187.0	19.0
10717	922.0	942.0
56114	68.0	155.0
388125	224.0	472.0
401629	0.0	0.0
317781	1027.0	2313.0
388122	2.0	8.0
83719	3417.0	3188.0
56120	7.0	18.0
56121	598.0	210.0
114876	3551.0	1322.0
388121	1335.0	566.0
83716	8544.0	5684.0
83715	135.0	84.0
114879	3547.0	2738.0
100420829	0.0	0.0
10723	5705.0	13836.0
56126	210.0	128.0
83723	4.0	6.0
126859	9.0	19.0
56127	185.0	99.0
10725	4563.0	1675.0
56128	84.0	302.0
56129	516.0	312.0
10724	7293.0	6779.0
114880	1832.0	266.0
56122	420.0	614.0
388115	1364.0	780.0
401613	27.0	124.0
114881	892.0	909.0
10726	6834.0	15740.0
56123	259.0	584.0
401612	290.0	258.0
114882	7148.0	5144.0
56124	284.0	102.0
10728	18075.0	43658.0
114883	7507.0	19543.0
56125	275.0	586.0
643766	0.0	0.0
10721	70.0	666.0
10720	0.0	0.0
100420830	3.0	0.0
136259	15.0	1.0
100420834	0.0	0.0
317751	43.0	20.0
124274	0.0	0.0
388152	78.0	74.0
317754	0.0	0.0
317753	0.0	0.0
317749	884.0	1116.0
342705	0.0	47.0
151888	137.0	38.0
151887	20598.0	11662.0
136263	1.0	1.0
100420841	0.0	0.0
101929145	479.0	291.0
100420843	0.0	2.0
100293090	1932.0	14265.0
148254	340.0	238.0
317762	1511.0	2892.0
317761	1.0	1.0
100419854	0.0	0.0
317760	9.0	17.0
317767	3.0	1.0
100271715	36.0	12.0
148252	25.0	51.0
100271722	230.0	86.0
199834	0.0	0.0
388135	412.0	40.0
101929152	4.0	5.0
100420854	0.0	1.0
222950	28.0	23.0
100419867	0.0	0.0
148266	576.0	497.0
100419868	2.0	1.0
148268	614.0	508.0
100419866	0.0	2.0
100420859	0.0	0.0
124245	3154.0	3836.0
317729	0.0	0.0
136288	319.0	6.0
199800	108.0	96.0
101930150	0.0	0.0
163882	2685.0	1838.0
388165	47.0	104.0
100419873	0.0	0.0
100271700	82.0	35.0
100271703	0.0	0.0
100271702	9.0	0.0
100420875	1.0	2.0
100420877	0.0	4.0
388199	0.0	0.0
22794	8675.0	6572.0
22795	1369.0	1741.0
22796	1787.0	2118.0
22797	848.0	445.0
22798	13.0	28.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	22.0	5.0
100420881	0.0	0.0
388181	0.0	2.0
100419893	5.0	8.0
222967	28.0	3.0
219333	4127.0	2077.0
136227	60.0	32.0
222962	109.0	205.0
148213	300.0	171.0
388182	70.0	25.0
100419895	0.0	0.0
317716	1.0	3.0
148203	195.0	163.0
317719	7.0	3.0
148206	170.0	67.0
163859	2928.0	2267.0
101929110	25.0	8.0
