id	fb6c4eb2-06bf-44ce-9b90-a669c793ae8b	bb8f37b8-3ebf-4b05-8cf3-214b2c0ef735
106481891	4.0	3.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	0.0
106481896	0.0	0.0
100271388	0.0	1.0
81343	0.0	1.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	2.0	0.0
100271384	1.0	1.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	0.0	1.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	2.0	0.0
8178	909.0	1183.0
344892	0.0	0.0
643343	20.0	11.0
8170	19.0	1.0
106481855	0.0	0.0
401014	15.0	31.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	26.0	6.0
106481859	2.0	1.0
8175	2618.0	4138.0
106481857	0.0	0.0
106481858	4.0	1.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	30.0	13.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	90.0	168.0
645998	0.0	0.0
643336	1.0	0.0
100271371	1.0	1.0
8189	5911.0	5354.0
8187	90.0	462.0
93343	1405.0	1521.0
93349	1170.0	2596.0
643353	0.0	0.0
106481866	33.0	2.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	0.0
106481868	0.0	1.0
106481869	0.0	0.0
106481870	1.0	2.0
106481873	0.0	0.0
100271367	18.0	2.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	0.0
283431	707.0	852.0
100271364	3.0	2.0
81363	0.0	2.0
344875	1.0	29.0
100271360	1.0	0.0
93377	0.0	0.0
106481839	0.0	0.0
643365	0.0	0.0
8192	1996.0	1516.0
106481833	0.0	0.0
8193	13.0	77.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	2.0	9.0
106481832	0.0	0.0
106481837	0.0	1.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	2689.0	5090.0
106481836	0.0	0.0
106481840	0.0	0.0
106481841	0.0	1.0
100271358	5.0	3.0
81399	0.0	0.0
283422	0.0	0.0
344866	3.0	3.0
100271351	0.0	0.0
283420	12.0	6.0
100271354	3.0	0.0
81390	0.0	0.0
81392	2.0	0.0
643376	8.0	2.0
106481844	0.0	1.0
106481845	0.0	0.0
106481842	1.0	0.0
106481843	0.0	0.0
106481848	1.0	0.0
106481849	3.0	1.0
106481846	0.0	0.0
100307126	23.0	49.0
106481847	0.0	0.0
100271349	1.0	7.0
283417	23.0	23.0
283416	25.0	7.0
106481851	0.0	0.0
106481852	0.0	1.0
100271344	0.0	0.0
283412	5.0	5.0
106481850	6.0	7.0
81382	0.0	0.0
81383	0.0	0.0
100271343	5.0	2.0
106481819	0.0	3.0
283491	0.0	0.0
106481817	2.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	2.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	1927.0	2254.0
283487	86.0	180.0
283486	4.0	2.0
283483	31.0	1.0
283481	174.0	15.0
283480	2.0	0.0
106481828	0.0	1.0
106481829	2.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	3.0	2.0
106481820	0.0	0.0
106481821	3.0	0.0
106481826	13.0	15.0
106481827	1.0	2.0
106481824	2.0	0.0
106481825	2.0	0.0
56547	0.0	0.0
106481830	0.0	0.0
56548	351.0	263.0
283471	3.0	1.0
731789	0.0	0.0
728170	5.0	4.0
283464	2159.0	1201.0
283463	8.0	0.0
283461	2.0	0.0
283460	3.0	2.0
106481808	0.0	0.0
728167	1.0	2.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	2.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	1.0	0.0
106481805	0.0	0.0
106481802	15.0	3.0
106481803	0.0	0.0
81501	149.0	3.0
81502	8807.0	12375.0
283459	1396.0	1098.0
283458	9.0	18.0
283455	253.0	37.0
645900	1.0	0.0
283450	4608.0	3131.0
780776	113.0	16.0
728113	283.0	1086.0
126410	5.0	1.0
728116	3.0	10.0
728115	2.0	15.0
728118	7.0	0.0
81533	4262.0	4210.0
126402	0.0	0.0
81532	1501.0	1241.0
645930	1.0	2.0
731779	0.0	0.0
728106	2.0	1.0
645922	0.0	0.0
645927	0.0	1.0
728134	7.0	4.0
474170	305.0	202.0
728130	147.0	36.0
645940	1.0	1.0
728132	0.0	0.0
728137	0.0	0.0
81555	3610.0	2334.0
81556	2600.0	4490.0
81557	0.0	0.0
81558	1586.0	416.0
645939	3.0	0.0
81551	1.0	0.0
101055625	5.0	0.0
81552	2332.0	3952.0
81553	1750.0	208.0
344905	71.0	10.0
81554	2484.0	2554.0
474167	0.0	1.0
81550	4540.0	780.0
344901	2.0	0.0
645931	0.0	0.0
645950	0.0	0.0
728121	217.0	82.0
81537	1722.0	2401.0
81539	6949.0	26441.0
728128	3.0	1.0
81544	492.0	80.0
81545	3930.0	1771.0
81542	3951.0	9692.0
81543	663.0	106.0
93517	974.0	1624.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	391.0	1103.0
126432	550.0	172.0
163404	0.0	5.0
138474	3.0	2.0
391365	0.0	0.0
391367	0.0	2.0
728192	6.0	12.0
728194	4.0	2.0
728190	759.0	780.0
391378	0.0	1.0
138412	1.0	0.0
138428	39.0	6.0
138429	380.0	148.0
391356	1130.0	664.0
391358	4.0	5.0
56521	18.0	59.0
391282	2.0	0.0
643263	0.0	0.0
643264	0.0	0.0
100271209	13.0	3.0
222537	34.0	10.0
163351	46.0	3583.0
100271217	2.0	0.0
100271216	0.0	0.0
100271218	1.0	0.0
401164	2.0	2.0
100271206	0.0	0.0
100271207	2.0	0.0
100271201	0.0	0.0
100271204	2.0	0.0
391266	0.0	1.0
440799	0.0	1.0
391267	15.0	23.0
222553	22.0	2.0
391269	0.0	1.0
440795	0.0	0.0
401152	10946.0	5789.0
126393	1174.0	82.0
8200	14.0	23.0
8204	2330.0	3029.0
8202	5930.0	5399.0
391276	0.0	0.0
391279	1.0	0.0
401145	127.0	48.0
222545	1.0	0.0
126382	826.0	1625.0
222546	4.0	1.0
606293	0.0	0.0
401138	0.0	1.0
401137	0.0	0.0
151393	1493.0	122.0
692231	0.0	1.0
440738	109.0	1.0
692233	3.0	3.0
440737	44.0	21.0
8216	2286.0	1895.0
8214	131.0	279.0
440732	2.0	6.0
440730	1.0	4.0
222584	12.0	1631.0
151325	0.0	2.0
8208	125.0	1278.0
8209	30.0	0.0
8220	982.0	1184.0
8226	1087.0	1419.0
692223	0.0	0.0
8227	2270.0	2544.0
8224	53.0	8.0
692225	9.0	29.0
8225	2500.0	3536.0
692226	0.0	0.0
100381178	2.0	0.0
692227	33.0	74.0
692229	0.0	0.0
100310839	0.0	0.0
100310838	0.0	0.0
8218	248.0	761.0
8233	860.0	610.0
692210	2.0	6.0
8237	6284.0	3322.0
401190	42.0	8.0
692212	21.0	35.0
692213	0.0	0.0
692214	0.0	3.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1120.0	1335.0
8242	5405.0	5700.0
8243	5725.0	9881.0
692201	0.0	0.0
692202	1.0	4.0
692203	0.0	0.0
692204	0.0	0.0
692205	20.0	12.0
692206	0.0	0.0
692207	2.0	5.0
692208	7.0	1.0
692209	0.0	0.0
8241	2933.0	4093.0
100310812	3.0	3.0
8239	8457.0	6978.0
151354	312.0	265.0
100271291	0.0	0.0
93432	1.0	29.0
100271290	0.0	0.0
645841	0.0	0.0
93436	1242.0	1808.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	1.0
81449	0.0	0.0
8251	1.0	2.0
106481781	0.0	0.0
106481782	0.0	2.0
81458	0.0	0.0
106481780	0.0	0.0
106481785	0.0	0.0
106481786	0.0	0.0
106481783	0.0	0.0
283523	1.0	2.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	0.0
283521	1.0	1.0
100271296	0.0	0.0
645834	1.0	1.0
645832	1.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	2.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	2107.0	5101.0
93426	1.0	0.0
8269	613.0	694.0
106481789	4.0	1.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	731.0	1061.0
8260	1091.0	3100.0
283518	35.0	4.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	1.0
81448	0.0	0.0
106481791	0.0	0.0
283514	1.0	2.0
106481796	37.0	16.0
81442	2.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	1.0	0.0
100271286	4.0	1.0
645846	2.0	2.0
100271288	0.0	0.0
645843	3.0	4.0
81440	0.0	0.0
100271284	1.0	0.0
8277	9.0	1.0
645864	0.0	1.0
342374	0.0	1.0
440714	1.0	0.0
342372	13.0	3.0
342371	4380.0	3603.0
440712	469.0	144.0
106481756	0.0	0.0
8270	793.0	1201.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	1.0
106481755	0.0	0.0
8273	1800.0	3225.0
728215	391.0	43.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	39.0	10.0
81479	0.0	0.0
100310849	1.0	1.0
106481760	0.0	0.0
100310846	39.0	27.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	1.0	0.0
100310848	0.0	1.0
106481762	0.0	0.0
81470	0.0	0.0
100271274	1.0	0.0
100310841	3.0	1.0
81472	3.0	0.0
81473	0.0	0.0
100310840	179.0	133.0
100271273	0.0	0.0
645859	0.0	0.0
8288	36.0	19.0
8289	8733.0	10068.0
8287	2594.0	381.0
643210	12.0	9.0
106481767	0.0	0.0
728207	1.0	1.0
106481768	0.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	3875.0	553.0
106481769	0.0	0.0
106481770	0.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	1.0	0.0
100271267	6.0	0.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	0.0
106481773	2.0	2.0
100310853	0.0	1.0
100271263	2.0	0.0
100310855	0.0	1.0
81462	0.0	0.0
100271260	25.0	2.0
100271262	0.0	0.0
100310851	0.0	0.0
342358	0.0	0.0
342357	599.0	673.0
100310850	0.0	0.0
100271261	4.0	0.0
643220	5.0	2.0
643224	111.0	249.0
645884	0.0	0.0
8291	1281.0	870.0
401136	4.0	0.0
106481734	14.0	13.0
8292	123.0	27.0
401135	0.0	0.0
106481735	28.0	18.0
106481732	0.0	3.0
8290	0.0	0.0
106481733	0.0	0.0
8295	4555.0	5384.0
106481738	0.0	0.0
93474	179.0	470.0
106481739	0.0	0.0
8293	2.0	0.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	580.0	460.0
106481741	0.0	0.0
106481742	2.0	0.0
100271259	1.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	0.0	0.0
100271253	7.0	1.0
645879	0.0	0.0
81493	480.0	72.0
81494	0.0	0.0
100271254	0.0	1.0
283562	0.0	0.0
81490	1491.0	1461.0
81491	39.0	219.0
342346	28.0	3.0
100271250	1.0	0.0
100873064	0.0	0.0
643232	0.0	0.0
100873065	8.0	0.0
106481745	0.0	0.0
401124	33.0	15.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	57.0	12.0
106481749	1.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	0.0
100271245	1.0	2.0
106481753	14.0	2.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	2.0
106481751	2.0	0.0
401115	77.0	35.0
81488	2016.0	2763.0
283554	30.0	71.0
283553	3.0	89.0
100271244	0.0	0.0
643226	0.0	0.0
283551	49.0	308.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	109.0	24.0
93492	0.0	6.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	0.0	0.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	2.0	0.0
106481715	0.0	0.0
401109	88.0	167.0
100271235	0.0	0.0
283547	16.0	84.0
401106	35.0	156.0
100271234	0.0	0.0
106481720	0.0	0.0
100271230	0.0	0.0
643236	8.0	5.0
100271233	0.0	0.0
100271232	0.0	0.0
643253	334.0	313.0
93487	9395.0	6709.0
106481729	3.0	0.0
643255	2.0	0.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	4.0	1.0
106481727	1.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	1865.0	309.0
100271229	2.0	2.0
100271224	1.0	0.0
106481730	0.0	0.0
100271223	1.0	1.0
106481731	0.0	5.0
100271226	0.0	0.0
100271225	1.0	0.0
100271220	0.0	0.0
100271222	0.0	1.0
344978	4.0	5.0
100271221	2.0	0.0
138716	1027.0	681.0
780852	2.0	1.0
728276	19.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	0.0	7.0
780851	0.0	1.0
100126356	0.0	0.0
285796	5.0	0.0
81607	1323.0	2353.0
81608	1361.0	1890.0
81609	5773.0	3693.0
81603	10049.0	5295.0
81605	3637.0	2560.0
81606	4650.0	1597.0
81610	117.0	4243.0
56654	1754.0	262.0
56655	1768.0	1134.0
81611	3443.0	8439.0
56650	4032.0	9762.0
29028	1088.0	9943.0
283129	3.0	1.0
56651	3.0	1.0
56652	263.0	1447.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	1124.0	1177.0
283120	74.0	184194.0
56659	35.0	9.0
100126350	0.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	1.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	18.0	49.0
138724	14.0	3.0
100126346	1.0	0.0
100126347	0.0	0.0
728264	151.0	22.0
100126348	0.0	0.0
728263	4.0	0.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	1.0	2.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	3976.0	6220.0
100190924	0.0	0.0
56666	158.0	358.0
30012	0.0	1.0
29034	0.0	0.0
56667	5.0	12.0
106865375	0.0	0.0
81602	818.0	345.0
30014	0.0	0.0
106865374	0.0	2.0
56662	2.0	0.0
30011	4835.0	913.0
283116	0.0	1.0
56663	0.0	0.0
30010	0.0	0.0
56664	3.0	0.0
100190923	1.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	660.0	825.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	878.0	1143.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	31.0	26.0
100381202	0.0	0.0
56670	83.0	42.0
81626	1.0	0.0
81627	2382.0	1629.0
81628	3109.0	1440.0
56676	0.0	0.0
30001	4405.0	21223.0
54012	0.0	0.0
56677	0.0	0.0
246175	3938.0	1521.0
56672	991.0	701.0
246176	25.0	23.0
56673	29.0	100.0
54016	0.0	0.0
283106	13.0	43.0
30000	3686.0	7782.0
56674	6449.0	3187.0
54015	0.0	0.0
81631	7589.0	2937.0
56675	99.0	158.0
54014	4166.0	3322.0
283104	169.0	219.0
100126330	0.0	0.0
30009	86.0	1.0
283102	0.0	4.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	2.0	0.0
100126333	0.0	0.0
30008	2634.0	1337.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	93.0	42.0
100126327	3.0	0.0
100126328	0.0	0.0
66000	1209.0	116.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	1.0
66004	669.0	279.0
100126325	0.0	0.0
66005	4106.0	4440.0
100126326	0.0	0.0
81618	1420.0	4579.0
81619	14136.0	10092.0
56681	12282.0	6855.0
66008	6161.0	3160.0
29018	2.0	0.0
81614	2257.0	3956.0
54020	1942.0	524.0
81615	4313.0	355.0
81616	16.0	11.0
81617	1288.0	568.0
767846	34.0	11.0
81621	237.0	546.0
81622	4865.0	1270.0
246184	388.0	225.0
767851	2.0	0.0
81623	0.0	9.0
54022	1.0	0.0
81624	400.0	957.0
767853	0.0	0.0
54021	3.0	2.0
56683	1022.0	690.0
54028	14.0	13.0
54027	0.0	0.0
29015	5009.0	2145.0
54026	0.0	0.0
767850	1.0	0.0
81620	10.0	2278.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	4.0	34.0
246182	0.0	16.0
100126316	0.0	0.0
728233	710.0	695.0
283171	0.0	0.0
100126317	6.0	3.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	0.0	0.0
100126313	2.0	0.0
285753	394.0	725.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	0.0
114785	4633.0	3805.0
285755	421.0	84.0
114786	2.0	0.0
114787	51.0	981.0
114788	0.0	0.0
285758	50.0	8.0
114789	3152.0	3077.0
54031	3.0	1.0
728239	1.0	1.0
54035	0.0	0.0
54034	7.0	0.0
114790	1058.0	1273.0
54033	149.0	47.0
54032	0.0	0.0
114791	991.0	1686.0
54039	191.0	70.0
114792	46.0	3.0
126767	0.0	0.0
114793	6673.0	10746.0
54038	0.0	0.0
100190954	0.0	0.0
114794	602.0	102.0
114795	7.0	13.0
54036	1.0	0.0
93627	1231.0	762.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	17231.0	13581.0
100126306	0.0	0.0
728224	0.0	3.0
100126307	0.0	0.0
285761	1202.0	2773.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	2894.0	1096.0
100126302	0.0	0.0
100128963	3.0	2.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	46.0	55.0
100126309	0.0	0.0
728226	50.0	4.0
54041	0.0	0.0
728228	0.0	0.0
54045	0.0	1.0
645809	0.0	0.0
54044	0.0	0.0
645808	0.0	2.0
114780	14.0	19.0
54043	0.0	2.0
645807	1.0	0.0
114781	6067.0	740.0
126755	1.0	9.0
54049	0.0	2.0
114783	550.0	139.0
54048	1.0	1.0
114784	27.0	84.0
283159	0.0	0.0
54047	1.0	2.0
100128961	5.0	4.0
645805	190.0	53.0
283152	132.0	40.0
66035	622.0	213.0
283150	0.0	0.0
728255	0.0	0.0
93654	17.0	0.0
66036	1392.0	787.0
93653	147.0	57.0
100271192	0.0	0.0
100271191	0.0	1.0
66037	0.0	9.0
93650	4.0	7.0
81669	5989.0	4286.0
54053	0.0	0.0
54052	0.0	0.0
114769	1064.0	132.0
54051	0.0	0.0
54050	8.0	0.0
54055	47.0	28.0
100190938	114.0	10.0
54054	45.0	13.0
114770	0.0	8.0
114771	5.0	20.0
54059	624.0	205.0
283149	2774.0	5402.0
54058	110.0	245.0
93649	185.0	5.0
645811	15.0	85.0
81671	9061.0	25743.0
100271199	0.0	0.0
100190939	641.0	270.0
283143	76.0	10.0
100271196	8.0	1.0
93643	1916.0	2401.0
100128946	0.0	0.0
285780	21.0	0.0
285782	1.0	17.0
100271180	1.0	0.0
285785	149.0	180.0
100190952	1.0	0.0
54064	11.0	5.0
728248	0.0	0.0
114757	1223.0	393.0
114758	0.0	0.0
54067	50.0	11.0
100190947	0.0	1.0
100190949	0.0	0.0
54065	1.0	0.0
114760	0.0	0.0
114761	0.0	0.0
126731	1145.0	2138.0
54069	317.0	793.0
283131	51130.0	38075.0
283130	758.0	170.0
692157	2.0	2.0
692158	0.0	0.0
138799	0.0	0.0
440498	1235.0	449.0
124152	296.0	271.0
199704	426.0	503.0
124149	0.0	0.0
163747	24.0	12.0
692146	0.0	0.0
692147	3.0	7.0
692148	8.0	18.0
692149	0.0	0.0
163742	0.0	1.0
199713	9.0	32.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	10.0	0.0
148145	0.0	0.0
126792	1197.0	1273.0
378008	0.0	0.0
378009	0.0	0.0
29089	126.0	2145.0
29088	1409.0	3111.0
29087	1813.0	824.0
378010	0.0	0.0
148137	620.0	765.0
126789	426.0	649.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	263.0	172.0
29081	1142.0	2618.0
29080	1639.0	2479.0
283189	0.0	0.0
29086	2379.0	1877.0
29085	3467.0	2125.0
29083	625.0	711.0
100381270	281.0	362.0
200810	37.0	447.0
114796	958.0	184.0
148156	1018.0	1750.0
114798	0.0	0.0
114799	1522.0	2307.0
29099	3414.0	1116.0
29098	694.0	528.0
378001	0.0	0.0
29093	1146.0	881.0
29092	730.0	644.0
29091	2021.0	39.0
29090	884.0	948.0
56603	37.0	443.0
29097	5232.0	2932.0
56604	0.0	2.0
56605	1165.0	617.0
29095	2301.0	1732.0
151790	28.0	255.0
283174	182.0	56.0
56606	613.0	514.0
29094	6186.0	1541.0
692199	0.0	0.0
391002	0.0	1.0
440459	12.0	8.0
391004	0.0	1.0
780816	0.0	0.0
124199	48.0	16.0
391003	0.0	0.0
30062	0.0	0.0
440456	1116.0	710.0
780814	12.0	7.0
30061	7316.0	2213.0
780815	0.0	0.0
780812	0.0	0.0
780813	1.0	3.0
440452	0.0	0.0
780810	0.0	2.0
780811	0.0	0.0
29068	4875.0	3282.0
29066	4078.0	2772.0
29063	593.0	574.0
29062	1684.0	2352.0
56616	513.0	511.0
163702	1556.0	208.0
391013	1.0	12.0
391012	1.0	0.0
100381215	0.0	0.0
29079	2857.0	2442.0
29078	883.0	1363.0
56623	715.0	782.0
56624	38.0	71.0
29071	1518.0	1734.0
29070	233.0	704.0
29075	6.0	5.0
29074	2696.0	2527.0
29072	5112.0	3793.0
163732	212.0	695.0
200845	396.0	169.0
148103	357.0	195.0
200844	13.0	256.0
440482	44.0	117.0
151742	977.0	263.0
163720	200.0	7.0
148113	16.0	92.0
440465	2893.0	1267.0
29057	7.0	9.0
148109	3.0	0.0
29058	7731.0	8968.0
56647	2394.0	3854.0
56648	208.0	179.0
56649	108.0	13211.0
440419	0.0	0.0
440416	28.0	63.0
8303	2083.0	2510.0
643157	0.0	0.0
200879	6408.0	581.0
440406	0.0	4.0
8301	14755.0	10312.0
643155	3177.0	3404.0
8302	4.0	7.0
440400	683.0	335.0
199675	19993.0	169.0
8310	1284.0	411.0
124093	52.0	132.0
8314	4348.0	4280.0
8315	1665.0	2115.0
8312	1384.0	5944.0
342096	0.0	0.0
8313	1485.0	239.0
440435	10.0	16.0
643160	2.0	0.0
643161	0.0	33.0
643159	6.0	6.0
8309	674.0	184.0
8321	2085.0	1933.0
8322	5217.0	839.0
8320	44.0	5.0
8325	889.0	189.0
8326	57.0	16.0
8323	3864.0	8068.0
8324	1721.0	1478.0
440423	330.0	387.0
200894	1401.0	1306.0
643171	4.0	2.0
200895	764.0	663.0
8318	17.0	1782.0
8317	165.0	1592.0
8332	0.0	6.0
692110	0.0	3.0
8333	0.0	6.0
692111	0.0	0.0
8330	0.0	0.0
8331	0.0	4.0
8336	1.0	15.0
8337	0.0	0.0
8334	1393.0	2378.0
8335	0.0	3.0
148046	45.0	34.0
106481699	0.0	0.0
643182	7.0	0.0
643180	391.0	182.0
643181	0.0	0.0
8329	0.0	23.0
8328	47.0	59.0
8343	0.0	24.0
643198	0.0	0.0
8344	2.0	2.0
8341	39.0	94.0
8342	0.0	5.0
8347	79.0	98.0
8348	0.0	12.0
643199	0.0	0.0
8345	3.0	51.0
8346	0.0	1.0
692106	0.0	0.0
692107	0.0	0.0
161003	16.0	11.0
692108	0.0	2.0
692109	9.0	0.0
643193	1.0	2.0
8340	2.0	19.0
8338	10.0	11.0
8339	11.0	64.0
8354	0.0	1.0
8355	4.0	84.0
8352	0.0	7.0
8353	16.0	27.0
8358	0.0	24.0
8359	0.0	18.0
8356	0.0	13.0
8357	52.0	159.0
222235	31.0	98.0
106481679	0.0	0.0
222236	1979.0	1242.0
106481677	0.0	0.0
222234	255.0	269.0
106481678	0.0	0.0
8350	1.0	2.0
8351	2.0	29.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	3.0	0.0
106481680	0.0	0.0
106481681	1.0	0.0
106481686	1.0	0.0
106481687	0.0	0.0
106481684	0.0	0.0
106481685	0.0	0.0
8349	1298.0	988.0
8365	19.0	77.0
8366	0.0	0.0
8363	2.0	1.0
8364	0.0	24.0
8369	0.0	0.0
163688	4.0	2.0
8367	0.0	38.0
8368	0.0	3.0
106481688	0.0	0.0
222223	12049.0	1298.0
106481689	0.0	2.0
8361	0.0	0.0
222229	439.0	1180.0
8362	1.0	7.0
8360	4.0	10.0
106481693	0.0	0.0
106481694	1.0	0.0
106481691	2.0	0.0
106481692	1.0	0.0
106481697	0.0	1.0
106481698	0.0	0.0
106481695	0.0	0.0
106481696	0.0	0.0
342035	4675.0	120.0
344697	3.0	27.0
106481690	5.0	1.0
728310	9.0	1.0
285830	221.0	245.0
8379	1301.0	2729.0
93556	3.0	0.0
106481657	0.0	0.0
728318	0.0	1.0
106481658	1.0	0.0
222255	739.0	894.0
106481655	0.0	0.0
285834	8.0	1.0
222256	495.0	153.0
106481656	0.0	0.0
8372	101.0	96.0
93550	610.0	584.0
8373	2.0	1.0
106481659	0.0	0.0
8370	9.0	6.0
728315	1.0	2.0
81577	1100.0	1092.0
106481660	0.0	0.0
81578	329.0	920.0
106481661	0.0	0.0
81579	2846.0	1216.0
81573	1841.0	2055.0
106481664	0.0	0.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	2591.0	1851.0
106481662	0.0	0.0
81576	1331.0	804.0
106481663	24.0	18.0
81570	761.0	1412.0
100271178	0.0	0.0
81571	591.0	190.0
81572	772.0	1995.0
645715	46.0	24.0
8387	0.0	0.0
8388	0.0	0.0
728300	11.0	13.0
8386	0.0	1.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	1030.0	1977.0
8383	0.0	0.0
285848	19.0	12.0
8384	0.0	0.0
285849	40.0	23.0
8382	130.0	34.0
81566	2089.0	2248.0
106481671	0.0	0.0
106481672	0.0	0.0
81567	309.0	1224.0
81569	0.0	0.0
106481670	0.0	0.0
81562	1969.0	1899.0
106481675	0.0	0.0
81563	8270.0	1199.0
246243	641.0	1633.0
100271168	5.0	0.0
106481676	0.0	0.0
106481673	0.0	1.0
81565	3787.0	3382.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	0.0	0.0
100271163	4.0	0.0
100271162	0.0	0.0
8398	916.0	439.0
8399	400.0	36.0
8396	6080.0	5685.0
285852	8.0	15.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	6020.0	9661.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	4518.0	4928.0
106481639	0.0	0.0
8395	6211.0	428.0
8392	0.0	0.0
106481637	10.0	11.0
106481638	0.0	0.0
100271158	1.0	0.0
106481642	11.0	46.0
106481643	1.0	0.0
246210	3.0	5.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	4.0	0.0
246213	18.0	4.0
106481646	1.0	0.0
106481647	0.0	1.0
106481644	0.0	1.0
106481645	0.0	0.0
728324	22.0	23.0
