id	ba92f745-0592-4aca-9924-533486427c1b	e8572c09-d77c-456c-9a8a-7f5351502a01
147727	1643.0	761.0
387638	1.0	8.0
100528030	27.0	20.0
101928638	2.0	0.0
100528032	8.0	6.0
100421271	1.0	0.0
100506697	58.0	10.0
100506696	32.0	798.0
91298	659.0	1742.0
100528007	0.0	0.0
123775	88.0	60.0
91289	6023.0	5894.0
399656	2.0	2.0
100506686	371.0	226.0
100506685	4.0	4.0
100528016	9.0	0.0
100528017	1.0	16.0
100528018	0.0	1.0
100528019	4.0	0.0
100506681	3.0	2.0
91283	1362.0	1201.0
100506680	0.0	0.0
387646	42.0	111.0
387647	0.0	0.0
387644	9.0	99.0
387640	64.0	76.0
100421295	53.0	42.0
387680	3179.0	1297.0
375686	14.0	86.0
123745	54.0	886.0
100506898	22.0	5.0
100506897	0.0	0.0
390992	0.0	0.0
54471	3502.0	3026.0
54470	783.0	328.0
390996	0.0	2.0
390999	0.0	1.0
54475	1123.0	736.0
387338	1920.0	1489.0
54474	3.0	140.0
54472	5833.0	3365.0
389997	0.0	0.0
54478	255.0	591.0
54477	2515.0	2841.0
387332	0.0	1.0
54476	5495.0	4776.0
91404	5885.0	988.0
91405	15.0	7.0
91408	2121.0	3379.0
91409	21.0	30.0
375346	469.0	262.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	73.0	63.0
389990	1.0	0.0
102724827	128.0	185.0
54482	346.0	460.0
102724820	362.0	3.0
100506881	123.0	113.0
54480	5313.0	9090.0
387328	4.0	2.0
387325	3.0	16.0
145497	6.0	6.0
400866	2.0	2.0
387323	0.0	5.0
387321	0.0	0.0
54487	2524.0	2346.0
387322	0.0	0.0
375350	0.0	0.0
723809	2873.0	17.0
338391	4.0	3.0
91433	379.0	1798.0
338396	0.0	10.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	1.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	6544.0	3037.0
54491	6919.0	437.0
54490	0.0	1.0
54497	4196.0	2375.0
54496	1490.0	1190.0
448835	0.0	0.0
54495	4505.0	1968.0
448834	0.0	20.0
387359	0.0	1.0
387357	285.0	92.0
54499	5087.0	5097.0
121498	0.0	0.0
54498	1092.0	525.0
170463	1945.0	1773.0
157489	296.0	182.0
338382	1001.0	1804.0
390980	222.0	143.0
338388	0.0	0.0
448831	0.0	2.0
400841	10.0	3.0
91419	323.0	671.0
91452	2894.0	1829.0
338376	0.0	8.0
145447	30.0	24.0
100313532	1.0	5.0
91442	115.0	509.0
375387	2022.0	678.0
91445	3600.0	2365.0
107080554	0.0	0.0
133482	1.0	23.0
100506874	56.0	154.0
100506872	2.0	0.0
169436	27.0	25.0
170425	0.0	35.0
133491	7.0	4.0
91464	0.0	0.0
100506866	217.0	155.0
400892	3.0	1.0
400891	1.0	4.0
91461	1892.0	607.0
145483	521.0	154.0
145482	325.0	168.0
338339	60.0	19.0
100506810	107.0	103.0
338328	15523.0	122.0
100506815	0.0	2.0
326337	0.0	0.0
326339	0.0	0.0
338321	2.0	12.0
338322	3.0	4.0
338323	21.0	9.0
338324	0.0	6065.0
341965	0.0	1.0
326341	0.0	0.0
326340	13.0	3.0
326343	7.0	5.0
326342	54.0	100.0
54407	18876.0	20344.0
8710	0.0	2766.0
100506834	63.0	18.0
8711	524.0	691.0
54413	187.0	52.0
8703	2950.0	3924.0
101410540	0.0	0.0
8704	3107.0	6103.0
101410541	0.0	0.0
8701	300.0	947.0
101410542	0.0	0.0
54414	4235.0	1929.0
8702	1022.0	2117.0
100506835	2.0	0.0
101410543	21.0	12.0
8707	804.0	29.0
101410544	1.0	7.0
8708	259.0	6.0
101410545	1.0	4.0
101410546	0.0	0.0
8705	1230.0	970.0
8706	1625.0	172.0
326315	1.0	4.0
326317	0.0	0.0
8721	10686.0	9058.0
8722	7261.0	2313.0
8720	14263.0	6796.0
101410537	0.0	11.0
101410538	3296.0	2313.0
341947	0.0	3.0
8714	3788.0	1133.0
8715	22.0	2.0
100506826	31.0	46.0
8712	0.0	0.0
8718	272.0	1324.0
101410533	38.0	11.0
101410534	0.0	0.0
326325	0.0	2.0
101410535	49.0	76.0
8717	1192.0	1071.0
54429	15.0	24.0
101410536	1.0	0.0
326307	554.0	477.0
8732	1362.0	1071.0
8733	8423.0	8197.0
8731	3152.0	2479.0
54431	8208.0	2962.0
400836	0.0	1.0
170487	59.0	54.0
54435	45.0	20.0
54434	8539.0	5230.0
400831	172.0	15.0
54433	629.0	672.0
400830	0.0	0.0
54432	2340.0	2386.0
54439	1257.0	773.0
8725	3772.0	4631.0
8726	644.0	1161.0
54438	4524.0	2966.0
54437	227.0	186.0
8723	2655.0	1386.0
326310	71.0	37.0
8724	11359.0	7820.0
54436	5268.0	1921.0
8729	10659.0	9383.0
100337589	0.0	0.0
170485	6.0	5.0
8727	5010.0	543.0
8728	5044.0	6465.0
170482	21.0	5.0
8740	221.0	119.0
8743	9261.0	11145.0
8744	384.0	139.0
8741	3629.0	981.0
8742	4931.0	1602.0
102724868	0.0	0.0
102724866	2.0	1.0
54442	1899.0	3887.0
54441	24.0	36.0
54440	3173.0	1534.0
400823	41.0	25.0
102724862	0.0	0.0
54443	999.0	3503.0
8736	175.0	384.0
8737	3734.0	3393.0
8735	16.0	13.0
326300	2.0	1.0
8738	681.0	409.0
8739	22.0	13.0
8751	9898.0	16167.0
8754	15984.0	18779.0
8755	0.0	0.0
102724853	1.0	0.0
54453	11668.0	7419.0
255512	76.0	24.0
54457	1.0	24.0
54456	14.0	57.0
554049	3.0	0.0
54455	2791.0	2661.0
54454	702.0	1053.0
8747	12.0	20.0
8748	5.0	20.0
8745	103.0	186.0
54458	5608.0	4524.0
400818	552.0	181.0
8749	0.0	0.0
8761	9857.0	12828.0
6100	277.0	623.0
8760	10391.0	2842.0
6102	2314.0	1304.0
8766	12774.0	8624.0
6101	25.0	1.0
8763	16549.0	15689.0
6103	969.0	482.0
8764	3922.0	3183.0
54460	2783.0	2815.0
54464	3206.0	3464.0
54463	1695.0	96.0
54462	5520.0	2556.0
54461	6789.0	4428.0
54468	1419.0	3067.0
54467	4045.0	3415.0
54466	13.0	6.0
54465	1013.0	702.0
255520	1507.0	1269.0
8759	0.0	0.0
8756	0.0	0.0
54469	3825.0	2908.0
8772	419.0	778.0
8773	5478.0	2909.0
8771	0.0	0.0
8776	2098.0	4622.0
8777	5289.0	533.0
8774	1706.0	1532.0
8775	7823.0	3974.0
101928566	0.0	0.0
8767	1572.0	1488.0
6120	1751.0	1009.0
101928571	25.0	5.0
8784	42.0	2345.0
6122	134203.0	84573.0
8781	0.0	0.0
6121	1.0	0.0
8787	372.0	83.0
6124	68303.0	66375.0
6123	1.0	22.0
8788	0.0	0.0
8785	13.0	5.0
6126	11.0	7.0
8786	277.0	119.0
6125	44608.0	34716.0
101928578	152.0	171.0
8780	4749.0	8324.0
6117	6202.0	4867.0
8778	129.0	66.0
6119	681.0	1182.0
6118	2185.0	2868.0
8794	1036.0	65.0
8795	5521.0	8371.0
6130	55749.0	34876.0
8792	386.0	542.0
6133	17599.0	10796.0
6132	63494.0	70636.0
8793	3138.0	298.0
8798	1067.0	835.0
6135	42806.0	31416.0
8799	1926.0	1536.0
6134	84069.0	106176.0
8796	8470.0	5481.0
6137	38580.0	27805.0
8797	1187.0	1096.0
6136	28201.0	27148.0
100421307	0.0	0.0
101735302	118.0	306.0
8790	748.0	693.0
100134444	0.0	3.0
6128	29369.0	32768.0
8789	10.0	33.0
6129	28119.0	25583.0
6142	15060.0	19753.0
6141	29870.0	36519.0
100421311	2.0	6.0
6144	10002.0	7666.0
6143	54926.0	33948.0
100421313	3.0	5.0
6146	14242.0	12566.0
6145	1.0	1.0
6148	0.0	0.0
6147	21440.0	10745.0
100421318	0.0	0.0
100421319	0.0	1.0
100337590	0.0	0.0
100337591	1.0	1.0
6139	1103.0	2619.0
6138	47251.0	23848.0
6152	20492.0	22596.0
6155	23925.0	16731.0
6154	13831.0	9298.0
100421324	0.0	1.0
6157	32093.0	32318.0
6156	27855.0	22960.0
6159	23673.0	20523.0
6158	30254.0	29855.0
100421328	0.0	0.0
6150	1000.0	819.0
101928527	566.0	396.0
6164	18721.0	12278.0
6163	29.0	18.0
6166	9385.0	7604.0
6165	18367.0	28677.0
6168	31042.0	25331.0
6167	26344.0	42531.0
100421338	1.0	0.0
6169	13256.0	10594.0
101928536	0.0	0.0
6160	31876.0	18221.0
101928537	0.0	0.0
6161	35331.0	26546.0
100421331	1.0	2.0
6175	62345.0	106840.0
6174	40.0	48.0
6176	60034.0	91279.0
101928545	112.0	18.0
6171	11348.0	14139.0
6170	3926.0	9314.0
6173	2161.0	5217.0
6172	179.0	220.0
100421340	0.0	0.0
100421341	4.0	0.0
100421354	0.0	0.0
6185	26644.0	27595.0
101928550	15.0	7.0
6188	61916.0	40809.0
6187	33767.0	50791.0
100421357	3.0	1.0
6189	19826.0	11264.0
101928555	146.0	28.0
6182	497.0	711.0
6181	28135.0	31268.0
6184	26259.0	49870.0
101928559	0.0	0.0
6183	960.0	2356.0
100421350	7.0	16.0
100421351	8.0	3.0
100421353	3.0	0.0
6197	10014.0	3147.0
6196	30210.0	2465.0
6199	2160.0	3326.0
6198	2246.0	1614.0
6191	52609.0	41281.0
6193	31154.0	21707.0
6192	12426.0	2273.0
91373	2011.0	1375.0
6195	10655.0	3606.0
6194	71545.0	46762.0
390916	1117.0	912.0
145407	326.0	456.0
100421363	3.0	0.0
100421376	0.0	1.0
100421379	2.0	1.0
91369	6472.0	1627.0
91368	1371.0	1838.0
652489	3.0	3.0
390924	22.0	6.0
389901	4.0	5.0
390928	2.0	23.0
390927	317.0	688.0
100421371	16.0	7.0
100421374	30.0	12.0
389903	0.0	40.0
100421389	2.0	0.0
91392	289.0	201.0
389935	0.0	0.0
389932	2.0	11.0
100421384	17.0	16.0
100421398	3.0	3.0
100421399	0.0	0.0
101928513	4.0	8.0
91380	0.0	0.0
390904	0.0	1.0
145438	15.0	40.0
100421390	0.0	0.0
100421391	0.0	0.0
100421395	5.0	6.0
100421397	2.0	1.0
375316	61.0	49.0
375318	0.0	0.0
390963	82.0	103.0
375307	30.0	32.0
389941	20.0	3.0
389948	0.0	0.0
375337	0.0	0.0
377997	1.0	0.0
387316	0.0	0.0
121456	178.0	39.0
387317	0.0	0.0
121457	1917.0	1512.0
389976	2.0	2.0
375341	592.0	572.0
387319	0.0	0.0
375323	7.0	7.0
389970	0.0	18.0
390940	278.0	192.0
133418	2347.0	578.0
390948	0.0	0.0
121441	1298.0	1081.0
390949	2.0	0.0
652411	0.0	8.0
145370	1.0	6.0
102724954	0.0	0.0
54596	378.0	62.0
375484	869.0	171.0
91526	2677.0	411.0
133396	18.0	173.0
196951	117.0	121.0
91523	732.0	818.0
91522	85.0	96.0
121391	0.0	112.0
145376	32.0	22.0
400986	108.0	66.0
400984	7.0	1.0
196968	58.0	7.0
157378	1628.0	2580.0
723961	0.0	0.0
145389	512.0	866.0
157381	50.0	151.0
91543	1668.0	243.0
91544	940.0	1612.0
102724923	0.0	0.0
652423	0.0	0.0
169355	17.0	5.0
400966	0.0	2.0
121364	0.0	0.0
400961	934.0	683.0
157376	0.0	0.0
91574	1500.0	1449.0
157313	128.0	1106.0
157317	1.0	3.0
147991	2760.0	1032.0
399495	2.0	5.0
159963	6.0	436.0
100506965	282.0	90.0
100506963	54.0	102.0
387495	0.0	0.0
387496	896.0	96.0
387494	3.0	3.0
387491	0.0	0.0
387492	45.0	16.0
387486	0.0	0.0
157310	6035.0	20.0
100506994	27.0	58.0
338470	9.0	2.0
170302	1.0	3.0
204010	1.0	4.0
399473	84.0	360.0
399474	532.0	311.0
91584	654.0	258.0
159989	1.0	3.0
91582	2950.0	3905.0
107126360	0.0	0.0
133383	378.0	735.0
100506930	546.0	2804.0
100820741	0.0	0.0
338448	0.0	0.0
8808	44.0	304.0
8809	353.0	458.0
54512	655.0	1290.0
54511	294.0	5.0
54510	1784.0	408.0
54516	575.0	365.0
8802	3813.0	3335.0
8803	2000.0	1217.0
54514	0.0	5.0
8800	641.0	934.0
8801	4100.0	1487.0
8807	86.0	60.0
400916	836.0	1519.0
54518	1482.0	1049.0
8804	12396.0	5896.0
100506939	4.0	2.0
54517	956.0	1586.0
8805	3985.0	3963.0
8820	21.0	15.0
8821	1418.0	553.0
338440	630.0	1075.0
338442	1312.0	2850.0
8819	370.0	272.0
100820732	0.0	0.0
255620	2.0	0.0
54522	316.0	711.0
54521	1528.0	2313.0
54520	3150.0	1509.0
100820735	2.0	0.0
8813	1264.0	1535.0
170393	7.0	30.0
8814	499.0	98.0
170392	127.0	12.0
100506925	0.0	0.0
8811	4.0	39.0
8812	855.0	898.0
8817	243.0	27.0
8818	2957.0	3562.0
54529	1724.0	1089.0
255626	0.0	0.0
8815	4968.0	4664.0
8816	6346.0	4917.0
170394	989.0	1077.0
8831	2247.0	1134.0
8832	1802.0	2401.0
100506953	1.0	2.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1102.0	645.0
54532	3963.0	768.0
54531	1256.0	1602.0
54538	32265.0	833.0
8824	5114.0	1841.0
8825	1478.0	150.0
54537	1675.0	897.0
54536	2882.0	259.0
8822	5.0	3.0
8823	0.0	1.0
54535	726.0	1354.0
8828	14467.0	3945.0
8829	33541.0	5569.0
8826	47356.0	51554.0
54539	3836.0	5739.0
8842	14.0	38.0
8843	216.0	446.0
8840	1474.0	1656.0
8841	2801.0	2905.0
100158257	0.0	0.0
54541	1928.0	13303.0
54540	1435.0	1979.0
54545	5991.0	3020.0
54544	0.0	212.0
54543	8177.0	10237.0
54542	5057.0	2088.0
54549	1068.0	107.0
8835	5002.0	1358.0
8836	652.0	1509.0
8833	3715.0	4975.0
8834	1450.0	1211.0
54546	2.0	0.0
8839	7502.0	900.0
8837	17532.0	6689.0
8838	5.0	280.0
101928483	7.0	20.0
8850	3571.0	627.0
101928484	0.0	4.0
8853	2814.0	1695.0
8854	722.0	145.0
8851	115.0	738.0
8852	6.0	0.0
400960	994.0	1202.0
338412	0.0	0.0
338413	0.0	1.0
54552	1753.0	1380.0
400957	0.0	1.0
54551	63.0	213.0
54550	12.0	11.0
196996	2230.0	228.0
400955	12.0	1.0
400954	62.0	643.0
54556	1009.0	384.0
54555	2575.0	3511.0
400952	12.0	2.0
54554	421.0	466.0
400950	43.0	1.0
8846	515.0	584.0
100820709	0.0	0.0
8847	128.0	134.0
54558	856.0	337.0
8844	3172.0	1448.0
54557	1281.0	685.0
8848	33369.0	9326.0
196993	4.0	0.0
8861	5829.0	4542.0
101928492	66.0	32.0
8864	3022.0	772.0
6201	19502.0	20747.0
6203	39679.0	26331.0
8862	53752.0	297.0
101928496	1.0	1.0
8863	3521.0	1710.0
6202	39224.0	45311.0
723972	1.0	2.0
400946	15.0	25.0
400945	134.0	74.0
54567	17230.0	1075.0
54566	1286.0	1591.0
400941	5.0	4.0
8857	839.0	587.0
8858	2.0	52.0
54569	0.0	0.0
8856	14.0	3.0
54568	0.0	0.0
8859	766.0	823.0
8871	1464.0	1490.0
8872	3252.0	3051.0
6210	22749.0	19429.0
8870	5596.0	9753.0
100421500	1.0	3.0
8875	793.0	219.0
8876	305.0	346.0
8874	7772.0	3413.0
100421506	1.0	0.0
100421509	0.0	0.0
54570	2.0	0.0
400935	1.0	7.0
54574	0.0	0.0
54573	0.0	1.0
54572	0.0	0.0
400932	0.0	38.0
54571	0.0	0.0
54578	8.0	0.0
255631	87.0	216.0
400931	97.0	100.0
54577	1.0	0.0
54576	0.0	0.0
54575	0.0	1.0
6205	60259.0	42682.0
100506915	20.0	31.0
8869	4301.0	564.0
6204	7678.0	7967.0
6207	17482.0	12163.0
6206	42877.0	38415.0
8867	1848.0	512.0
54579	0.0	0.0
6209	9034.0	8625.0
6208	35733.0	23506.0
170384	3325.0	1531.0
100506916	0.0	0.0
8882	2610.0	3508.0
8883	1650.0	1485.0
8880	4537.0	4766.0
8881	3241.0	3009.0
8886	5574.0	2786.0
6223	30556.0	40375.0
100421512	0.0	0.0
8887	10534.0	11062.0
6222	59177.0	50729.0
8884	1630.0	3918.0
6224	36313.0	36108.0
100421515	7.0	6.0
54581	263.0	445.0
54580	1.0	0.0
54585	1860.0	833.0
54584	274.0	469.0
54583	5989.0	3176.0
54587	10834.0	12433.0
54586	5.0	5.0
8879	4836.0	6987.0
170371	2591.0	741.0
170370	3.0	5.0
8877	459.0	4278.0
6218	26558.0	47712.0
6217	32774.0	30070.0
8878	22912.0	8025.0
6219	0.0	0.0
100506907	0.0	0.0
100506906	82.0	180.0
255649	0.0	3.0
6230	18876.0	18657.0
8893	2976.0	4432.0
8894	5163.0	6461.0
101928440	1.0	0.0
8891	1347.0	1703.0
6232	30498.0	22872.0
8892	2732.0	1679.0
6231	2575.0	5487.0
8897	907.0	689.0
6234	11849.0	10685.0
8898	3857.0	3062.0
6233	21430.0	26084.0
8895	9085.0	6109.0
6236	2005.0	255.0
8896	1925.0	3054.0
6235	12589.0	12186.0
101928442	0.0	0.0
101928448	3.0	15.0
8890	2120.0	2896.0
280659	1.0	0.0
280657	7.0	0.0
280658	0.0	0.0
280655	3.0	1.0
253039	745.0	607.0
6227	11048.0	16184.0
6226	3.0	7.0
6229	37643.0	35601.0
8888	7191.0	3432.0
6228	28902.0	45861.0
6241	985.0	4904.0
6240	3437.0	3523.0
100421411	0.0	0.0
6242	1707.0	2421.0
100421413	8.0	2.0
101928455	8.0	0.0
6244	0.0	0.0
6247	279.0	7.0
100421415	2.0	12.0
6246	0.0	0.0
280644	0.0	52.0
253044	1.0	1.0
6238	28531.0	22015.0
6237	7524.0	4595.0
8899	4462.0	3721.0
6239	6383.0	8690.0
6252	425.0	146.0
100421420	8.0	7.0
6251	9037.0	4690.0
100421422	8.0	5.0
6253	1224.0	1106.0
6256	12255.0	5262.0
100421424	0.0	3.0
6258	230.0	0.0
6257	3503.0	2648.0
100421428	0.0	0.0
101928469	13.0	5.0
100421429	3.0	12.0
280637	0.0	0.0
280636	2413.0	2436.0
253018	38.0	53.0
253017	0.0	0.0
253012	0.0	2.0
6249	8414.0	9138.0
6248	0.0	0.0
6263	100.0	297.0
100421431	2.0	0.0
6262	912.0	170.0
100421432	1.0	0.0
101928470	1.0	0.0
100421433	0.0	0.0
100421436	64.0	32.0
100421439	0.0	0.0
6261	1091.0	328.0
6260	0.0	2.0
6259	4009.0	1721.0
100421430	0.0	0.0
6274	158.0	478.0
6273	84.0	70902.0
6276	16.0	34.0
6275	14631.0	5711.0
6278	1.0	37133.0
6277	51081.0	137670.0
6279	2064.0	238118.0
6272	30568.0	12697.0
6271	123.0	242.0
6285	117.0	72.0
6284	3871.0	5220.0
100421455	0.0	0.0
6286	293.0	963.0
6289	13.0	101.0
6288	87.0	428.0
6281	26804.0	42393.0
6280	7393.0	350708.0
6283	273.0	1115.0
6282	22538.0	75563.0
123920	6177.0	3135.0
100421451	1.0	0.0
6296	2027.0	90.0
6295	2.0	0.0
6297	1475.0	234.0
6299	0.0	1.0
101928420	0.0	0.0
6290	0.0	0.0
6291	1.0	3.0
6294	5360.0	4669.0
6293	3976.0	3222.0
100421478	0.0	0.0
100421479	2.0	3.0
280664	10.0	7.0
54505	3115.0	3676.0
280660	0.0	0.0
54504	4614.0	2420.0
280661	7.0	6.0
54503	793.0	807.0
54502	6457.0	3598.0
54509	313.0	200.0
123904	0.0	1.0
54508	147.0	11.0
100421473	0.0	0.0
54507	7567.0	2344.0
100421487	0.0	0.0
133308	476.0	337.0
147945	12.0	2.0
123970	1.0	0.0
100421480	1.0	0.0
147947	652.0	535.0
147948	195.0	95.0
147949	385.0	139.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	1.0	7.0
100421499	0.0	2.0
101060006	0.0	0.0
101060005	0.0	4.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	0.0	0.0
147965	549.0	1174.0
147968	85.0	659.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	0.0	0.0
121360	0.0	0.0
101060032	10.0	4.0
135924	0.0	0.0
135927	1.0	0.0
121355	12.0	33.0
147906	1690.0	777.0
135932	1572.0	25.0
101060045	0.0	26.0
135935	0.0	0.0
101060040	0.0	2.0
147912	610.0	500.0
135942	0.0	0.0
135941	0.0	0.0
121340	2.0	1.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	9.0	15.0
147923	518.0	319.0
147920	4.0	550.0
147929	174.0	255.0
104326192	0.0	3.0
104326193	0.0	0.0
375444	60.0	233.0
104326189	7.0	2.0
101060020	2.0	2.0
375449	6961.0	10537.0
104326188	0.0	16.0
121328	5.0	5.0
91653	821.0	544.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	42.0	34.0
27085	161.0	264.0
27086	7428.0	4866.0
389756	0.0	1.0
147429	11.0	1.0
27089	3227.0	5335.0
91646	9.0	4.0
91647	998.0	793.0
642968	80.0	6.0
135458	13.0	16.0
390766	0.0	0.0
27098	130.0	12.0
27099	7.0	6.0
27097	2432.0	1876.0
389741	111.0	48.0
27090	3661.0	1265.0
27091	0.0	0.0
27094	86.0	149.0
27095	3205.0	4309.0
27092	3879.0	50.0
642976	2.0	7.0
400629	1.0	3.0
27093	2.0	0.0
160428	894.0	907.0
375133	225.0	387.0
387122	3.0	0.0
390730	0.0	2.0
390732	1.0	0.0
390735	0.0	0.0
387119	611.0	183.0
27063	10665.0	29.0
387117	0.0	0.0
27069	11407.0	10378.0
400612	14.0	1.0
27067	2610.0	3173.0
27068	2121.0	1593.0
221908	357.0	602.0
341799	0.0	1.0
400619	25.0	1049.0
642987	100.0	5.0
400618	21.0	30.0
400617	346.0	55.0
64065	7138.0	147861.0
91662	308.0	50.0
91663	64350.0	8829.0
64064	22.0	22.0
64067	85.0	33.0
64066	0.0	0.0
91661	710.0	657.0
91664	628.0	519.0
147463	3596.0	245.0
387111	5.0	8.0
27076	221.0	30318.0
390748	1.0	0.0
27077	280.0	482.0
400604	59.0	36.0
27074	33643.0	2998.0
27075	20179.0	12836.0
389766	34.0	1.0
387103	205.0	1622.0
387104	12.0	2.0
27079	381.0	563.0
389763	0.0	1.0
341784	2.0	1.0
642996	0.0	0.0
27072	5804.0	3757.0
160419	2.0	3.0
64061	2177.0	1500.0
400609	0.0	3.0
160418	1930.0	4732.0
64063	370.0	11097.0
27071	310.0	1410.0
64062	2978.0	2986.0
91695	176.0	342.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	137.0	885.0
100313770	1.0	0.0
64077	1456.0	1277.0
91694	1310.0	949.0
100313771	0.0	0.0
390790	1.0	0.0
221927	2667.0	3652.0
390792	8.0	2.0
400680	26.0	90.0
27043	4491.0	3647.0
27044	18906.0	19029.0
27042	1484.0	1983.0
389799	9.0	4.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	778.0	271.0
100313777	0.0	0.0
27040	18.0	70.0
100313774	0.0	0.0
64073	1505.0	716.0
64087	3747.0	3650.0
221914	17.0	77.0
64089	594.0	929.0
100313781	0.0	0.0
91683	47.0	152.0
91689	2528.0	1765.0
100313780	0.0	1.0
245908	0.0	0.0
91687	236.0	572.0
245909	0.0	0.0
400673	288.0	302.0
389792	203.0	650.0
389791	0.0	7.0
387129	0.0	2.0
400668	2.0	2.0
389787	12.0	8.0
64081	505.0	160.0
64080	432.0	239.0
64083	8069.0	8626.0
64084	557.0	1208.0
64098	2109.0	1707.0
64097	1799.0	97.0
400660	16.0	3.0
8909	27.0	1292.0
27022	1.0	0.0
8907	6380.0	4389.0
341757	1.0	1.0
400658	7.0	3.0
8908	152.0	475.0
147407	3.0	1.0
27020	10508.0	5249.0
400657	501.0	180.0
27023	2.0	4.0
400654	0.0	0.0
64090	3.0	13.0
64092	785.0	632.0
64091	199.0	115.0
8900	13.0	4.0
64094	2688.0	2041.0
8905	2733.0	762.0
147409	0.0	26.0
64093	244.0	47.0
8906	1505.0	1630.0
64096	0.0	1.0
8904	7036.0	7174.0
221935	1786.0	2487.0
221937	6208.0	8644.0
221938	0.0	0.0
400652	3.0	1.0
400650	8.0	2.0
27039	5.0	23.0
27032	14742.0	10259.0
27033	19.0	101.0
27030	1004.0	658.0
27031	462.0	642.0
27036	646.0	399.0
400645	0.0	0.0
27037	1397.0	2073.0
400644	8.0	0.0
27034	1561.0	1221.0
400643	0.0	54.0
27035	41.0	42.0
8912	1749.0	409.0
100313769	0.0	0.0
8913	15.0	14.0
8910	3822.0	631.0
8911	36.0	51.0
8916	2607.0	1257.0
8914	1857.0	3625.0
8915	1498.0	1049.0
245935	0.0	0.0
245936	0.0	0.0
245937	3.0	2.0
245938	0.0	0.0
8930	2309.0	3326.0
245939	0.0	0.0
221960	249.0	452.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	9286.0	9874.0
8927	201.0	123.0
8928	1.0	12.0
8925	10207.0	3134.0
8926	11.0	15.0
221955	2736.0	3322.0
8941	3.0	18.0
8942	826.0	510.0
375189	21.0	12.0
8940	53.0	48.0
245940	0.0	0.0
206338	5.0	42.0
375190	428.0	144.0
196446	15.0	20.0
8934	2572.0	1370.0
8935	5816.0	2931.0
196441	1952.0	2091.0
8932	5141.0	6792.0
8933	6569.0	7904.0
8938	512.0	316.0
8939	4188.0	2442.0
8936	580.0	912.0
326105	1.0	1.0
245913	0.0	0.0
245915	0.0	0.0
221981	1154.0	118.0
245910	0.0	0.0
206358	1338.0	1986.0
245911	0.0	0.0
245912	0.0	0.0
196415	0.0	4.0
642909	2.0	0.0
642907	1.0	2.0
8945	2299.0	1785.0
54659	0.0	0.0
54658	0.0	0.0
8943	14404.0	13860.0
54657	0.0	0.0
8944	0.0	0.0
196410	590.0	236.0
245927	0.0	0.0
245928	0.0	0.0
6300	924.0	718.0
245929	0.0	0.0
6302	3396.0	3136.0
6301	10605.0	8330.0
160492	0.0	4.0
54662	4696.0	2041.0
54661	42.0	44.0
54660	49.0	19.0
54665	1559.0	1024.0
54664	2900.0	3366.0
54663	1057.0	1036.0
8970	52.0	155.0
8971	5429.0	3726.0
101928363	25.0	4.0
8974	7253.0	17935.0
6311	3982.0	2007.0
8975	3244.0	1099.0
6310	5660.0	3499.0
91612	4676.0	2293.0
100421601	0.0	0.0
8972	241.0	31.0
8973	6.0	14.0
245972	690.0	341.0
245973	52.0	115.0
54677	895.0	1025.0
54676	4195.0	5801.0
54675	5205.0	1461.0
147468	0.0	0.0
54674	911.0	20.0
6304	3733.0	1468.0
6303	28681.0	26871.0
8968	1.0	0.0
6305	7166.0	4617.0
91603	857.0	422.0
91608	142.0	70.0
6307	6104.0	3163.0
642924	42.0	11.0
8969	31.0	85.0
6309	2385.0	8604.0
91607	6505.0	1461.0
6320	1000.0	1024.0
6322	571.0	217.0
8985	7276.0	3570.0
8986	2893.0	2698.0
64002	0.0	0.0
101928378	60.0	227.0
6324	554.0	702.0
64005	2650.0	1269.0
6323	515.0	2.0
101928376	14.0	4.0
54680	1509.0	1550.0
642938	35.0	17.0
54682	3549.0	593.0
54681	2207.0	916.0
196403	1626.0	1017.0
6315	0.0	0.0
6314	2714.0	1228.0
6317	0.0	2406.0
8976	5447.0	2933.0
6319	58543.0	33978.0
6318	0.0	1987.0
642935	25.0	20.0
8992	14572.0	10297.0
8993	21.0	10.0
6331	20.0	24.0
8991	26088.0	632.0
6330	6667.0	118.0
100421621	20.0	9.0
8996	1241.0	1024.0
101928388	6.0	40.0
6332	8927.0	251.0
8997	2366.0	1675.0
8994	13083.0	1633.0
6335	1413.0	76.0
8995	449.0	9.0
6334	109.0	148.0
