id	29b6e624-9539-4abc-b80f-b5c7b65948fc	57dd7a80-e226-4e21-accb-cc944923100e
106481475	0.0	0.0
106481476	0.0	0.0
85320	18.0	21.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	554.0	986.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	12.0	7.0
106481437	0.0	0.0
26974	31.0	158.0
153657	24.0	55.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	779.0	2689.0
165631	288.0	112.0
106481436	0.0	0.0
26978	9.0	42.0
126075	593.0	557.0
106481439	0.0	0.0
403250	0.0	0.0
126074	150.0	433.0
403251	0.0	0.0
106481440	0.0	2.0
106481441	0.0	0.0
85359	1812.0	2647.0
106481444	2.0	0.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	1341.0	1162.0
85354	0.0	0.0
85352	77.0	315.0
403241	0.0	0.0
344462	2.0	9.0
403244	0.0	0.0
403245	0.0	0.0
153642	302.0	566.0
153643	33.0	132.0
403247	0.0	0.0
403248	0.0	0.0
26985	3127.0	5873.0
106481448	0.0	0.0
26986	55720.0	196898.0
126069	52.0	66.0
106481449	0.0	0.0
126068	234.0	319.0
106481446	0.0	0.0
26983	0.0	1.0
26984	756.0	1648.0
106481447	0.0	0.0
106481451	1.0	3.0
106481452	0.0	2.0
106481450	0.0	0.0
114088	37.0	131.0
106481455	0.0	1.0
85349	104.0	17.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	3.0
85347	0.0	0.0
26980	1.0	35.0
106481454	0.0	1.0
403238	0.0	0.0
85344	1.0	2.0
403239	0.0	0.0
85345	0.0	1.0
85343	0.0	0.0
344454	0.0	1.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	0.0
100873392	2.0	0.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	1.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2322.0	4434.0
100873390	0.0	0.0
728556	44.0	240.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	77.0	153.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	233.0	871.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	1.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	158.0
100873380	0.0	0.0
100128804	0.0	1.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	160.0	124.0
100873384	0.0	0.0
285601	39.0	22.0
106481426	0.0	0.0
106481427	1.0	2.0
222005	2.0	13.0
63910	280.0	780.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	463.0	446.0
222008	0.0	0.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	2364.0	4684.0
63904	0.0	0.0
106481430	0.0	1.0
163071	19.0	104.0
63906	792.0	1220.0
106481433	0.0	0.0
63908	441.0	1115.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	3.0
285613	102.0	344.0
63920	123.0	626.0
63923	35.0	92.0
63922	270.0	2556.0
728577	18.0	128.0
63925	1294.0	2472.0
63924	4.0	7.0
63916	2735.0	4631.0
63917	2819.0	6265.0
106481400	1.0	0.0
106481401	0.0	0.0
728562	4.0	7.0
728564	8.0	16.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1058.0	4480.0
106481402	0.0	0.0
63931	1281.0	2881.0
106481403	0.0	0.0
63934	64.0	448.0
728567	0.0	9.0
106481408	0.0	0.0
163088	3.0	3.0
63933	2961.0	5492.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	2816.0	6688.0
163087	313.0	1051.0
728568	184.0	1204.0
106481407	13.0	11.0
3704	1787.0	4854.0
3705	5253.0	5863.0
63926	1039.0	3929.0
3706	20.0	180.0
63929	693.0	2030.0
3707	4304.0	3548.0
63928	2.0	11.0
3708	4121.0	2083.0
106481411	0.0	0.0
3709	4472.0	15118.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	14.0	25.0
3702	853.0	286.0
3703	7602.0	30130.0
645506	0.0	0.0
151050	1127.0	1270.0
645520	0.0	0.0
63941	2248.0	2392.0
63940	3446.0	2213.0
63943	241.0	635.0
728517	0.0	0.0
163033	384.0	1236.0
258010	1655.0	2766.0
63947	0.0	0.0
63946	0.0	0.0
728513	9.0	7.0
100033803	0.0	0.0
3716	14714.0	9529.0
100033804	0.0	0.0
3717	1423.0	1566.0
100033805	0.0	0.0
3718	1039.0	1475.0
63939	558.0	2680.0
100033806	0.0	0.0
100190799	3.0	8.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	32.0	220.0
3710	20022.0	8804.0
3712	6442.0	6417.0
3713	7.0	25.0
3714	876.0	1866.0
63950	1.0	1222.0
728505	0.0	1.0
63951	182.0	109.0
100033807	0.0	0.0
728501	66.0	82.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	17446.0	5960.0
100033814	0.0	0.0
3727	18970.0	8891.0
63948	0.0	0.0
100033815	0.0	0.0
222052	2.0	1.0
3728	15020.0	27339.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1387.0	2755.0
151056	364.0	276.0
3725	19814.0	13510.0
645528	1.0	1.0
728532	25.0	86.0
163059	136.0	333.0
728538	0.0	1.0
728537	58.0	157.0
63967	284.0	1621.0
3737	8.0	10.0
3738	391.0	45.0
3739	80.0	4.0
645538	0.0	0.0
3730	5751.0	2017.0
3732	7386.0	2627.0
3734	28.0	46.0
3735	6846.0	19274.0
3736	4.0	13.0
63970	2.0	24.0
3750	179.0	283.0
63971	5140.0	3015.0
63974	0.0	0.0
163049	1288.0	3589.0
63973	0.0	3.0
63976	1359.0	121.0
222068	5382.0	11126.0
63978	0.0	0.0
63977	312.0	954.0
63979	574.0	2344.0
728524	0.0	0.0
3748	637.0	835.0
163051	9.0	35.0
3749	541.0	461.0
163050	32.0	117.0
3741	34.0	33.0
645548	5.0	35.0
3743	0.0	7.0
3744	2.0	0.0
3745	37.0	8.0
3746	0.0	4.0
3747	0.0	1.0
285671	609.0	396.0
285672	1730.0	1957.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	2.0	3.0
285676	27.0	47.0
3761	2.0	2.0
100128657	0.0	2.0
285679	2.0	3.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1044.0	4929.0
283008	0.0	1.0
3751	45.0	1331.0
100873435	0.0	0.0
3752	1859.0	333.0
100873434	0.0	0.0
3753	45.0	29.0
100873433	0.0	0.0
3754	7.0	14.0
100873432	0.0	0.0
3755	16.0	200.0
100873439	0.0	0.0
3756	1.0	19.0
100873438	0.0	0.0
3757	138.0	2504.0
100873437	0.0	0.0
3758	4.0	3.0
100873436	0.0	0.0
100873420	3.0	0.0
3770	53.0	404.0
3772	9563.0	478.0
100861458	0.0	0.0
100861453	13.0	265.0
100861455	0.0	1.0
1107	10095.0	11324.0
1106	6885.0	6371.0
1105	3050.0	2979.0
1104	1427.0	7858.0
100873429	0.0	0.0
1103	0.0	0.0
1102	915.0	1426.0
1101	25.0	42.0
3762	4081.0	288.0
100873424	0.0	0.0
3763	4.0	23.0
100128640	76.0	98.0
100873423	0.0	0.0
3764	2350.0	758.0
100873422	0.0	1.0
3765	1.0	478.0
100873421	0.0	1.0
3766	14.0	2970.0
100873428	0.0	0.0
3767	229.0	183.0
100873427	0.0	0.0
3768	303.0	32.0
1109	1.0	169.0
100873426	1.0	0.0
1108	15831.0	28893.0
3769	7.0	3.0
100873425	0.0	2.0
100128637	0.0	4.0
100128639	0.0	0.0
3780	13.0	37.0
100873453	0.0	0.0
3781	99.0	36.0
100873452	1.0	0.0
3782	515.0	487.0
100873451	0.0	0.0
3783	348.0	1098.0
100873450	0.0	0.0
1121	1379.0	4268.0
100861468	0.0	0.0
1120	125.0	182.0
100861469	0.0	0.0
1118	2284.0	141.0
1117	26916.0	92.0
1116	21873.0	1636.0
1114	11.0	5609.0
1113	6.0	478.0
1112	5671.0	4308.0
1111	355.0	5191.0
3773	15.0	63.0
100873457	1.0	3.0
100873456	0.0	0.0
3775	1593.0	1656.0
100873455	0.0	0.0
3776	10.0	265.0
100873454	0.0	0.0
3777	2493.0	33.0
3778	1820.0	1421.0
3779	259.0	501.0
100873459	0.0	0.0
1119	1397.0	4548.0
100128627	0.0	2.0
100128626	0.0	0.0
3790	2335.0	1741.0
100128628	3.0	3.0
3791	3271.0	6808.0
100873442	0.0	0.0
3792	24.0	39.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	10.0	107.0
1131	259.0	1482.0
1130	1834.0	2600.0
100861476	0.0	0.0
1129	29.0	7.0
1128	82.0	7.0
1124	397.0	2922.0
1123	811.0	3115.0
1122	958.0	4153.0
100861470	0.0	1.0
3784	7810.0	1523.0
100873446	0.0	0.0
3785	3.0	5.0
100873445	0.0	0.0
3786	940.0	301.0
100873444	0.0	0.0
3787	129.0	28.0
100873443	0.0	0.0
3788	23.0	8.0
100873449	1.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	98.0	107.0
100128618	1.0	2.0
728597	0.0	1.0
100128617	4.0	10.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	12.0	130.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	1.0	19.0
285634	6.0	3.0
1142	0.0	0.0
1141	8.0	386.0
285636	2092.0	4794.0
1140	246.0	291.0
728599	1.0	5.0
1139	6.0	242.0
1138	23.0	350.0
1137	12.0	2.0
100861485	0.0	0.0
1136	50.0	56.0
1135	51.0	0.0
1134	27.0	1597.0
1133	7.0	19.0
3795	235.0	4279.0
100873479	6.0	3.0
3796	1113.0	4197.0
100873478	0.0	0.0
3797	538.0	5918.0
100873477	1.0	0.0
3798	7.0	304.0
100873476	0.0	0.0
3799	12575.0	24144.0
100873460	0.0	0.0
728586	14.0	21.0
285641	6.0	2.0
100873464	0.0	2.0
100873463	1.0	0.0
100873462	2.0	0.0
285643	2.0	7.0
100128603	1.0	0.0
100873461	0.0	0.0
1154	6254.0	609.0
1153	12755.0	10926.0
1152	5725.0	20173.0
285647	14.0	55.0
728589	6.0	22.0
728588	4.0	0.0
1149	0.0	0.0
1147	1910.0	2829.0
1146	1.0	21.0
1145	56.0	248.0
1144	0.0	8.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	1.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	1.0
100873494	0.0	0.0
1164	690.0	19152.0
1163	574.0	6765.0
285659	0.0	0.0
1161	313.0	1002.0
1160	71.0	33.0
1159	20.0	160.0
1158	25.0	37.0
1157	0.0	0.0
1155	2247.0	9482.0
550643	1338.0	1823.0
283025	1.0	3.0
100873499	0.0	2.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	1798.0	3470.0
1175	4365.0	9145.0
285668	3.0	1.0
1174	1504.0	9022.0
1173	19028.0	38985.0
550631	98.0	122.0
100873489	0.0	0.0
283014	2.0	11.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	13.0	7.0
1186	4200.0	6021.0
1185	1371.0	1219.0
1184	1309.0	885.0
1183	985.0	1127.0
1182	4252.0	6717.0
1181	166.0	1305.0
440375	48.0	101.0
1180	4.0	3.0
1179	0.0	1.0
1178	2.0	3.0
283089	22.0	7.0
85495	0.0	0.0
85480	87.0	98.0
283080	0.0	95.0
1198	2206.0	4900.0
1197	1.0	4.0
1196	1058.0	5080.0
1195	2153.0	4126.0
440366	0.0	1.0
1193	2997.0	702.0
1192	20366.0	71586.0
1191	44358.0	28069.0
1188	47.0	8.0
283078	25.0	743.0
85486	1.0	17.0
128615	0.0	0.0
85481	1.0	0.0
128611	255.0	37.0
440396	24.0	113.0
128609	0.0	0.0
128602	16.0	369.0
440387	4.0	13.0
128674	0.0	1.0
128676	1.0	0.0
114026	0.0	1.0
100861402	2.0	7.0
126014	2322.0	638.0
440335	689.0	2582.0
100128690	0.0	0.0
114034	703.0	1725.0
126006	4.0	17.0
114036	23.0	15.0
100128696	0.0	0.0
100128688	0.0	2.0
126003	25.0	189.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	2.0
100128678	2.0	6.0
100861429	0.0	0.0
128653	0.0	0.0
200728	167.0	1097.0
440356	4.0	162.0
440354	38.0	89.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	18.0	4.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	5.0	33.0
100873410	0.0	0.0
100873417	0.0	4.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	5.0	14.0
100861435	1.0	0.0
100861436	0.0	1.0
440345	29.0	85.0
200734	3905.0	4675.0
100861431	0.0	1.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	21.0	10.0
100873402	0.0	0.0
100873401	1.0	2.0
100873400	1.0	0.0
100128665	0.0	0.0
128637	3308.0	6480.0
100873406	0.0	0.0
100873405	1.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	1.0	10.0
165530	6.0	3.0
85409	1154.0	2934.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	0.0	777.0
106481383	0.0	1.0
85417	54.0	112.0
106481384	0.0	1.0
103106903	1.0	0.0
85414	287.0	276.0
106481389	0.0	0.0
85415	599.0	7077.0
106481387	0.0	0.0
85413	41.0	38.0
106481388	0.0	2.0
645436	0.0	1.0
106481381	0.0	1.0
106481382	0.0	0.0
10	4.0	15.0
106481380	0.0	0.0
11	0.0	0.0
403341	934.0	1346.0
12	28.0	20.0
13	619.0	1.0
14	5485.0	17157.0
15	0.0	19.0
16	8453.0	23664.0
645455	14.0	35.0
18	826.0	479.0
19	5288.0	10528.0
128580	4.0	54.0
85407	925.0	34562.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1430.0	4017.0
106481395	0.0	0.0
85403	3034.0	3694.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	1805.0	3919.0
106481390	0.0	0.0
21	175771.0	1818.0
106481391	0.0	0.0
22	1123.0	4574.0
153571	1178.0	633.0
153572	2276.0	1573.0
23	5839.0	11386.0
24	147.0	1764.0
25	8625.0	12351.0
26	43.0	67.0
27	2962.0	2908.0
28	2635.0	2099.0
29	9330.0	8080.0
153579	2059.0	30.0
728615	1.0	2.0
728614	0.0	0.0
200765	89.0	701.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	18.0	294.0
102466518	0.0	0.0
102466516	3.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	3.0
106481361	0.0	0.0
85439	580.0	1736.0
106481362	0.0	0.0
106481367	0.0	2.0
85437	1961.0	5335.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	163.0	247.0
106481366	0.0	0.0
30	3923.0	2157.0
106481360	0.0	0.0
31	9582.0	16978.0
32	1802.0	659.0
33	1367.0	10.0
34	2766.0	2425.0
35	1944.0	987.0
153562	1773.0	2649.0
36	2852.0	1302.0
37	12368.0	13898.0
38	3971.0	4518.0
440307	5.0	28.0
39	2893.0	16780.0
165545	2.0	32.0
106481369	0.0	0.0
728606	3.0	2.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	1.0	0.0
40	5.0	25.0
106481370	0.0	0.0
41	93.0	807.0
106481371	0.0	0.0
43	183.0	51.0
645486	0.0	1.0
47	9350.0	36368.0
48	5686.0	3070.0
49	17.0	2.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
