id	cde3831b-6eaf-4404-8357-f700f77f94e3	b918773c-1920-42aa-8493-22344ea5ac49
145370	2.0	5.0
102724954	0.0	2.0
54596	176.0	10.0
375484	664.0	1970.0
91526	2792.0	290.0
133396	22.0	350.0
196951	238.0	438.0
91523	890.0	242.0
91522	223.0	211.0
121391	0.0	183.0
145376	232.0	11.0
400986	80.0	67.0
400984	5.0	0.0
196968	40.0	24.0
157378	1711.0	4828.0
723961	0.0	0.0
145389	573.0	540.0
157381	19.0	46.0
91543	1771.0	335.0
91544	1834.0	725.0
102724923	0.0	3.0
652423	0.0	2.0
169355	19.0	0.0
400966	0.0	3.0
121364	0.0	0.0
400961	1019.0	489.0
157376	0.0	1.0
91574	1447.0	1819.0
157313	45.0	251.0
157317	0.0	4.0
147991	2102.0	947.0
399495	0.0	2.0
159963	4.0	66.0
100506965	478.0	22.0
100506963	56.0	142.0
387495	0.0	0.0
387496	1282.0	486.0
387494	1.0	1.0
387491	0.0	0.0
387492	52.0	19.0
387486	0.0	0.0
157310	8875.0	2.0
100506994	22.0	136.0
338470	0.0	5.0
170302	137.0	11.0
204010	2.0	25.0
399473	61.0	427.0
399474	519.0	2011.0
91584	643.0	838.0
159989	82.0	55.0
91582	2961.0	6916.0
107126360	4.0	0.0
133383	343.0	347.0
100506930	499.0	5046.0
100820741	0.0	0.0
338448	0.0	0.0
8808	33.0	222.0
8809	768.0	157.0
54512	740.0	2622.0
54511	222.0	86.0
54510	1531.0	693.0
54516	458.0	341.0
8802	4111.0	3645.0
8803	2159.0	2628.0
54514	0.0	4.0
8800	983.0	884.0
8801	4975.0	1344.0
8807	116.0	4.0
400916	1173.0	2949.0
54518	2195.0	247.0
8804	10818.0	11086.0
100506939	2.0	9.0
54517	769.0	3879.0
8805	3015.0	4383.0
8820	37.0	25.0
8821	1489.0	396.0
338440	705.0	425.0
338442	1843.0	1970.0
8819	359.0	844.0
100820732	0.0	0.0
255620	3.0	2.0
54522	305.0	1417.0
54521	1453.0	631.0
54520	3072.0	1744.0
100820735	0.0	0.0
8813	1739.0	2539.0
170393	6.0	117.0
8814	397.0	145.0
170392	76.0	6.0
100506925	0.0	0.0
8811	4.0	9.0
8812	704.0	567.0
8817	428.0	66.0
8818	2402.0	2494.0
54529	2534.0	1934.0
255626	0.0	0.0
8815	5494.0	6188.0
8816	5211.0	2377.0
170394	1548.0	1913.0
8831	1552.0	1707.0
8832	2155.0	516.0
100506953	2.0	0.0
338433	0.0	0.0
338436	0.0	4.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1440.0	947.0
54532	3518.0	944.0
54531	1991.0	1211.0
54538	14569.0	402.0
8824	4556.0	3540.0
8825	1398.0	191.0
54537	1737.0	2097.0
54536	1835.0	591.0
8822	9.0	1.0
8823	6.0	0.0
54535	1120.0	3126.0
8828	8459.0	4955.0
8829	15398.0	5581.0
8826	27119.0	17490.0
54539	3699.0	2864.0
8842	1566.0	389.0
8843	185.0	125.0
8840	294.0	588.0
8841	2965.0	6506.0
100158257	0.0	0.0
54541	10256.0	5323.0
54540	1582.0	2200.0
54545	4092.0	9999.0
54544	0.0	0.0
54543	11090.0	18664.0
54542	4090.0	4061.0
54549	635.0	4640.0
8835	2188.0	8752.0
8836	635.0	4593.0
8833	3203.0	32129.0
8834	1297.0	1583.0
54546	1.0	0.0
8839	5946.0	273.0
8837	16733.0	2657.0
8838	11.0	10.0
101928483	17.0	61.0
8850	2948.0	828.0
101928484	0.0	0.0
8853	1662.0	1578.0
8854	1555.0	106.0
8851	302.0	963.0
8852	1.0	0.0
400960	794.0	712.0
338412	0.0	5.0
338413	0.0	1.0
54552	573.0	355.0
400957	1.0	1.0
54551	42.0	84.0
54550	30.0	65.0
196996	2288.0	759.0
400955	7.0	5.0
400954	130.0	881.0
54556	1014.0	797.0
54555	2247.0	5998.0
400952	13.0	12.0
54554	811.0	831.0
400950	88.0	23.0
8846	600.0	340.0
100820709	0.0	1.0
8847	181.0	1725.0
54558	1171.0	709.0
8844	2209.0	1116.0
54557	1047.0	535.0
8848	29787.0	7359.0
196993	14.0	11.0
8861	3771.0	7433.0
101928492	142.0	508.0
8864	2732.0	1362.0
6201	23207.0	33724.0
6203	51744.0	37756.0
8862	8103.0	1023.0
101928496	0.0	2.0
8863	5136.0	1925.0
6202	49722.0	80985.0
723972	7.0	1.0
400946	15.0	11.0
400945	67.0	57.0
54567	2352.0	462.0
54566	1502.0	1806.0
400941	6.0	2.0
8857	3169.0	4117.0
8858	4.0	27.0
54569	0.0	0.0
8856	24.0	112.0
54568	0.0	0.0
8859	716.0	854.0
8871	976.0	1234.0
8872	3003.0	3749.0
6210	26746.0	28487.0
8870	1473.0	2487.0
100421500	1.0	0.0
8875	734.0	45.0
8876	211.0	25.0
8874	4079.0	3360.0
100421506	1.0	0.0
100421509	0.0	0.0
54570	1.0	0.0
400935	24.0	16.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	0.0	172.0
54571	0.0	0.0
54578	52.0	1731.0
255631	134.0	120.0
400931	225.0	81.0
54577	3.0	15.0
54576	1.0	0.0
54575	0.0	1.0
6205	72738.0	62453.0
100506915	23.0	0.0
8869	4126.0	182.0
6204	8715.0	16375.0
6207	21164.0	17965.0
6206	50420.0	78725.0
8867	1690.0	546.0
54579	0.0	0.0
6209	14248.0	26745.0
6208	42299.0	70000.0
170384	1837.0	2675.0
100506916	1.0	0.0
8882	2165.0	4961.0
8883	1759.0	4193.0
8880	4150.0	5420.0
8881	3340.0	4884.0
8886	5107.0	4529.0
6223	40219.0	56981.0
100421512	0.0	0.0
8887	11339.0	13147.0
6222	66984.0	158312.0
8884	1084.0	2658.0
6224	57173.0	128542.0
100421515	9.0	4.0
54581	241.0	165.0
54580	0.0	3.0
54585	2386.0	1602.0
54584	232.0	494.0
54583	3387.0	8768.0
54587	6178.0	4848.0
54586	4.0	2.0
8879	3750.0	11087.0
170371	2022.0	115.0
170370	3.0	0.0
8877	599.0	2259.0
6218	37976.0	93297.0
6217	36854.0	252622.0
8878	16929.0	28279.0
6219	1.0	1.0
100506907	0.0	0.0
100506906	57.0	44.0
255649	1.0	0.0
6230	30070.0	49340.0
8893	2857.0	14334.0
8894	4973.0	13521.0
101928440	0.0	0.0
8891	1456.0	1170.0
6232	48099.0	57761.0
8892	1553.0	1245.0
6231	8738.0	10254.0
8897	871.0	1167.0
6234	14910.0	14967.0
8898	2804.0	1716.0
6233	25829.0	40813.0
8895	8367.0	10739.0
6236	2473.0	34.0
8896	2253.0	4228.0
6235	17531.0	15000.0
101928442	0.0	23.0
101928448	10.0	2.0
8890	1831.0	1859.0
280659	1.0	0.0
280657	2.0	21.0
280658	0.0	0.0
280655	4.0	2.0
253039	587.0	945.0
6227	17918.0	30201.0
6226	2.0	1.0
6229	49308.0	88662.0
8888	5333.0	5673.0
6228	35039.0	31375.0
6241	392.0	1522.0
6240	2586.0	9425.0
100421411	0.0	0.0
6242	1463.0	3954.0
100421413	8.0	7.0
101928455	11.0	1.0
6244	0.0	1.0
6247	215.0	5.0
100421415	3.0	2.0
6246	0.0	0.0
280644	0.0	81.0
253044	5.0	0.0
6238	20988.0	20255.0
6237	6937.0	1318.0
8899	4405.0	2954.0
6239	4473.0	4282.0
6252	1080.0	93.0
100421420	6.0	6.0
6251	6936.0	3006.0
100421422	13.0	191.0
6253	724.0	616.0
6256	10989.0	13557.0
100421424	0.0	0.0
6258	559.0	5.0
6257	3018.0	3208.0
100421428	0.0	0.0
101928469	2.0	0.0
100421429	4.0	3.0
280637	0.0	0.0
280636	2962.0	2156.0
253018	69.0	27.0
253017	0.0	0.0
253012	41.0	1.0
6249	7897.0	7135.0
6248	0.0	0.0
6263	167.0	391.0
100421431	1.0	0.0
6262	776.0	38.0
100421432	0.0	3.0
101928470	1.0	0.0
100421433	2.0	0.0
100421436	26.0	19.0
100421439	1.0	2.0
6261	787.0	31024.0
6260	1.0	5.0
6259	3783.0	29539.0
100421430	0.0	0.0
6274	411.0	98.0
6273	225.0	29006.0
6276	11.0	72.0
6275	20115.0	8790.0
6278	0.0	29.0
6277	60355.0	89750.0
6279	2417.0	226.0
6272	16743.0	3969.0
6271	90.0	82.0
6285	213.0	230.0
6284	3267.0	2071.0
100421455	0.0	0.0
6286	408.0	4.0
6289	77.0	7.0
6288	223.0	505.0
6281	27776.0	33198.0
6280	9237.0	986.0
6283	117.0	3.0
6282	22758.0	42872.0
123920	3812.0	3107.0
100421451	0.0	0.0
6296	1212.0	138.0
6295	2.0	1.0
6297	886.0	621.0
6299	1.0	658.0
101928420	0.0	0.0
6290	0.0	0.0
6291	3.0	0.0
6294	5540.0	5919.0
6293	3157.0	2709.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	6.0	4.0
54505	3002.0	1933.0
280660	0.0	0.0
54504	4341.0	1627.0
280661	11.0	9.0
54503	922.0	1107.0
54502	6647.0	1283.0
54509	241.0	58.0
123904	1.0	1.0
54508	117.0	28.0
100421473	0.0	0.0
54507	5470.0	610.0
100421487	0.0	0.0
133308	488.0	1127.0
147945	2.0	1.0
123970	0.0	1.0
100421480	1.0	1.0
147947	633.0	254.0
147948	173.0	82.0
147949	373.0	147.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	2.0	2.0
100421499	0.0	0.0
101060006	1.0	0.0
101060005	0.0	1.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	7.0	1.0
147965	747.0	5377.0
147968	68.0	791.0
107126289	0.0	0.0
107126287	0.0	29.0
101060039	0.0	0.0
121360	1.0	19.0
101060032	25.0	21.0
135924	0.0	0.0
135927	0.0	3.0
121355	30.0	1279.0
147906	1185.0	332.0
135932	1134.0	30.0
101060045	1.0	0.0
135935	0.0	1.0
101060040	1.0	0.0
147912	544.0	731.0
135942	0.0	0.0
135941	0.0	1.0
121340	0.0	26.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	10.0	6.0
147923	589.0	1203.0
147920	6.0	47.0
147929	143.0	353.0
104326192	2.0	0.0
104326193	0.0	10.0
375444	60.0	399.0
104326189	27.0	0.0
101060020	0.0	0.0
375449	4215.0	1837.0
104326188	0.0	9.0
121328	3.0	7.0
91653	1151.0	1006.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	81.0	12.0
27085	147.0	799.0
27086	6055.0	2749.0
389756	0.0	0.0
147429	97.0	2.0
27089	4609.0	3851.0
91646	5.0	78.0
91647	861.0	802.0
642968	8.0	2.0
135458	0.0	16.0
390766	0.0	0.0
27098	140.0	27.0
27099	5.0	7.0
27097	1991.0	2745.0
389741	95.0	18.0
27090	3024.0	1650.0
27091	1.0	0.0
27094	65.0	528.0
27095	3233.0	3428.0
27092	2719.0	375.0
642976	1.0	1.0
400629	0.0	5.0
27093	0.0	3.0
160428	738.0	1817.0
375133	258.0	149.0
387122	1.0	2.0
390730	2.0	1.0
390732	2.0	0.0
390735	0.0	0.0
387119	581.0	285.0
27063	11391.0	4.0
387117	0.0	0.0
27069	10729.0	15371.0
400612	11.0	2.0
27067	2323.0	4877.0
27068	2996.0	2116.0
221908	510.0	1420.0
341799	0.0	0.0
400619	153.0	4127.0
642987	542.0	41.0
400618	36.0	8.0
400617	92.0	346.0
64065	8462.0	122039.0
91662	156.0	29.0
91663	15525.0	4994.0
64064	9.0	57.0
64067	96.0	86.0
64066	0.0	35.0
91661	662.0	431.0
91664	634.0	347.0
147463	3558.0	2506.0
387111	9.0	0.0
27076	130.0	1832.0
390748	0.0	3.0
27077	802.0	1165.0
400604	74.0	59.0
27074	32121.0	6710.0
27075	20526.0	6182.0
389766	11.0	5.0
387103	246.0	1243.0
387104	19.0	5.0
27079	475.0	560.0
389763	0.0	0.0
341784	2.0	3.0
642996	0.0	1.0
27072	4684.0	4287.0
160419	1.0	1.0
64061	3157.0	1615.0
400609	0.0	2.0
160418	1759.0	5674.0
64063	407.0	1356.0
27071	902.0	112.0
64062	3282.0	4804.0
91695	220.0	501.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	225.0	111.0
100313770	1.0	0.0
64077	1249.0	1265.0
91694	1428.0	1414.0
100313771	0.0	0.0
390790	1.0	0.0
221927	2398.0	4413.0
390792	29.0	0.0
400680	21.0	2.0
27043	3959.0	5916.0
27044	13408.0	30817.0
27042	1237.0	2548.0
389799	810.0	5.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	1342.0	526.0
100313777	0.0	0.0
27040	34.0	6.0
100313774	0.0	0.0
64073	1956.0	6708.0
64087	3756.0	4233.0
221914	20.0	232.0
64089	940.0	603.0
100313781	0.0	0.0
91683	73.0	115.0
91689	3179.0	2979.0
100313780	0.0	0.0
245908	0.0	0.0
91687	195.0	827.0
245909	0.0	0.0
400673	286.0	337.0
389792	238.0	634.0
389791	2.0	2.0
387129	0.0	5.0
400668	11.0	0.0
389787	20.0	17.0
64081	421.0	368.0
64080	526.0	340.0
64083	7499.0	18945.0
64084	1093.0	5900.0
64098	2141.0	277.0
64097	1308.0	269.0
400660	26.0	17.0
8909	26.0	6.0
27022	3.0	194.0
8907	5164.0	5134.0
341757	1.0	0.0
400658	19.0	23.0
8908	313.0	3403.0
147407	0.0	1.0
27020	9435.0	7329.0
400657	688.0	836.0
27023	7.0	65.0
400654	0.0	0.0
64090	5.0	11.0
64092	962.0	178.0
64091	190.0	114.0
8900	286.0	1016.0
64094	5082.0	1584.0
8905	2473.0	2120.0
147409	0.0	41.0
64093	529.0	33.0
8906	1322.0	881.0
64096	0.0	3.0
8904	3627.0	5965.0
221935	1532.0	29139.0
221937	4377.0	8285.0
221938	0.0	1.0
400652	7.0	9.0
400650	2.0	1.0
27039	8.0	3.0
27032	11421.0	62551.0
27033	25.0	78.0
27030	1222.0	1258.0
27031	505.0	904.0
27036	341.0	46.0
400645	0.0	0.0
27037	1361.0	3015.0
400644	5.0	0.0
27034	1750.0	666.0
400643	2.0	2682.0
27035	57.0	12.0
8912	1318.0	336.0
100313769	1.0	0.0
8913	77.0	84.0
8910	3747.0	2254.0
8911	66.0	137.0
8916	2491.0	1731.0
8914	1148.0	6004.0
8915	1214.0	865.0
245935	0.0	0.0
245936	0.0	0.0
245937	4.0	0.0
245938	0.0	0.0
8930	2323.0	5112.0
245939	0.0	0.0
221960	367.0	722.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	4.0
8924	5664.0	4751.0
8927	185.0	798.0
8928	0.0	49.0
8925	6536.0	3304.0
8926	17.0	3.0
221955	1637.0	1555.0
8941	4.0	147.0
8942	872.0	129.0
375189	49.0	59.0
8940	41.0	43.0
245940	0.0	0.0
206338	5.0	83.0
375190	513.0	287.0
196446	55.0	8.0
8934	2178.0	2693.0
8935	4907.0	3111.0
196441	1640.0	1626.0
8932	4948.0	8568.0
8933	6066.0	4770.0
8938	1389.0	149.0
8939	3707.0	3106.0
8936	333.0	3319.0
326105	2.0	0.0
245913	0.0	0.0
245915	0.0	0.0
221981	764.0	315.0
245910	0.0	0.0
206358	1010.0	2484.0
245911	0.0	0.0
245912	0.0	0.0
196415	0.0	1.0
642909	0.0	0.0
642907	0.0	0.0
8945	1766.0	1822.0
54659	0.0	3.0
54658	1.0	31.0
8943	10440.0	19895.0
54657	0.0	2.0
8944	0.0	0.0
196410	170.0	176.0
245927	0.0	0.0
245928	0.0	0.0
6300	627.0	4105.0
245929	0.0	0.0
6302	3297.0	4449.0
6301	9362.0	5889.0
160492	112.0	1.0
54662	3166.0	2082.0
54661	8.0	321.0
54660	26.0	242.0
54665	1943.0	1075.0
54664	3799.0	8281.0
54663	1126.0	1207.0
8970	35.0	16.0
8971	6229.0	11670.0
101928363	10.0	2.0
8974	5484.0	13356.0
6311	3421.0	1604.0
8975	2101.0	2700.0
6310	4368.0	2270.0
91612	3777.0	1285.0
100421601	0.0	0.0
8972	131.0	10.0
8973	7.0	3.0
245972	302.0	152.0
245973	152.0	103.0
54677	1175.0	1207.0
54676	2806.0	2996.0
54675	4255.0	3345.0
147468	0.0	0.0
54674	1097.0	11.0
6304	2818.0	1411.0
6303	24889.0	9193.0
8968	1.0	5.0
6305	5378.0	11205.0
91603	1086.0	948.0
91608	88.0	1181.0
6307	7086.0	3661.0
642924	37.0	46.0
8969	18.0	34.0
6309	3054.0	6574.0
91607	4610.0	3320.0
6320	1022.0	1025.0
6322	588.0	365.0
8985	4848.0	18914.0
8986	3140.0	3442.0
64002	0.0	0.0
101928378	95.0	19.0
6324	856.0	1332.0
64005	3051.0	483.0
6323	394.0	111.0
101928376	16.0	12.0
54680	1546.0	1205.0
642938	34.0	32.0
54682	2441.0	2058.0
54681	2656.0	2154.0
196403	1680.0	2156.0
6315	0.0	0.0
6314	2700.0	1450.0
6317	213.0	409.0
8976	5115.0	5976.0
6319	33422.0	80979.0
6318	1.0	260.0
642935	48.0	14.0
8992	13149.0	12081.0
8993	17.0	4.0
6331	24.0	450.0
8991	27922.0	155.0
6330	3489.0	2506.0
100421621	13.0	5.0
8996	1353.0	1869.0
101928388	7.0	10.0
6332	6851.0	42.0
8997	1571.0	289.0
8994	8504.0	2151.0
6335	488.0	380.0
8995	50.0	7.0
6334	32.0	137.0
147495	3447.0	807.0
100421629	0.0	0.0
8989	10.0	33.0
6326	59.0	178.0
8987	235.0	213.0
6328	107.0	13.0
91624	3843.0	406.0
6327	475.0	117.0
8988	98.0	743.0
6329	40.0	15.0
642946	114.0	96.0
6340	3407.0	231.0
6342	10164.0	5614.0
6341	2084.0	1730.0
6344	1737.0	12.0
100421633	0.0	0.0
6343	7.0	17.0
100421634	0.0	10.0
6346	3.0	2.0
6345	233.0	14.0
100421638	0.0	0.0
642958	0.0	0.0
642959	1.0	0.0
6337	13540.0	2655.0
642952	0.0	0.0
6336	2.0	0.0
6339	78.0	87.0
91614	70.0	129.0
8999	643.0	154.0
6338	7521.0	139.0
642954	15.0	29.0
6351	812.0	176.0
6352	4817.0	277.0
6355	86.0	69.0
6354	3.0	35.0
6357	522.0	58.0
6356	91.0	67.0
100421528	0.0	2.0
6348	342.0	149.0
6347	1494.0	1317.0
196394	291.0	437.0
6362	11055.0	2231.0
6361	235.0	0.0
6364	145.0	2.0
6363	972.0	57.0
100421533	22.0	47.0
6366	6469.0	418.0
100421535	0.0	0.0
6368	343.0	6.0
6367	527.0	92.0
101928337	0.0	12.0
6360	13.0	3.0
255349	3.0	3.0
6359	38.0	0.0
6358	456.0	15.0
6373	457.0	25.0
101928340	4.0	0.0
6372	93.0	102.0
100421542	0.0	0.0
6375	130.0	88.0
6374	820.0	8.0
100421545	9.0	54.0
6376	14128.0	3695.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	5.0	4.0
255313	0.0	0.0
196374	1.0	5.0
6369	192.0	10.0
6383	6018.0	9967.0
6386	20590.0	13367.0
6385	33946.0	4884.0
6388	2501.0	3132.0
6387	9917.0	3809.0
6389	5790.0	17199.0
255330	0.0	0.0
6382	25617.0	70060.0
102724246	21.0	29.0
255324	52.0	76.0
196385	2119.0	134.0
196383	4017.0	1170.0
100421550	1.0	5.0
6397	14686.0	5612.0
100421565	0.0	0.0
6396	5713.0	5741.0
100421566	0.0	0.0
6399	911.0	750.0
6398	2876.0	1090.0
6391	4802.0	5169.0
6390	3614.0	3558.0
6392	4160.0	4331.0
282997	103.0	79.0
282996	134.0	26.0
100134229	293.0	967.0
282991	2493.0	3710.0
100421560	1.0	0.0
100421577	31.0	8.0
100421579	4.0	7.0
255394	820.0	493.0
102724224	10.0	33.0
54600	0.0	0.0
54602	2549.0	12647.0
282980	0.0	0.0
54606	2930.0	6556.0
100421572	0.0	0.0
100421588	2.0	5.0
100421589	48.0	93.0
282974	746.0	1491.0
282973	40.0	538.0
54619	629.0	1205.0
100421581	0.0	1.0
196335	3.0	26.0
100421582	9.0	7.0
54617	3660.0	1759.0
100421598	0.0	0.0
100421599	0.0	1.0
255374	95.0	171.0
282969	694.0	1042.0
102724201	2.0	19.0
282966	10.0	1.0
54622	1902.0	1854.0
100134259	66.0	12.0
54621	2669.0	3010.0
54620	899.0	1721.0
54626	308.0	6437.0
54625	10821.0	5047.0
54623	4558.0	16107.0
54629	3555.0	1682.0
54627	161.0	352.0
27005	1607.0	1712.0
27006	7.0	7.0
27000	1232.0	3019.0
27004	5.0	0.0
27018	6153.0	6199.0
27019	887.0	7.0
400591	0.0	0.0
27010	626.0	179.0
27012	3.0	1.0
27013	5837.0	3377.0
400581	15.0	0.0
400578	20.0	77.0
400569	1083.0	658.0
400566	583.0	449.0
389715	1.0	0.0
100313829	0.0	0.0
390729	1.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	36.0	22.0
389730	0.0	0.0
100038246	0.0	74.0
389727	0.0	0.0
91775	2505.0	4117.0
390872	0.0	0.0
390874	1.0	3.0
654835	0.0	0.0
400759	523.0	644.0
400757	143.0	1.0
125997	0.0	0.0
389874	0.0	1.0
389873	0.0	2.0
400752	56.0	66.0
137994	159.0	102.0
642843	1.0	1.0
91768	4402.0	557.0
64151	112.0	915.0
64150	236.0	51.0
64168	1319.0	243.0
64167	6163.0	762.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	2267.0	2052.0
400746	1075.0	75.0
400745	9.0	214.0
389866	3.0	5.0
150962	611.0	754.0
64175	1947.0	4777.0
162968	95.0	73.0
64174	1056.0	61.0
162966	453.0	371.0
162967	1064.0	475.0
162962	412.0	165.0
162963	239.0	75.0
125981	7.0	0.0
149992	1.0	0.0
390856	0.0	0.0
390858	5.0	13.0
27187	0.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	484.0	349.0
149986	2444.0	4088.0
147323	4.0	12.0
326293	3.0	1.0
100313839	0.0	0.0
389898	0.0	1.0
100313837	0.0	0.0
326295	0.0	1.0
27189	1.0	0.0
100313838	0.0	0.0
326294	0.0	2.0
125972	3.0	7.0
642864	0.0	0.0
100313835	0.0	0.0
326296	1.0	0.0
326298	0.0	1.0
375260	255.0	128.0
27183	3608.0	3531.0
64170	475.0	93.0
642869	2.0	1.0
27180	662.0	94.0
27181	223.0	76.0
64172	395.0	472.0
100313830	0.0	0.0
375248	127.0	100.0
91782	3251.0	1186.0
27197	28.0	20.0
147339	1805.0	2384.0
27198	263.0	4.0
27195	0.0	0.0
125965	4.0	74.0
27196	0.0	0.0
125963	2.0	0.0
125962	0.0	0.0
27199	31.0	379.0
400720	613.0	184.0
149998	0.0	1.0
389884	1.0	3.0
326286	0.0	0.0
27190	9.0	5.0
64180	54.0	379.0
27193	0.0	0.0
100313842	0.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	17.0	11.0
64184	0.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	11.0	47.0
387264	3.0	0.0
387263	1689.0	1457.0
206412	21.0	9.0
27164	0.0	2.0
27165	42.0	262.0
27163	2254.0	864.0
400799	1.0	0.0
400798	14.0	33.0
27166	2130.0	4862.0
400797	1.0	0.0
326272	0.0	0.0
326275	1.0	2.0
326277	0.0	0.0
326279	5.0	3.0
27160	0.0	6.0
27161	3719.0	12153.0
326278	4.0	4.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	1.0	0.0
387254	0.0	0.0
400793	640.0	518.0
150928	125.0	96.0
27175	1162.0	1634.0
149934	0.0	0.0
27173	9497.0	16108.0
150921	41.0	2.0
27179	0.0	0.0
27177	0.0	0.0
27178	5.0	1.0
341883	19.0	32.0
341880	2.0	0.0
27170	0.0	0.0
326269	0.0	0.0
137964	4624.0	1495.0
390892	0.0	0.0
375298	1522.0	461.0
149951	3052.0	5501.0
27148	1015.0	740.0
390895	0.0	0.0
206426	0.0	1.0
27143	5163.0	540.0
27141	88.0	69.0
27146	27.0	120.0
106029310	0.0	0.0
27147	2319.0	609.0
27145	2549.0	401.0
123355	845.0	1133.0
137970	18.0	0.0
375287	1501.0	406.0
387276	0.0	0.0
27159	689.0	4.0
387273	5.0	0.0
150947	0.0	0.0
150946	283.0	4347.0
27153	1288.0	4597.0
27154	3201.0	2417.0
400769	1.0	0.0
27151	5917.0	410.0
27152	770.0	706.0
123346	1.0	6.0
27158	732.0	707.0
400765	1.0	30.0
100293516	405.0	312.0
387266	0.0	0.0
27156	223.0	101.0
149954	4.0	5.0
387267	0.0	0.0
375295	90.0	466.0
100313886	0.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	5.0	19.0
160365	75.0	14.0
160364	958.0	65.0
102724316	1026.0	853.0
54754	2.0	9.0
54753	1291.0	6173.0
54752	5.0	12.0
54751	6247.0	5915.0
54758	1498.0	1069.0
54757	2626.0	688.0
54756	533.0	1011.0
101928290	54.0	197.0
6401	76.0	1.0
6400	12232.0	9219.0
102724307	1.0	1.0
54760	154.0	269.0
54765	9174.0	4335.0
54764	1493.0	1265.0
54763	1.0	0.0
54762	861.0	233.0
54769	32.0	98.0
54768	1329.0	65.0
54766	26.0	11.0
159371	630.0	1681.0
100421700	1.0	0.0
100421701	3.0	0.0
100421702	2.0	2.0
100421704	11.0	26.0
100421705	1.0	0.0
100421706	0.0	0.0
100421707	1.0	0.0
100421708	0.0	2.0
100421709	0.0	0.0
54776	5504.0	1809.0
91703	67.0	125.0
6403	3475.0	13.0
6402	2070.0	254.0
6405	3550.0	6780.0
54778	2361.0	1549.0
6404	7454.0	595.0
54777	615.0	9.0
6407	0.0	0.0
6406	0.0	0.0
64100	0.0	0.0
64102	0.0	0.0
6421	10599.0	13330.0
100421710	0.0	0.0
64101	1441.0	68.0
6423	5659.0	12388.0
6422	1623.0	475.0
64106	206.0	16.0
64105	127.0	349.0
64108	678.0	893.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	1.0
64109	33.0	3.0
54780	1496.0	1540.0
54785	668.0	465.0
54784	656.0	1418.0
6414	23431.0	97805.0
6416	2140.0	2317.0
54788	4773.0	3694.0
6415	15680.0	4233.0
6418	15498.0	20016.0
6419	928.0	537.0
6430	11402.0	5865.0
64111	0.0	0.0
162989	1931.0	1738.0
64110	2693.0	19927.0
6432	5595.0	4919.0
6431	8036.0	7434.0
64112	3127.0	1364.0
64115	9642.0	2767.0
6434	6188.0	15631.0
101928243	27.0	260.0
6433	2408.0	1841.0
64114	20542.0	26698.0
101928244	1.0	0.0
100421724	28.0	3.0
64116	29591.0	1955.0
64118	3321.0	6109.0
101928248	9.0	7.0
100421728	0.0	1.0
54790	2134.0	1449.0
100421729	2.0	0.0
104548973	1.0	0.0
104548972	1.0	0.0
54793	1892.0	1118.0
400713	395.0	199.0
104548971	11.0	5.0
104548970	0.0	0.0
54798	125.0	40.0
255411	15.0	0.0
54797	936.0	650.0
54796	1146.0	892.0
54795	2998.0	865.0
6425	219.0	7.0
6424	4066.0	693.0
150992	0.0	0.0
6427	6261.0	7250.0
54799	1218.0	1458.0
6426	7548.0	6870.0
6429	6275.0	3981.0
6428	12908.0	12968.0
162979	104.0	167.0
6441	57824.0	84.0
64122	1222.0	2329.0
64121	1671.0	2262.0
6440	1369676.0	53.0
100421731	0.0	0.0
6443	3862.0	10096.0
101928256	0.0	0.0
6442	1443.0	65.0
64123	3267.0	396.0
100421733	0.0	0.0
6445	417.0	25.0
100421734	0.0	1.0
6444	1772.0	517.0
160313	0.0	2.0
100421736	0.0	0.0
64127	485.0	242.0
162972	388.0	327.0
64129	5957.0	14624.0
255426	5.0	2.0
642818	0.0	0.0
642819	273.0	231.0
400709	347.0	17.0
6439	787511.0	99.0
642812	0.0	0.0
64131	1645.0	775.0
654817	403.0	82.0
6450	302.0	166.0
91750	776.0	551.0
64130	215.0	144.0
