id	a75a9fcd-cc1d-4ef6-a213-dd468217ad5b	a092dfa4-5455-4c0d-9eb5-f3363fd680e8
116729	2.0	1.0
728477	8.0	1.0
3680	2457.0	816.0
3681	54.0	12.0
100128733	0.0	0.0
100873354	0.0	0.0
3682	1597.0	976.0
100873353	0.0	0.0
3683	6525.0	663.0
100873352	6.0	0.0
128710	373.0	664.0
3684	4063.0	1556.0
100873351	0.0	0.0
285512	96.0	5.0
1022	880.0	1557.0
285513	2586.0	679.0
1021	2563.0	14187.0
1020	430.0	630.0
440299	0.0	0.0
1019	2042.0	7470.0
128709	0.0	0.0
1018	7.0	2.0
1017	1288.0	2816.0
1016	0.0	128.0
1015	5.0	17.0
1014	21.0	8.0
1013	57.0	16.0
1012	3041.0	2175.0
116730	3.0	29.0
3674	235.0	45.0
100873358	0.0	0.0
3675	23009.0	19300.0
100873357	0.0	0.0
3676	1882.0	829.0
100128731	3905.0	7758.0
100873356	0.0	0.0
3678	7416.0	20162.0
3679	362.0	255.0
100873359	0.0	0.0
728464	48.0	51.0
728463	9.0	16.0
100128725	0.0	3.0
3690	196.0	267.0
3691	2960.0	45684.0
100873343	1.0	0.0
3692	3533.0	18105.0
3693	5436.0	9539.0
285521	957.0	1016.0
100873342	0.0	0.0
3694	10276.0	7063.0
100873341	0.0	0.0
3695	559.0	283.0
100873340	0.0	0.0
100128723	1.0	0.0
1033	60.0	1863.0
1032	493.0	544.0
285525	1.0	0.0
1031	456.0	1762.0
285527	4743.0	5322.0
1030	3272.0	3599.0
728468	0.0	0.0
440288	109.0	122.0
1029	53.0	3001.0
440295	90.0	44.0
1028	1736.0	284.0
1027	5157.0	3350.0
1026	5152.0	18150.0
1025	2899.0	2817.0
1024	546.0	1449.0
3685	7483.0	21653.0
100873347	0.0	0.0
100873346	0.0	0.0
3687	3572.0	1183.0
100873345	0.0	1.0
3688	22498.0	47140.0
100873344	0.0	0.0
3689	13341.0	4557.0
100873349	1.0	0.0
100873348	0.0	0.0
100873372	0.0	0.0
100873371	2.0	0.0
100873370	0.0	0.0
728498	2.0	0.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	36.0	29.0
100873375	0.0	0.0
100128710	1.0	0.0
285533	206.0	101.0
100873374	0.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	1.0
1044	5.0	368.0
1043	9799.0	686.0
1041	0.0	69.0
1040	2226.0	2059.0
1039	1899.0	1818.0
1038	5.0	4.0
1036	760.0	75.0
3696	746.0	3071.0
3697	2.0	0.0
100873379	0.0	0.0
3698	112.0	0.0
100873378	1.0	0.0
3699	267.0	28.0
100873377	0.0	0.0
728486	80.0	8.0
100873361	0.0	0.0
105373869	4.0	235.0
100873360	0.0	0.0
285540	156.0	62.0
100128705	3.0	0.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	1.0	0.0
100873362	0.0	0.0
100128701	1.0	5.0
1054	2328.0	5126.0
285547	0.0	1.0
1053	10.0	3.0
285548	0.0	72.0
1052	4558.0	2167.0
1051	3764.0	5441.0
728489	3.0	2.0
1050	1543.0	455.0
100128707	1.0	0.0
1048	1403.0	3299.0
1047	72.0	485.0
1046	0.0	0.0
1045	0.0	26.0
100873369	4.0	0.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	1.0	0.0
1066	13695.0	493.0
1063	263.0	8779.0
1062	128.0	1609.0
1061	4.0	4.0
1060	1527.0	1072.0
440253	80.0	62.0
1059	3102.0	3027.0
1058	18.0	1590.0
1057	0.0	1.0
85379	4833.0	3354.0
114112	650.0	1679.0
1056	9.0	46.0
85377	1765.0	4677.0
85378	1516.0	479.0
128745	0.0	0.0
85376	12.0	12.0
440248	382.0	82.0
1075	25986.0	36712.0
1074	11.0	6.0
1073	4208.0	1126.0
1072	32695.0	66876.0
1071	274.0	71.0
440243	0.0	1.0
1070	830.0	564.0
1069	2404.0	4174.0
1068	0.0	0.0
85369	1854.0	1584.0
85366	8.0	12.0
85364	1008.0	761.0
85365	2081.0	2929.0
85363	2024.0	909.0
85360	832.0	905.0
1080	2662.0	208.0
85391	3.0	2.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	7.0	0.0
153733	637.0	264.0
1087	6.0	216.0
1086	0.0	0.0
440279	2.0	1.0
1085	1.0	0.0
1084	67.0	34.0
440278	67.0	130.0
1082	0.0	0.0
403294	0.0	0.0
440275	4217.0	3955.0
1081	0.0	3.0
85397	4.0	14.0
85395	168.0	451.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	4.0
1097	0.0	1.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	1.0	0.0
1092	3.0	0.0
440270	719.0	28.0
1089	51.0	14.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	22.0	3.0
285598	330.0	885.0
126133	866.0	1299.0
128790	0.0	0.0
126129	131.0	269.0
126123	1.0	2.0
442862	0.0	0.0
126119	437.0	733.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	16.0	0.0
442896	0.0	0.0
114132	221.0	3.0
442897	0.0	0.0
442898	0.0	0.0
114134	1164.0	1064.0
442899	0.0	0.0
100128790	0.0	0.0
128760	3.0	1.0
100128788	8.0	19.0
100128787	0.0	0.0
440225	0.0	0.0
440224	0.0	4.0
442890	0.0	0.0
442891	0.0	0.0
442892	1.0	0.0
128756	0.0	0.0
100128782	181.0	189.0
100128781	1.0	4.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	1.0	4.0
403234	0.0	0.0
403235	1.0	0.0
403236	0.0	0.0
63982	130.0	4.0
102466616	0.0	0.0
126052	0.0	2.0
151009	39.0	112.0
403227	0.0	0.0
403228	0.0	0.0
138046	1.0	61.0
645558	0.0	0.0
403229	0.0	1.0
645573	1.0	0.0
645572	0.0	0.0
645571	1.0	1.0
403223	1.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	764.0	2537.0
107131122	0.0	1.0
138050	5410.0	15155.0
403219	0.0	0.0
151011	8184.0	7107.0
645587	0.0	0.0
165679	12.0	161.0
126037	14.0	14.0
114049	2352.0	4953.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	1.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	2292.0	402.0
100033821	0.0	1.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1934.0	2658.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	161.0	203.0
100033820	0.0	0.0
106481480	1.0	0.0
106481481	0.0	0.0
138065	6.0	143.0
645598	2.0	0.0
163007	5.0	2.0
114038	1.0	5.0
645591	17.0	0.0
106481495	1.0	0.0
114041	2.0	2.0
106481496	0.0	0.0
114042	1.0	0.0
106481493	0.0	0.0
114043	21.0	45.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	101.0	151.0
126017	343.0	663.0
106481497	3.0	0.0
106481498	0.0	0.0
85303	0.0	0.0
85300	0.0	0.0
85301	687.0	993.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	1.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1280.0	994.0
106481459	0.0	0.0
26994	8194.0	7555.0
106481457	1.0	0.0
26995	1036.0	1602.0
106481458	0.0	0.0
403271	1.0	0.0
26998	1.0	147.0
403272	0.0	0.0
102466659	0.0	0.0
26999	4414.0	519.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	3.0	1.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1187.0	1506.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	8.0	1.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	41.0	16.0
106481472	0.0	0.0
106481477	1.0	0.0
106481478	0.0	0.0
106481475	0.0	1.0
106481476	0.0	0.0
85320	8.0	28.0
106481470	1.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	664.0	1639.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	1.0	3.0
106481437	0.0	0.0
26974	90.0	113.0
153657	31.0	29.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	841.0	11642.0
165631	296.0	43.0
106481436	0.0	0.0
26978	17.0	15.0
126075	466.0	182.0
106481439	0.0	0.0
403250	0.0	0.0
126074	142.0	162.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	814.0	1346.0
106481444	4.0	0.0
106481445	0.0	1.0
106481442	0.0	0.0
106481443	0.0	1.0
85358	2174.0	635.0
85354	0.0	0.0
85352	32.0	252.0
403241	1.0	0.0
344462	0.0	0.0
403244	0.0	0.0
403245	0.0	0.0
153642	607.0	664.0
153643	154.0	3.0
403247	0.0	0.0
403248	0.0	0.0
26985	2840.0	4254.0
106481448	0.0	0.0
26986	42005.0	162945.0
126069	91.0	67.0
106481449	0.0	0.0
126068	464.0	147.0
106481446	0.0	0.0
26983	0.0	0.0
26984	797.0	1338.0
106481447	0.0	0.0
106481451	0.0	1.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	18.0	226.0
106481455	1.0	0.0
85349	33.0	8.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	1.0	0.0
85347	0.0	0.0
26980	3.0	5.0
106481454	0.0	0.0
403238	0.0	0.0
85344	3.0	1.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	0.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	2.0	0.0
100873392	4.0	2.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	1.0	0.0
106481413	0.0	0.0
106481414	2.0	0.0
63901	2634.0	3382.0
100873390	0.0	0.0
728556	43.0	199.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	88.0	156.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	386.0	521.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	176.0	83.0
100873384	0.0	0.0
285601	16.0	55.0
106481426	0.0	0.0
106481427	1.0	0.0
222005	0.0	8.0
63910	145.0	545.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	513.0	504.0
222008	1.0	1.0
106481428	0.0	1.0
106481429	0.0	0.0
63905	2129.0	6174.0
63904	0.0	0.0
106481430	0.0	0.0
163071	53.0	175.0
63906	539.0	1092.0
106481433	0.0	0.0
63908	727.0	293.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	2.0
285613	34.0	129.0
63920	262.0	239.0
63923	58.0	45.0
63922	102.0	643.0
728577	47.0	58.0
63925	1274.0	1587.0
63924	2.0	2.0
63916	3433.0	3824.0
63917	3118.0	2366.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	3.0	3.0
728564	5.0	19.0
285622	1.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1443.0	1769.0
106481402	0.0	0.0
63931	1448.0	1637.0
106481403	0.0	0.0
63934	154.0	505.0
728567	2.0	1.0
106481408	0.0	0.0
163088	2.0	2.0
63933	2852.0	2632.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3578.0	3481.0
163087	728.0	438.0
728568	278.0	540.0
106481407	11.0	9.0
3704	966.0	1061.0
3705	4514.0	2693.0
63926	417.0	1302.0
3706	7.0	69.0
63929	807.0	1021.0
3707	3817.0	2086.0
63928	5.0	641.0
3708	4464.0	2210.0
106481411	0.0	1.0
3709	3257.0	2684.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	17.0	2.0
3702	1248.0	229.0
3703	6536.0	25072.0
645506	0.0	0.0
151050	1590.0	564.0
645520	0.0	0.0
63941	1515.0	385.0
63940	3255.0	775.0
63943	209.0	787.0
728517	0.0	0.0
163033	311.0	250.0
258010	1959.0	971.0
63947	0.0	0.0
63946	0.0	0.0
728513	0.0	0.0
100033803	0.0	0.0
3716	14609.0	10952.0
100033804	0.0	0.0
3717	2367.0	1105.0
100033805	0.0	0.0
3718	1037.0	914.0
63939	1074.0	2274.0
100033806	0.0	0.0
100190799	5.0	10.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	110.0	53.0
3710	9456.0	12768.0
3712	3610.0	2334.0
3713	11.0	6329.0
3714	934.0	4914.0
63950	1.0	246.0
728505	0.0	3.0
63951	279.0	50.0
100033807	0.0	0.0
728501	28.0	7.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	4321.0	9528.0
100033814	0.0	0.0
3727	9595.0	3723.0
63948	0.0	0.0
100033815	0.0	0.0
222052	1.0	1.0
3728	14124.0	106779.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1270.0	3734.0
151056	198.0	165.0
3725	13590.0	9506.0
645528	3.0	1.0
728532	52.0	60.0
163059	281.0	154.0
728538	1.0	6.0
728537	102.0	16.0
63967	54.0	809.0
3737	8.0	7.0
3738	491.0	47.0
3739	520.0	1.0
645538	0.0	0.0
3730	10813.0	2509.0
3732	4076.0	5767.0
3734	29.0	2.0
3735	5791.0	13606.0
3736	7.0	9.0
63970	5.0	1640.0
3750	144.0	184.0
63971	5589.0	5178.0
63974	0.0	0.0
163049	1894.0	1487.0
63973	0.0	9.0
63976	1247.0	77.0
222068	5839.0	3713.0
63978	0.0	0.0
63977	356.0	528.0
63979	286.0	1245.0
728524	0.0	0.0
3748	362.0	836.0
163051	29.0	10.0
3749	480.0	277.0
163050	61.0	49.0
3741	77.0	10.0
645548	3.0	30.0
3743	1.0	9.0
3744	5.0	1.0
3745	28.0	46.0
3746	0.0	8.0
3747	0.0	1.0
285671	756.0	251.0
285672	2365.0	1670.0
100873431	0.0	0.0
100873430	1.0	1.0
3760	19.0	7.0
285676	51.0	24.0
3761	0.0	1.0
100128657	0.0	0.0
285679	1.0	8.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	373.0	1152.0
283008	8.0	1.0
3751	18.0	436.0
100873435	0.0	0.0
3752	353.0	275.0
100873434	0.0	0.0
3753	51.0	10.0
100873433	0.0	0.0
3754	7.0	16.0
100873432	0.0	0.0
3755	12.0	1047.0
100873439	0.0	0.0
3756	2.0	70.0
100873438	0.0	0.0
3757	250.0	41.0
100873437	0.0	0.0
3758	12.0	17.0
100873436	0.0	0.0
100873420	2.0	3.0
3770	32.0	58.0
3772	9019.0	3660.0
100861458	0.0	0.0
100861453	29.0	7.0
100861455	0.0	0.0
1107	6367.0	4908.0
1106	5540.0	3999.0
1105	2376.0	2049.0
1104	644.0	3160.0
100873429	0.0	0.0
1103	0.0	11.0
1102	1139.0	1594.0
1101	25.0	7.0
3762	1287.0	149.0
100873424	0.0	0.0
3763	11.0	54.0
100128640	91.0	68.0
100873423	0.0	0.0
3764	1412.0	726.0
100873422	0.0	0.0
3765	1.0	0.0
100873421	1.0	4.0
3766	19.0	4.0
100873428	0.0	0.0
3767	96.0	10.0
100873427	0.0	0.0
3768	110.0	136.0
1109	4.0	4.0
100873426	2.0	1.0
1108	11304.0	21203.0
3769	3.0	3.0
100873425	0.0	0.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	8.0	10.0
100873453	0.0	0.0
3781	142.0	45.0
100873452	0.0	0.0
3782	690.0	536.0
100873451	0.0	0.0
3783	186.0	160.0
100873450	0.0	0.0
1121	1741.0	1975.0
100861468	0.0	0.0
1120	146.0	32.0
100861469	0.0	0.0
1118	2337.0	523.0
1117	2199.0	1031.0
1116	1918.0	2473.0
1114	11.0	46.0
1113	1.0	0.0
1112	7110.0	8089.0
1111	152.0	3080.0
3773	63.0	10.0
100873457	0.0	1.0
100873456	0.0	0.0
3775	672.0	1996.0
100873455	0.0	0.0
3776	5.0	28.0
100873454	0.0	0.0
3777	2291.0	43.0
3778	1025.0	422.0
3779	243.0	203.0
100873459	0.0	0.0
1119	1702.0	1773.0
100128627	0.0	0.0
100128626	0.0	0.0
3790	3827.0	2863.0
100128628	10.0	3.0
3791	8404.0	2596.0
100873442	0.0	0.0
3792	13.0	4.0
100873441	1.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	11.0	17.0
1131	406.0	615.0
1130	2801.0	1657.0
100861476	0.0	0.0
1129	156.0	0.0
1128	251.0	3.0
1124	509.0	106.0
1123	1350.0	1092.0
1122	1053.0	1800.0
100861470	0.0	0.0
3784	2220.0	374.0
100873446	1.0	0.0
3785	0.0	3.0
100873445	0.0	0.0
3786	301.0	156.0
100873444	0.0	0.0
3787	105.0	541.0
100873443	0.0	0.0
3788	5.0	14.0
100873449	2.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	66.0	38.0
100128618	1.0	2.0
728597	9.0	0.0
100128617	3.0	11.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	5.0	129.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	0.0	159.0
285634	3.0	6.0
1142	0.0	0.0
1141	2.0	8.0
285636	1924.0	9038.0
1140	388.0	259.0
728599	1.0	1.0
1139	2.0	149.0
1138	24.0	238.0
1137	10.0	2.0
100861485	0.0	0.0
1136	40.0	30.0
1135	18.0	1.0
1134	72.0	17.0
1133	8.0	3.0
3795	239.0	240.0
100873479	10.0	19.0
3796	1121.0	3158.0
100873478	0.0	0.0
3797	461.0	807.0
100873477	1.0	0.0
3798	6.0	45.0
100873476	0.0	0.0
3799	13153.0	17918.0
100873460	0.0	0.0
728586	13.0	26.0
285641	0.0	1.0
100873464	1.0	1.0
100873463	0.0	0.0
100873462	0.0	1.0
285643	0.0	8.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	2699.0	528.0
1153	11321.0	6019.0
1152	4429.0	3241.0
285647	11.0	28.0
728589	9.0	15.0
728588	0.0	0.0
1149	2.0	11.0
1147	1874.0	3389.0
1146	0.0	3.0
1145	24.0	42.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	452.0	3298.0
1163	443.0	3438.0
285659	0.0	0.0
1161	369.0	583.0
1160	80.0	17.0
1159	11.0	234.0
1158	2.0	30.0
1157	0.0	0.0
1155	1917.0	2540.0
550643	1462.0	1851.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2035.0	3586.0
1175	2252.0	7374.0
285668	13.0	0.0
1174	922.0	2203.0
1173	14349.0	48780.0
550631	94.0	65.0
100873489	0.0	0.0
283014	9.0	10.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	14.0	0.0
1186	2173.0	3397.0
1185	1686.0	1323.0
1184	967.0	1919.0
1183	1223.0	1386.0
1182	4303.0	9013.0
1181	164.0	405.0
440375	32.0	36.0
1180	6.0	26.0
1179	0.0	0.0
1178	3.0	24.0
283089	32.0	2.0
85495	0.0	0.0
85480	123.0	533.0
283080	0.0	3.0
1198	2193.0	1201.0
1197	2.0	5.0
1196	1422.0	1256.0
1195	4709.0	2178.0
440366	0.0	0.0
1193	4062.0	1924.0
1192	15520.0	26835.0
1191	23677.0	5741.0
1188	99.0	13.0
283078	83.0	150.0
85486	1.0	4.0
128615	0.0	0.0
85481	1.0	0.0
128611	308.0	42.0
440396	42.0	41.0
128609	0.0	0.0
128602	395.0	0.0
440387	1.0	0.0
128674	0.0	0.0
128676	0.0	0.0
114026	0.0	1.0
100861402	2.0	2.0
126014	1981.0	195.0
440335	427.0	31.0
100128690	0.0	0.0
114034	520.0	621.0
126006	10.0	7.0
114036	49.0	19.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	26.0	20.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	1.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	1.0	1.0
100128678	0.0	1.0
100861429	0.0	0.0
128653	0.0	2.0
200728	145.0	292.0
440356	2.0	31.0
440354	62.0	22.0
440352	2.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	24.0	2.0
100873412	2.0	0.0
100873411	0.0	0.0
100128675	13.0	30.0
100873410	0.0	0.0
100873417	4.0	5.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	134.0	31.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	74.0	29.0
200734	3891.0	3069.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	0.0	1.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	21.0	13.0
100873402	0.0	0.0
100873401	1.0	0.0
100873400	3.0	0.0
100128665	0.0	0.0
128637	3998.0	2401.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	5.0	2.0
165530	27.0	1.0
85409	793.0	333.0
106481385	1.0	0.0
106481386	1.0	0.0
85416	0.0	522.0
106481383	1.0	1.0
85417	63.0	24.0
106481384	0.0	0.0
103106903	1.0	0.0
85414	353.0	473.0
106481389	0.0	0.0
85415	844.0	1086.0
106481387	0.0	0.0
85413	3.0	29.0
106481388	5.0	0.0
645436	2.0	2.0
106481381	0.0	0.0
106481382	0.0	0.0
10	7.0	5.0
106481380	0.0	0.0
11	0.0	0.0
403341	1050.0	850.0
12	24.0	9.0
13	1809.0	54.0
14	3558.0	4595.0
15	4.0	5.0
16	5408.0	13086.0
645455	25.0	5.0
18	837.0	879.0
19	6643.0	9442.0
128580	6.0	10.0
85407	1287.0	229.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1042.0	1813.0
106481395	0.0	0.0
85403	1632.0	2597.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	1719.0	1307.0
106481390	0.0	0.0
21	35963.0	186.0
106481391	0.0	0.0
22	1104.0	1431.0
153571	678.0	266.0
153572	3439.0	728.0
23	3746.0	20786.0
24	43.0	45.0
25	4406.0	4839.0
26	49.0	35.0
27	1910.0	3162.0
28	1446.0	282.0
29	6298.0	3184.0
153579	4012.0	34.0
728615	0.0	0.0
728614	0.0	0.0
200765	167.0	152.0
106481358	0.0	1.0
106481359	0.0	0.0
728611	16.0	10.0
102466518	0.0	1.0
102466516	4.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	1.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	714.0	3652.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	1754.0	4053.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	204.0	36.0
106481366	0.0	0.0
30	2072.0	928.0
106481360	0.0	0.0
31	5248.0	8828.0
32	1878.0	214.0
33	1677.0	42.0
34	2852.0	1504.0
35	1064.0	635.0
153562	2172.0	1872.0
36	3318.0	1259.0
37	8419.0	4008.0
38	4165.0	2921.0
440307	4.0	9.0
39	1253.0	4696.0
165545	6.0	258.0
106481369	0.0	0.0
728606	2.0	0.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	1.0
403315	0.0	0.0
40	7.0	5.0
106481370	0.0	0.0
41	36.0	244.0
106481371	0.0	0.0
43	109.0	31.0
645486	0.0	1.0
47	7454.0	17326.0
48	5016.0	4868.0
49	13.0	4.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	2.0	2.0
106481340	0.0	0.0
85458	2841.0	1437.0
