id	652ecf99-1af9-41fc-b0a5-d3e5c07a7b5d	9813b5d6-2309-4e67-85c0-1fae01d9672d
8600	9.0	123.0
8601	10.0	313.0
723790	1.0	0.0
338661	0.0	0.0
338662	0.0	0.0
338657	1868.0	980.0
56963	251.0	1448.0
56964	121.0	37.0
56965	3486.0	3416.0
56961	15.0	5.0
56967	3436.0	1121.0
56969	8.0	1.0
8611	3383.0	1441.0
8612	1392.0	2874.0
81926	2578.0	2584.0
145173	1176.0	966.0
81928	548.0	923.0
338651	16.0	4.0
81929	5091.0	3103.0
338653	3.0	0.0
81930	252.0	510.0
56975	2772.0	5408.0
81931	144.0	116.0
81932	851.0	1478.0
56970	4669.0	5817.0
56971	966.0	271.0
8604	1096.0	1311.0
8605	1277.0	927.0
8602	3140.0	3292.0
8603	2297.0	2000.0
8608	21.0	37.0
56977	409.0	702.0
8609	3032.0	1732.0
56978	215.0	156.0
56979	0.0	1.0
8607	2536.0	5239.0
8622	1101.0	192.0
8623	2662.0	2199.0
8620	0.0	0.0
8621	2557.0	2887.0
338645	22.0	150.0
56984	3595.0	2523.0
56985	500.0	427.0
56986	1234.0	728.0
338637	1.0	0.0
56987	3270.0	3097.0
102724742	0.0	0.0
56980	518.0	631.0
56981	1648.0	895.0
56983	1105.0	1372.0
8615	6581.0	5824.0
54329	343.0	187.0
54328	158.0	235.0
8613	17675.0	6128.0
8614	2327.0	1627.0
8618	55.0	29.0
8630	5880.0	463.0
8633	466.0	912.0
8634	1852.0	1778.0
8631	464.0	773.0
8632	630.0	284.0
56990	9090.0	5070.0
169166	2.0	42.0
554175	2.0	2.0
54332	466.0	592.0
56995	1503.0	2779.0
255877	3913.0	584.0
664616	0.0	0.0
56996	3064.0	4142.0
54331	1917.0	1068.0
56997	2150.0	3011.0
664614	0.0	0.0
56998	6186.0	2426.0
664613	0.0	0.0
664612	0.0	0.0
56992	47.0	687.0
56993	5567.0	5263.0
56994	5540.0	2073.0
8626	217.0	31821.0
8624	1843.0	1217.0
8625	1928.0	2653.0
56999	3386.0	580.0
664617	0.0	0.0
8629	330.0	749.0
8641	82.0	41.0
8644	2510.0	18546.0
8645	2380.0	560.0
8642	2511.0	2842.0
8643	81.0	217.0
652624	5.0	3.0
196743	273.0	453.0
54346	0.0	8.0
54345	316.0	312.0
54344	1822.0	760.0
8637	440.0	210.0
8638	5625.0	806.0
8635	2809.0	4079.0
8636	3496.0	2802.0
8639	20310.0	6821.0
196740	1442.0	1359.0
8651	1247.0	668.0
8650	11117.0	4642.0
8655	10743.0	5838.0
101928685	0.0	2.0
8653	10197.0	2575.0
8654	2663.0	1499.0
101928684	0.0	1.0
101928689	4.0	10.0
101928687	1.0	17.0
8648	5452.0	5761.0
8649	4582.0	1515.0
8646	362.0	1293.0
8647	2.0	1.0
8662	9414.0	19410.0
8663	302.0	411.0
6001	1867.0	1876.0
8660	2817.0	5604.0
8661	14954.0	16480.0
6000	3.0	2.0
6003	210.0	85.0
8666	8605.0	8351.0
8667	14115.0	12062.0
6002	2355.0	2493.0
8664	12087.0	16463.0
6005	4.0	0.0
6004	9062.0	8827.0
8665	10455.0	10526.0
101928698	10.0	1.0
8659	525.0	1140.0
8658	2048.0	2503.0
8673	22368.0	6968.0
6010	1.0	2.0
8674	2260.0	1625.0
8671	2537.0	344.0
8672	2556.0	4064.0
6011	12.0	4.0
8677	3177.0	2906.0
6014	1.0	0.0
6013	2.0	10.0
8678	4134.0	4418.0
8675	3665.0	4156.0
6016	5093.0	6676.0
8676	6603.0	1123.0
6015	4681.0	2883.0
253260	2431.0	2009.0
338707	45.0	774.0
6007	67.0	69.0
6006	36.0	26.0
8668	15972.0	10623.0
6009	9187.0	3973.0
8669	4777.0	3588.0
6008	5.0	3.0
8685	34210.0	1504.0
8682	26380.0	15029.0
6023	0.0	0.0
8683	5224.0	5602.0
8688	0.0	0.0
8689	4.0	18.0
8686	0.0	0.0
8687	0.0	0.0
253272	4.0	5.0
8681	220.0	387.0
253264	178.0	18.0
6018	3901.0	1642.0
6017	2.0	3.0
6019	13.0	28.0
6031	23.0	19.0
6034	24.0	4.0
8693	42.0	36.0
8694	2779.0	2521.0
6033	0.0	0.0
6036	144.0	27.0
6035	67109.0	30265.0
8697	1570.0	1876.0
6038	280.0	107.0
8698	2142.0	358.0
6037	8.0	3.0
101928646	0.0	4.0
554234	0.0	0.0
8692	17872.0	3671.0
6030	29.0	21.0
8690	328.0	670.0
554225	5.0	22.0
554226	0.0	0.0
6029	0.0	0.0
170082	128.0	164.0
6043	0.0	0.0
6045	2005.0	1814.0
6044	0.0	0.0
6047	4439.0	4229.0
6046	24323.0	17960.0
6049	3600.0	2838.0
100421217	0.0	0.0
6048	3688.0	2207.0
100421219	0.0	0.0
101928656	5.0	3.0
6041	810.0	961.0
554213	0.0	0.0
554214	0.0	0.0
56904	5804.0	3694.0
56905	5222.0	5341.0
6039	1926.0	2166.0
56906	94.0	94.0
56907	3342.0	1656.0
56900	6181.0	3227.0
56901	2787.0	4477.0
56902	4161.0	2465.0
56903	0.0	0.0
100421222	0.0	0.0
375612	629.0	41.0
375611	53.0	43.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	5452.0	3677.0
554210	1.0	6.0
100528062	148.0	134.0
554212	0.0	0.0
6050	19400.0	13922.0
100528064	0.0	1.0
375616	64.0	264.0
6051	5818.0	6660.0
56910	16461.0	13820.0
554202	2.0	15.0
554203	852.0	1621.0
56915	629.0	1232.0
56916	1364.0	1370.0
56917	188.0	750.0
56918	0.0	0.0
56911	636.0	240.0
56912	2173.0	1007.0
56913	2437.0	1557.0
100421220	0.0	0.0
56914	0.0	1.0
375601	0.0	2.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1094.0	2077.0
6069	0.0	0.0
375607	0.0	1.0
554201	1.0	0.0
6060	0.0	0.0
56920	3116.0	495.0
56926	4550.0	7037.0
56927	6636.0	3891.0
56928	1974.0	3341.0
56929	7298.0	2052.0
56922	3112.0	2931.0
56923	50.0	11.0
56924	28.0	48.0
56925	1494.0	1175.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	0.0	1.0
6075	0.0	0.0
6078	3.0	0.0
6079	2.0	2.0
101928601	0.0	5.0
6070	0.0	2.0
91252	3794.0	4233.0
6071	1.0	1.0
6074	0.0	0.0
101928603	37.0	0.0
101928604	0.0	0.0
101928607	6.0	100.0
387612	0.0	0.0
147700	93.0	1057.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	3.0	1.0
123722	11.0	7.0
387601	2.0	1.0
123720	1185.0	1091.0
147710	12.0	2.0
147711	5.0	4.0
147719	2.0	0.0
6098	5960.0	1823.0
6097	1640.0	446.0
6092	1852.0	983.0
6091	1729.0	3912.0
6094	257.0	178.0
100528020	0.0	0.0
6093	5362.0	4676.0
100528021	1.0	3.0
6096	568.0	42.0
6095	2750.0	1429.0
91272	3754.0	1987.0
147727	1605.0	1791.0
387638	2.0	0.0
100528030	21.0	14.0
101928638	1.0	0.0
100528032	5.0	10.0
100421271	1.0	0.0
100506697	32.0	15.0
100506696	70.0	401.0
91298	1445.0	800.0
100528007	0.0	0.0
123775	183.0	60.0
91289	4460.0	6735.0
399656	1.0	1.0
100506686	386.0	253.0
100506685	3.0	2.0
100528016	1.0	2.0
100528017	6.0	5.0
100528018	1.0	3.0
100528019	0.0	5.0
100506681	6.0	3.0
91283	1883.0	1584.0
100506680	3.0	1.0
387646	7.0	29.0
387647	0.0	0.0
387644	23.0	19.0
387640	23.0	25.0
100421295	45.0	48.0
387680	4123.0	1705.0
375686	13.0	26.0
123745	175.0	257.0
100506898	8.0	12.0
100506897	1.0	2.0
390992	0.0	0.0
54471	3069.0	4211.0
54470	697.0	811.0
390996	0.0	4.0
390999	1.0	0.0
54475	693.0	1420.0
387338	2544.0	1347.0
54474	1.0	0.0
54472	5138.0	3403.0
389997	0.0	0.0
54478	41.0	413.0
54477	2152.0	3122.0
387332	0.0	1.0
54476	3048.0	5331.0
91404	5693.0	2179.0
91405	26.0	17.0
91408	4589.0	2173.0
91409	249.0	118.0
375346	376.0	224.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	60.0	101.0
389990	0.0	0.0
102724827	132.0	224.0
54482	488.0	458.0
102724820	773.0	43.0
100506881	110.0	138.0
54480	4674.0	6982.0
387328	0.0	0.0
387325	1.0	11.0
145497	7.0	4.0
400866	1.0	0.0
387323	0.0	1.0
387321	0.0	1.0
54487	1794.0	1860.0
387322	0.0	1.0
375350	1.0	0.0
723809	1520.0	102.0
338391	9.0	5.0
91433	191.0	875.0
338396	0.0	16.0
387363	0.0	0.0
387364	0.0	0.0
338398	1.0	5.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	2.0
387362	0.0	0.0
54492	1400.0	1074.0
54491	4745.0	1317.0
54490	0.0	2.0
54497	3436.0	2197.0
54496	1161.0	1441.0
448835	0.0	0.0
54495	2737.0	2805.0
448834	2.0	60.0
387359	0.0	0.0
387357	216.0	955.0
54499	6062.0	5427.0
121498	0.0	0.0
54498	739.0	1132.0
170463	2379.0	2476.0
157489	133.0	94.0
338382	3265.0	1967.0
390980	146.0	222.0
338388	0.0	0.0
448831	0.0	0.0
400841	6.0	2.0
91419	382.0	385.0
91452	2281.0	1836.0
338376	2.0	1.0
145447	99.0	31.0
100313532	1.0	0.0
91442	107.0	335.0
375387	848.0	1303.0
91445	3188.0	2383.0
107080554	0.0	0.0
133482	1.0	0.0
100506874	26.0	39.0
100506872	1.0	0.0
169436	70.0	42.0
170425	0.0	41.0
133491	5.0	1.0
91464	1.0	1.0
100506866	277.0	127.0
400892	1.0	2.0
400891	97.0	1.0
91461	1781.0	750.0
145483	404.0	291.0
145482	483.0	405.0
338339	1361.0	43.0
100506810	51.0	19.0
338328	3470.0	199.0
100506815	0.0	0.0
326337	0.0	0.0
326339	0.0	0.0
338321	5.0	5.0
338322	0.0	6.0
338323	29.0	15.0
338324	4.0	66.0
341965	1.0	4.0
326341	0.0	0.0
326340	2.0	1.0
326343	20.0	16.0
326342	267.0	205.0
54407	23608.0	12362.0
8710	59.0	157.0
100506834	46.0	24.0
8711	471.0	843.0
54413	136.0	180.0
8703	3677.0	3919.0
101410540	0.0	0.0
8704	1748.0	3789.0
101410541	0.0	2.0
8701	560.0	164.0
101410542	0.0	1.0
54414	2913.0	1120.0
8702	1557.0	5415.0
100506835	17.0	3.0
101410543	13.0	11.0
8707	75.0	76.0
101410544	5.0	7.0
8708	24.0	44.0
101410545	1.0	0.0
101410546	0.0	0.0
8705	1195.0	879.0
8706	2315.0	451.0
326315	0.0	5.0
326317	0.0	0.0
8721	11890.0	9824.0
8722	5595.0	3600.0
8720	8256.0	8239.0
101410537	1.0	4.0
101410538	3818.0	2382.0
341947	1.0	0.0
8714	2956.0	6306.0
8715	9.0	13.0
100506826	46.0	35.0
8712	0.0	1.0
8718	177.0	491.0
101410533	62.0	44.0
101410534	0.0	0.0
326325	0.0	1.0
101410535	61.0	47.0
8717	1365.0	1409.0
54429	18.0	19.0
101410536	0.0	0.0
326307	733.0	470.0
8732	1282.0	1253.0
8733	5272.0	6053.0
8731	2424.0	3436.0
54431	4364.0	5735.0
400836	0.0	0.0
170487	41.0	120.0
54435	84.0	30.0
54434	10834.0	5325.0
400831	111.0	14.0
54433	819.0	763.0
400830	0.0	0.0
54432	2213.0	2030.0
54439	1765.0	1281.0
8725	3790.0	4632.0
8726	1071.0	977.0
54438	1086.0	1187.0
54437	125.0	304.0
8723	3665.0	2839.0
326310	196.0	232.0
8724	14881.0	7053.0
54436	2695.0	2043.0
8729	4714.0	7919.0
100337589	0.0	0.0
170485	0.0	4.0
8727	8681.0	2576.0
8728	1956.0	2570.0
170482	23.0	3.0
8740	711.0	212.0
8743	9815.0	9684.0
8744	610.0	671.0
8741	3626.0	1412.0
8742	3855.0	2544.0
102724868	0.0	0.0
102724866	4.0	1.0
54442	3048.0	2697.0
54441	14.0	39.0
54440	3967.0	3160.0
400823	65.0	26.0
102724862	0.0	0.0
54443	359.0	4076.0
8736	166.0	45.0
8737	6329.0	2561.0
8735	11.0	12.0
326300	5.0	1.0
8738	1457.0	553.0
8739	23.0	55.0
8751	6769.0	5113.0
8754	10405.0	12580.0
8755	0.0	0.0
102724853	2.0	0.0
54453	6135.0	5807.0
255512	83.0	77.0
54457	1.0	26.0
54456	22.0	254.0
554049	1.0	1.0
54455	2148.0	1959.0
54454	994.0	1081.0
8747	2.0	6.0
8748	3.0	1.0
8745	140.0	10023.0
54458	8800.0	4974.0
400818	488.0	554.0
8749	0.0	1.0
8761	9572.0	13003.0
6100	507.0	634.0
8760	6878.0	5829.0
6102	5129.0	1869.0
8766	17289.0	6762.0
6101	93.0	0.0
8763	31093.0	14529.0
6103	2343.0	532.0
8764	4606.0	3957.0
54460	3848.0	2586.0
54464	3347.0	3168.0
54463	4203.0	908.0
54462	6138.0	2788.0
54461	5133.0	6418.0
54468	2538.0	1833.0
54467	2496.0	3018.0
54466	1.0	13.0
54465	334.0	962.0
255520	1594.0	1185.0
8759	0.0	0.0
8756	0.0	1.0
54469	8528.0	4385.0
8772	503.0	544.0
8773	7796.0	3349.0
8771	0.0	0.0
8776	2665.0	4426.0
8777	1768.0	1267.0
8774	3221.0	1549.0
8775	7814.0	6271.0
101928566	0.0	0.0
8767	3512.0	2023.0
6120	1310.0	1512.0
101928571	3.0	5.0
8784	114.0	569.0
6122	145159.0	118200.0
8781	541.0	319.0
6121	1.0	27.0
8787	471.0	330.0
6124	84587.0	83983.0
6123	2.0	14.0
8788	14.0	0.0
8785	18.0	16.0
6126	202.0	20.0
8786	328.0	211.0
6125	92245.0	39215.0
101928578	208.0	163.0
8780	8250.0	6270.0
6117	4416.0	8958.0
8778	94.0	1.0
6119	1299.0	1146.0
6118	2960.0	2253.0
8794	2218.0	109.0
8795	9350.0	2781.0
6130	86190.0	60967.0
8792	274.0	525.0
6133	71182.0	15731.0
6132	98745.0	69268.0
8793	4616.0	228.0
8798	1322.0	1164.0
6135	55478.0	34872.0
8799	1892.0	1909.0
6134	107587.0	82109.0
8796	9783.0	727.0
6137	64254.0	47109.0
8797	2286.0	678.0
6136	47806.0	35655.0
100421307	0.0	0.0
101735302	187.0	453.0
8790	1027.0	601.0
100134444	0.0	2.0
6128	35375.0	27835.0
8789	44.0	12.0
6129	36132.0	30116.0
6142	24054.0	16335.0
6141	47481.0	38276.0
100421311	4.0	7.0
6144	35182.0	8729.0
6143	78675.0	64167.0
100421313	1.0	5.0
6146	15725.0	13353.0
6145	2.0	1.0
6148	0.0	0.0
6147	31998.0	21583.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	1.0	2.0
6139	3208.0	2680.0
6138	69826.0	33258.0
6152	54984.0	25462.0
6155	67664.0	27654.0
6154	26746.0	15089.0
100421324	0.0	1.0
6157	80708.0	37180.0
6156	40085.0	33792.0
6159	39642.0	21779.0
6158	42983.0	40603.0
100421328	2.0	1.0
6150	1981.0	1519.0
101928527	489.0	432.0
6164	40987.0	16754.0
6163	18.0	4.0
6166	17486.0	6680.0
6165	44353.0	27242.0
6168	54174.0	32660.0
6167	36365.0	38873.0
100421338	1.0	2.0
6169	25156.0	17262.0
101928536	0.0	0.0
6160	58115.0	27921.0
101928537	0.0	0.0
6161	70686.0	34179.0
100421331	0.0	0.0
6175	89874.0	90557.0
6174	66.0	60.0
6176	96151.0	93739.0
101928545	163.0	67.0
6171	24546.0	11735.0
6170	13386.0	5316.0
6173	3574.0	3798.0
6172	333.0	131.0
100421340	2.0	1.0
100421341	1.0	5.0
100421354	0.0	0.0
6185	17638.0	30889.0
101928550	44.0	7.0
6188	105920.0	60603.0
6187	37255.0	51293.0
100421357	0.0	1.0
6189	58929.0	17233.0
101928555	33.0	6.0
6182	788.0	1777.0
6181	49555.0	32390.0
6184	25637.0	30797.0
101928559	0.0	0.0
6183	1666.0	2519.0
100421350	9.0	23.0
100421351	1.0	2.0
100421353	2.0	1.0
6197	13728.0	5011.0
6196	12166.0	4024.0
6199	3080.0	2805.0
6198	2925.0	2520.0
6191	84980.0	68867.0
6193	67605.0	44563.0
6192	18690.0	10918.0
91373	914.0	2178.0
6195	14330.0	5876.0
6194	164094.0	88329.0
390916	714.0	1645.0
145407	139.0	644.0
100421363	6.0	1.0
100421376	0.0	0.0
100421379	4.0	1.0
91369	7088.0	4413.0
91368	962.0	876.0
652489	3.0	2.0
390924	26.0	9.0
389901	11.0	14.0
390928	3.0	1128.0
390927	170.0	200.0
100421371	5.0	7.0
100421374	10.0	12.0
389903	0.0	23.0
100421389	0.0	1.0
91392	294.0	148.0
389935	0.0	1.0
389932	2.0	7.0
100421384	13.0	22.0
100421398	3.0	2.0
100421399	0.0	2.0
101928513	25.0	11.0
91380	0.0	0.0
390904	0.0	0.0
145438	6.0	36.0
100421390	1.0	1.0
100421391	0.0	0.0
100421395	13.0	7.0
100421397	2.0	0.0
375316	126.0	34.0
375318	0.0	0.0
390963	77.0	60.0
375307	249.0	19.0
389941	66.0	32.0
389948	0.0	1.0
375337	0.0	0.0
377997	0.0	0.0
387316	1.0	0.0
121456	201.0	71.0
387317	1.0	0.0
121457	1353.0	1035.0
389976	1.0	2.0
375341	828.0	471.0
387319	0.0	0.0
375323	5.0	18.0
389970	2.0	3.0
390940	310.0	219.0
133418	2691.0	2375.0
390948	0.0	0.0
121441	1059.0	1417.0
390949	2.0	0.0
652411	0.0	0.0
145370	3.0	5.0
102724954	0.0	0.0
54596	88.0	10.0
375484	440.0	738.0
91526	2762.0	1319.0
133396	10.0	61.0
196951	266.0	147.0
91523	748.0	1065.0
91522	161.0	72.0
121391	0.0	85.0
145376	141.0	17.0
400986	139.0	122.0
400984	3.0	1.0
196968	30.0	17.0
157378	1879.0	1651.0
723961	0.0	0.0
145389	1097.0	1201.0
157381	56.0	20.0
91543	1952.0	1627.0
91544	2975.0	1164.0
102724923	0.0	0.0
652423	0.0	1.0
169355	76.0	14.0
400966	0.0	2.0
121364	0.0	0.0
400961	517.0	471.0
157376	0.0	4.0
91574	1110.0	1134.0
157313	17.0	444.0
157317	1.0	2.0
147991	1417.0	1134.0
399495	4.0	0.0
159963	3.0	50.0
100506965	365.0	104.0
100506963	33.0	83.0
387495	0.0	0.0
387496	1564.0	1523.0
387494	0.0	1.0
387491	0.0	0.0
387492	31.0	21.0
387486	0.0	0.0
157310	8446.0	632.0
100506994	31.0	46.0
338470	1.0	2.0
170302	21.0	13.0
204010	2.0	16.0
399473	111.0	138.0
399474	382.0	426.0
91584	142.0	728.0
159989	33.0	24.0
91582	3274.0	3170.0
107126360	3.0	0.0
133383	602.0	295.0
100506930	268.0	260.0
100820741	0.0	0.0
338448	0.0	0.0
8808	163.0	43.0
8809	2639.0	382.0
54512	1083.0	1421.0
54511	338.0	42.0
54510	252.0	765.0
54516	859.0	404.0
8802	5689.0	3614.0
8803	2167.0	1493.0
54514	1.0	1.0
8800	390.0	497.0
8801	4677.0	2900.0
8807	1820.0	108.0
400916	1366.0	1618.0
54518	1867.0	1539.0
8804	13092.0	16724.0
100506939	14.0	2.0
54517	930.0	3119.0
8805	1489.0	3997.0
8820	42.0	67.0
8821	687.0	848.0
338440	656.0	763.0
338442	1404.0	411.0
8819	509.0	401.0
100820732	0.0	0.0
255620	2.0	1.0
54522	283.0	501.0
54521	1614.0	1201.0
54520	2500.0	1694.0
100820735	2.0	2.0
8813	3777.0	2009.0
170393	11.0	36.0
8814	451.0	137.0
170392	59.0	8.0
100506925	0.0	0.0
8811	2.0	10.0
8812	1063.0	682.0
8817	176.0	56.0
8818	2721.0	3080.0
54529	4144.0	1761.0
255626	0.0	0.0
8815	5897.0	5904.0
8816	6069.0	3620.0
170394	1595.0	1261.0
8831	1191.0	1049.0
8832	1466.0	6589.0
100506953	1.0	0.0
338433	0.0	0.0
338436	0.0	1.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	2607.0	1252.0
54532	4331.0	1259.0
54531	1476.0	1570.0
54538	10086.0	1228.0
8824	2996.0	3066.0
8825	1757.0	1845.0
54537	2784.0	1350.0
54536	2263.0	1320.0
8822	22.0	5.0
8823	1.0	3.0
54535	790.0	1259.0
8828	8017.0	7374.0
8829	11705.0	7575.0
8826	34210.0	23329.0
54539	4845.0	4927.0
8842	1178.0	127.0
8843	413.0	58.0
8840	163.0	2073.0
8841	3724.0	4153.0
100158257	0.0	0.0
54541	7395.0	5200.0
54540	1627.0	1651.0
54545	6074.0	4146.0
54544	2.0	90.0
54543	10412.0	6970.0
54542	4066.0	3205.0
54549	298.0	2322.0
8835	30604.0	1846.0
8836	1161.0	1389.0
8833	3468.0	9137.0
8834	1951.0	1191.0
54546	0.0	0.0
8839	3495.0	2098.0
8837	28115.0	6876.0
8838	20.0	8.0
101928483	15.0	26.0
8850	2983.0	1163.0
101928484	0.0	1.0
8853	878.0	1768.0
8854	2831.0	234.0
8851	129.0	554.0
8852	5.0	1.0
400960	1117.0	807.0
338412	2.0	7.0
338413	1.0	1.0
54552	466.0	1279.0
400957	0.0	1.0
54551	5.0	81.0
54550	58.0	144.0
196996	2581.0	189.0
400955	4.0	25.0
400954	66.0	174.0
54556	1262.0	773.0
54555	1962.0	4083.0
400952	3.0	25.0
54554	350.0	600.0
400950	321.0	14.0
8846	1057.0	566.0
100820709	2.0	7.0
8847	149.0	215.0
54558	1408.0	346.0
8844	3059.0	1873.0
54557	1051.0	983.0
8848	55010.0	10899.0
196993	15.0	0.0
8861	3695.0	4410.0
101928492	259.0	319.0
8864	5813.0	1642.0
6201	47987.0	24883.0
6203	81477.0	41535.0
8862	2502.0	533.0
101928496	0.0	0.0
8863	1332.0	1027.0
6202	83882.0	43970.0
723972	4.0	2.0
400946	22.0	50.0
400945	80.0	107.0
54567	4102.0	824.0
54566	1814.0	1196.0
400941	17.0	5.0
8857	1190.0	1686.0
8858	3.0	7.0
54569	0.0	0.0
8856	12.0	9.0
54568	1.0	1.0
8859	1062.0	654.0
8871	916.0	1389.0
8872	3627.0	2474.0
6210	56184.0	23070.0
8870	13103.0	3611.0
100421500	0.0	1.0
8875	3537.0	282.0
8876	1472.0	741.0
8874	4171.0	3522.0
100421506	1.0	2.0
100421509	0.0	0.0
54570	0.0	1.0
400935	4.0	41.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	0.0	31.0
54571	0.0	0.0
54578	28.0	1193.0
255631	45.0	356.0
400931	130.0	37.0
54577	1.0	1668.0
54576	0.0	5.0
54575	0.0	2248.0
6205	124567.0	73163.0
100506915	61.0	38.0
8869	2771.0	1952.0
6204	16243.0	8858.0
6207	42294.0	16114.0
6206	88217.0	46276.0
8867	1246.0	707.0
54579	0.0	0.0
6209	18983.0	15734.0
6208	96759.0	33919.0
170384	1783.0	1475.0
100506916	0.0	0.0
8882	4955.0	2980.0
8883	2631.0	2616.0
8880	5626.0	4601.0
8881	3613.0	2755.0
8886	6716.0	5653.0
6223	53771.0	49312.0
100421512	0.0	0.0
8887	14091.0	9536.0
6222	156412.0	72476.0
8884	1237.0	3619.0
6224	64734.0	37648.0
100421515	30.0	18.0
54581	229.0	295.0
54580	0.0	8.0
54585	2413.0	833.0
54584	234.0	333.0
54583	3042.0	2813.0
54587	2864.0	10488.0
54586	7.0	1.0
8879	4576.0	6858.0
170371	2471.0	724.0
170370	1.0	0.0
8877	2463.0	3118.0
6218	47824.0	39177.0
6217	80258.0	43169.0
8878	25799.0	24821.0
6219	6.0	2.0
100506907	0.0	0.0
100506906	20.0	31.0
255649	2.0	0.0
6230	35788.0	19556.0
8893	3221.0	7113.0
8894	6818.0	5216.0
101928440	0.0	0.0
8891	1926.0	1278.0
6232	57429.0	32155.0
8892	1861.0	1349.0
6231	12662.0	5297.0
8897	646.0	408.0
6234	16435.0	11239.0
8898	3008.0	3233.0
6233	52148.0	30368.0
8895	9855.0	6465.0
6236	20646.0	697.0
8896	4199.0	3631.0
6235	34411.0	10069.0
101928442	0.0	10.0
101928448	6.0	2.0
8890	2413.0	2162.0
280659	0.0	0.0
280657	0.0	1.0
280658	0.0	0.0
280655	4.0	1.0
253039	919.0	655.0
6227	34435.0	14130.0
6226	2.0	2.0
6229	69921.0	39835.0
8888	4364.0	4361.0
6228	41116.0	23598.0
6241	284.0	4734.0
6240	2029.0	6633.0
100421411	0.0	0.0
6242	1845.0	3010.0
100421413	4.0	12.0
101928455	12.0	0.0
6244	1.0	0.0
6247	326.0	5.0
100421415	4.0	10.0
6246	0.0	0.0
280644	1.0	11.0
253044	1.0	2.0
6238	13552.0	20645.0
6237	8816.0	2100.0
8899	5389.0	4594.0
6239	3114.0	4134.0
6252	1990.0	758.0
100421420	14.0	5.0
6251	6622.0	4210.0
100421422	5.0	5.0
6253	647.0	517.0
6256	7469.0	4817.0
100421424	0.0	0.0
6258	253.0	29.0
6257	3649.0	2491.0
100421428	1.0	0.0
101928469	8.0	6.0
100421429	2.0	2.0
280637	0.0	0.0
280636	5432.0	3840.0
253018	131.0	46.0
253017	0.0	0.0
253012	62.0	160.0
6249	7891.0	5331.0
6248	0.0	0.0
6263	95.0	80.0
100421431	2.0	4.0
6262	566.0	243.0
100421432	6.0	1.0
101928470	1.0	3.0
100421433	0.0	1.0
100421436	220.0	27.0
100421439	1.0	0.0
6261	741.0	322.0
6260	1.0	5.0
6259	4316.0	5298.0
100421430	0.0	0.0
6274	1263.0	33.0
6273	1416.0	3207.0
6276	29.0	83.0
6275	53386.0	6957.0
6278	19.0	241.0
6277	189817.0	37460.0
6279	39217.0	680.0
6272	17358.0	9157.0
6271	129.0	74.0
6285	800.0	466.0
6284	6331.0	1813.0
100421455	0.0	0.0
6286	6016.0	254.0
6289	209.0	85.0
6288	281.0	283.0
6281	76172.0	15266.0
6280	93946.0	4243.0
6283	4271.0	36.0
6282	48306.0	34151.0
123920	4833.0	4463.0
100421451	0.0	0.0
6296	482.0	319.0
6295	3.0	3.0
6297	418.0	807.0
6299	2.0	315.0
101928420	0.0	0.0
6290	0.0	2.0
6291	6.0	2.0
6294	4862.0	6415.0
6293	2603.0	3165.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	14.0	4.0
54505	2237.0	2277.0
280660	0.0	0.0
54504	5347.0	4882.0
280661	6.0	15.0
54503	1117.0	1126.0
54502	10195.0	3975.0
54509	685.0	185.0
123904	2.0	0.0
54508	114.0	37.0
100421473	0.0	0.0
54507	7830.0	1189.0
100421487	0.0	0.0
133308	484.0	723.0
147945	6.0	5.0
123970	2.0	1.0
100421480	5.0	2.0
147947	1005.0	462.0
147948	268.0	121.0
147949	464.0	189.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	3.0	4.0
100421499	0.0	0.0
101060006	0.0	0.0
101060005	0.0	2.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	8.0	0.0
147965	886.0	925.0
147968	393.0	206.0
107126289	4.0	0.0
107126287	0.0	21.0
101060039	0.0	1.0
121360	0.0	5.0
101060032	12.0	14.0
135924	0.0	0.0
135927	1.0	4.0
121355	62.0	36.0
147906	610.0	901.0
135932	884.0	81.0
101060045	0.0	1.0
135935	0.0	2.0
101060040	0.0	0.0
147912	233.0	674.0
135942	0.0	0.0
135941	1.0	1.0
121340	1.0	19.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	33.0	8.0
147923	373.0	276.0
147920	3.0	405.0
147929	311.0	255.0
104326192	1.0	0.0
104326193	0.0	1.0
375444	43.0	178.0
104326189	6.0	7.0
101060020	1.0	1.0
375449	4963.0	2154.0
