id	ab23d90a-ed58-4aec-b9bc-ba14d833ae68	00068002-f4f0-4610-bfe6-67169c760d21
107126289	3.0	0.0
107126287	0.0	4.0
101060039	0.0	0.0
121360	0.0	0.0
101060032	17.0	19.0
135924	0.0	0.0
135927	0.0	0.0
121355	32.0	7.0
147906	492.0	25.0
135932	878.0	88.0
101060045	2.0	1.0
135935	0.0	2.0
101060040	1.0	1.0
147912	481.0	824.0
135942	0.0	0.0
135941	0.0	1.0
121340	0.0	22.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	13.0	2.0
147923	305.0	253.0
147920	1.0	12.0
147929	143.0	111.0
104326192	1.0	1.0
104326193	0.0	9.0
375444	84.0	165.0
104326189	19.0	0.0
101060020	0.0	0.0
375449	4569.0	1356.0
104326188	0.0	4.0
121328	1.0	5.0
91653	387.0	40.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	57.0	6.0
27085	161.0	325.0
27086	4556.0	399.0
389756	0.0	0.0
147429	61.0	0.0
27089	2652.0	1694.0
91646	15.0	176.0
91647	812.0	486.0
642968	4.0	1.0
135458	7.0	23.0
390766	0.0	2.0
27098	123.0	13.0
27099	9.0	13.0
27097	1704.0	1405.0
389741	96.0	35.0
27090	2742.0	1149.0
27091	0.0	1.0
27094	85.0	79.0
27095	2584.0	1134.0
27092	1448.0	8.0
642976	8.0	0.0
400629	0.0	1.0
27093	0.0	1.0
160428	419.0	1247.0
375133	313.0	86.0
387122	3.0	0.0
390730	1.0	2.0
390732	2.0	2.0
390735	0.0	0.0
387119	668.0	61.0
27063	10762.0	3.0
387117	0.0	0.0
27069	8605.0	4239.0
400612	16.0	2.0
27067	2240.0	1369.0
27068	2747.0	1226.0
221908	410.0	549.0
341799	0.0	0.0
400619	95.0	1186.0
642987	351.0	2.0
400618	25.0	2.0
400617	212.0	80.0
64065	5985.0	58262.0
91662	114.0	2.0
91663	38971.0	2337.0
64064	4.0	14.0
64067	46.0	1.0
64066	1.0	0.0
91661	592.0	526.0
91664	420.0	635.0
147463	3217.0	259.0
387111	3.0	6.0
27076	68.0	15164.0
390748	0.0	0.0
27077	508.0	496.0
400604	63.0	24.0
27074	34007.0	510.0
27075	16028.0	4012.0
389766	17.0	4.0
387103	157.0	1023.0
387104	5.0	1.0
27079	323.0	820.0
389763	0.0	0.0
341784	8.0	2.0
642996	0.0	0.0
27072	4459.0	2404.0
160419	1.0	0.0
64061	1721.0	776.0
400609	1.0	1.0
160418	1552.0	4823.0
64063	510.0	672.0
27071	813.0	1010.0
64062	2663.0	1541.0
91695	579.0	615.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	93.0	42.0
100313770	0.0	0.0
64077	1135.0	317.0
91694	2028.0	1441.0
100313771	0.0	0.0
390790	2.0	0.0
221927	2427.0	2199.0
390792	9.0	0.0
400680	29.0	0.0
27043	2800.0	3336.0
27044	10679.0	7020.0
27042	903.0	1551.0
389799	442.0	1.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	441.0	32.0
100313777	0.0	0.0
27040	50.0	13.0
100313774	0.0	0.0
64073	1344.0	1194.0
64087	3139.0	2336.0
221914	46.0	77.0
64089	415.0	370.0
100313781	0.0	0.0
91683	38.0	7.0
91689	1552.0	564.0
100313780	0.0	0.0
245908	0.0	0.0
91687	238.0	761.0
245909	0.0	0.0
400673	344.0	258.0
389792	356.0	728.0
389791	3.0	2.0
387129	1.0	63.0
400668	5.0	0.0
389787	27.0	6.0
64081	494.0	47.0
64080	319.0	54.0
64083	6620.0	4236.0
64084	39.0	37.0
64098	2421.0	106.0
64097	1045.0	198.0
400660	14.0	35.0
8909	23.0	35.0
27022	1.0	4.0
8907	3907.0	2129.0
341757	0.0	0.0
400658	5.0	6.0
8908	167.0	84.0
147407	0.0	0.0
27020	7404.0	6775.0
400657	431.0	280.0
27023	3.0	1.0
400654	0.0	0.0
64090	6.0	130.0
64092	1109.0	83.0
64091	155.0	18.0
8900	75.0	2.0
64094	2312.0	854.0
8905	2715.0	643.0
147409	0.0	1.0
64093	152.0	600.0
8906	1853.0	1071.0
64096	1.0	0.0
8904	5308.0	5195.0
221935	1020.0	6558.0
221937	3485.0	3176.0
221938	0.0	0.0
400652	10.0	6.0
400650	2.0	4.0
27039	10.0	9.0
27032	11568.0	7889.0
27033	48.0	50.0
27030	965.0	741.0
27031	721.0	354.0
27036	405.0	20.0
400645	0.0	0.0
27037	1377.0	955.0
400644	1.0	0.0
27034	1430.0	582.0
400643	1.0	1633.0
27035	37.0	26.0
8912	588.0	113.0
100313769	5.0	3.0
8913	11.0	1.0
8910	2268.0	38.0
8911	49.0	95.0
8916	2412.0	488.0
8914	1189.0	3501.0
8915	1600.0	707.0
245935	0.0	0.0
245936	0.0	0.0
245937	0.0	1.0
245938	0.0	0.0
8930	1796.0	1666.0
245939	0.0	0.0
221960	275.0	206.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	4572.0	3597.0
8927	106.0	57.0
8928	4.0	107.0
8925	6712.0	1463.0
8926	43.0	21.0
221955	1589.0	914.0
8941	1.0	7.0
8942	1343.0	135.0
375189	23.0	23.0
8940	28.0	28.0
245940	0.0	0.0
206338	6.0	63.0
375190	363.0	93.0
196446	47.0	1.0
8934	2120.0	803.0
8935	3996.0	1049.0
196441	2146.0	683.0
8932	3863.0	3931.0
8933	4544.0	2304.0
8938	1379.0	123.0
8939	3082.0	3330.0
8936	289.0	3544.0
326105	3.0	0.0
245913	0.0	0.0
245915	0.0	0.0
221981	789.0	42.0
245910	0.0	0.0
206358	990.0	1171.0
245911	0.0	0.0
245912	1.0	0.0
196415	0.0	7.0
642909	1.0	1.0
642907	3.0	0.0
8945	1229.0	484.0
54659	0.0	19.0
54658	3.0	23.0
8943	8071.0	8853.0
54657	1.0	7.0
8944	0.0	0.0
196410	121.0	32.0
245927	0.0	0.0
245928	0.0	0.0
6300	617.0	2170.0
245929	0.0	0.0
6302	2872.0	676.0
6301	6626.0	2040.0
160492	42.0	0.0
54662	2229.0	1358.0
54661	15.0	8.0
54660	48.0	11.0
54665	1592.0	640.0
54664	3419.0	3049.0
54663	882.0	1638.0
8970	17.0	18.0
8971	4498.0	6459.0
101928363	8.0	2.0
8974	4123.0	1851.0
6311	2794.0	1363.0
8975	2423.0	1588.0
6310	3723.0	2611.0
91612	3861.0	1683.0
100421601	0.0	0.0
8972	58.0	2.0
8973	4.0	0.0
245972	265.0	13.0
245973	81.0	583.0
54677	906.0	354.0
54676	3397.0	1808.0
54675	4171.0	1237.0
147468	1.0	0.0
54674	447.0	10.0
6304	2589.0	435.0
6303	37688.0	23720.0
8968	0.0	7.0
6305	4538.0	4983.0
91603	712.0	607.0
91608	73.0	117.0
6307	7343.0	2279.0
642924	21.0	4.0
8969	26.0	42.0
6309	2164.0	2858.0
91607	4532.0	465.0
6320	838.0	227.0
6322	934.0	345.0
8985	4379.0	2550.0
8986	2340.0	3325.0
64002	0.0	0.0
101928378	159.0	46.0
6324	406.0	167.0
64005	3527.0	155.0
6323	1007.0	7.0
101928376	27.0	3.0
54680	1184.0	899.0
642938	31.0	7.0
54682	1834.0	2833.0
54681	2215.0	666.0
196403	1167.0	973.0
6315	0.0	0.0
6314	2810.0	731.0
6317	338.0	7026.0
8976	3825.0	2891.0
6319	32584.0	20873.0
6318	4.0	653.0
642935	25.0	1.0
8992	11370.0	4104.0
8993	9.0	51.0
6331	15.0	22.0
8991	21206.0	241.0
6330	2445.0	146.0
100421621	7.0	0.0
8996	1071.0	1647.0
101928388	13.0	12.0
6332	2063.0	2.0
8997	1267.0	130.0
8994	8291.0	1949.0
6335	601.0	2202.0
8995	146.0	89.0
6334	122.0	186.0
147495	2940.0	1264.0
100421629	0.0	0.0
8989	35.0	25.0
6326	29.0	2.0
8987	242.0	46.0
6328	46.0	2.0
91624	1443.0	35.0
6327	211.0	14.0
8988	47.0	7.0
6329	2.0	15.0
642946	188.0	118.0
6340	1729.0	92.0
6342	9135.0	2342.0
6341	1594.0	963.0
6344	2080.0	11.0
100421633	0.0	0.0
6343	10.0	6.0
100421634	0.0	0.0
6346	1.0	0.0
6345	136.0	14.0
100421638	0.0	1.0
642958	0.0	0.0
642959	4.0	0.0
6337	8398.0	12106.0
642952	0.0	0.0
6336	1.0	1.0
6339	131.0	73.0
91614	27.0	100.0
8999	914.0	20.0
6338	4137.0	35.0
642954	26.0	17.0
6351	1132.0	147.0
6352	3730.0	602.0
6355	160.0	92.0
6354	11.0	3.0
6357	461.0	29.0
6356	30.0	53.0
100421528	1.0	0.0
6348	767.0	123.0
6347	6759.0	452.0
196394	270.0	231.0
6362	21185.0	492.0
6361	134.0	9.0
6364	1739.0	235.0
6363	250.0	282.0
100421533	25.0	29.0
6366	1370.0	50.0
100421535	0.0	0.0
6368	929.0	4.0
6367	343.0	111.0
101928337	0.0	31.0
6360	35.0	0.0
255349	2.0	22.0
6359	31.0	0.0
6358	699.0	2.0
6373	348.0	123.0
101928340	6.0	0.0
6372	127.0	88.0
100421542	0.0	0.0
6375	20.0	15.0
6374	2027.0	75.0
100421545	14.0	9.0
6376	15183.0	1183.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	3.0	0.0
255313	0.0	0.0
196374	3.0	583.0
6369	101.0	23.0
6383	4873.0	4951.0
6386	20751.0	4390.0
6385	49055.0	3905.0
6388	2032.0	1487.0
6387	2887.0	1454.0
6389	4409.0	5426.0
255330	0.0	0.0
6382	19928.0	71598.0
102724246	17.0	5.0
255324	14.0	1.0
196385	1073.0	27.0
196383	2738.0	703.0
100421550	0.0	2.0
6397	13575.0	3098.0
100421565	0.0	0.0
6396	4774.0	2797.0
100421566	1.0	3.0
6399	719.0	391.0
6398	2828.0	280.0
6391	3688.0	3403.0
6390	2981.0	1342.0
6392	3560.0	3303.0
282997	104.0	24.0
282996	111.0	12.0
100134229	322.0	374.0
282991	1836.0	861.0
100421560	0.0	0.0
100421577	23.0	12.0
100421579	4.0	3.0
255394	961.0	155.0
102724224	8.0	2.0
54600	0.0	0.0
54602	2382.0	1156.0
282980	0.0	0.0
54606	1778.0	1978.0
100421572	0.0	0.0
100421588	1.0	3.0
100421589	24.0	13.0
282974	870.0	153.0
282973	50.0	138.0
54619	640.0	344.0
100421581	2.0	2.0
196335	1.0	7.0
100421582	22.0	6.0
54617	3257.0	1822.0
100421598	0.0	0.0
100421599	1.0	0.0
255374	56.0	71.0
282969	690.0	278.0
102724201	1.0	1.0
282966	0.0	0.0
54622	1704.0	608.0
100134259	22.0	1.0
54621	1840.0	1450.0
54620	844.0	3032.0
54626	130.0	2268.0
54625	10556.0	2273.0
54623	3454.0	2849.0
54629	2628.0	938.0
54627	66.0	118.0
27005	1157.0	1214.0
27006	12.0	3.0
27000	1176.0	2135.0
27004	6.0	1.0
27018	4236.0	3572.0
27019	564.0	0.0
400591	0.0	0.0
27010	630.0	90.0
27012	2.0	5.0
27013	3823.0	1183.0
400581	10.0	1.0
400578	626.0	10.0
400569	813.0	262.0
400566	326.0	263.0
389715	1.0	0.0
100313829	0.0	1.0
390729	1.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	36.0	26.0
389730	0.0	0.0
100038246	0.0	7.0
389727	0.0	0.0
91775	1874.0	1340.0
390872	0.0	0.0
390874	2.0	68.0
654835	0.0	0.0
400759	270.0	142.0
400757	47.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	2.0	2.0
400752	52.0	27.0
137994	182.0	39.0
642843	1.0	3.0
91768	3816.0	180.0
64151	321.0	1452.0
64150	60.0	1.0
64168	925.0	9.0
64167	545.0	38.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	1468.0	1620.0
400746	725.0	1.0
400745	1.0	79.0
389866	7.0	5.0
150962	798.0	350.0
64175	1927.0	932.0
162968	116.0	73.0
64174	1177.0	30.0
162966	633.0	538.0
162967	987.0	1180.0
162962	311.0	264.0
162963	138.0	118.0
125981	2.0	8.0
149992	0.0	0.0
390856	0.0	0.0
390858	15.0	5.0
27187	1.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	643.0	426.0
149986	1717.0	3585.0
147323	2.0	5.0
326293	4.0	5.0
100313839	0.0	0.0
389898	0.0	2.0
100313837	0.0	0.0
326295	2.0	4.0
27189	5.0	0.0
100313838	0.0	0.0
326294	0.0	0.0
125972	2.0	3.0
642864	0.0	0.0
100313835	0.0	0.0
326296	1.0	0.0
326298	1.0	0.0
375260	156.0	47.0
27183	3025.0	1355.0
64170	368.0	69.0
642869	1.0	1.0
27180	489.0	40.0
27181	135.0	8.0
64172	375.0	362.0
100313830	1.0	0.0
375248	227.0	147.0
91782	2601.0	2155.0
27197	37.0	12.0
147339	1841.0	896.0
27198	53.0	4.0
27195	0.0	0.0
125965	4.0	84.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	20.0	16.0
400720	199.0	612.0
149998	3.0	15.0
389884	1.0	2.0
326286	0.0	0.0
27190	11.0	63.0
64180	18.0	1.0
27193	0.0	0.0
100313842	0.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	22.0	10.0
64184	0.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	0.0	6.0
387264	17.0	8.0
387263	1313.0	1821.0
206412	24.0	8.0
27164	0.0	1.0
27165	39.0	108.0
27163	1518.0	479.0
400799	3.0	1.0
400798	12.0	21.0
27166	1789.0	1211.0
400797	0.0	0.0
326272	0.0	0.0
326275	3.0	0.0
326277	0.0	1.0
326279	9.0	6.0
27160	0.0	5.0
27161	3691.0	4734.0
326278	4.0	1.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	1.0	0.0
387254	0.0	0.0
400793	339.0	545.0
150928	147.0	93.0
27175	845.0	508.0
149934	0.0	1.0
27173	7253.0	3768.0
150921	2.0	1.0
27179	1.0	38.0
27177	0.0	25.0
27178	5.0	1.0
341883	7.0	16.0
341880	2.0	0.0
27170	0.0	0.0
326269	1.0	0.0
137964	3598.0	1680.0
390892	0.0	0.0
375298	1160.0	53.0
149951	2491.0	1231.0
27148	1101.0	405.0
390895	0.0	0.0
206426	2.0	1.0
27143	4754.0	95.0
27141	50.0	34.0
27146	35.0	111.0
106029310	0.0	0.0
27147	1548.0	75.0
27145	2890.0	36.0
123355	763.0	399.0
137970	4.0	81.0
375287	802.0	382.0
387276	0.0	0.0
27159	322.0	0.0
387273	5.0	2.0
150947	0.0	0.0
150946	257.0	427.0
27153	876.0	1564.0
27154	2900.0	2246.0
400769	1.0	0.0
27151	5365.0	43.0
27152	722.0	336.0
123346	2.0	1.0
27158	764.0	1060.0
400765	0.0	0.0
100293516	328.0	270.0
387266	0.0	0.0
27156	115.0	99.0
149954	0.0	0.0
387267	0.0	4.0
375295	48.0	8.0
100313886	1.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	7.0	1.0
160365	50.0	6.0
160364	1520.0	18.0
102724316	1072.0	806.0
54754	0.0	7.0
54753	755.0	408.0
54752	6.0	6.0
54751	5291.0	2017.0
54758	1659.0	508.0
54757	2899.0	177.0
54756	783.0	571.0
101928290	37.0	13.0
6401	400.0	65.0
6400	8782.0	8304.0
102724307	0.0	1.0
54760	107.0	118.0
54765	7287.0	2731.0
54764	1163.0	564.0
54763	0.0	0.0
54762	880.0	193.0
54769	8.0	0.0
54768	619.0	2.0
54766	20.0	17.0
159371	468.0	2389.0
100421700	0.0	0.0
100421701	7.0	8.0
100421702	1.0	3.0
100421704	11.0	14.0
100421705	0.0	0.0
100421706	0.0	0.0
100421707	2.0	3.0
100421708	6.0	3.0
100421709	0.0	1.0
54776	5035.0	1345.0
91703	25.0	6.0
6403	1380.0	68.0
6402	821.0	227.0
6405	4082.0	5625.0
54778	2165.0	1446.0
6404	5611.0	236.0
54777	429.0	9.0
6407	0.0	1.0
6406	0.0	2.0
64100	0.0	0.0
64102	2.0	1.0
6421	12456.0	12173.0
100421710	0.0	0.0
64101	560.0	8556.0
6423	1344.0	2638.0
6422	255.0	55.0
64106	160.0	22.0
64105	150.0	301.0
64108	385.0	115.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	1.0
64109	13.0	2.0
54780	1505.0	654.0
54785	389.0	116.0
54784	390.0	631.0
6414	13299.0	193.0
6416	1833.0	2040.0
54788	3612.0	1220.0
6415	14714.0	4494.0
6418	11395.0	22744.0
6419	616.0	414.0
6430	13045.0	4567.0
64111	0.0	0.0
162989	1703.0	2046.0
64110	1962.0	2270.0
6432	5870.0	4505.0
6431	8751.0	6689.0
64112	2450.0	985.0
64115	7171.0	313.0
6434	5481.0	7809.0
101928243	37.0	78.0
6433	2496.0	2355.0
64114	14841.0	4554.0
101928244	1.0	1.0
100421724	23.0	2.0
64116	24807.0	188.0
64118	3074.0	4065.0
101928248	6.0	2.0
100421728	0.0	0.0
54790	2561.0	1262.0
100421729	0.0	0.0
104548973	0.0	0.0
104548972	0.0	0.0
54793	1628.0	1755.0
400713	281.0	199.0
104548971	1.0	10.0
104548970	0.0	0.0
54798	44.0	28.0
255411	6.0	0.0
54797	741.0	407.0
54796	650.0	45.0
54795	3156.0	3093.0
6425	107.0	4.0
6424	1123.0	294.0
150992	0.0	0.0
6427	6179.0	5517.0
54799	1144.0	958.0
6426	7097.0	7631.0
6429	6304.0	2965.0
6428	10472.0	11882.0
162979	82.0	294.0
6441	56294.0	39.0
64122	853.0	838.0
64121	1430.0	620.0
6440	1074115.0	386.0
100421731	0.0	0.0
6443	3073.0	608.0
101928256	0.0	0.0
6442	521.0	87.0
64123	4755.0	256.0
100421733	0.0	0.0
6445	154.0	4.0
100421734	0.0	0.0
6444	691.0	31.0
160313	0.0	0.0
100421736	0.0	0.0
64127	493.0	160.0
162972	339.0	200.0
64129	4651.0	569.0
255426	8.0	9.0
642818	0.0	0.0
642819	365.0	161.0
400709	398.0	11.0
6439	679442.0	471.0
642812	4.0	5.0
64131	1017.0	155.0
654817	220.0	42.0
6450	174.0	39.0
91750	731.0	273.0
64130	140.0	152.0
654816	154.0	19.0
6452	4495.0	1571.0
100421741	0.0	0.0
64132	1584.0	3219.0
6451	10838.0	702.0
64135	1870.0	249.0
91754	5235.0	4884.0
6453	3195.0	1313.0
6456	165.0	2.0
91752	98.0	4.0
64137	29.0	10.0
6455	4115.0	5633.0
147372	611.0	13.0
6447	44.0	35.0
6446	13312.0	12277.0
91748	4597.0	3060.0
6449	3730.0	4866.0
135398	82.0	74.0
91746	3630.0	2519.0
6448	2811.0	930.0
91749	281.0	281.0
6461	883.0	408.0
6462	11.0	2.0
6465	0.0	0.0
100421754	0.0	0.0
64146	57.0	81.0
64145	2364.0	806.0
6464	7366.0	7681.0
162998	5.0	0.0
100421756	2.0	0.0
101928276	0.0	0.0
64147	451.0	75.0
160335	2724.0	176.0
6466	4.0	0.0
162993	375.0	128.0
64149	787.0	815.0
147381	1.0	0.0
255403	387.0	12.0
6458	45.0	12.0
6457	288.0	20.0
91734	0.0	2.0
6459	8.0	10.0
6472	2622.0	9296.0
6471	1.0	1.0
6474	11.0	427.0
6473	0.0	0.0
6476	0.0	0.0
6478	891.0	5392.0
6477	813.0	382.0
101928200	8.0	2.0
100421648	1.0	0.0
6470	1351.0	2571.0
6469	397.0	52.0
6468	3692.0	1738.0
6483	3394.0	329.0
6482	7728.0	3714.0
100421652	0.0	0.0
6484	1647.0	734.0
6487	898.0	814.0
196294	335.0	292.0
6489	304.0	19.0
497661	535.0	131.0
100421657	1.0	0.0
6480	7102.0	239.0
102724386	4.0	0.0
6494	4337.0	1354.0
6493	46.0	497.0
6496	11.0	2.0
6495	284.0	1789.0
6498	5885.0	1971.0
101928223	56.0	0.0
6497	8450.0	939.0
6499	2677.0	2662.0
6490	85.0	147.0
6492	0.0	0.0
6491	226.0	1067.0
101928232	0.0	4.0
100124700	1.0	313.0
102724368	1.0	5.0
196264	1590.0	1103.0
54700	2322.0	2696.0
54707	1266.0	532.0
497634	0.0	0.0
54704	1375.0	1452.0
54708	2118.0	1490.0
160287	18.0	5.0
54714	5.0	44.0
54718	278.0	64.0
100421681	0.0	0.0
54716	1332.0	10.0
54715	0.0	7.0
100421695	1.0	4.0
100421697	0.0	0.0
100421698	2.0	1.0
100421699	6.0	1.0
102724349	7.0	6.0
102724341	0.0	0.0
159296	3.0	24.0
54729	0.0	0.0
54726	3810.0	1857.0
100421694	0.0	0.0
255480	829.0	6.0
54732	8687.0	5974.0
54734	28.0	67.0
54733	1997.0	1138.0
54739	1405.0	68.0
54738	3.0	3.0
54737	3223.0	1939.0
160298	3.0	13.0
102724321	0.0	0.0
255488	4349.0	769.0
54742	12.0	62.0
54741	9991.0	1587.0
54749	1836.0	640.0
137902	52.0	26.0
27128	1637.0	192.0
27129	567.0	43.0
29789	2529.0	4015.0
27127	23.0	4.0
27120	29.0	182.0
27121	1.0	14.0
29781	2036.0	2608.0
29780	2525.0	818.0
27124	427.0	235.0
27125	6802.0	1932.0
27122	9694.0	1746.0
29785	736.0	10579.0
27123	705.0	70.0
125919	265.0	421.0
29799	479.0	47.0
390800	0.0	0.0
27131	5333.0	4591.0
654790	380.0	639.0
27132	148.0	22.0
27130	830.0	747.0
29798	121.0	53.0
27136	0.0	0.0
29797	0.0	0.0
27133	1.0	2.0
29796	3184.0	3211.0
27134	1430.0	40.0
27106	3566.0	596.0
27107	1569.0	1344.0
29768	1.0	1.0
29767	1523.0	146.0
29766	9709.0	6032.0
27109	2054.0	1127.0
29761	3888.0	4728.0
29760	456.0	36.0
389813	82.0	126.0
389812	0.0	3.0
27102	6912.0	7219.0
29765	0.0	0.0
29763	728.0	4082.0
27101	2099.0	4316.0
389816	5.0	0.0
27115	361.0	44.0
29778	3.0	1.0
29777	1426.0	1800.0
27113	492.0	306.0
29775	1175.0	1478.0
27111	571.0	786.0
29774	103.0	17.0
27112	10.0	530.0
390831	0.0	0.0
390834	2.0	0.0
390836	0.0	0.0
100313938	0.0	0.0
125950	1584.0	2907.0
125958	0.0	0.0
377841	12.0	146.0
390843	0.0	0.0
390844	5.0	1.0
389827	2.0	0.0
652170	0.0	4.0
389860	0.0	0.0
390811	0.0	0.0
389857	0.0	0.0
390816	9.0	4.0
389856	350.0	228.0
125931	6.0	0.0
389852	2.0	0.0
100313914	0.0	0.0
389844	3.0	0.0
389840	150.0	13.0
100313923	0.0	0.0
100313921	0.0	0.0
389849	15.0	61.0
91893	108.0	218.0
91894	12.0	3.0
147670	17.0	12.0
147664	0.0	15.0
642721	0.0	0.0
64285	2113.0	788.0
64284	2084.0	70.0
64288	703.0	632.0
147685	26.0	3.0
121026	0.0	0.0
123688	117.0	160.0
341568	3.0	0.0
341567	6.0	0.0
642737	5.0	2.0
64283	2600.0	1490.0
64282	1096.0	651.0
389541	2415.0	2011.0
147694	749.0	426.0
389537	86.0	130.0
147686	208.0	10.0
147687	332.0	111.0
121014	0.0	0.0
642741	26.0	6.0
159686	212.0	2.0
642746	1.0	1.0
642762	0.0	0.0
390502	0.0	0.0
390501	0.0	0.0
390503	0.0	0.0
121006	13.0	11.0
389524	292.0	40.0
147699	50.0	44.0
133060	0.0	0.0
100313962	0.0	0.0
135644	0.0	0.0
27285	525.0	9.0
27286	543.0	246.0
27283	0.0	1.0
27284	257.0	19.0
389558	176.0	6.0
27289	4900.0	26.0
27287	165.0	11.0
27288	1.0	0.0
135656	946.0	2.0
390561	5.0	5.0
27296	41.0	26.0
389549	9.0	146.0
27297	2084.0	2252.0
27294	87.0	85.0
27295	2776.0	133.0
27299	112.0	142.0
642776	7.0	3.0
27292	1748.0	949.0
27293	554.0	6.0
27290	1.0	0.0
642778	2.0	4.0
27291	956.0	527.0
160622	1706.0	135.0
390531	5.0	2.0
147650	253.0	52.0
390530	5.0	0.0
390535	0.0	0.0
390539	0.0	0.0
147646	9.0	38.0
390538	0.0	0.0
654783	0.0	0.0
147645	151.0	532.0
341511	3.0	0.0
6500	10580.0	4917.0
133015	583.0	231.0
400410	92.0	112.0
147660	12.0	15.0
121054	1.0	2.0
121053	237.0	371.0
147657	537.0	992.0
147658	7.0	1.0
400406	305.0	3.0
642799	0.0	0.0
642796	0.0	0.0
133022	138.0	33.0
642797	225.0	12.0
101928165	1.0	0.0
6511	0.0	70.0
390595	240.0	47.0
6510	4651.0	15792.0
390594	1.0	0.0
100421803	0.0	1.0
100421804	2.0	1.0
390598	59.0	18.0
100421805	4.0	0.0
100421806	22.0	0.0
100421807	0.0	0.0
6509	1541.0	2408.0
54870	3856.0	2243.0
54875	703.0	214.0
54874	4083.0	831.0
54873	3709.0	116.0
389599	3.0	0.0
54872	2750.0	812.0
102724430	1.0	1.0
54879	402.0	4.0
6502	483.0	2809.0
54878	2986.0	1944.0
6504	251.0	33.0
54877	2009.0	1130.0
91801	518.0	435.0
6503	3826.0	178.0
54876	1726.0	1266.0
6506	193.0	78.0
6505	3290.0	11.0
91807	174.0	3.0
6508	156.0	220.0
6507	1086.0	555.0
101928176	0.0	0.0
6520	6397.0	19804.0
6522	7792.0	3446.0
221717	0.0	0.0
6521	44.0	178.0
221718	0.0	22.0
100421813	7.0	0.0
64207	2979.0	7067.0
100421816	4.0	1.0
221711	81.0	131.0
64208	30.0	487.0
221710	850.0	1643.0
54882	464.0	203.0
54881	1271.0	2008.0
54880	1984.0	2099.0
54886	503.0	362.0
54885	675.0	541.0
54884	3484.0	1482.0
54883	1528.0	577.0
6513	1051.0	34538.0
6512	233.0	10.0
54888	3080.0	4289.0
6515	6819.0	3625.0
54887	1673.0	1882.0
6514	0.0	3.0
6517	39.0	34.0
6519	7.0	1.0
6518	77.0	636.0
221749	4848.0	729.0
64210	3418.0	1500.0
6531	104.0	10.0
100421820	0.0	0.0
64211	1.0	183.0
6530	1.0	20.0
6533	5892.0	2258.0
6532	1918.0	143.0
100421823	1.0	0.0
390572	8.0	2.0
64216	617.0	1094.0
64215	2014.0	357.0
100421825	0.0	0.0
64218	3454.0	4595.0
100421827	0.0	0.0
100421828	6.0	14.0
64219	1409.0	850.0
100421829	11.0	7.0
54893	2830.0	641.0
54892	732.0	3682.0
54891	1357.0	756.0
54890	4648.0	6178.0
54897	1935.0	653.0
54896	808.0	403.0
54894	767.0	2039.0
6524	47.0	18.0
6523	447.0	10.0
170062	0.0	0.0
101928190	0.0	0.0
54899	1198.0	196.0
6526	1756.0	2521.0
6525	5313.0	2909.0
54898	76.0	105.0
6528	57.0	18.0
91828	109.0	20.0
170067	0.0	14.0
6527	187.0	6.0
6529	228.0	22.0
6540	90.0	3.0
64221	398.0	116.0
64220	29.0	202.0
6542	4011.0	306.0
64223	1693.0	2582.0
6541	1818.0	3458.0
64222	2302.0	4071.0
390581	1.0	0.0
64225	3110.0	3673.0
6543	7.0	89.0
64224	2345.0	1515.0
105376261	0.0	0.0
6535	586.0	19868.0
6534	8.0	2.0
6536	716.0	1050.0
6539	320.0	14.0
6538	3.0	237.0
64232	0.0	0.0
6551	1.0	0.0
6550	39.0	27.0
64231	4371.0	315.0
6553	246.0	49.0
91851	3372.0	18.0
64236	4219.0	984.0
6555	69.0	0.0
101928122	0.0	2.0
6554	6.0	12.0
6546	1866.0	113.0
6545	131.0	143.0
6548	6206.0	2209.0
6547	30.0	1.0
6549	10.0	1790.0
6560	6524.0	577.0
64241	1.0	22.0
64240	0.0	29.0
6561	0.0	0.0
6564	10.0	84.0
6563	77.0	3.0
100421854	38.0	20.0
101928136	15.0	0.0
6566	1541.0	98.0
6565	3746.0	794.0
100421859	10.0	2.0
101928138	0.0	0.0
221756	51.0	2.0
6557	1.0	3.0
6556	8778.0	315.0
6559	27.0	3.0
