id	e6862c5b-459e-40b5-9213-5fd7e1448be1	bf48b226-c7ef-4fc7-bcb5-de5025763bdb
22994	702.0	927.0
83903	32.0	485.0
22995	292.0	488.0
83902	0.0	0.0
22996	2243.0	443.0
22997	64.0	15.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	2.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	2.0	1.0
100151684	0.0	1.0
100151685	0.0	1.0
100151681	0.0	0.0
56302	3.0	0.0
83901	0.0	0.0
342538	15.0	17.0
83900	0.0	0.0
56300	0.0	2549.0
56301	7.0	0.0
124411	1048.0	799.0
22976	963.0	1472.0
22977	27.0	24.0
22978	2543.0	1829.0
22979	1515.0	35.0
22970	34.0	35.0
22971	1205.0	553.0
22974	181.0	14331.0
83932	644.0	1340.0
10998	231.0	434.0
83931	6190.0	2871.0
342527	424.0	2.0
148418	58.0	63.0
83933	425.0	239.0
124404	0.0	0.0
10999	1782.0	2949.0
124401	761.0	618.0
124402	1358.0	921.0
83930	3305.0	5294.0
56311	3.0	64.0
10990	926.0	45.0
100126693	6.0	2.0
10992	13125.0	17575.0
606500	0.0	0.0
10991	12.0	4.0
10994	2920.0	2879.0
10993	66.0	378.0
22987	17.0	35.0
22989	79.0	19.0
22980	6908.0	6903.0
22981	1202.0	1333.0
22982	2359.0	891.0
22983	7.0	57.0
22984	2363.0	4922.0
22985	10088.0	6909.0
22986	0.0	1.0
58986	4253.0	4262.0
148423	1216.0	1207.0
58985	228.0	1058.0
342510	1085.0	53.0
283694	0.0	0.0
283693	17.0	10.0
283692	7.0	2.0
22954	1043.0	1831.0
22955	2976.0	2069.0
112487	976.0	1548.0
22950	1841.0	3432.0
391524	1.0	3.0
22952	33.0	0.0
22953	37.0	3.0
391526	0.0	0.0
10975	2592.0	2512.0
83953	7.0	0.0
10978	626.0	1680.0
83955	16.0	15.0
10979	6987.0	476.0
112495	1485.0	2388.0
10970	4235.0	11850.0
56339	2358.0	2452.0
10972	18709.0	37722.0
10971	11789.0	39190.0
10974	0.0	0.0
10973	2079.0	4635.0
401409	32.0	26.0
112479	774.0	2651.0
112476	185.0	4.0
391530	0.0	0.0
83939	4797.0	11304.0
56341	91.0	9.0
391533	5.0	0.0
124460	1188.0	175.0
83935	596.0	49.0
83938	600.0	612.0
391538	1.0	10.0
83937	2237.0	689.0
10987	2779.0	2603.0
83943	543.0	480.0
83942	0.0	0.0
10989	4569.0	10084.0
10988	6054.0	6669.0
56342	162.0	159.0
124454	1054.0	1876.0
56344	2.0	0.0
83941	1825.0	1274.0
83940	856.0	1858.0
643503	0.0	0.0
10981	1841.0	918.0
112483	3926.0	1598.0
10980	3742.0	6230.0
10983	28488.0	24637.0
10982	5140.0	1005.0
643507	2.0	3.0
10985	8155.0	7595.0
10984	269.0	306.0
22932	346.0	372.0
22933	3509.0	3354.0
22934	1364.0	1911.0
22936	3923.0	15218.0
22937	5542.0	4416.0
22938	3765.0	6908.0
112464	923.0	483.0
22930	4609.0	5104.0
22931	5318.0	3976.0
81309	0.0	0.0
391504	0.0	4.0
10954	1889.0	2114.0
10953	1496.0	3913.0
10956	20017.0	12119.0
81315	0.0	0.0
10955	15816.0	18671.0
391508	3.0	1.0
81316	0.0	0.0
10957	7650.0	5236.0
124446	6440.0	4374.0
81310	0.0	0.0
10959	13535.0	19199.0
22929	2713.0	2435.0
10950	3430.0	1564.0
10952	3048.0	4780.0
10951	3005.0	8343.0
22943	158.0	26.0
22944	973.0	559.0
22945	0.0	0.0
22947	0.0	0.0
22948	5699.0	22157.0
22949	1677.0	4138.0
83957	0.0	0.0
22941	3449.0	893.0
83959	142.0	140.0
10965	1098.0	543.0
391518	0.0	0.0
10964	4217.0	1543.0
81304	0.0	0.0
10966	926.0	1210.0
10969	2038.0	5593.0
81300	0.0	0.0
10961	11741.0	6734.0
10960	7890.0	13375.0
643529	196.0	129.0
10963	6271.0	19472.0
10962	186.0	644.0
148479	1233.0	3031.0
197407	724.0	522.0
391576	0.0	1.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	1.0	1.0
124491	2259.0	2104.0
391548	0.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	0.0	17.0
391552	0.0	0.0
474383	0.0	1.0
474382	0.0	1.0
222701	1.0	0.0
767569	0.0	0.0
391559	4.0	9.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	11.0	1.0
207107	5319.0	312.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	0.0	0.0
474345	14.0	0.0
474344	6878.0	276.0
474343	100.0	81.0
246717	0.0	1.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	6.0	20.0
161406	23.0	6.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	0.0	3.0
100151640	1.0	2.0
100151641	0.0	0.0
246715	41.0	4.0
767557	12.0	11.0
606553	0.0	0.0
606551	19.0	48.0
474354	135.0	1.0
100151657	0.0	0.0
100151658	1.0	0.0
100151654	0.0	2.0
161436	59.0	81.0
100151655	0.0	0.0
391584	0.0	0.0
100151656	1.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	21.0	77.0
100151652	0.0	0.0
100151668	3.0	2.0
391592	1.0	1.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	2707.0	3557.0
100151667	0.0	0.0
391598	3.0	2.0
100151661	0.0	1.0
100151663	0.0	0.0
474338	13.0	20.0
474337	2.0	0.0
197370	1947.0	5442.0
220112	5.0	11.0
246744	0.0	0.0
220115	4.0	6.0
93273	19.0	219.0
100271459	0.0	0.0
100271458	0.0	1.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	2.0	2.0
81295	0.0	0.0
100271452	0.0	1.0
220108	453.0	86.0
220107	52.0	34.0
100271448	3.0	2.0
100271447	0.0	5.0
100271449	0.0	1.0
100271444	11.0	2.0
100271445	0.0	1.0
81285	0.0	1.0
81282	0.0	0.0
197350	8.0	5.0
246720	2.0	10.0
401399	76.0	56.0
401398	35.0	31.0
246721	3.0	0.0
220134	25.0	1098.0
401397	1891.0	2001.0
246723	10.0	17.0
220136	288.0	51.0
401393	0.0	0.0
100271437	0.0	0.0
100271439	1.0	2.0
100271438	4.0	4.0
100271433	0.0	0.0
100271435	1.0	0.0
100271434	0.0	0.0
197342	670.0	455.0
246731	3.0	4.0
401387	5.0	3.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	44.0	229.0
100271420	0.0	1.0
197358	776.0	106.0
199990	1349.0	1370.0
246785	39.0	65.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	2.0	0.0
283726	616.0	5.0
100271414	0.0	0.0
100887075	0.0	0.0
439990	58.0	254.0
100271411	0.0	1.0
100271410	0.0	1.0
220164	474.0	69.0
100271413	0.0	0.0
197320	771.0	1928.0
439996	5.0	0.0
100887074	0.0	0.0
439992	42.0	1187.0
100887073	0.0	0.0
197322	1579.0	2310.0
439994	179.0	99.0
102724105	305.0	440.0
220147	1.0	0.0
100271404	0.0	0.0
100887067	16.0	7.0
102724101	0.0	0.0
100271406	0.0	1.0
100271405	5.0	2.0
100271400	0.0	0.0
283711	0.0	0.0
100271402	0.0	0.0
197331	0.0	1.0
197335	1113.0	1187.0
440993	1473.0	1022.0
440992	26.0	19.0
161394	105.0	190.0
199964	80.0	48.0
8000	40.0	48.0
8001	2.0	7.0
246777	111.0	35.0
246778	22.0	7.0
606495	280.0	115.0
199974	68.0	0.0
8013	2085.0	134.0
22911	1462.0	835.0
439949	324.0	151.0
22913	9231.0	11602.0
643421	0.0	0.0
22914	37.0	6.0
22915	3223.0	177.0
439945	0.0	0.0
22916	3923.0	13732.0
731605	13.0	9.0
22917	11.0	91.0
10929	4518.0	4567.0
10928	5383.0	6233.0
56252	5829.0	7191.0
56253	235.0	14.0
401331	285.0	234.0
81207	0.0	0.0
83869	162.0	66.0
81208	0.0	0.0
81209	0.0	0.0
83877	2779.0	2092.0
56259	3138.0	6091.0
83876	16.0	10.0
81215	0.0	0.0
83879	45.0	2393.0
10934	2.0	3.0
83878	1002.0	29.0
283768	0.0	1.0
10933	13977.0	8740.0
10936	70.0	43.0
56254	3830.0	4805.0
83873	5.0	6.0
256148	0.0	0.0
81210	6.0	11.0
283767	0.0	0.0
56255	6203.0	6305.0
83872	3395.0	406.0
10935	5757.0	3478.0
81211	0.0	0.0
56256	1220.0	3272.0
10938	7999.0	8037.0
83875	216.0	49.0
83874	1094.0	1298.0
56257	3907.0	2973.0
22907	4886.0	3070.0
643414	0.0	93.0
439953	12.0	103.0
22908	6144.0	2138.0
83871	3048.0	4686.0
22909	1028.0	1397.0
283761	0.0	0.0
439954	4.0	0.0
643418	25.0	22.0
10930	26.0	0.0
439950	4.0	0.0
22921	1267.0	853.0
8022	0.0	0.0
440926	48.0	55.0
22924	1437.0	1016.0
440925	74.0	70.0
8028	2794.0	1041.0
22925	604.0	449.0
8029	217.0	6.0
22926	5378.0	6111.0
439934	1.0	0.0
22927	764.0	241.0
8027	2517.0	1030.0
22928	3798.0	5873.0
439936	3.0	5.0
56261	9395.0	3546.0
56262	5532.0	12648.0
10939	3086.0	4899.0
401321	387.0	375.0
8021	5002.0	5215.0
83858	982.0	900.0
22920	2399.0	4373.0
56260	157.0	63.0
10943	1966.0	1652.0
56269	0.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	63.0	692.0
81204	0.0	0.0
10945	9615.0	13694.0
83868	0.0	0.0
81205	0.0	0.0
10944	8328.0	14605.0
83867	0.0	0.0
10947	1312.0	1097.0
56265	163.0	413.0
83862	2013.0	986.0
401316	17.0	35.0
83861	2398.0	1786.0
283755	117.0	18.0
10946	4250.0	6507.0
56267	1279.0	1888.0
10949	9041.0	12409.0
81201	0.0	0.0
10948	2866.0	5078.0
256158	369.0	6.0
83863	0.0	0.0
81202	0.0	0.0
22918	25375.0	1241.0
22919	7321.0	16654.0
439941	0.0	0.0
83860	1298.0	750.0
8019	2651.0	1452.0
10941	6.0	0.0
643427	38.0	10.0
10940	305.0	1009.0
8036	3576.0	1582.0
8034	1875.0	1212.0
440957	490.0	526.0
440956	0.0	0.0
440955	1.0	0.0
8038	162.0	729.0
10907	1868.0	2882.0
10906	3889.0	1845.0
440952	86.0	53.0
10908	14125.0	3044.0
93210	2678.0	2185.0
8031	18376.0	14993.0
256130	0.0	0.0
56270	4977.0	10384.0
56271	3342.0	2190.0
8030	5900.0	6449.0
10910	3393.0	7407.0
83899	0.0	0.0
81236	0.0	0.0
283748	20.0	310.0
10912	294.0	60.0
283747	2.0	3.0
10911	166.0	345.0
10914	11199.0	18522.0
256126	36.0	15.0
83895	0.0	0.0
10913	15.0	77.0
83894	122.0	1.0
10916	7813.0	3722.0
83897	0.0	3.0
401303	109.0	374.0
10915	2177.0	5301.0
283742	2197.0	3422.0
83896	1.0	0.0
83891	6897.0	555.0
83890	10.0	8.0
83893	0.0	0.0
81230	0.0	0.0
83892	5814.0	3377.0
22900	4556.0	1857.0
93202	1.0	2.0
22901	401.0	318.0
22902	3370.0	1183.0
8045	3450.0	1397.0
22903	2447.0	2598.0
22904	3723.0	7736.0
22905	3390.0	2275.0
8048	0.0	2.0
440944	700.0	623.0
22906	6619.0	3082.0
256144	0.0	1.0
10917	53.0	1.0
10919	3733.0	5673.0
83888	731.0	11.0
10921	5018.0	12057.0
283738	0.0	0.0
83887	6.0	1.0
10920	2169.0	3796.0
81226	0.0	0.0
10923	6051.0	19020.0
10922	2686.0	3451.0
83889	0.0	3.0
81228	0.0	0.0
83884	5.0	7.0
56287	0.0	0.0
81221	0.0	0.0
56288	3954.0	3331.0
10924	1159.0	829.0
10927	6567.0	6655.0
83886	45.0	1063.0
81223	0.0	0.0
10926	296.0	1465.0
81224	0.0	0.0
643447	3.0	3.0
643445	0.0	0.0
83882	141.0	323.0
83881	14.0	40.0
439965	4.0	6.0
643446	13.0	26.0
93233	497.0	37.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	1604.0	2950.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	23.0	106.0
106481975	2.0	0.0
106481978	1.0	3.0
106481979	0.0	0.0
106481980	15.0	0.0
100271499	0.0	0.0
100271498	1.0	0.0
106481981	0.0	1.0
100271495	0.0	0.0
643459	0.0	1.0
81251	1.0	0.0
100271491	1.0	1.0
100271493	1.0	0.0
643470	0.0	0.0
643471	0.0	0.0
8061	230.0	3136.0
8065	2790.0	4488.0
81248	1.0	0.0
10901	679.0	516.0
10900	22.0	1854.0
10903	784.0	937.0
81243	1.0	0.0
10902	3417.0	4223.0
81244	0.0	0.0
100271487	5.0	6.0
10905	3681.0	4789.0
10904	4099.0	22706.0
81246	0.0	0.0
283796	5.0	1.0
100271483	0.0	0.0
81240	0.0	0.0
342574	17.0	4.0
100271486	0.0	0.0
100271485	3.0	1.0
81242	6.0	0.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	8646.0	9936.0
440917	23.0	19.0
439927	0.0	1.0
440915	4.0	11.0
8078	4432.0	7420.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	1.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	331.0	30.0
106481959	0.0	0.0
8073	13632.0	13099.0
106481956	1.0	0.0
8074	4.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	11.0	0.0
106481962	2.0	1.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	145.0	256.0
100271472	2.0	1.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	1.0
81270	2.0	2.0
100271470	0.0	0.0
440905	3.0	179.0
439916	0.0	0.0
8089	626.0	1225.0
440902	1.0	5.0
643499	1.0	1.0
439915	0.0	0.0
440900	5.0	2.0
8082	1328.0	742.0
106481965	0.0	0.0
106481966	6.0	0.0
106481963	0.0	0.0
106481964	0.0	1.0
8086	2160.0	1591.0
106481969	0.0	0.0
8087	5873.0	19636.0
106481967	6.0	37.0
8085	9915.0	3433.0
106481968	0.0	0.0
102724167	0.0	0.0
100271469	0.0	0.0
100271466	0.0	1.0
106481972	0.0	0.0
283777	0.0	0.0
401337	0.0	0.0
106481973	0.0	0.0
100271465	4.0	2.0
106481970	0.0	0.0
401335	0.0	2.0
100271467	2.0	6.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	5227.0	1884.0
81264	0.0	0.0
100271460	3.0	1.0
731688	22.0	12.0
728034	0.0	0.0
8099	2881.0	3870.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	1.0	0.0
106481933	0.0	0.0
8091	8.0	767.0
106481930	0.0	0.0
8092	0.0	0.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	127.0	195.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	2.0	1.0
56413	100.0	607.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	4.0	15.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	0.0	0.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	1.0	0.0
106481951	0.0	0.0
283358	2749.0	278.0
344838	1.0	13.0
106481918	0.0	0.0
106481919	6.0	11.0
106481916	1.0	4.0
106481917	0.0	0.0
572558	30.0	1.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	1.0	0.0
106481913	0.0	0.0
283349	5409.0	1193.0
100126572	0.0	0.0
106481929	8.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	7.0	1.0
728042	0.0	0.0
106481921	2.0	0.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	0.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	40.0	0.0
101234262	19.0	19.0
767612	0.0	0.0
767611	0.0	0.0
283337	2602.0	2009.0
344813	1.0	1.0
114548	469.0	74.0
81406	0.0	3.0
81407	0.0	0.0
344807	6.0	0.0
126526	880.0	1704.0
767600	0.0	0.0
344805	6.0	17.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	34.0	84.0
102800446	2.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	3.0	0.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	17.0	7.0
728013	106.0	137.0
283392	147.0	0.0
728012	0.0	0.0
728015	1.0	1.0
728010	1.0	2.0
81428	11.0	0.0
728019	3.0	8.0
56478	2130.0	1493.0
56479	54.0	26.0
126506	0.0	1.0
56474	1359.0	657.0
81430	4.0	0.0
56475	12.0	9.0
81431	0.0	0.0
56476	0.0	0.0
56477	614.0	1272.0
93408	0.0	0.0
283385	182.0	22.0
283383	6379.0	106.0
728005	5.0	3.0
81419	0.0	0.0
81421	0.0	0.0
283377	849.0	806.0
643401	6.0	0.0
283375	5.0	2.0
283373	3363.0	2091.0
151525	949.0	366.0
126567	26.0	83.0
391211	0.0	0.0
151534	360.0	205.0
151531	7.0	2.0
114569	16564.0	30662.0
126549	44.0	8.0
114571	0.0	4.0
100527978	41.0	27.0
126541	0.0	0.0
126536	0.0	0.0
151556	840.0	459.0
391242	0.0	0.0
728075	0.0	0.0
440699	26.0	0.0
440695	0.0	8.0
728072	0.0	0.0
100527960	6.0	1.0
391253	0.0	0.0
728064	0.0	0.0
100527963	65.0	70.0
728066	3.0	1.0
440689	34.0	109.0
391257	7.0	3.0
391256	19.0	5.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	1.0
728096	0.0	0.0
151507	6.0	121.0
728090	0.0	0.0
728088	4.0	7.0
100527943	4.0	1.0
114599	2.0	6.0
126581	0.0	0.0
151516	115.0	23.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	0.0	8.0
100527947	0.0	0.0
100527948	5.0	1.0
100527949	3.0	0.0
643384	2.0	0.0
391160	6.0	7.0
643382	2.0	41.0
391162	0.0	1.0
692312	1.0	2.0
163479	2.0	1.0
391169	0.0	0.0
100271332	2.0	5.0
391171	0.0	0.0
391174	5.0	9.0
643394	3.0	7.0
391175	0.0	1.0
391179	1.0	0.0
93380	3331.0	7791.0
100271323	1.0	3.0
100271322	1.0	1.0
100271325	11.0	3.0
100271321	0.0	0.0
401036	2.0	0.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	1.0
401027	3.0	27.0
391155	0.0	0.0
401024	15.0	5.0
163486	1623.0	3462.0
401022	5275.0	320.0
425054	4.0	0.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	1.0	2.0
100271300	3.0	9.0
401018	0.0	1.0
100271303	0.0	2.0
100271302	0.0	1.0
401093	838.0	78.0
401097	174.0	97.0
151449	81.0	8.0
401082	2.0	1.0
8100	938.0	318.0
440606	1.0	0.0
8106	3927.0	5786.0
440603	93.0	10.0
401089	1.0	3.0
391183	0.0	0.0
8110	42.0	83.0
8111	693.0	2518.0
391189	0.0	0.0
8115	50.0	11.0
401074	77.0	10.0
222484	3876.0	702.0
391190	0.0	0.0
391192	0.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	67.0	2.0
391196	0.0	0.0
391195	0.0	0.0
8128	1.0	2.0
8125	8073.0	11951.0
401067	0.0	0.0
8120	49.0	133.0
151477	9.0	17.0
151473	451.0	43.0
643300	9.0	32.0
645962	0.0	0.0
8139	778.0	3412.0
645961	0.0	0.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	1.0	0.0
8131	2285.0	3589.0
81329	0.0	0.0
83998	1.0	1.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	2.0	12.0
283403	0.0	1.0
83990	67.0	852.0
83992	298.0	30.0
645954	83.0	52.0
81330	0.0	0.0
645958	133.0	124.0
645957	2.0	1.0
645974	1.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	8.0	11.0
8148	6741.0	14460.0
222487	293.0	142.0
81318	0.0	0.0
8140	598.0	35237.0
83987	1108.0	881.0
81324	0.0	0.0
83986	2898.0	5101.0
81325	0.0	0.0
83989	1772.0	3403.0
83988	2696.0	369.0
81327	0.0	0.0
83983	68.0	66.0
81320	0.0	0.0
83982	1242.0	3982.0
83985	161.0	164.0
81322	0.0	0.0
643308	3.0	2.0
643309	10.0	14.0
645968	8.0	20.0
645980	3.0	3.0
100271390	0.0	5.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	4.0	0.0
106481876	1.0	4.0
8153	118.0	50.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	1.0
81358	0.0	6.0
81353	4.0	0.0
106481884	0.0	0.0
100271399	0.0	1.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	1.0	0.0
81352	3.0	0.0
100271392	6.0	13.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	1.0	7.0
93323	341.0	609.0
8165	5693.0	3022.0
645996	23.0	1.0
645993	1.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1212.0	2619.0
106481891	0.0	1.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	0.0
106481896	0.0	0.0
100271388	0.0	1.0
81343	6.0	2.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	1.0	0.0
81341	0.0	0.0
100271386	1.0	0.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	4.0	2.0
8178	1351.0	1173.0
344892	0.0	0.0
643343	29.0	19.0
8170	14.0	2.0
106481855	0.0	0.0
401014	26.0	9.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	14.0	7.0
106481859	0.0	0.0
8175	2810.0	3873.0
106481857	0.0	0.0
106481858	0.0	8.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	41.0	6.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	127.0	154.0
645998	0.0	0.0
643336	0.0	2.0
100271371	1.0	2.0
8189	5739.0	6513.0
8187	175.0	212.0
93343	1388.0	1937.0
93349	1248.0	2321.0
643353	0.0	0.0
106481866	5.0	7.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	3.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	9.0	7.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	1.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	0.0
283431	474.0	575.0
100271364	4.0	8.0
81363	0.0	11.0
344875	2.0	21.0
100271360	0.0	1.0
93377	0.0	0.0
106481839	0.0	0.0
643365	5.0	2.0
8192	1668.0	2154.0
106481833	0.0	0.0
8193	14.0	172.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	10.0	8.0
106481832	0.0	0.0
106481837	0.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	2257.0	7293.0
106481836	0.0	0.0
106481840	0.0	0.0
106481841	0.0	1.0
100271358	5.0	14.0
81399	0.0	0.0
283422	0.0	12.0
344866	2.0	3.0
100271351	0.0	0.0
283420	58.0	6.0
100271354	0.0	0.0
81390	0.0	0.0
81392	6.0	0.0
643376	4.0	7.0
106481844	0.0	0.0
106481845	9.0	0.0
106481842	1.0	1.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	6.0	0.0
106481846	0.0	0.0
100307126	46.0	22.0
106481847	0.0	0.0
100271349	0.0	2.0
283417	115.0	29.0
283416	20.0	51.0
106481851	0.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	7.0	7.0
106481850	3.0	9.0
81382	0.0	0.0
81383	0.0	0.0
100271343	11.0	20.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	1948.0	5942.0
283487	197.0	866.0
283486	3.0	1.0
283483	68.0	6.0
283481	173.0	402.0
283480	2.0	2.0
106481828	1.0	0.0
106481829	1.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	6.0	14.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	10.0	3.0
106481827	4.0	3.0
106481824	5.0	0.0
106481825	0.0	0.0
56547	0.0	0.0
106481830	0.0	0.0
56548	427.0	114.0
283471	4.0	1.0
731789	1.0	0.0
728170	1.0	10.0
283464	2108.0	1095.0
283463	2.0	1.0
283461	1.0	0.0
283460	3.0	0.0
106481808	0.0	0.0
728167	2.0	3.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	2.0	1.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	2.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	85.0	12.0
81502	6183.0	17685.0
283459	1052.0	1156.0
283458	14.0	34.0
283455	116.0	44.0
645900	1.0	4.0
283450	4854.0	1977.0
780776	145.0	45.0
728113	337.0	4316.0
126410	28.0	12.0
728116	4.0	36.0
728115	3.0	4.0
728118	31.0	2.0
81533	4202.0	2006.0
126402	0.0	0.0
81532	2262.0	1511.0
645930	1.0	2.0
731779	5.0	3.0
728106	0.0	0.0
645922	0.0	2.0
645927	2.0	2.0
728134	9.0	15.0
474170	211.0	257.0
728130	76.0	28.0
645940	1.0	5.0
728132	0.0	0.0
728137	0.0	0.0
81555	3531.0	7553.0
81556	2050.0	4560.0
81557	0.0	0.0
81558	1836.0	590.0
645939	1.0	1.0
81551	2.0	0.0
101055625	3.0	0.0
81552	2448.0	5365.0
81553	2807.0	260.0
344905	48.0	3.0
81554	2470.0	2764.0
474167	17.0	31.0
81550	1584.0	1682.0
344901	25.0	0.0
645931	0.0	1.0
645950	2.0	3.0
728121	48.0	17.0
81537	2416.0	1735.0
81539	4299.0	14867.0
728128	4.0	1.0
81544	1156.0	237.0
81545	3946.0	2823.0
81542	4089.0	10267.0
81543	920.0	879.0
93517	684.0	1785.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	336.0	453.0
126432	676.0	680.0
163404	1.0	1.0
138474	3.0	1.0
391365	0.0	0.0
391367	0.0	9.0
728192	5.0	2470.0
728194	7.0	0.0
728190	693.0	707.0
391378	3.0	0.0
138412	5.0	1.0
138428	37.0	4.0
138429	293.0	276.0
391356	775.0	828.0
391358	4.0	10.0
56521	46.0	39.0
391282	2.0	2.0
643263	0.0	0.0
643264	2.0	1.0
100271209	4.0	1.0
