id	cfb70595-7191-40cc-802d-dad9cb578b1a	bd587a68-76f5-44f2-ac6b-f87523560f60
29108	1698.0	533.0
285877	0.0	0.0
29107	500.0	2133.0
285878	0.0	0.0
29106	19.0	3.0
728358	0.0	0.0
29101	6003.0	7039.0
29100	1398.0	2143.0
29105	1473.0	2277.0
29104	644.0	275.0
29103	2737.0	1327.0
29102	3310.0	7276.0
100271098	1.0	3.0
283284	86.0	51.0
728343	0.0	0.0
728342	20.0	60.0
100128849	0.0	0.0
728344	5.0	10.0
100271081	5.0	9.0
100128845	0.0	0.0
728340	192.0	101.0
285888	1.0	1.0
29119	116.0	30.0
107057644	14.0	3.0
29118	355.0	15.0
107057647	0.0	0.0
114655	1.0	3.0
29117	3911.0	3885.0
107057646	3.0	1.0
114657	0.0	0.0
114659	527.0	336.0
126638	0.0	0.0
54165	2119.0	6931.0
126637	1.0	1.0
29110	2031.0	1818.0
29116	2902.0	1750.0
29115	2838.0	3434.0
29114	2.0	4.0
29113	0.0	0.0
100271087	15.0	6.0
100271089	0.0	0.0
100271085	2.0	3.0
100128836	7.0	8.0
728378	11.0	27.0
728377	151.0	262.0
100271070	0.0	1.0
285893	0.0	0.0
100128834	0.0	0.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	1410.0	1209.0
81793	114.0	77.0
81794	581.0	188.0
81796	22.0	47.0
81790	1946.0	500.0
100271076	2.0	2.0
283267	948.0	624.0
91107	1254.0	785.0
100128830	9.0	0.0
81792	891.0	2147.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	3.0	4.0
100128827	0.0	0.0
728366	1.0	6.0
728361	4.0	19.0
100128822	313.0	156.0
728369	0.0	0.0
81786	87.0	387.0
54187	2264.0	2178.0
81788	775.0	2960.0
81789	448.0	196.0
283257	0.0	7.0
100271065	0.0	0.0
645700	4.0	12.0
283254	226.0	146.0
126695	466.0	2211.0
148003	0.0	0.0
378108	2.0	2.0
151649	52.0	20.0
151648	51.0	390.0
151647	3.0	4.0
151645	33.0	82.0
200909	0.0	1.0
200916	1060.0	2394.0
148014	5.0	10.0
151658	0.0	1.0
151651	11.0	11.0
56704	843.0	1565.0
148022	1248.0	1958.0
126669	3432.0	55.0
126668	576.0	13.0
100126297	0.0	0.0
100126299	0.0	2.0
100126296	3.0	1.0
200931	338.0	435.0
200933	971.0	3080.0
126661	97.0	158.0
56729	557.0	19.0
283298	3504.0	281.0
283297	0.0	0.0
136051	327.0	757.0
138639	756.0	249.0
692076	5.0	14.0
391121	0.0	0.0
391120	0.0	0.0
391123	13.0	2.0
200942	2165.0	756.0
440577	15.0	40.0
440574	1597.0	1909.0
56731	2564.0	1894.0
100126270	2.0	1.0
692084	0.0	0.0
692085	0.0	0.0
692086	11.0	35.0
138649	81.0	124.0
200959	1.0	0.0
200958	320.0	2555.0
391135	23.0	25.0
440567	92.0	212.0
391139	14.0	28.0
440563	0.0	3.0
440561	0.0	0.0
151613	2104.0	3647.0
692072	0.0	0.0
692075	12.0	11.0
692057	0.0	0.0
692058	5.0	12.0
124056	0.0	1.0
81706	854.0	611.0
391104	0.0	2.0
391107	0.0	0.0
391106	3.0	0.0
81704	8689.0	676.0
391109	0.0	0.0
440595	301.0	480.0
56751	0.0	0.0
692063	0.0	0.0
8402	2960.0	3394.0
391110	0.0	0.0
8403	0.0	1.0
391112	0.0	0.0
124045	329.0	489.0
391114	7.0	0.0
124044	284.0	298.0
391115	3.0	0.0
440585	5.0	109.0
391117	0.0	0.0
440584	39.0	62.0
391119	0.0	0.0
54101	900.0	3639.0
151636	7963.0	7425.0
440590	2.0	169.0
54103	4164.0	695.0
54102	1143.0	6973.0
54108	2233.0	3075.0
54107	3426.0	4862.0
54106	5.0	2.0
692053	3.0	0.0
391040	0.0	0.0
645683	19.0	52.0
8410	0.0	0.0
645682	2.0	22.0
645688	14.0	17.0
391044	4.0	2.0
645687	6.0	5.0
8411	3790.0	2101.0
645686	0.0	0.0
8412	2920.0	275.0
391045	11.0	7.0
440533	0.0	9.0
8406	1790.0	473.0
8407	57490.0	36211.0
8404	43838.0	5334.0
8405	4506.0	3055.0
8408	3203.0	3888.0
8409	2423.0	3463.0
391051	2.0	5.0
8420	991.0	1311.0
645694	9.0	8.0
391053	1.0	3.0
645693	84.0	138.0
643031	26.0	20.0
8424	11.0	180.0
8425	22221.0	6008.0
643037	0.0	0.0
163589	33.0	294.0
643034	0.0	0.0
440525	96.0	87.0
391059	517.0	1260.0
645691	17.0	39.0
163590	8569.0	7123.0
8417	6900.0	3403.0
8418	2303.0	2026.0
8416	851.0	177.0
8419	8.0	29.0
8431	230.0	0.0
8435	18.0	1.0
8436	12545.0	327.0
8433	0.0	0.0
8434	2759.0	192.0
391026	0.0	0.0
440556	238.0	0.0
440560	0.0	0.0
8428	3577.0	8313.0
8427	1547.0	3526.0
103157000	0.0	0.0
8443	3243.0	3684.0
8440	2290.0	3511.0
8446	1263.0	3154.0
8447	639.0	4100.0
8444	349.0	386.0
8445	2145.0	3133.0
391037	12.0	5.0
391039	12.0	6.0
643050	0.0	0.0
285905	21.0	18.0
285908	497.0	420.0
8439	2387.0	2515.0
8437	30.0	441.0
8438	84.0	1429.0
8453	2387.0	1858.0
8454	4356.0	5471.0
8451	5343.0	7737.0
8452	3943.0	6289.0
8458	1030.0	2862.0
8455	6326.0	9432.0
8456	24.0	1011.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	4951.0	5358.0
106481583	0.0	0.0
106481584	4.0	1.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	2.0
106481586	0.0	0.0
8448	46.0	17.0
8449	2338.0	3390.0
106481580	0.0	0.0
8464	494.0	831.0
8462	2908.0	1452.0
8463	2097.0	4913.0
8468	0.0	0.0
391099	0.0	0.0
8467	11125.0	11769.0
342184	1549.0	431.0
246312	0.0	2.0
106481589	0.0	0.0
8460	890.0	1473.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	40.0	42.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	2.0	1.0
8459	2365.0	5081.0
106481590	0.0	0.0
106481591	3.0	0.0
8476	5229.0	1722.0
8473	11011.0	9314.0
440519	67.0	3.0
440518	0.0	1.0
8479	921.0	550.0
440515	1160.0	391.0
8477	894.0	121.0
106481558	0.0	0.0
106481559	1.0	0.0
391069	4.0	22.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	3.0	1.0
8470	4969.0	1247.0
106481561	1.0	1.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	2.0	6.0
106481563	0.0	0.0
106481564	0.0	1.0
391073	9.0	6.0
8487	386.0	791.0
8484	0.0	17.0
391075	11.0	9.0
440508	14.0	0.0
391077	8.0	18.0
391076	2.0	0.0
8488	16.0	20.0
440503	166.0	199.0
8489	3.0	8.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	338.0	598.0
8483	203.0	458.0
8480	1553.0	2289.0
8481	1883.0	2373.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	1.0
106481577	1.0	0.0
106481574	0.0	0.0
106481575	1.0	0.0
391081	92.0	37.0
8497	133.0	770.0
728431	301.0	204.0
8498	3401.0	5762.0
728430	4.0	1.0
100128934	0.0	0.0
8495	3010.0	5297.0
8496	6832.0	4753.0
91012	2295.0	2887.0
100128936	68.0	174.0
728432	0.0	2.0
100128930	1.0	1.0
8499	38.0	6.0
106481536	0.0	0.0
8490	13881.0	742.0
106481537	0.0	0.0
285954	32.0	6.0
285955	25.0	18.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1540.0	795.0
54075	1.0	1.0
101669766	11.0	11.0
728434	0.0	0.0
91010	4350.0	1561.0
285958	542.0	1718.0
101669767	0.0	22.0
8491	2165.0	2190.0
106481538	0.0	0.0
8492	878.0	15780.0
54072	1.0	4.0
106481539	0.0	0.0
101669762	82.0	127.0
106481540	0.0	0.0
101669763	1.0	1.0
101669764	5.0	1.0
106481543	0.0	0.0
81694	0.0	4.0
100271059	0.0	0.0
81695	3.0	2.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	2.0
106481542	0.0	0.0
81693	93.0	386.0
100271056	0.0	0.0
100271050	0.0	22.0
100271053	0.0	1.0
93664	4457.0	279.0
100128923	9.0	5.0
93663	5760.0	883.0
285961	7.0	7.0
93668	0.0	0.0
285962	202.0	141.0
106481547	0.0	0.0
54082	41.0	82.0
106481548	0.0	0.0
285965	47.0	43.0
285966	378.0	584.0
106481545	1.0	2.0
106481546	1.0	2.0
93661	0.0	3.0
100128927	812.0	1906.0
54084	27.0	43.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	16038.0	10883.0
106481551	0.0	1.0
54089	1.0	1.0
81689	2143.0	1577.0
54088	3.0	3.0
106481554	2.0	0.0
100271047	1.0	2.0
106481555	1.0	0.0
106481552	0.0	0.0
106456574	144.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	1.0
100271042	1.0	0.0
100128912	0.0	0.0
91039	4063.0	4175.0
342132	156.0	192.0
285971	697.0	660.0
285972	151.0	15.0
285973	58.0	421.0
100128911	0.0	0.0
728450	1.0	0.0
54093	1132.0	940.0
106481514	0.0	1.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	1.0	0.0
106481513	7.0	8.0
54097	1187.0	1473.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	412.0	184.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	11.0	3.0
54098	0.0	0.0
246330	842.0	390.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	9.0	16.0
100271033	18.0	43.0
645619	0.0	3.0
100271031	12.0	22.0
344787	90.0	66.0
100128902	0.0	0.0
728441	94.0	192.0
100128903	1.0	2.0
222389	1115.0	38.0
106481525	4.0	2.0
106481526	1.0	6.0
285987	0.0	336.0
106481523	0.0	1.0
285989	547.0	795.0
106481524	0.0	1.0
106481529	0.0	0.0
728448	51.0	12.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	6.0	1.0
106481530	0.0	2.0
106481531	0.0	0.0
100271020	2.0	9.0
91057	289.0	3268.0
91056	1731.0	1065.0
645641	8.0	2.0
91050	1467.0	1003.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	99.0	1657.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	6.0	34.0
106481503	1.0	0.0
106481504	1.0	0.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	1.0	1.0
106481508	0.0	0.0
106481505	1.0	0.0
106481506	0.0	0.0
100271007	1.0	7.0
283316	497.0	273.0
106481510	7.0	3.0
106481511	0.0	0.0
100271003	15.0	41.0
283314	346.0	199.0
100271006	0.0	4.0
283310	23.0	26.0
344758	0.0	0.0
100271001	2.0	0.0
344752	173.0	71.0
728411	320.0	1129.0
728410	0.0	0.0
643003	4.0	6.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	1.0	0.0
728409	0.0	0.0
283303	0.0	1.0
344741	4.0	2.0
728400	0.0	0.0
645676	83.0	155.0
285941	8.0	0.0
728405	0.0	0.0
285943	611.0	312.0
728407	136.0	68.0
728402	1.0	5.0
728403	0.0	0.0
643008	81.0	50.0
645668	4.0	8.0
100506658	2198.0	138.0
100506655	18.0	8.0
81849	1823.0	272.0
56890	656.0	626.0
56891	1.0	1.0
100506650	1.0	0.0
81846	2513.0	1912.0
81847	2894.0	1531.0
81848	3196.0	487.0
56896	1.0	3.0
56897	2756.0	6582.0
81853	2919.0	2626.0
56898	2966.0	1546.0
81855	5714.0	1333.0
56899	164.0	37.0
56892	11270.0	2549.0
56893	2214.0	5085.0
121275	17.0	4.0
121278	6.0	0.0
56894	6782.0	3688.0
81850	0.0	0.0
145249	3.0	7.0
56895	1599.0	1771.0
81851	0.0	0.0
649137	2.0	4.0
81839	1376.0	1853.0
121274	2452.0	2618.0
121273	28.0	1594.0
145264	3.0	2.0
121270	0.0	1.0
145258	16.0	1.0
121268	49.0	36.0
81844	8646.0	6018.0
145259	12.0	15.0
133283	419.0	594.0
375593	7.0	3.0
100506649	163.0	209.0
100506673	0.0	0.0
121260	2012.0	1571.0
145270	273.0	2542.0
100506671	1.0	1.0
81875	1756.0	4169.0
81876	9146.0	5744.0
81870	0.0	0.0
81871	0.0	0.0
121256	39.0	0.0
81872	0.0	0.0
81873	1615.0	2257.0
387597	1266.0	20.0
100506668	406.0	493.0
160897	923.0	1309.0
649159	0.0	0.0
145282	404.0	886.0
387590	630.0	8.0
81856	774.0	548.0
81857	2817.0	3160.0
100506660	15.0	89.0
81858	2732.0	2496.0
135886	0.0	13.0
147872	0.0	3.0
81889	1547.0	2319.0
145200	57.0	17.0
81892	1002.0	2806.0
81893	3.0	5.0
81894	1576.0	1354.0
81890	1068.0	1947.0
135892	9.0	1.0
649179	6.0	27.0
100506600	12.0	20.0
613126	12.0	4.0
81887	1869.0	5145.0
81888	477.0	413.0
145216	1.0	15.0
338591	0.0	0.0
649186	0.0	2.0
338596	748.0	4.0
338599	4.0	0.0
169200	3027.0	2537.0
145226	12.0	15.0
100506637	81.0	20.0
160857	357.0	499.0
160851	1992.0	2906.0
91227	22.0	5.0
157206	14.0	21.0
100506622	29.0	224.0
100856809	0.0	0.0
338588	0.0	0.0
145241	0.0	0.0
91219	2.0	2.0
650172	0.0	2.0
102724678	2.0	2.0
338579	0.0	0.0
326591	516.0	367.0
255738	1669.0	3685.0
338567	0.0	0.0
102724668	10.0	8.0
255743	16698.0	2094.0
56829	5433.0	4206.0
326586	0.0	0.0
102724655	0.0	0.0
554250	4.0	2.0
554251	321.0	317.0
338557	1129.0	0.0
56832	1.0	1.0
56833	1961.0	571.0
56834	1460.0	993.0
554235	15.0	25.0
554236	4.0	15.0
56849	386.0	59.0
255725	0.0	0.0
56848	485.0	664.0
56852	862.0	856.0
56853	59.0	82.0
102724631	0.0	0.0
56850	2746.0	2877.0
56851	3088.0	2464.0
100820829	1052.0	24.0
101243555	14.0	6.0
196872	80.0	145.0
8501	951.0	573.0
8502	4761.0	10988.0
8500	4733.0	1807.0
253128	9.0	5.0
664701	260.0	28.0
255783	367.0	528.0
54207	4.0	5.0
54206	4043.0	3816.0
54205	3695.0	8105.0
664709	23.0	52.0
54209	1942.0	287.0
196883	1636.0	276.0
8512	364.0	12.0
8513	0.0	1.0
8510	14.0	2.0
8511	31.0	0.0
54210	6487.0	516.0
81831	430.0	675.0
81832	0.0	63.0
81833	0.0	1.0
54212	14.0	0.0
170261	257.0	8.0
8505	1168.0	1004.0
8506	1042.0	379.0
8503	1739.0	4024.0
8504	940.0	999.0
8509	183.0	88.0
8507	3761.0	2760.0
255758	128.0	233.0
8508	2284.0	15470.0
8520	2173.0	4203.0
8521	3.0	8.0
169270	296.0	119.0
8522	6418.0	1250.0
102724605	0.0	0.0
554282	11.0	52.0
56886	6142.0	7680.0
54221	26.0	1.0
56888	3184.0	8129.0
554279	3.0	15.0
664722	11.0	15.0
56882	5885.0	8611.0
664721	31.0	22.0
255762	13.0	2.0
56884	0.0	17.0
8516	4859.0	220.0
8517	313.0	248.0
8514	4569.0	636.0
8515	329.0	69.0
56889	13701.0	11520.0
8518	2873.0	2048.0
8519	5493.0	7965.0
8530	694.0	200.0
326624	756.0	71.0
8531	9474.0	41901.0
326625	1692.0	2249.0
8534	234.0	170.0
326628	0.0	0.0
8535	1048.0	1134.0
326627	3.0	0.0
8532	61.0	41.0
8533	2308.0	4166.0
8527	2327.0	2256.0
8528	475.0	30.0
8525	2823.0	3048.0
8526	933.0	424.0
8529	1.0	1.0
8541	228.0	1153.0
326613	1.0	2.0
8542	15683.0	11471.0
326615	0.0	0.0
8540	4573.0	3159.0
326614	2.0	0.0
8545	6830.0	7263.0
326617	0.0	0.0
8546	4139.0	2715.0
326616	4.0	6.0
8543	6220.0	7644.0
8544	475.0	1439.0
253175	0.0	0.0
554300	0.0	0.0
8538	31.0	204.0
8539	6007.0	5726.0
8536	305.0	120.0
8537	286.0	34.0
8552	67.0	64.0
8553	9784.0	14062.0
8550	2148.0	3261.0
326603	39.0	52.0
8551	0.0	0.0
8556	903.0	361.0
326606	0.0	0.0
8557	37.0	29.0
8554	4281.0	2683.0
8555	1813.0	863.0
326607	0.0	0.0
326609	5.0	1.0
255798	0.0	4.0
8549	74.0	1012.0
8547	4688.0	53.0
8548	1432.0	1386.0
101409261	5.0	4.0
326611	0.0	2.0
8563	1738.0	5716.0
8564	496.0	63.0
8562	3556.0	7554.0
8567	4538.0	1945.0
8568	816.0	1979.0
8565	4872.0	8695.0
8566	15138.0	7397.0
253152	42.0	20.0
8560	5077.0	2707.0
100132031	0.0	0.0
100132036	0.0	2.0
253143	3140.0	7950.0
8558	2557.0	2594.0
8559	630.0	558.0
8574	1956.0	2721.0
8575	2237.0	3644.0
8572	597.0	685.0
8573	3066.0	6290.0
8578	1705.0	249.0
8576	1594.0	1555.0
8577	2.0	0.0
554354	2.0	4.0
8570	6207.0	15535.0
123811	2027.0	2634.0
8569	2930.0	1355.0
8585	0.0	0.0
8586	0.0	1.0
101928770	9.0	1.0
8583	0.0	0.0
101928773	0.0	0.0
8587	3.0	0.0
8588	0.0	0.0
101928776	1.0	0.0
8581	3.0	1917.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	31.0	13.0
101409257	2.0	0.0
101409254	1.0	0.0
101409253	0.0	0.0
123803	1919.0	615.0
8596	0.0	0.0
101928781	5.0	0.0
8594	0.0	0.0
8595	0.0	0.0
101928784	15.0	21.0
8590	1.0	4.0
8591	1.0	0.0
100132066	0.0	1.0
100421113	0.0	1.0
100421114	1.0	2.0
101928790	1.0	0.0
101928795	0.0	6.0
253190	105.0	258.0
100132073	4.0	0.0
100132074	106.0	612.0
100132079	2.0	0.0
554313	0.0	2.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	17.0	14.0
100421125	0.0	0.0
91133	779.0	41.0
100421129	2.0	0.0
91137	3813.0	1832.0
101928720	4.0	0.0
375519	0.0	7.0
100856810	0.0	1.0
100421136	7.0	4.0
100421137	4.0	0.0
101928734	0.0	1.0
91120	307.0	18.0
101928736	46.0	80.0
147837	299.0	92.0
100421131	3.0	8.0
100421133	1.0	1.0
91156	101.0	2.0
100421146	0.0	0.0
160824	0.0	1.0
100421148	34.0	0.0
101928744	0.0	2.0
91151	127.0	115.0
147841	172.0	1413.0
100421143	0.0	0.0
91149	2.0	10.0
101928752	0.0	0.0
91147	644.0	685.0
387509	1678.0	1111.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	717.0	536.0
100506574	5.0	4.0
399520	63.0	5.0
100421178	0.0	0.0
100506564	0.0	1.0
121227	1818.0	2211.0
387521	2232.0	4527.0
387522	0.0	2.0
100421172	17.0	6.0
100421175	0.0	1.0
100421177	0.0	0.0
100506599	83.0	218.0
100856877	1.0	0.0
100421189	2.0	0.0
100856878	1.0	6.0
121214	1.0	34.0
387559	0.0	0.0
123876	5.0	0.0
123872	32.0	34.0
100421180	0.0	0.0
147808	398.0	640.0
100421185	0.0	0.0
147804	500.0	934.0
123879	1467.0	621.0
147807	573.0	589.0
100421188	0.0	0.0
375567	85.0	101.0
399512	527.0	150.0
399511	94.0	93.0
91181	10.0	12.0
448990	12.0	18.0
101928715	14.0	11.0
100506581	49.0	89.0
100856881	1.0	2.0
100506775	18.0	24.0
100506779	74.0	39.0
160762	8.0	2.0
93953	106.0	154.0
104326057	0.0	0.0
399687	3999.0	1539.0
104326058	0.0	0.0
100506776	334.0	59.0
348094	563.0	449.0
160760	3020.0	8295.0
348093	352.0	48.0
387695	1.0	61.0
104326055	19.0	3.0
93948	6.0	4.0
399693	2.0	55.0
104326053	0.0	0.0
399694	52.0	38.0
104326054	0.0	0.0
104326051	1.0	196.0
104326052	15.0	0.0
133150	0.0	0.0
399697	0.0	1.0
100506765	0.0	3.0
387694	43.0	9.0
102724706	0.0	0.0
54361	395.0	3916.0
54360	148.0	14.0
54363	2.0	1.0
387684	3.0	0.0
147798	2372.0	4969.0
159770	0.0	2.0
100506769	0.0	0.0
93973	1557.0	1012.0
399668	510.0	602.0
100506795	70.0	10.0
399669	138.0	92.0
399664	666.0	1573.0
399666	0.0	0.0
93974	2627.0	4849.0
399665	5148.0	2513.0
100506791	0.0	1.0
81993	8.0	6.0
399671	47.0	112.0
399670	399.0	5.0
160777	7.0	3.0
91300	2323.0	9250.0
100506783	0.0	8.0
91304	4602.0	7286.0
100506787	0.0	3.0
100293948	6.0	1.0
204219	19.0	2565.0
121130	0.0	0.0
145165	10.0	25.0
54386	4624.0	3267.0
123787	0.0	0.0
652670	2.0	3.0
121129	0.0	0.0
100506733	0.0	0.0
147746	21.0	8.0
255812	598.0	525.0
147741	6.0	0.0
147744	1.0	10.0
100506737	25.0	22.0
100506736	157.0	34.0
160728	321.0	3.0
100506724	0.0	0.0
100506723	23.0	17.0
93986	360.0	2278.0
100506721	0.0	0.0
100913183	1.0	3.0
100913182	0.0	2.0
91319	388.0	3709.0
93979	9.0	7.0
91316	71.0	101.0
133121	60.0	23.0
93978	98.0	3.0
100506753	108.0	70.0
91355	272.0	712.0
91353	2.0	19.0
100506757	1.0	15.0
100506755	103.0	28.0
91351	2376.0	755.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	159.0	6.0
348021	0.0	1.0
107080653	0.0	0.0
255809	179.0	61.0
100506749	38.0	15.0
107080654	1.0	4.0
107080655	0.0	0.0
107080652	1.0	2.0
348013	670.0	186.0
338692	2024.0	1352.0
338699	819.0	367.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	547.0	1725.0
723779	0.0	0.0
723778	0.0	2.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	3965.0	5050.0
196792	49.0	84.0
107080620	6.0	3.0
56938	456.0	5611.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	2.0	0.0
56935	1241.0	682.0
56936	4.0	3.0
56940	3257.0	1976.0
107080639	0.0	0.0
56941	2681.0	5223.0
56942	908.0	1551.0
56943	3010.0	3898.0
107080636	11.0	3.0
107080637	7.0	3.0
56948	359.0	375.0
56949	2561.0	4031.0
107080632	3.0	0.0
56944	4142.0	1059.0
56945	1491.0	3530.0
56946	1272.0	836.0
56947	3019.0	3672.0
107080630	3.0	3.0
100506713	202.0	122.0
100506712	5.0	4.0
100506710	4381.0	2679.0
338674	0.0	0.0
338675	0.0	0.0
56951	5420.0	5094.0
56952	317.0	606.0
56953	204.0	331.0
102724774	0.0	1.0
56954	2135.0	5236.0
56950	2663.0	4740.0
100506715	1.0	3.0
100506714	257.0	923.0
56955	1.0	9.0
56956	56.0	39.0
56957	2588.0	4159.0
8600	11.0	100.0
8601	23.0	22.0
723790	0.0	0.0
338661	0.0	0.0
338662	1.0	0.0
338657	1740.0	567.0
56963	352.0	1174.0
56964	27.0	39.0
56965	2949.0	1741.0
56961	2.0	1.0
56967	5144.0	2041.0
56969	54.0	14.0
8611	2020.0	1747.0
8612	93.0	1397.0
81926	1463.0	1234.0
145173	855.0	784.0
81928	589.0	452.0
338651	13.0	4.0
81929	1811.0	5648.0
338653	2.0	0.0
81930	197.0	735.0
56975	2186.0	1515.0
81931	213.0	25.0
81932	743.0	1116.0
56970	3152.0	6370.0
56971	356.0	334.0
8604	1132.0	1800.0
8605	745.0	194.0
8602	1981.0	6120.0
8603	2146.0	2597.0
8608	51.0	328.0
56977	816.0	1395.0
8609	3379.0	2623.0
56978	97.0	78.0
56979	0.0	3.0
8607	1505.0	7892.0
8622	810.0	233.0
8623	1253.0	1593.0
8620	0.0	0.0
8621	3556.0	3810.0
338645	51.0	9.0
56984	2966.0	3714.0
56985	468.0	308.0
56986	1606.0	901.0
338637	0.0	0.0
56987	5006.0	5792.0
102724742	1.0	0.0
56980	708.0	771.0
56981	1207.0	2239.0
56983	1089.0	2502.0
8615	6515.0	6182.0
54329	457.0	631.0
54328	370.0	79.0
8613	8346.0	2689.0
8614	218.0	6728.0
8618	75.0	25.0
8630	8151.0	228.0
8633	893.0	298.0
8634	1740.0	1722.0
8631	430.0	129.0
8632	330.0	1763.0
56990	4482.0	3256.0
169166	3.0	427.0
554175	0.0	1.0
54332	585.0	1119.0
56995	2243.0	2734.0
255877	1669.0	502.0
664616	0.0	0.0
56996	2357.0	2599.0
54331	2356.0	398.0
56997	3516.0	2126.0
664614	0.0	0.0
56998	3072.0	2239.0
664613	0.0	0.0
664612	0.0	0.0
56992	178.0	646.0
56993	2922.0	17444.0
56994	3586.0	3188.0
8626	80.0	16936.0
8624	809.0	1330.0
8625	1685.0	3677.0
56999	2906.0	158.0
664617	1.0	0.0
8629	1463.0	1642.0
8641	102.0	21.0
8644	1606.0	68.0
8645	1533.0	138.0
8642	3298.0	616.0
8643	146.0	55.0
652624	5.0	10.0
196743	314.0	230.0
54346	0.0	0.0
54345	780.0	419.0
54344	739.0	649.0
8637	263.0	74.0
8638	2433.0	109.0
8635	2911.0	3095.0
8636	1802.0	1766.0
8639	16254.0	927.0
196740	2018.0	403.0
8651	166.0	408.0
8650	8124.0	4093.0
8655	8097.0	13773.0
101928685	3.0	6.0
8653	4443.0	402.0
8654	4539.0	753.0
101928684	0.0	0.0
101928689	5.0	6.0
101928687	0.0	14.0
8648	5190.0	4966.0
8649	3281.0	3709.0
8646	333.0	86.0
8647	2.0	8.0
8662	7953.0	21005.0
8663	402.0	448.0
6001	1404.0	1135.0
8660	2341.0	2217.0
8661	11920.0	11069.0
6000	18.0	1.0
6003	235.0	11.0
8666	5636.0	8895.0
8667	11372.0	20849.0
6002	2395.0	5423.0
8664	10512.0	37016.0
6005	0.0	0.0
6004	1752.0	2599.0
8665	10256.0	10373.0
101928698	34.0	0.0
8659	590.0	416.0
8658	3393.0	2565.0
8673	9945.0	6129.0
6010	0.0	3.0
8674	2040.0	944.0
8671	5032.0	405.0
8672	4550.0	4192.0
6011	4.0	0.0
8677	1608.0	1625.0
6014	1.0	1.0
6013	7.0	0.0
8678	3300.0	3512.0
8675	4326.0	3402.0
6016	2408.0	1335.0
8676	2440.0	90.0
6015	1707.0	2417.0
253260	3098.0	3852.0
338707	146.0	1225.0
6007	0.0	3.0
6006	24.0	25.0
8668	7746.0	16887.0
6009	3519.0	4082.0
8669	2836.0	4936.0
6008	1.0	3.0
8685	25188.0	469.0
8682	13421.0	6234.0
6023	0.0	0.0
8683	3077.0	8852.0
8688	0.0	1.0
8689	3.0	2.0
8686	0.0	4.0
8687	0.0	1.0
253272	4.0	7.0
8681	347.0	348.0
253264	98.0	34.0
6018	1574.0	2816.0
6017	0.0	0.0
6019	22.0	1.0
6031	8.0	6.0
6034	51.0	1.0
8693	33.0	31.0
8694	1933.0	1937.0
6033	2.0	1.0
6036	89.0	25.0
6035	40238.0	2280.0
8697	2107.0	1533.0
6038	271.0	54.0
8698	980.0	98.0
6037	4.0	1.0
101928646	0.0	15.0
554234	4.0	1.0
8692	3418.0	1974.0
6030	34.0	9.0
8690	1084.0	704.0
554225	13.0	10.0
554226	0.0	0.0
6029	0.0	0.0
170082	339.0	196.0
6043	0.0	0.0
6045	1202.0	2189.0
6044	0.0	0.0
6047	3639.0	4940.0
6046	13359.0	22172.0
6049	2428.0	4600.0
100421217	0.0	0.0
6048	1454.0	2468.0
100421219	0.0	0.0
101928656	5.0	0.0
6041	2040.0	872.0
554213	0.0	0.0
554214	1.0	0.0
