id	153cb1b1-774c-4e65-b209-6a462b68cfc5	5d187a95-6b3d-42dc-a5c8-cf1758243c46
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	463.0	55.0
100128083	3.0	6.0
83468	1532.0	852.0
100128081	22.0	1.0
83461	107.0	2602.0
128338	3361.0	2024.0
83464	2139.0	1807.0
83463	240.0	2064.0
83460	89.0	133.0
100189028	5.0	15.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	3.0	2.0
102466750	0.0	1.0
153339	5550.0	4406.0
116349	203.0	454.0
102466759	0.0	0.0
102466758	2.0	0.0
102466757	0.0	0.0
100128071	122.0	417.0
346562	2.0	6.0
647415	1.0	0.0
128322	0.0	0.0
1809	14987.0	40619.0
116337	2.0	41.0
153328	2.0	99.0
1800	714.0	91.0
100128061	0.0	0.0
100128060	30.0	67.0
100128062	0.0	0.0
1808	33374.0	5988.0
83483	12972.0	5001.0
1807	122.0	23.0
1806	5988.0	1426.0
1805	4894.0	679.0
83480	557.0	1879.0
1804	98.0	6.0
1803	6043.0	420.0
1802	1088.0	3810.0
83482	1.0	3.0
1801	1367.0	2547.0
83481	543.0	3631.0
131965	539.0	1130.0
1811	15.0	3.0
1810	3508.0	9434.0
143941	4.0	11.0
1819	1792.0	2868.0
1818	0.0	0.0
1817	0.0	0.0
1816	88.0	73.0
1815	17.0	92.0
100128054	3.0	11.0
1814	1.0	1.0
285084	0.0	5798.0
1813	50.0	49.0
1812	48.0	61.0
100128055	3.0	1.0
647436	5.0	7.0
128387	855.0	1646.0
131973	0.0	0.0
1822	16357.0	20657.0
1821	21.0	122.0
1820	906.0	655.0
100128041	0.0	0.0
1829	4331.0	43319.0
1828	85.0	157.0
1827	3599.0	5833.0
285093	27.0	1.0
1826	9.0	65.0
100128043	0.0	0.0
1825	886.0	32851.0
100128042	0.0	1.0
1824	1934.0	22330.0
1823	12.0	240.0
100128044	1.0	0.0
407977	9.0	13.0
407975	31.0	1047.0
128370	3.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	3.0	14.0
1832	1993.0	65765.0
1831	48993.0	13235.0
1830	22.0	3127.0
574016	8.0	11.0
100128036	2.0	0.0
1839	3815.0	469.0
1838	1431.0	6069.0
346528	3.0	4.0
1837	798.0	8380.0
1836	2320.0	3733.0
346525	0.0	0.0
1834	0.0	18.0
100128033	0.0	0.0
346524	1.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	1738.0	1105.0
1843	47037.0	7698.0
1842	2414.0	1194.0
1841	909.0	3191.0
1840	768.0	190.0
574028	4.0	0.0
574029	1.0	55.0
100128025	21.0	35.0
1849	1702.0	6187.0
346517	0.0	0.0
1848	8423.0	1069.0
1847	4562.0	1760.0
100128020	0.0	0.0
1846	1682.0	557.0
100128023	0.0	6.0
1845	7202.0	4227.0
153396	780.0	1411.0
1855	3525.0	7489.0
1854	1924.0	4849.0
100131671	3.0	8.0
1852	12.0	1090.0
1850	822.0	2761.0
100131678	0.0	0.0
1859	5783.0	14440.0
1857	5376.0	32055.0
1856	2107.0	6651.0
724068	0.0	0.0
724067	0.0	0.0
202781	289.0	835.0
1861	3126.0	2602.0
100131688	0.0	0.0
1869	518.0	4463.0
724094	0.0	4.0
1880	3019.0	656.0
1877	1130.0	3624.0
100131691	95.0	281.0
1876	737.0	2778.0
1875	348.0	1005.0
83417	98.0	6.0
100131693	7.0	8.0
100327036	0.0	0.0
83416	2130.0	439.0
200132	59.0	6.0
1874	4387.0	6423.0
1872	11.0	20.0
1871	1016.0	84985.0
1870	143.0	2174.0
1879	1591.0	379.0
724087	2.0	58.0
1891	7767.0	14627.0
1890	7076.0	6557.0
83401	59.0	178.0
1889	13483.0	23773.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	1.0
724030	0.0	0.0
58473	2719.0	716.0
58472	4607.0	1361.0
200149	0.0	0.0
58475	7992.0	1999.0
724038	0.0	0.0
83439	2297.0	751.0
1896	422.0	646.0
58477	4091.0	6094.0
58476	4199.0	8275.0
1894	606.0	17736.0
1893	2535.0	1737.0
1892	5736.0	11402.0
58478	2047.0	4126.0
200150	90.0	13.0
724022	0.0	0.0
58484	1237.0	149.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1213.0	3560.0
724024	0.0	0.0
58486	2017.0	3740.0
58485	6028.0	3822.0
724023	0.0	0.0
58480	6024.0	7001.0
724029	3.0	1.0
200159	11.0	37.0
724028	0.0	0.0
724027	3.0	0.0
58488	1545.0	1881.0
58487	1792.0	9870.0
200162	34.0	321.0
58489	2222.0	2706.0
58495	368.0	2153.0
724059	0.0	0.0
58494	3784.0	885.0
58497	2039.0	11882.0
58496	158.0	274.0
58491	540.0	2344.0
58490	2120.0	6266.0
58493	1793.0	2419.0
58492	236.0	773.0
58499	1776.0	4150.0
58498	0.0	26.0
200172	114.0	149.0
83451	1100.0	2385.0
83450	360.0	438.0
83452	826.0	1468.0
153364	423.0	621.0
83448	1086.0	2404.0
200186	4321.0	7477.0
83447	0.0	4.0
200185	1031.0	2632.0
83449	48.0	608.0
83444	132.0	448.0
83443	4381.0	4217.0
83446	0.0	4.0
83445	9.0	6.0
83440	5356.0	4616.0
83442	20660.0	7751.0
114984	1207.0	517.0
114987	210.0	822.0
391603	0.0	0.0
10657	9430.0	27582.0
126969	940.0	642.0
10656	500.0	614.0
10659	11383.0	979.0
10658	5901.0	14717.0
114990	3258.0	617.0
114991	1763.0	2527.0
10651	1473.0	7212.0
10650	84.0	523.0
10653	17114.0	70927.0
10652	6523.0	11732.0
342667	24.0	29.0
10655	18.0	1847.0
643812	0.0	0.0
342666	9.0	8.0
10654	3015.0	8418.0
136306	39.0	1474.0
126961	0.0	0.0
10668	850.0	915.0
10667	1189.0	1068.0
643827	22.0	112.0
10669	230.0	1959.0
10660	28.0	1.0
10661	5.0	14.0
731220	30.0	39.0
138971	1.0	1.0
10664	4075.0	14575.0
10663	830.0	240.0
10666	445.0	403.0
731223	6.0	10.0
10665	19.0	16.0
136319	12301.0	23690.0
163933	147.0	19.0
317691	0.0	0.0
339005	166.0	97.0
10635	140.0	2717.0
10634	1924.0	1801.0
10637	5.0	8.0
10636	1267.0	4380.0
10638	0.0	0.0
114971	1524.0	628.0
10631	10905.0	17642.0
643836	817.0	5825.0
10630	3492.0	1192.0
643837	894.0	1473.0
10633	36.0	24.0
643834	0.0	0.0
10632	8340.0	12753.0
100124394	0.0	0.0
10645	4760.0	9186.0
10648	0.0	0.0
10647	2.0	583.0
148304	130.0	1967.0
114960	0.0	2.0
10640	3390.0	9476.0
136332	25.0	156.0
10642	9.0	516.0
643847	0.0	0.0
10641	1135.0	1699.0
10644	676.0	12975.0
10643	37.0	162.0
317671	100.0	274.0
643862	0.0	2.0
391642	0.0	0.0
10609	1005.0	1905.0
391647	0.0	1.0
10613	3067.0	5427.0
10612	798.0	990.0
10615	300.0	12540.0
10614	4222.0	5413.0
10617	2179.0	7136.0
401525	0.0	2.0
10616	5861.0	8660.0
10618	36991.0	29730.0
643854	0.0	3.0
643853	165.0	226.0
643859	0.0	0.0
10611	5076.0	7169.0
10610	1486.0	6775.0
643872	2.0	5.0
643873	243.0	409.0
643870	8.0	5.0
317684	3.0	3.0
391655	1.0	0.0
391657	0.0	0.0
391656	5.0	6.0
317687	0.0	0.0
10623	1750.0	4755.0
10626	808.0	4925.0
10625	5314.0	30222.0
10628	141157.0	19383.0
10627	21956.0	17951.0
10629	796.0	2012.0
342618	11.0	2.0
643865	0.0	0.0
643866	371.0	171.0
10620	912.0	525.0
10622	104.0	588.0
10621	544.0	2182.0
101954275	0.0	0.0
101954276	1.0	1.0
643880	0.0	0.0
101954273	6.0	1.0
643884	0.0	6.0
101954277	1.0	2.0
101954278	3.0	96.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	127.0	30.0
83606	12558.0	11417.0
101954271	0.0	0.0
83605	4306.0	2922.0
101954272	3.0	8.0
83608	592.0	2166.0
83607	1634.0	4154.0
151903	2372.0	2273.0
401507	0.0	0.0
317649	2735.0	496.0
391627	0.0	0.0
401505	852.0	2226.0
388007	0.0	0.0
317648	1198.0	1626.0
100419709	0.0	65.0
100419705	0.0	0.0
643875	0.0	0.0
401509	38.0	238.0
401508	0.0	0.0
101954264	3.0	1.0
138948	143.0	35.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	0.0	9.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	0.0
317662	1361.0	2929.0
100419711	0.0	23.0
102464825	0.0	1.0
56000	84.0	51.0
391632	1.0	2.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	46.0	92.0
102464824	1.0	4.0
56005	6928.0	5877.0
10602	6129.0	7806.0
56006	2087.0	5517.0
83604	2515.0	1100.0
10603	447.0	380.0
10606	2806.0	13585.0
100419717	1.0	0.0
56001	0.0	0.0
10605	2521.0	7465.0
10608	9862.0	3558.0
10607	2636.0	6193.0
10600	2959.0	7004.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	4.0
100419724	0.0	0.0
391686	0.0	2.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	3207.0	10688.0
102464832	0.0	0.0
100271849	26.0	23.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	3.0	5.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	8.0
112399	497.0	10096.0
112398	2284.0	2868.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	0.0
100419733	1.0	1.0
388021	9.0	56.0
100419734	0.0	0.0
391698	0.0	1.0
100419731	0.0	0.0
100271836	74.0	344.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	3.0	1.0
101954204	0.0	0.0
199953	1066.0	5773.0
161357	0.0	156.0
100420734	3.0	1.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	2.0	1.0
731275	25.0	118.0
199920	87.0	63.0
222826	4.0	5.0
101929286	0.0	0.0
391670	0.0	5.0
391672	3.0	2.0
161342	6.0	77.0
148398	518.0	76.0
100419758	62.0	26.0
100419751	3.0	0.0
124359	1054.0	1624.0
101929293	13.0	31.0
100420752	0.0	21.0
100420754	0.0	1.0
10691	1121.0	3237.0
10690	0.0	74.0
101929212	40.0	19.0
101929218	0.0	0.0
388076	0.0	0.0
388077	7.0	1.0
100419764	0.0	0.0
199900	0.0	0.0
151963	1016.0	921.0
10693	121.0	175.0
10692	3.0	14.0
10695	6946.0	4876.0
10694	7253.0	25757.0
10699	453.0	445.0
101929221	0.0	61.0
100420763	0.0	1.0
101929225	2.0	6.0
101929222	7.0	9.0
100419777	0.0	2.0
100419776	0.0	0.0
148327	619.0	7945.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	61.0	21.0
101929238	0.0	0.0
220213	2118.0	844.0
10678	2901.0	6024.0
151987	2617.0	5418.0
10671	1516.0	1526.0
10670	5636.0	10643.0
10673	1454.0	514.0
10672	5704.0	11551.0
10675	91.0	578.0
10677	226.0	490.0
100419793	0.0	0.0
100420784	2.0	3.0
100420786	1.0	0.0
101929247	0.0	0.0
100420787	1.0	0.0
101929244	3.0	255.0
220202	2.0	49.0
222865	611.0	1572.0
10682	3578.0	4761.0
10681	1647.0	1928.0
10683	6.0	73.0
10686	28.0	462.0
136371	0.0	8.0
643803	0.0	0.0
10687	2360.0	181.0
100419682	0.0	0.0
100420678	10.0	111.0
222894	0.0	0.0
100419687	1.0	2.0
283807	65.0	209.0
653194	0.0	0.0
83598	2.0	3.0
83597	1.0	20.0
653199	63.0	178.0
83594	942.0	2380.0
83593	6882.0	4843.0
83596	634.0	2898.0
83595	1243.0	2440.0
83590	2022.0	2468.0
653190	81.0	9.0
653192	0.0	1.0
83592	103.0	1244.0
83591	414.0	424.0
1909	2630.0	1933.0
100420689	6.0	35.0
1908	77.0	0.0
161291	3139.0	7366.0
653188	0.0	0.0
653189	41.0	110.0
1907	100.0	3147.0
1906	3689.0	2975.0
197258	1715.0	3248.0
1903	1875.0	1170.0
197259	1576.0	2031.0
1902	2650.0	880.0
1901	7399.0	1058.0
100420681	0.0	0.0
197257	1129.0	995.0
449491	0.0	0.0
100420695	0.0	1.0
449493	0.0	0.0
449492	0.0	0.0
1910	3364.0	849.0
1917	91.0	27.0
1915	462196.0	304697.0
1912	9660.0	13422.0
1911	741.0	1798.0
101929202	2.0	0.0
101929203	4.0	1.0
199899	0.0	20.0
148281	7.0	18.0
219287	0.0	2.0
161253	32.0	78.0
219285	2709.0	1827.0
283849	423.0	373.0
283848	243.0	709.0
1932	3.0	0.0
283847	2.0	5.0
256227	41.0	499.0
256223	0.0	0.0
1939	3330.0	7346.0
1938	177753.0	151769.0
1937	37.0	36.0
1936	8700.0	17171.0
1934	3.0	6.0
1933	18145.0	20094.0
161247	40.0	16.0
219293	781.0	1000.0
1943	1.0	8.0
1942	8259.0	10651.0
256236	4542.0	326.0
1949	238.0	96.0
199870	975.0	1674.0
1948	4847.0	8495.0
1947	3154.0	4122.0
1946	1807.0	3832.0
1945	394.0	939.0
1944	48.0	871.0
161271	0.0	0.0
1954	4118.0	8328.0
1953	5997.0	1611.0
1952	1358.0	15877.0
1951	185.0	7284.0
1950	194.0	273.0
283820	660.0	1762.0
1959	3837.0	590.0
1958	56379.0	22660.0
1956	9244.0	27988.0
1955	5877.0	3576.0
1965	3207.0	11770.0
1964	3622.0	4752.0
199857	761.0	400.0
1962	876.0	3000.0
1961	28.0	15.0
1960	8736.0	319.0
220296	0.0	1.0
1969	4271.0	3443.0
1968	9603.0	16376.0
1967	3057.0	6201.0
114904	385.0	1586.0
114905	947.0	410.0
114907	1508.0	10726.0
114908	13540.0	35662.0
340094	0.0	0.0
643783	88.0	289.0
114900	13.0	6.0
653108	0.0	0.0
401450	0.0	2.0
114902	0.0	0.0
1975	32510.0	41575.0
1974	19976.0	56442.0
1973	410.0	1287.0
283888	5.0	4.0
401447	0.0	0.0
653113	88.0	115.0
1979	14168.0	20620.0
1978	1183.0	4782.0
1977	1756.0	2726.0
643790	17.0	62.0
1990	4.0	0.0
256281	1531.0	2209.0
1987	8.0	8.0
1986	0.0	2.0
1984	17136.0	27860.0
1983	13754.0	29157.0
1982	65653.0	78581.0
283876	90.0	82.0
1981	23999.0	132168.0
1980	28.0	20.0
283871	1166.0	1044.0
283870	102.0	139.0
105375616	0.0	0.0
340075	395.0	155.0
340073	0.0	0.0
653125	8.0	32.0
401431	78.0	86.0
83528	2.0	1.0
1998	2049.0	5449.0
1997	7087.0	12746.0
283869	11.0	56.0
1996	1.0	953.0
401428	1.0	1.0
83538	84.0	158.0
1995	4.0	3.0
401427	23.0	13.0
283867	4.0	68.0
1994	4435.0	10486.0
1993	17.0	2992.0
1992	7650.0	1986.0
1991	67.0	3.0
283860	10.0	12.0
83530	5.0	16.0
340069	0.0	14.0
1999	3658.0	39245.0
105375606	6.0	2.0
340061	11960.0	5295.0
653115	77.0	273.0
653121	497.0	544.0
653122	53.0	144.0
283854	0.0	0.0
653123	0.0	0.0
401491	34.0	174.0
100124412	0.0	0.0
653147	52.0	13.0
401498	12.0	951.0
653149	1.0	46.0
401497	0.0	3.0
401494	2446.0	2093.0
401492	103.0	6.0
83550	1.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	4201.0	7440.0
83539	8.0	2867.0
83547	1695.0	351.0
83546	0.0	1.0
653140	97.0	19.0
83549	1885.0	2443.0
83548	2132.0	3954.0
83543	1815.0	2952.0
653145	489.0	1702.0
83544	1229.0	1521.0
83541	1297.0	5102.0
83540	61.0	6979.0
126917	1796.0	20560.0
340037	29.0	98.0
114926	1562.0	2892.0
114928	1104.0	1181.0
339044	0.0	12.0
256297	0.0	0.0
401474	1241.0	2744.0
653174	0.0	93.0
653175	1.0	6.0
340024	0.0	0.0
114915	1071.0	1305.0
401466	1070.0	2968.0
653162	55.0	40.0
653163	0.0	0.0
283899	2251.0	4671.0
653166	0.0	0.0
283897	1298.0	123.0
339145	44.0	11.0
391723	4.0	464.0
391722	5.0	15.0
10778	1321.0	2406.0
10777	2.0	7.0
10772	4603.0	16477.0
340120	10.0	9.0
10771	6512.0	5514.0
10773	884.0	1414.0
10776	9338.0	14637.0
10775	1685.0	3506.0
10788	2433.0	5272.0
391739	1.0	2.0
10781	2214.0	10800.0
10780	387.0	1978.0
10783	4476.0	2489.0
10782	2048.0	2148.0
10785	416.0	2790.0
10787	8297.0	29798.0
10786	3.0	2.0
102606463	15.0	116.0
731308	0.0	3.0
339122	197.0	135.0
339123	3661.0	1548.0
102606462	8.0	2.0
391701	0.0	0.0
391703	0.0	1.0
151827	126.0	164.0
126826	1.0	19.0
643719	37.0	54.0
10755	7456.0	6820.0
151825	0.0	0.0
10758	2246.0	3187.0
126823	156.0	152.0
126820	38.0	11.0
10750	219.0	46.0
10752	1112.0	651.0
10751	0.0	0.0
10753	569.0	122.0
643714	2.0	1.0
138864	0.0	0.0
391712	41.0	10.0
391714	0.0	3.0
114836	1342.0	222.0
10767	2205.0	5334.0
10766	6524.0	4371.0
151835	22.0	10.0
10769	3861.0	7852.0
391718	0.0	0.0
10768	10624.0	14812.0
126811	0.0	0.0
643723	13.0	23.0
10761	2.0	217.0
10763	8796.0	2921.0
10762	2830.0	8004.0
10765	3856.0	44274.0
101929179	1.0	0.0
388112	0.0	2.0
339105	49.0	468.0
83707	1081.0	2235.0
83706	7315.0	1438.0
10734	244.0	12760.0
10733	140.0	2836.0
83714	455.0	469.0
10736	84.0	1022.0
401648	1.0	1.0
643739	0.0	1.0
10735	6754.0	17617.0
401647	182.0	566.0
10738	4.0	3.0
401646	0.0	0.0
10737	18.0	97.0
10739	3.0	4.0
376132	0.0	0.0
10730	8305.0	11984.0
101929184	12.0	12.0
10732	608.0	736.0
138804	0.0	0.0
138805	0.0	2.0
138802	0.0	0.0
138803	0.0	0.0
643751	11.0	11.0
124221	28.0	8.0
124222	363.0	1117.0
114897	5682.0	872.0
114898	354.0	81.0
124220	145.0	19.0
114899	1200.0	698.0
391777	1.0	13.0
10745	1051.0	908.0
56104	61.0	32.0
83700	2542.0	2622.0
401638	0.0	0.0
10744	4.0	1.0
56105	79.0	28.0
10747	170.0	157.0
401637	0.0	2.0
56106	375.0	118.0
10746	4183.0	6373.0
56107	265.0	113.0
10749	18823.0	10155.0
56100	351.0	74.0
401634	0.0	0.0
10748	117.0	184.0
56101	331.0	97.0
56102	52.0	25.0
56103	187.0	47.0
643744	6.0	27.0
10741	1857.0	4492.0
56108	112.0	29.0
10740	36.0	563.0
643749	200.0	252.0
56109	239.0	76.0
10743	3492.0	5227.0
342732	4.0	5.0
10742	2952.0	457.0
101929198	50.0	3.0
101929196	1.0	2.0
100420811	1.0	9.0
114884	2146.0	820.0
317774	0.0	0.0
114885	2311.0	5532.0
401630	0.0	0.0
317772	0.0	6.0
100419821	1.0	5.0
56110	186.0	38.0
317778	0.0	0.0
83729	9.0	51.0
317775	1.0	2.0
83734	560.0	804.0
10712	1582.0	5371.0
83733	69.0	90.0
10714	1242.0	5374.0
126868	18.0	283.0
317769	1.0	0.0
100419829	0.0	2.0
10713	3027.0	10823.0
317768	1.0	23.0
10716	2.0	81.0
100419827	0.0	0.0
56111	119.0	52.0
10715	22.0	29.0
56112	55.0	22.0
56113	301.0	65.0
83732	1098.0	2985.0
10718	27.0	92.0
10717	837.0	1858.0
56114	38.0	70.0
388125	323.0	209.0
401629	1.0	4.0
317781	1407.0	2710.0
388122	0.0	0.0
83719	3842.0	5572.0
56120	7.0	1.0
56121	280.0	80.0
114876	3608.0	1616.0
388121	1032.0	176.0
83716	17058.0	5781.0
83715	182.0	5133.0
114879	2325.0	2899.0
100420829	1.0	0.0
10723	5163.0	3564.0
56126	151.0	77.0
83723	3.0	22.0
126859	4.0	28.0
56127	111.0	29.0
10725	3301.0	4616.0
56128	40.0	19.0
56129	355.0	67.0
10724	8610.0	15574.0
114880	492.0	468.0
56122	448.0	213.0
388115	1879.0	1424.0
401613	36.0	6.0
114881	1255.0	1756.0
10726	6129.0	11303.0
56123	217.0	97.0
401612	194.0	204.0
114882	5001.0	6989.0
56124	170.0	57.0
10728	13740.0	28316.0
114883	6424.0	6242.0
56125	195.0	89.0
643766	0.0	0.0
10721	44.0	2693.0
10720	0.0	153.0
100420830	1.0	0.0
136259	16.0	9.0
100420834	0.0	0.0
317751	16.0	62.0
124274	0.0	0.0
388152	150.0	190.0
317754	1.0	0.0
317753	0.0	0.0
317749	1031.0	1393.0
342705	1.0	140.0
151888	325.0	28.0
151887	58841.0	9392.0
136263	5.0	1.0
100420841	0.0	0.0
101929145	402.0	579.0
100420843	0.0	2.0
100293090	76.0	30.0
148254	320.0	488.0
317762	2088.0	9116.0
317761	2.0	332.0
100419854	0.0	0.0
317760	15.0	715.0
317767	4.0	8.0
100271715	19.0	285.0
148252	243.0	62.0
100271722	170.0	608.0
199834	0.0	1.0
388135	754.0	2097.0
101929152	16.0	10.0
100420854	0.0	4.0
222950	56.0	23.0
100419867	0.0	0.0
148266	286.0	802.0
100419868	5.0	8.0
148268	450.0	980.0
100419866	1.0	3.0
100420859	0.0	0.0
124245	3051.0	9209.0
317729	0.0	1.0
136288	12.0	6.0
199800	149.0	256.0
101930150	0.0	0.0
163882	1975.0	3999.0
388165	64.0	259.0
100419873	0.0	0.0
100271700	139.0	230.0
100271703	0.0	0.0
100271702	28.0	3.0
100420875	1.0	12.0
100420877	0.0	6.0
388199	2.0	0.0
22794	6801.0	19755.0
22795	1518.0	2072.0
22796	2068.0	5973.0
22797	1267.0	325.0
22798	20.0	213.0
317705	0.0	13.0
317703	0.0	0.0
317702	0.0	1.0
138882	0.0	0.0
138883	1.0	0.0
138881	5.0	3.0
100420881	0.0	0.0
388181	0.0	0.0
100419893	8.0	1.0
222967	5.0	6.0
219333	3636.0	4457.0
136227	58.0	9.0
222962	338.0	364.0
148213	183.0	87.0
388182	58.0	266.0
100419895	0.0	0.0
317716	0.0	0.0
148203	155.0	579.0
317719	10.0	2.0
148206	313.0	937.0
163859	1980.0	5835.0
101929110	7.0	11.0
101929111	1.0	0.0
219348	1441.0	134.0
219347	61.0	171.0
100420898	2.0	8.0
148223	1501.0	1195.0
10799	131.0	557.0
136242	1.0	14.0
10791	2612.0	953.0
10794	168.0	473.0
10793	258.0	691.0
10795	1465.0	281.0
10798	0.0	0.0
10797	2437.0	17041.0
101929121	1.0	0.0
101929120	0.0	56.0
101929127	22.0	0.0
317701	0.0	0.0
220323	3480.0	1275.0
148231	0.0	0.0
148229	158.0	131.0
151877	15.0	5.0
151871	0.0	31.0
93035	1878.0	31.0
161176	3368.0	5666.0
56097	21.0	19.0
56098	18.0	31.0
56099	784.0	247.0
93034	28.0	26.0
283927	162.0	341.0
220359	69.0	118.0
653073	0.0	0.0
653075	3.0	0.0
256302	2435.0	2156.0
105373144	0.0	0.0
81050	0.0	0.0
199786	595.0	18.0
256309	68.0	97.0
100420792	0.0	0.0
95681	482.0	991.0
283914	0.0	1.0
81047	0.0	0.0
197131	2787.0	4509.0
197135	201.0	124.0
653061	4.0	9.0
93058	451.0	720.0
161198	5462.0	926.0
283902	1.0	4.0
220382	6.0	23.0
81078	0.0	0.0
81079	0.0	0.0
81075	0.0	44.0
81076	0.0	3.0
100114903	2.0	0.0
199777	307.0	67.0
81061	0.0	0.0
653082	458.0	137.0
81090	0.0	0.0
100271649	0.0	0.0
199746	642.0	1311.0
100271655	11.0	13.0
81099	0.0	0.0
100271650	3.0	2.0
199745	381.0	1300.0
148170	338.0	105.0
256364	4146.0	6456.0
163786	238.0	1564.0
220388	63.0	96.0
100271639	0.0	0.0
163782	222.0	243.0
100271646	2.0	35.0
283953	1.0	1.0
256355	68.0	213.0
100271644	1.0	0.0
283951	495.0	836.0
256356	1109.0	2713.0
100271643	0.0	0.0
100271640	0.0	1.0
81081	0.0	0.0
161159	7.0	17.0
148189	411.0	1036.0
93099	2186.0	256.0
100271627	4.0	8.0
283948	128.0	43.0
256329	104.0	119.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	0.0	1.0
100271633	0.0	0.0
100271632	3.0	7.0
199720	21.0	75.0
93082	11.0	67.0
161145	690.0	601.0
100271617	0.0	0.0
100271616	0.0	5.0
161142	5.0	16.0
100271619	0.0	0.0
148198	2.0	83.0
100271618	1.0	2.0
100271624	0.0	1.0
100271623	0.0	1.0
283933	98.0	85.0
100271625	0.0	1.0
93081	245.0	2318.0
100271620	1.0	6.0
283932	91.0	555.0
100271622	0.0	0.0
100271621	0.0	0.0
199731	922.0	4356.0
100124332	2.0	1.0
643664	3.0	10.0
256394	2.0	15.0
83637	7552.0	12719.0
83636	1555.0	1886.0
401565	6.0	4.0
401563	55.0	25.0
401562	54.0	35.0
401561	9.0	371.0
283999	2.0	0.0
283994	0.0	1.0
643668	1.0	2.0
283991	2786.0	6324.0
340198	12.0	12.0
643669	10.0	21.0
340192	1.0	4.0
643680	48.0	21.0
197196	2.0	1.0
56033	5.0	121.0
401551	7.0	6.0
83657	14.0	23.0
83656	11.0	2.0
83659	10.0	1.0
283989	1622.0	4003.0
83658	6458.0	7655.0
401548	12507.0	3741.0
56034	2452.0	1713.0
283987	3859.0	1057.0
256369	0.0	1.0
401546	3136.0	154.0
83655	0.0	0.0
283985	9.0	65.0
283982	2.0	8.0
283981	34.0	44.0
643677	5.0	10.0
83650	2.0	2.0
197187	179.0	67.0
449520	7.0	11.0
401541	276.0	1059.0
401540	0.0	0.0
83639	2.0	19.0
83638	2464.0	3092.0
256380	240.0	33.0
449518	0.0	0.0
83648	1181.0	210.0
401537	5.0	10.0
83647	0.0	0.0
83641	10146.0	4223.0
401535	2.0	12.0
83643	2096.0	818.0
401533	0.0	8.0
643689	4.0	39.0
283971	0.0	16.0
83640	550.0	1531.0
283970	4.0	8.0
114826	1250.0	3067.0
114827	183.0	117.0
378706	2.0	7.0
378707	0.0	0.0
378708	130.0	406.0
339184	0.0	205.0
339186	0.0	1.0
56052	1666.0	817.0
114821	113.0	480.0
114822	498.0	664.0
114823	7394.0	24699.0
114824	11.0	53.0
114825	1067.0	3495.0
643699	68.0	69.0
340168	0.0	93.0
114815	97.0	4.0
114817	0.0	0.0
114818	1079.0	689.0
114819	152.0	459.0
339175	736.0	1685.0
56063	416.0	1091.0
653017	0.0	0.0
56061	2598.0	5076.0
56062	315.0	100.0
114814	79.0	151.0
83667	2330.0	2274.0
83666	5090.0	10640.0
83660	1611.0	4515.0
340156	112.0	112.0
83661	5.0	1.0
114804	297.0	861.0
114805	91.0	928.0
340152	556.0	111.0
339168	2.0	1.0
114800	213.0	61.0
114801	555.0	441.0
93010	3834.0	382.0
114803	1194.0	2976.0
83697	3.0	129.0
81034	1792.0	3801.0
81035	14143.0	1328.0
83696	2820.0	7634.0
83699	4191.0	1084.0
81037	13643.0	14622.0
83698	3.0	1.0
401588	192.0	256.0
83693	1511.0	3605.0
81030	628.0	225.0
83692	7448.0	3373.0
81031	1550.0	1831.0
83695	1548.0	4149.0
81033	28.0	4.0
83694	211.0	1152.0
340146	0.0	49.0
83690	482.0	1242.0
81027	86.0	47.0
81029	426.0	306.0
653042	0.0	0.0
653045	0.0	2.0
81025	0.0	9.0
401577	170.0	556.0
22877	11718.0	9817.0
22878	2777.0	9732.0
22879	4880.0	6841.0
22870	7391.0	23503.0
22871	172.0	308.0
22872	14236.0	17181.0
22873	1012.0	1018.0
22874	2605.0	10219.0
