id	edafd326-8c3c-4ae5-8617-e1592db868eb	f2b50fcc-e5ec-4328-a932-2c06476760cf
8175	2890.0	3902.0
106481857	0.0	0.0
106481858	3.0	1.0
100271378	0.0	0.0
106481862	0.0	2.0
401007	0.0	159.0
106481863	0.0	0.0
283446	42.0	21.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	206.0	84.0
645998	0.0	0.0
643336	1.0	0.0
100271371	0.0	1.0
8189	6345.0	6537.0
8187	118.0	109.0
93343	1592.0	1939.0
93349	1526.0	2368.0
643353	1.0	1.0
106481866	6.0	6.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	2.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	1.0	0.0
106481873	0.0	0.0
100271367	8.0	7.0
106481874	0.0	0.0
106481871	1.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	2.0	1.0
283431	352.0	665.0
100271364	0.0	6.0
81363	1.0	0.0
344875	6.0	75.0
100271360	0.0	0.0
93377	0.0	0.0
106481839	0.0	0.0
643365	0.0	0.0
8192	1865.0	2084.0
106481833	0.0	0.0
8193	22.0	94.0
106481834	1.0	0.0
106481831	0.0	0.0
8190	42.0	197.0
106481832	0.0	0.0
106481837	4.0	1.0
106481838	2.0	0.0
106481835	0.0	0.0
8195	1973.0	3504.0
106481836	0.0	0.0
106481840	0.0	0.0
106481841	0.0	0.0
100271358	7.0	5.0
81399	0.0	0.0
283422	6.0	7.0
344866	7.0	7.0
100271351	0.0	0.0
283420	80.0	9.0
100271354	0.0	0.0
81390	0.0	0.0
81392	3.0	0.0
643376	8.0	3.0
106481844	0.0	0.0
106481845	32.0	0.0
106481842	3.0	0.0
106481843	0.0	2.0
106481848	0.0	0.0
106481849	6.0	0.0
106481846	0.0	0.0
100307126	51.0	32.0
106481847	0.0	0.0
100271349	1.0	0.0
283417	334.0	68.0
283416	58.0	45.0
106481851	1.0	0.0
106481852	0.0	0.0
100271344	0.0	1.0
283412	8.0	10.0
106481850	4.0	16.0
81382	0.0	0.0
81383	0.0	0.0
100271343	3.0	12.0
106481819	0.0	1.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	1969.0	1040.0
283487	192.0	246.0
283486	6.0	0.0
283483	83.0	2.0
283481	321.0	7.0
283480	8.0	0.0
106481828	0.0	0.0
106481829	0.0	0.0
728143	2.0	0.0
106481822	0.0	0.0
106481823	4.0	12.0
106481820	0.0	0.0
106481821	2.0	0.0
106481826	5.0	6.0
106481827	6.0	3.0
106481824	3.0	4.0
106481825	1.0	0.0
56547	1.0	1.0
106481830	0.0	0.0
56548	615.0	1682.0
283471	5.0	5.0
731789	0.0	0.0
728170	0.0	5.0
283464	1592.0	762.0
283463	10.0	0.0
283461	0.0	0.0
283460	28.0	2.0
106481808	0.0	0.0
728167	4.0	1.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	1.0
728162	3.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	1.0	0.0
106481802	2.0	0.0
106481803	0.0	0.0
81501	425.0	8.0
81502	7469.0	61516.0
283459	1463.0	1478.0
283458	8.0	22.0
283455	68.0	23.0
645900	0.0	0.0
283450	5415.0	2324.0
780776	202.0	35.0
728113	907.0	2215.0
126410	33.0	168.0
728116	12.0	40.0
728115	6.0	7.0
728118	29.0	28.0
81533	5135.0	5466.0
126402	0.0	1.0
81532	1991.0	2315.0
645930	0.0	0.0
731779	2.0	0.0
728106	0.0	0.0
645922	0.0	0.0
645927	9.0	1.0
728134	6.0	5.0
474170	250.0	99.0
728130	158.0	81.0
645940	1.0	2.0
728132	0.0	0.0
728137	0.0	0.0
81555	3942.0	5986.0
81556	2726.0	2578.0
81557	0.0	2.0
81558	1522.0	702.0
645939	1.0	0.0
81551	5.0	8.0
101055625	18.0	2.0
81552	3038.0	4245.0
81553	3331.0	284.0
344905	51.0	1.0
81554	2532.0	3968.0
474167	25.0	91.0
81550	1501.0	601.0
344901	9.0	0.0
645931	0.0	0.0
645950	0.0	4.0
728121	175.0	193.0
81537	1805.0	1084.0
81539	6442.0	26031.0
728128	6.0	5.0
81544	1252.0	1083.0
81545	3520.0	2512.0
81542	2776.0	3232.0
81543	531.0	741.0
93517	861.0	1458.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	407.0	8273.0
126432	751.0	1027.0
163404	2.0	2.0
138474	2.0	0.0
391365	0.0	0.0
391367	0.0	0.0
728192	9.0	17.0
728194	219.0	3.0
728190	609.0	760.0
391378	0.0	1.0
138412	0.0	1.0
138428	48.0	11.0
138429	166.0	155.0
391356	910.0	1219.0
391358	3.0	5.0
56521	81.0	43.0
391282	0.0	0.0
643263	0.0	0.0
643264	0.0	0.0
100271209	10.0	0.0
222537	8.0	8.0
163351	756.0	433.0
100271217	15.0	1.0
100271216	0.0	0.0
100271218	0.0	0.0
401164	0.0	0.0
100271206	0.0	0.0
100271207	0.0	0.0
100271201	0.0	0.0
100271204	0.0	0.0
391266	0.0	0.0
440799	4.0	0.0
391267	7.0	0.0
222553	46.0	30.0
391269	3.0	3.0
440795	0.0	0.0
401152	12957.0	9183.0
126393	2639.0	98.0
8200	30.0	40.0
8204	2996.0	2017.0
8202	7459.0	6206.0
391276	0.0	0.0
391279	0.0	0.0
401145	103.0	44.0
222545	3.0	14.0
126382	643.0	1913.0
222546	5.0	0.0
606293	1.0	1.0
401138	4.0	3447.0
401137	0.0	1.0
151393	826.0	368.0
692231	1.0	2.0
440738	523.0	5.0
692233	2.0	6.0
440737	28.0	49.0
8216	3377.0	6617.0
8214	511.0	567.0
440732	3.0	11.0
440730	9.0	29.0
222584	52.0	1955.0
151325	0.0	0.0
8208	299.0	759.0
8209	127.0	167.0
8220	1334.0	2092.0
8226	1253.0	1330.0
692223	0.0	0.0
8227	2832.0	3162.0
8224	51.0	60.0
692225	7.0	9.0
8225	3004.0	3838.0
692226	0.0	0.0
100381178	3.0	3.0
692227	62.0	76.0
692229	0.0	0.0
100310839	0.0	1.0
100310838	0.0	0.0
8218	547.0	1778.0
8233	1121.0	744.0
692210	1.0	2.0
8237	9297.0	6336.0
401190	356.0	1.0
692212	15.0	27.0
692213	0.0	0.0
692214	0.0	2.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1053.0	1684.0
8242	7017.0	9714.0
8243	7162.0	8149.0
692201	0.0	0.0
692202	0.0	2.0
692203	0.0	0.0
692204	0.0	0.0
692205	18.0	14.0
692206	0.0	0.0
692207	2.0	3.0
692208	2.0	3.0
692209	0.0	1.0
8241	3741.0	5730.0
100310812	1.0	0.0
8239	10565.0	12890.0
151354	1934.0	5020.0
100271291	0.0	0.0
93432	5.0	0.0
100271290	3.0	1.0
645841	0.0	0.0
93436	1543.0	2222.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	1.0	1.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	1.0
106481785	0.0	0.0
106481786	5.0	0.0
106481783	46.0	2.0
283523	0.0	1.0
106481784	0.0	0.0
100310869	1.0	0.0
100271297	0.0	0.0
283521	13.0	4.0
100271296	0.0	0.0
645834	7.0	1.0
645832	1.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	2948.0	4897.0
93426	2.0	1.0
8269	526.0	1417.0
106481789	2.0	4.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	672.0	1729.0
8260	1341.0	3161.0
283518	459.0	26.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	2.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	333.0	20.0
106481796	21.0	10.0
81442	3.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	1.0
100271286	6.0	2.0
645846	0.0	1.0
100271288	3.0	0.0
645843	0.0	3.0
81440	0.0	0.0
100271284	0.0	0.0
8277	61.0	10.0
645864	5.0	14.0
342374	0.0	3.0
440714	1.0	0.0
342372	33.0	4.0
342371	5944.0	2905.0
440712	406.0	5.0
106481756	0.0	0.0
8270	532.0	2086.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	2443.0	6876.0
728215	119.0	12.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	42.0	34.0
81479	0.0	0.0
100310849	2.0	0.0
106481760	0.0	0.0
100310846	19.0	27.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	2.0
106481762	1.0	1.0
81470	1.0	0.0
100271274	0.0	0.0
100310841	0.0	1.0
81472	0.0	1.0
81473	0.0	0.0
100310840	205.0	159.0
100271273	0.0	0.0
645859	0.0	1.0
8288	43.0	16.0
8289	9405.0	6379.0
8287	2833.0	1637.0
643210	14.0	3.0
106481767	0.0	0.0
728207	1.0	3.0
106481768	0.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	3634.0	2355.0
106481769	0.0	0.0
106481770	1.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	1.0	0.0
100271267	0.0	0.0
100310856	0.0	1.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	0.0
106481773	2.0	3.0
100310853	0.0	0.0
100271263	0.0	1.0
100310855	0.0	1.0
81462	0.0	0.0
100271260	109.0	5.0
100271262	0.0	0.0
100310851	0.0	0.0
342358	1.0	3.0
342357	638.0	347.0
100310850	3.0	1.0
100271261	0.0	0.0
643220	3.0	3.0
643224	223.0	29.0
645884	1.0	0.0
8291	6009.0	1492.0
401136	1.0	0.0
106481734	16.0	20.0
8292	265.0	110.0
401135	2.0	0.0
106481735	11.0	24.0
106481732	0.0	2.0
8290	4.0	2.0
106481733	0.0	0.0
8295	6877.0	3005.0
106481738	0.0	0.0
93474	185.0	222.0
106481739	0.0	0.0
8293	0.0	0.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	297.0	2074.0
106481741	0.0	0.0
106481742	0.0	0.0
100271259	1.0	0.0
100271258	1.0	0.0
106481740	0.0	0.0
81492	0.0	0.0
100271253	1.0	0.0
645879	0.0	0.0
81493	580.0	71.0
81494	0.0	0.0
100271254	1.0	0.0
283562	1.0	0.0
81490	1301.0	1845.0
81491	60.0	24.0
342346	26.0	10.0
100271250	1.0	0.0
100873064	2.0	0.0
643232	1.0	1.0
100873065	2.0	3.0
106481745	0.0	0.0
401124	3794.0	99.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	37.0	13.0
106481749	4.0	5.0
106481747	1.0	0.0
106481748	0.0	0.0
106481752	0.0	0.0
100271245	0.0	0.0
106481753	13.0	7.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	7.0
106481751	0.0	0.0
401115	54.0	192.0
81488	1553.0	961.0
283554	111.0	149.0
283553	16.0	12.0
100271244	0.0	0.0
643226	0.0	1.0
283551	119.0	144.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	73.0	45.0
93492	5.0	3.0
106481712	0.0	2.0
106481713	0.0	1.0
106481710	0.0	0.0
106481711	1.0	1.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	95.0	167.0
100271235	0.0	0.0
283547	88.0	12.0
401106	50.0	13.0
100271234	0.0	0.0
106481720	0.0	1.0
100271230	0.0	0.0
643236	2.0	0.0
100271233	0.0	0.0
100271232	0.0	2.0
643253	387.0	246.0
93487	7826.0	4207.0
106481729	10.0	0.0
643255	6.0	2.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	3.0	11.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	1.0	0.0
283537	2216.0	149.0
100271229	1.0	0.0
100271224	0.0	0.0
106481730	0.0	0.0
100271223	0.0	1.0
106481731	0.0	3.0
100271226	1.0	0.0
100271225	0.0	1.0
100271220	0.0	0.0
100271222	1.0	0.0
344978	7.0	13.0
100271221	0.0	0.0
138716	779.0	938.0
780852	0.0	1.0
728276	13.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	1.0	24.0
780851	0.0	2.0
100126356	0.0	0.0
285796	22.0	0.0
81607	1006.0	6798.0
81608	2216.0	1779.0
81609	3716.0	1537.0
81603	9173.0	7207.0
81605	3709.0	3781.0
81606	14353.0	4126.0
81610	451.0	3209.0
56654	3323.0	3571.0
56655	1407.0	3049.0
81611	3978.0	2604.0
56650	3481.0	8031.0
29028	1228.0	6222.0
283129	20.0	2.0
56651	1.0	22.0
56652	676.0	1225.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	1484.0	1251.0
283120	512.0	207.0
56659	70.0	203.0
100126350	0.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	17.0
106481708	18.0	0.0
100126345	0.0	0.0
728262	12.0	14.0
138724	8.0	2.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	309.0	11.0
100126348	1.0	0.0
728263	4.0	0.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	12.0	58.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	287.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	4142.0	1415.0
100190924	0.0	0.0
56666	302.0	1246.0
30012	0.0	340.0
29034	0.0	0.0
56667	568.0	31.0
106865375	0.0	0.0
81602	859.0	336.0
30014	0.0	0.0
106865374	0.0	0.0
56662	1.0	0.0
30011	6099.0	1085.0
283116	0.0	0.0
56663	0.0	0.0
30010	0.0	11.0
56664	0.0	0.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	1.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	1.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	1381.0	2292.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	1135.0	1721.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	37.0	13.0
100381202	0.0	33.0
56670	393.0	7.0
81626	0.0	0.0
81627	2317.0	743.0
81628	2655.0	2714.0
56676	36.0	0.0
30001	4325.0	25441.0
54012	0.0	0.0
56677	0.0	0.0
246175	4487.0	2204.0
56672	1044.0	1700.0
246176	1809.0	40.0
56673	1846.0	33.0
54016	0.0	0.0
283106	12.0	18.0
30000	5778.0	7313.0
56674	5576.0	4301.0
54015	0.0	0.0
81631	7757.0	3453.0
56675	161.0	684.0
54014	3564.0	3086.0
283104	157.0	256.0
100126330	0.0	0.0
30009	547.0	4.0
283102	2.0	6.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	0.0	0.0
30008	5041.0	3315.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	304.0	222.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	947.0	362.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	0.0
66004	1908.0	3259.0
100126325	0.0	0.0
66005	4071.0	5778.0
100126326	0.0	2.0
81618	4681.0	12054.0
81619	14263.0	10855.0
56681	10076.0	7367.0
66008	6708.0	2510.0
29018	4.0	0.0
81614	2545.0	1723.0
54020	3700.0	1025.0
81615	1812.0	234.0
81616	13.0	6.0
81617	3859.0	391.0
767846	42.0	4.0
81621	334.0	1504.0
81622	6134.0	3315.0
246184	441.0	497.0
767851	0.0	0.0
81623	0.0	45.0
54022	0.0	2.0
81624	370.0	877.0
767853	0.0	1.0
54021	14.0	14.0
56683	2019.0	823.0
54028	29.0	18.0
54027	0.0	0.0
29015	2843.0	300.0
54026	0.0	1.0
767850	0.0	0.0
81620	217.0	2768.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	15.0	22.0
246182	2.0	6.0
100126316	0.0	0.0
728233	153.0	335.0
283171	1.0	1.0
100126317	3.0	0.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	1.0	1.0
100126313	1.0	0.0
285753	387.0	412.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	0.0
114785	4246.0	5366.0
285755	3134.0	144.0
114786	72.0	6.0
114787	125.0	1806.0
114788	8.0	6.0
285758	101.0	18.0
114789	3671.0	729.0
54031	10.0	14.0
728239	0.0	0.0
54035	0.0	0.0
54034	2.0	0.0
114790	2314.0	2430.0
54033	88.0	66.0
54032	0.0	0.0
114791	1189.0	932.0
54039	87.0	82.0
114792	627.0	9.0
126767	0.0	0.0
114793	6954.0	5007.0
54038	0.0	0.0
100190954	0.0	0.0
114794	299.0	1620.0
114795	24.0	58.0
54036	0.0	0.0
93627	1423.0	1270.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	18060.0	18045.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	1154.0	3496.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	3531.0	1028.0
100126302	0.0	0.0
100128963	4.0	2.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	5.0	19.0
100126309	0.0	0.0
728226	18.0	0.0
54041	0.0	0.0
728228	5.0	3.0
54045	0.0	0.0
645809	0.0	0.0
54044	0.0	0.0
645808	0.0	0.0
114780	39.0	117.0
54043	1.0	2.0
645807	0.0	0.0
114781	4670.0	524.0
126755	4.0	0.0
54049	4.0	0.0
114783	514.0	861.0
54048	2.0	0.0
114784	57.0	87.0
283159	0.0	0.0
54047	1.0	1.0
100128961	2.0	17.0
645805	77.0	52.0
283152	943.0	125.0
66035	669.0	1155.0
283150	0.0	0.0
728255	0.0	0.0
93654	6.0	0.0
66036	1616.0	1088.0
93653	161.0	133.0
100271192	0.0	0.0
100271191	0.0	1.0
66037	0.0	7.0
93650	7.0	12.0
81669	6389.0	19000.0
54053	1.0	4.0
54052	0.0	0.0
114769	1367.0	254.0
54051	0.0	0.0
54050	15.0	2.0
54055	11.0	0.0
100190938	230.0	128.0
54054	3.0	5.0
114770	5.0	10.0
114771	2.0	135.0
54059	522.0	312.0
283149	5431.0	4742.0
54058	1394.0	488.0
93649	567.0	5.0
645811	29.0	56.0
81671	7209.0	21044.0
100271199	0.0	2.0
100190939	609.0	670.0
283143	67.0	7.0
100271196	7.0	1.0
93643	2277.0	3269.0
100128946	0.0	0.0
285780	6.0	2.0
285782	3.0	50.0
100271180	0.0	2.0
285785	109.0	326.0
100190952	1.0	2.0
54064	1.0	1.0
728248	0.0	0.0
114757	2972.0	634.0
114758	0.0	0.0
54067	86.0	32.0
100190947	0.0	2.0
100190949	0.0	1.0
54065	0.0	0.0
114760	0.0	0.0
114761	0.0	0.0
126731	1106.0	908.0
54069	325.0	1088.0
283131	63905.0	50688.0
283130	937.0	165.0
692157	7.0	6.0
692158	0.0	0.0
138799	1.0	0.0
440498	1034.0	558.0
124152	1307.0	80.0
199704	442.0	1037.0
124149	0.0	0.0
163747	30.0	25.0
692146	0.0	2.0
692147	4.0	6.0
692148	1.0	5.0
692149	0.0	0.0
163742	1.0	0.0
199713	9.0	518.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	1.0
163778	0.0	4.0
148145	3.0	1.0
126792	1453.0	3464.0
378008	0.0	0.0
378009	0.0	0.0
29089	87.0	1602.0
29088	1687.0	3267.0
29087	1979.0	2122.0
378010	0.0	0.0
148137	1186.0	2296.0
126789	475.0	1081.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	239.0	240.0
29081	1131.0	2240.0
29080	1199.0	1376.0
283189	0.0	0.0
29086	1897.0	2577.0
29085	3296.0	4794.0
29083	597.0	925.0
100381270	464.0	178.0
200810	199.0	1008.0
114796	1054.0	509.0
148156	1040.0	1428.0
114798	0.0	11.0
114799	1558.0	2693.0
29099	2136.0	2484.0
29098	499.0	663.0
378001	0.0	0.0
29093	898.0	1798.0
29092	1061.0	1116.0
29091	3628.0	27.0
29090	856.0	1126.0
56603	188.0	415.0
29097	2761.0	2438.0
56604	1.0	1.0
56605	830.0	457.0
29095	1925.0	4115.0
151790	1342.0	28.0
283174	395.0	12.0
56606	738.0	943.0
29094	3680.0	1474.0
692199	0.0	0.0
391002	0.0	0.0
440459	16.0	15.0
391004	0.0	1.0
780816	0.0	0.0
124199	9.0	10.0
391003	0.0	0.0
30062	0.0	2.0
440456	1369.0	780.0
780814	16.0	11.0
30061	16640.0	4820.0
780815	0.0	0.0
780812	0.0	0.0
780813	0.0	1.0
440452	1.0	0.0
780810	1.0	0.0
780811	0.0	0.0
29068	4029.0	4619.0
29066	5400.0	2209.0
29063	641.0	364.0
29062	2737.0	2427.0
56616	481.0	638.0
163702	1319.0	1457.0
391013	5.0	6.0
391012	0.0	0.0
100381215	3.0	0.0
29079	2518.0	2910.0
29078	904.0	506.0
56623	1463.0	886.0
56624	46.0	29.0
29071	1648.0	3645.0
29070	6212.0	447.0
29075	10.0	12.0
29074	2364.0	2867.0
29072	6805.0	3746.0
163732	725.0	5370.0
200845	538.0	377.0
148103	555.0	712.0
200844	361.0	439.0
440482	45.0	20.0
151742	1658.0	713.0
163720	60.0	2.0
148113	135.0	1036.0
440465	3799.0	1252.0
29057	25.0	14.0
148109	8.0	1.0
29058	6374.0	11022.0
56647	2881.0	3839.0
56648	346.0	3518.0
56649	1472.0	20101.0
440419	0.0	0.0
440416	257.0	33.0
8303	3743.0	4981.0
643157	0.0	0.0
200879	2516.0	557.0
440406	2.0	8.0
8301	17254.0	9279.0
643155	2946.0	3344.0
8302	10.0	2.0
440400	436.0	249.0
199675	6954.0	70.0
8310	1289.0	719.0
124093	4261.0	164.0
8314	5506.0	3459.0
8315	1733.0	1676.0
8312	2508.0	2914.0
342096	3.0	0.0
8313	2961.0	154.0
440435	14.0	7.0
643160	7.0	0.0
643161	0.0	12.0
643159	10.0	11.0
8309	839.0	155.0
8321	4505.0	3449.0
8322	7497.0	1085.0
8320	200.0	16.0
8325	1076.0	198.0
8326	14.0	81.0
8323	4904.0	17496.0
8324	2081.0	2542.0
440423	279.0	479.0
200894	1825.0	768.0
643171	1.0	1.0
200895	1042.0	1107.0
8318	79.0	3475.0
8317	253.0	368.0
8332	2.0	8.0
692110	0.0	0.0
8333	2.0	10.0
692111	1.0	0.0
8330	0.0	0.0
8331	1.0	1.0
8336	4.0	72.0
8337	2.0	0.0
8334	1383.0	7731.0
8335	0.0	8.0
148046	73.0	29.0
106481699	1.0	0.0
643182	0.0	0.0
643180	211.0	164.0
643181	0.0	0.0
8329	0.0	181.0
8328	23.0	0.0
8343	2.0	58.0
643198	0.0	0.0
8344	5.0	5.0
8341	97.0	368.0
8342	0.0	0.0
8347	185.0	725.0
8348	1.0	69.0
643199	0.0	1.0
8345	4.0	287.0
8346	4.0	3.0
692106	0.0	0.0
692107	0.0	0.0
161003	1539.0	95.0
692108	2.0	3.0
692109	5.0	4.0
643193	1.0	0.0
8340	2.0	37.0
8338	9.0	40.0
8339	30.0	598.0
8354	0.0	0.0
8355	11.0	617.0
8352	1.0	1.0
8353	23.0	239.0
8358	0.0	61.0
8359	2.0	0.0
8356	0.0	9.0
8357	35.0	1348.0
222235	376.0	39.0
106481679	0.0	0.0
222236	1296.0	518.0
106481677	2.0	0.0
222234	244.0	151.0
106481678	0.0	0.0
8350	0.0	14.0
8351	7.0	118.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	0.0
106481680	0.0	0.0
106481681	0.0	0.0
106481686	1.0	0.0
106481687	2.0	2.0
106481684	0.0	0.0
106481685	0.0	2.0
8349	1255.0	2593.0
8365	55.0	533.0
8366	1.0	8.0
8363	0.0	14.0
8364	1.0	13.0
8369	0.0	1.0
163688	20.0	40.0
8367	4.0	60.0
8368	0.0	0.0
106481688	0.0	0.0
222223	4708.0	1324.0
106481689	0.0	0.0
8361	0.0	0.0
222229	2537.0	1091.0
8362	2.0	35.0
8360	0.0	34.0
106481693	12.0	0.0
106481694	1.0	2.0
106481691	1.0	1.0
106481692	6.0	0.0
106481697	2.0	1.0
106481698	0.0	0.0
106481695	0.0	0.0
106481696	0.0	0.0
342035	3487.0	99.0
344697	148.0	15.0
106481690	3.0	1.0
728310	4.0	0.0
285830	228.0	162.0
8379	1813.0	2370.0
93556	139.0	12.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	1067.0	430.0
106481655	0.0	0.0
285834	4.0	1.0
222256	14984.0	339.0
106481656	0.0	3.0
8372	84.0	197.0
93550	908.0	560.0
8373	0.0	2.0
106481659	0.0	1.0
8370	11.0	38.0
728315	4.0	2.0
81577	2485.0	1315.0
106481660	0.0	0.0
81578	1656.0	2356.0
106481661	0.0	0.0
81579	2236.0	1514.0
81573	1741.0	983.0
106481664	0.0	0.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	4562.0	574.0
106481662	0.0	0.0
81576	1549.0	1139.0
106481663	27.0	1.0
81570	810.0	2186.0
100271178	2.0	1.0
81571	938.0	149.0
81572	973.0	10413.0
645715	12.0	9.0
8387	0.0	2.0
8388	0.0	0.0
728300	6.0	20.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	1478.0	1985.0
8383	0.0	0.0
285848	15.0	48.0
8384	0.0	0.0
285849	33.0	31.0
8382	1651.0	40.0
81566	2306.0	3060.0
106481671	0.0	0.0
106481672	2.0	0.0
81567	791.0	937.0
81569	0.0	20.0
106481670	0.0	0.0
81562	1556.0	4551.0
106481675	0.0	0.0
81563	5727.0	3270.0
246243	1056.0	1803.0
100271168	23.0	3.0
106481676	0.0	0.0
106481673	2.0	3.0
81565	4179.0	2544.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	2.0	0.0
100271163	3.0	0.0
100271162	6.0	1.0
8398	1024.0	1401.0
8399	132.0	5.0
8396	6263.0	3387.0
285852	9.0	5.0
645740	0.0	0.0
8390	0.0	7.0
106481635	0.0	0.0
285855	6085.0	8409.0
106481636	0.0	0.0
8391	1.0	1.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	3863.0	2056.0
106481639	0.0	0.0
8395	2587.0	8.0
8392	0.0	0.0
106481637	3.0	9.0
106481638	0.0	0.0
100271158	0.0	0.0
106481642	24.0	49.0
106481643	0.0	0.0
246210	6.0	5.0
106481640	1.0	0.0
100271159	1.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	6.0	0.0
106481646	5.0	3.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	18.0	57.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	6.0	0.0
106481654	0.0	0.0
100271146	1.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	0.0
344657	12.0	25.0
100271142	0.0	0.0
344658	0.0	0.0
100271145	0.0	0.0
645745	1.0	0.0
344653	1.0	1.0
100271141	1.0	10.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	389.0	219.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	1.0	0.0
106481617	0.0	0.0
93594	412.0	929.0
