id	95aa5fa8-2945-4ffa-a38f-ee4a6326babb	3a238e45-6725-42d4-9ccb-378c0a198080
100128071	111.0	165.0
346562	0.0	0.0
647415	12.0	1.0
128322	0.0	0.0
1809	11712.0	25942.0
116337	2.0	0.0
153328	13.0	52.0
1800	32.0	23.0
100128061	0.0	0.0
100128060	35.0	27.0
100128062	0.0	0.0
1808	19470.0	6961.0
83483	6134.0	5257.0
1807	76.0	13.0
1806	5435.0	5977.0
1805	2837.0	2676.0
83480	804.0	1095.0
1804	32.0	29.0
1803	6123.0	4164.0
1802	1150.0	2156.0
83482	2.0	0.0
1801	989.0	1620.0
83481	510.0	3608.0
131965	690.0	905.0
1811	2.0	0.0
1810	4146.0	5293.0
143941	6.0	9.0
1819	1597.0	2139.0
1818	0.0	0.0
1817	0.0	0.0
1816	20.0	4.0
1815	16.0	37.0
100128054	3.0	1.0
1814	1.0	0.0
285084	2.0	0.0
1813	13.0	1.0
1812	53.0	3.0
100128055	9.0	0.0
647436	6.0	13.0
128387	1295.0	1072.0
131973	0.0	0.0
1822	9215.0	17986.0
1821	10.0	18.0
1820	990.0	1633.0
100128041	0.0	0.0
1829	5168.0	28148.0
1828	0.0	5.0
1827	11002.0	2184.0
285093	11.0	8.0
1826	6.0	3.0
100128043	0.0	0.0
1825	41.0	101.0
100128042	0.0	1.0
1824	1823.0	9140.0
1823	3.0	12.0
100128044	1.0	1.0
407977	20.0	24.0
407975	20.0	118.0
128370	2.0	0.0
128371	0.0	0.0
128372	1.0	1.0
1833	13.0	75.0
1832	2154.0	33271.0
1831	13874.0	7136.0
1830	8.0	3.0
574016	0.0	13.0
100128036	0.0	0.0
1839	5593.0	2152.0
1838	1174.0	1624.0
346528	0.0	0.0
1837	681.0	2151.0
1836	2318.0	1457.0
346525	0.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	1.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	935.0	443.0
1843	43879.0	5686.0
1842	1153.0	609.0
1841	1724.0	2482.0
1840	220.0	279.0
574028	0.0	2.0
574029	7.0	32.0
100128025	19.0	12.0
1849	1665.0	3347.0
346517	0.0	0.0
1848	11459.0	10775.0
1847	3264.0	7694.0
100128020	0.0	0.0
1846	1210.0	3012.0
100128023	0.0	1.0
1845	10339.0	8267.0
153396	1056.0	1220.0
1855	2448.0	17308.0
1854	2580.0	2893.0
100131671	2.0	2.0
1852	7.0	6.0
1850	762.0	914.0
100131678	0.0	0.0
1859	3234.0	4511.0
1857	4596.0	9393.0
1856	1749.0	3782.0
724068	0.0	0.0
724067	0.0	0.0
202781	400.0	676.0
1861	3284.0	2287.0
100131688	0.0	0.0
1869	588.0	2573.0
724094	0.0	2.0
1880	3511.0	1029.0
1877	1120.0	2312.0
100131691	78.0	227.0
1876	695.0	859.0
1875	473.0	4036.0
83417	2.0	4.0
100131693	7.0	7.0
100327036	2.0	0.0
83416	121.0	718.0
200132	192.0	13.0
1874	3998.0	6727.0
1872	7.0	11.0
1871	1118.0	2842.0
1870	196.0	390.0
1879	345.0	287.0
724087	9.0	7.0
1891	6780.0	6558.0
1890	16994.0	14340.0
83401	82.0	10.0
1889	7566.0	26872.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	3.0
724030	0.0	0.0
58473	2178.0	190.0
58472	7789.0	10165.0
200149	0.0	0.0
58475	10006.0	2394.0
724038	1.0	0.0
83439	2537.0	344.0
1896	242.0	81.0
58477	5426.0	4251.0
58476	3981.0	4451.0
1894	1427.0	5054.0
1893	4500.0	5497.0
1892	8236.0	6928.0
58478	2641.0	4039.0
200150	152.0	150.0
724022	0.0	0.0
58484	930.0	386.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1321.0	1722.0
724024	0.0	0.0
58486	1968.0	1990.0
58485	6861.0	5801.0
724023	0.0	0.0
58480	3724.0	1099.0
724029	3.0	3.0
200159	13.0	1.0
724028	0.0	0.0
724027	1.0	2.0
58488	2213.0	1978.0
58487	2296.0	5632.0
200162	174.0	61.0
58489	2374.0	2542.0
58495	345.0	853.0
724059	0.0	0.0
58494	2535.0	392.0
58497	1946.0	2069.0
58496	155.0	200.0
58491	507.0	1080.0
58490	1789.0	5444.0
58493	1936.0	1702.0
58492	337.0	213.0
58499	667.0	2042.0
58498	1.0	0.0
200172	58.0	39.0
83451	1414.0	2205.0
83450	426.0	173.0
83452	1006.0	797.0
153364	305.0	395.0
83448	1061.0	1396.0
200186	2792.0	4737.0
83447	1.0	0.0
200185	875.0	1163.0
83449	96.0	76.0
83444	200.0	268.0
83443	6420.0	3185.0
83446	1.0	1.0
83445	13.0	6.0
83440	7012.0	4534.0
83442	21853.0	37036.0
114984	1343.0	2400.0
114987	334.0	599.0
391603	0.0	0.0
10657	7933.0	14640.0
126969	1401.0	924.0
10656	498.0	4011.0
10659	8168.0	6579.0
10658	4736.0	8881.0
114990	3268.0	5518.0
114991	827.0	1507.0
10651	2107.0	2419.0
10650	169.0	322.0
10653	16419.0	38532.0
10652	6401.0	9448.0
342667	41.0	10.0
10655	22.0	15.0
643812	0.0	0.0
342666	12.0	3.0
10654	2937.0	3209.0
136306	24.0	2.0
126961	2.0	6.0
10668	1260.0	713.0
10667	1148.0	1046.0
643827	27.0	13.0
10669	143.0	131.0
10660	10.0	14.0
10661	36.0	4.0
731220	42.0	161.0
138971	0.0	0.0
10664	2465.0	4720.0
10663	928.0	624.0
10666	928.0	510.0
731223	22.0	13.0
10665	0.0	1.0
136319	10531.0	23177.0
163933	48.0	46.0
317691	0.0	0.0
339005	114.0	56.0
10635	429.0	1219.0
10634	1692.0	5337.0
10637	4.0	2.0
10636	1489.0	3274.0
10638	0.0	0.0
114971	1908.0	1265.0
10631	11511.0	58954.0
643836	717.0	1556.0
10630	3362.0	5618.0
643837	612.0	719.0
10633	64.0	33.0
643834	0.0	0.0
10632	11813.0	8189.0
100124394	0.0	0.0
10645	3993.0	5041.0
10648	0.0	0.0
10647	1.0	0.0
148304	175.0	425.0
114960	0.0	0.0
10640	4077.0	7158.0
136332	53.0	36.0
10642	6.0	6.0
643847	0.0	0.0
10641	1237.0	1611.0
10644	766.0	9623.0
10643	191.0	1652.0
317671	98.0	136.0
643862	0.0	0.0
391642	0.0	0.0
10609	1220.0	4272.0
391647	0.0	11.0
10613	3345.0	5007.0
10612	803.0	933.0
10615	734.0	4023.0
10614	2469.0	4944.0
10617	2494.0	4315.0
401525	0.0	0.0
10616	6191.0	10027.0
10618	16104.0	25399.0
643854	2.0	1.0
643853	105.0	175.0
643859	0.0	0.0
10611	3360.0	7795.0
10610	1051.0	625.0
643872	2.0	6.0
643873	231.0	387.0
643870	12.0	3.0
317684	1.0	0.0
391655	1.0	4.0
391657	0.0	0.0
391656	5.0	3.0
317687	0.0	1.0
10623	1493.0	2389.0
10626	1489.0	1251.0
10625	10038.0	16795.0
10628	40768.0	32005.0
10627	26811.0	21781.0
10629	719.0	739.0
342618	14.0	3.0
643865	0.0	0.0
643866	308.0	282.0
10620	482.0	976.0
10622	260.0	1812.0
10621	896.0	955.0
101954275	0.0	0.0
101954276	4.0	0.0
643880	0.0	0.0
101954273	3.0	3.0
643884	0.0	0.0
101954277	1.0	1.0
101954278	29.0	25.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	133.0	43.0
83606	7837.0	6841.0
101954271	1.0	1.0
83605	3454.0	5696.0
101954272	10.0	9.0
83608	837.0	670.0
83607	1459.0	2164.0
151903	2020.0	2321.0
401507	0.0	0.0
317649	3456.0	878.0
391627	0.0	0.0
401505	1084.0	1469.0
388007	0.0	0.0
317648	879.0	2475.0
100419709	4.0	8.0
100419705	0.0	0.0
643875	0.0	0.0
401509	48.0	67.0
401508	0.0	0.0
101954264	6.0	2.0
138948	90.0	75.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	1.0	5.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	0.0
317662	1397.0	2282.0
100419711	0.0	2.0
102464825	0.0	0.0
56000	223.0	20.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	33.0	83.0
102464824	1.0	2.0
56005	8732.0	6805.0
10602	4594.0	25223.0
56006	1727.0	3226.0
83604	1826.0	917.0
10603	234.0	995.0
10606	3583.0	41498.0
100419717	0.0	0.0
56001	0.0	0.0
10605	3601.0	7130.0
10608	6455.0	6646.0
10607	1935.0	5027.0
10600	3574.0	3621.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	1.0
100419724	0.0	0.0
391686	1.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	1.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	3388.0	5512.0
102464832	0.0	0.0
100271849	26.0	51.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	2.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	776.0	15770.0
112398	2000.0	1512.0
100419735	0.0	0.0
391697	0.0	0.0
391696	1.0	0.0
100419733	1.0	0.0
388021	3.0	0.0
100419734	0.0	0.0
391698	2.0	1.0
100419731	0.0	0.0
100271836	68.0	192.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	3.0	29.0
101954204	0.0	0.0
199953	711.0	1241.0
161357	3.0	8.0
100420734	0.0	2.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	3.0	1.0
731275	24.0	52.0
199920	143.0	3.0
222826	2.0	6.0
101929286	0.0	0.0
391670	0.0	1.0
391672	0.0	27.0
161342	15.0	20.0
148398	401.0	328.0
100419758	16.0	9.0
100419751	0.0	0.0
124359	545.0	706.0
101929293	17.0	3.0
100420752	0.0	0.0
100420754	0.0	0.0
10691	1061.0	1521.0
10690	3.0	7.0
101929212	44.0	21.0
101929218	0.0	0.0
388076	0.0	0.0
388077	0.0	2.0
100419764	0.0	0.0
199900	0.0	0.0
151963	651.0	591.0
10693	191.0	63.0
10692	6.0	3.0
10695	4963.0	3905.0
10694	8890.0	17805.0
10699	113.0	157.0
101929221	2.0	1.0
100420763	0.0	0.0
101929225	0.0	5.0
101929222	4.0	1.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	761.0	1081.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	82.0	11.0
101929238	0.0	0.0
220213	2104.0	1101.0
10678	3992.0	2745.0
151987	3121.0	5493.0
10671	2014.0	1386.0
10670	5822.0	5635.0
10673	5185.0	1994.0
10672	6201.0	9355.0
10675	2452.0	318.0
10677	520.0	460.0
100419793	0.0	1.0
100420784	1.0	0.0
100420786	0.0	0.0
101929247	0.0	0.0
100420787	0.0	0.0
101929244	1.0	0.0
220202	2.0	7.0
222865	570.0	75.0
10682	3074.0	2283.0
10681	1082.0	1509.0
10683	8.0	2.0
10686	53.0	6.0
136371	0.0	0.0
643803	0.0	0.0
10687	1360.0	686.0
100419682	0.0	0.0
100420678	9.0	18.0
222894	0.0	0.0
100419687	0.0	2.0
283807	55.0	46.0
653194	0.0	0.0
83598	4.0	0.0
83597	0.0	0.0
653199	31.0	149.0
83594	1172.0	859.0
83593	3811.0	4623.0
83596	787.0	1448.0
83595	2041.0	142.0
83590	1899.0	5940.0
653190	178.0	29.0
653192	0.0	0.0
83592	97.0	414.0
83591	396.0	318.0
1909	2392.0	2811.0
100420689	3.0	8.0
1908	3.0	0.0
161291	2561.0	5968.0
653188	0.0	0.0
653189	72.0	89.0
1907	52.0	274.0
1906	2368.0	1888.0
197258	1331.0	1980.0
1903	1212.0	2346.0
197259	1512.0	1705.0
1902	2455.0	1892.0
1901	6720.0	1122.0
100420681	0.0	0.0
197257	708.0	241.0
449491	0.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	5079.0	303.0
1917	12.0	15714.0
1915	438357.0	250898.0
1912	8874.0	23326.0
1911	461.0	1160.0
101929202	1.0	0.0
101929203	8.0	4.0
199899	0.0	1.0
148281	9.0	1.0
219287	1.0	1.0
161253	20.0	42.0
219285	4332.0	7589.0
283849	568.0	311.0
283848	407.0	54.0
1932	6.0	0.0
283847	2.0	2.0
256227	85.0	78.0
256223	0.0	0.0
1939	3508.0	5092.0
1938	133220.0	191894.0
1937	26.0	24.0
1936	6788.0	18609.0
1934	18.0	5.0
1933	26455.0	12132.0
161247	24.0	7.0
219293	690.0	342.0
1943	0.0	15.0
1942	7386.0	6183.0
256236	2201.0	609.0
1949	124.0	225.0
199870	1266.0	788.0
1948	3813.0	12187.0
1947	3229.0	2190.0
1946	991.0	2119.0
1945	560.0	1280.0
1944	58.0	784.0
161271	0.0	0.0
1954	1994.0	9599.0
1953	2909.0	2499.0
1952	707.0	1394.0
1951	139.0	4151.0
1950	496.0	96.0
283820	456.0	935.0
1959	2249.0	1444.0
1958	35148.0	4847.0
1956	3752.0	16057.0
1955	10757.0	2242.0
1965	5016.0	9331.0
1964	4038.0	3952.0
199857	945.0	581.0
1962	910.0	887.0
1961	25.0	1.0
1960	2796.0	436.0
220296	3.0	0.0
1969	3498.0	10226.0
1968	10025.0	12721.0
1967	3318.0	3705.0
114904	1791.0	7727.0
114905	538.0	22.0
114907	927.0	7165.0
114908	15791.0	38664.0
340094	0.0	0.0
643783	127.0	55.0
114900	19.0	15.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	19620.0	39478.0
1974	18687.0	20579.0
1973	626.0	1027.0
283888	9.0	3.0
401447	0.0	0.0
653113	120.0	54.0
1979	9608.0	11886.0
1978	1933.0	4629.0
1977	2180.0	2613.0
643790	6.0	13.0
1990	13.0	1.0
256281	2143.0	1909.0
1987	1.0	0.0
1986	2.0	7.0
1984	23766.0	43387.0
1983	14333.0	15405.0
1982	61351.0	71939.0
283876	72.0	79.0
1981	18378.0	59932.0
1980	31.0	33.0
283871	1164.0	1636.0
283870	111.0	99.0
105375616	0.0	0.0
340075	394.0	573.0
340073	0.0	0.0
653125	5.0	0.0
401431	49.0	64.0
83528	2.0	9.0
1998	1887.0	2111.0
1997	5033.0	5801.0
283869	9.0	17.0
1996	3.0	20.0
401428	0.0	1.0
83538	263.0	110.0
1995	1.0	2.0
401427	24.0	137.0
283867	25.0	76.0
1994	3314.0	6155.0
1993	2.0	499.0
1992	21298.0	36206.0
1991	46.0	6.0
283860	2.0	2.0
83530	6.0	6.0
340069	3.0	0.0
1999	9477.0	18098.0
105375606	9.0	4.0
340061	9397.0	8886.0
653115	33.0	53.0
653121	614.0	409.0
653122	53.0	148.0
283854	0.0	0.0
653123	0.0	0.0
401491	38.0	52.0
100124412	0.0	0.0
653147	35.0	5.0
401498	2.0	1.0
653149	0.0	0.0
401497	0.0	0.0
401494	2568.0	1574.0
401492	48.0	185.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	4253.0	6158.0
83539	271.0	3.0
83547	2091.0	1063.0
83546	0.0	33.0
653140	15.0	11.0
83549	1890.0	1673.0
83548	1950.0	2324.0
83543	1600.0	487.0
653145	198.0	17.0
83544	1288.0	1414.0
83541	1101.0	1959.0
83540	319.0	1520.0
126917	1460.0	3381.0
340037	13.0	62.0
114926	1556.0	1218.0
114928	564.0	522.0
339044	1.0	2.0
256297	0.0	0.0
401474	986.0	2552.0
653174	0.0	0.0
653175	0.0	2.0
340024	0.0	1.0
114915	890.0	825.0
401466	1945.0	2825.0
653162	38.0	15.0
653163	0.0	0.0
283899	2209.0	3433.0
653166	0.0	0.0
283897	658.0	537.0
339145	355.0	7.0
391723	6.0	0.0
391722	9.0	1.0
10778	1752.0	1215.0
10777	1.0	0.0
10772	4900.0	6532.0
340120	12.0	3.0
10771	4494.0	5499.0
10773	661.0	839.0
10776	10488.0	12338.0
10775	2125.0	2160.0
10788	3092.0	2176.0
391739	3.0	1.0
10781	2499.0	2707.0
10780	362.0	752.0
10783	4591.0	13092.0
10782	1394.0	3600.0
10785	374.0	1581.0
10787	7974.0	14142.0
10786	4.0	0.0
102606463	3.0	0.0
731308	0.0	0.0
339122	157.0	259.0
339123	2395.0	3704.0
102606462	41.0	6.0
391701	0.0	2.0
391703	0.0	2.0
151827	205.0	298.0
126826	3.0	0.0
643719	18.0	26.0
10755	10782.0	11801.0
151825	0.0	4.0
10758	2081.0	1466.0
126823	202.0	108.0
126820	230.0	33.0
10750	150.0	145.0
10752	573.0	454.0
10751	0.0	0.0
10753	281.0	15.0
643714	3.0	0.0
138864	0.0	1.0
391712	58.0	9.0
391714	1.0	1.0
114836	730.0	607.0
10767	2608.0	3179.0
10766	3510.0	6749.0
151835	37.0	7.0
10769	3551.0	2495.0
391718	0.0	0.0
10768	10448.0	12801.0
126811	2.0	0.0
643723	6.0	9.0
10761	24.0	44.0
10763	5360.0	2304.0
10762	2924.0	8236.0
10765	3010.0	6665.0
101929179	0.0	1.0
388112	0.0	0.0
339105	65.0	320.0
83707	1192.0	2597.0
83706	8109.0	7648.0
10734	204.0	185.0
10733	286.0	1191.0
83714	252.0	189.0
10736	11.0	9.0
401648	2.0	3.0
643739	1.0	1.0
10735	4838.0	6550.0
401647	258.0	3231.0
10738	2.0	0.0
401646	0.0	0.0
10737	12.0	18.0
10739	6.0	12.0
376132	0.0	0.0
10730	9309.0	13831.0
101929184	9.0	3.0
10732	543.0	1108.0
138804	0.0	0.0
138805	0.0	1.0
138802	0.0	0.0
138803	0.0	0.0
643751	22.0	20.0
124221	24.0	10.0
124222	510.0	2569.0
114897	2724.0	1448.0
114898	390.0	34.0
124220	103.0	986.0
114899	365.0	268.0
391777	8.0	10.0
10745	1579.0	897.0
56104	29.0	51.0
83700	1948.0	923.0
401638	1.0	0.0
10744	2.0	0.0
56105	71.0	92.0
10747	66.0	57.0
401637	1.0	0.0
56106	182.0	633.0
10746	3981.0	4636.0
56107	77.0	106.0
10749	13867.0	12479.0
56100	160.0	166.0
401634	0.0	0.0
10748	156.0	113.0
56101	192.0	118.0
56102	9.0	32.0
56103	59.0	441.0
643744	9.0	5.0
10741	2532.0	2319.0
56108	46.0	39.0
10740	122.0	23.0
643749	217.0	164.0
56109	117.0	228.0
10743	2149.0	10225.0
342732	1.0	6.0
10742	1697.0	241.0
101929198	349.0	1.0
101929196	2.0	2.0
100420811	1.0	0.0
114884	1003.0	6010.0
317774	2.0	3.0
114885	2300.0	2140.0
401630	0.0	0.0
317772	2.0	5.0
100419821	3.0	2.0
56110	44.0	77.0
317778	0.0	0.0
83729	45.0	43.0
317775	1.0	0.0
83734	536.0	371.0
10712	1394.0	7937.0
83733	52.0	32.0
10714	1402.0	2373.0
126868	18.0	9.0
317769	0.0	0.0
100419829	0.0	5.0
10713	3779.0	4631.0
317768	1.0	1.0
10716	2.0	1.0
100419827	0.0	0.0
56111	79.0	87.0
10715	5.0	76.0
56112	27.0	20.0
56113	140.0	177.0
83732	1128.0	2949.0
10718	31.0	5.0
10717	1122.0	1030.0
56114	13.0	21.0
388125	321.0	54.0
401629	1.0	0.0
317781	799.0	1647.0
388122	1.0	0.0
83719	3876.0	1223.0
56120	6.0	8.0
56121	262.0	164.0
114876	2490.0	2698.0
388121	748.0	185.0
83716	5797.0	5304.0
83715	103.0	44.0
114879	1504.0	4067.0
100420829	0.0	1.0
10723	5069.0	10504.0
56126	87.0	191.0
83723	9.0	14.0
126859	5.0	7.0
56127	80.0	265.0
10725	1762.0	2967.0
56128	75.0	43.0
56129	185.0	139.0
10724	5615.0	10794.0
114880	621.0	488.0
56122	255.0	317.0
388115	1283.0	2808.0
401613	243.0	3.0
114881	1276.0	2345.0
10726	5226.0	8687.0
56123	120.0	219.0
401612	230.0	150.0
114882	5571.0	7371.0
56124	94.0	91.0
10728	16646.0	26200.0
114883	5472.0	7417.0
56125	67.0	79.0
643766	0.0	0.0
10721	146.0	701.0
10720	0.0	0.0
100420830	2.0	1.0
136259	12.0	0.0
100420834	0.0	0.0
317751	9.0	23.0
124274	0.0	0.0
388152	136.0	133.0
317754	0.0	0.0
317753	0.0	1.0
317749	1368.0	526.0
342705	1.0	2.0
151888	125.0	78.0
151887	15965.0	11339.0
136263	1.0	1.0
100420841	0.0	0.0
101929145	352.0	366.0
100420843	0.0	2.0
100293090	1315.0	1657.0
148254	217.0	397.0
317762	1059.0	3469.0
317761	1.0	2.0
100419854	0.0	0.0
317760	18.0	18.0
317767	4.0	3.0
100271715	51.0	7.0
148252	75.0	117.0
100271722	198.0	456.0
199834	0.0	0.0
388135	219.0	33.0
101929152	7.0	0.0
100420854	0.0	0.0
222950	16.0	49.0
100419867	2.0	0.0
148266	264.0	505.0
100419868	6.0	4.0
148268	384.0	648.0
100419866	3.0	1.0
100420859	0.0	0.0
124245	2266.0	5703.0
317729	3.0	4.0
136288	141.0	32.0
199800	161.0	101.0
101930150	0.0	0.0
163882	1609.0	2811.0
388165	76.0	107.0
100419873	0.0	0.0
100271700	71.0	68.0
100271703	0.0	0.0
100271702	1.0	0.0
100420875	0.0	2.0
100420877	0.0	0.0
388199	0.0	2.0
22794	4806.0	9939.0
22795	828.0	2675.0
22796	2026.0	2767.0
22797	2869.0	1257.0
22798	53.0	32.0
317705	1.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	1.0
138881	6.0	1.0
100420881	0.0	0.0
388181	0.0	0.0
100419893	4.0	2.0
222967	5.0	3.0
219333	2524.0	3029.0
136227	95.0	43.0
222962	257.0	1314.0
148213	135.0	368.0
388182	51.0	5.0
100419895	0.0	0.0
317716	0.0	0.0
148203	275.0	351.0
317719	8.0	3.0
148206	506.0	1138.0
163859	2045.0	2368.0
101929110	6.0	1.0
101929111	0.0	1.0
219348	1353.0	101.0
219347	68.0	68.0
100420898	3.0	6.0
148223	1798.0	2062.0
10799	372.0	451.0
136242	0.0	6.0
10791	5349.0	1563.0
10794	170.0	227.0
10793	310.0	454.0
10795	1320.0	1238.0
10798	0.0	0.0
10797	3879.0	9138.0
101929121	0.0	0.0
101929120	0.0	0.0
101929127	23.0	16.0
317701	0.0	0.0
220323	2075.0	1114.0
148231	0.0	0.0
148229	213.0	526.0
151877	2.0	6.0
151871	0.0	0.0
93035	342.0	20.0
161176	1046.0	585.0
56097	41.0	47.0
56098	21.0	13.0
56099	467.0	292.0
93034	25.0	24.0
283927	254.0	142.0
220359	35.0	41.0
653073	0.0	0.0
653075	6.0	1.0
256302	1763.0	711.0
105373144	0.0	0.0
81050	0.0	0.0
199786	109.0	40.0
256309	94.0	37.0
100420792	0.0	0.0
95681	666.0	1501.0
283914	0.0	0.0
81047	0.0	0.0
197131	2292.0	3643.0
197135	201.0	279.0
653061	8.0	1.0
93058	400.0	313.0
161198	5373.0	786.0
283902	1.0	2.0
220382	2.0	4.0
81078	0.0	0.0
81079	0.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	2.0	2.0
199777	451.0	737.0
81061	0.0	0.0
653082	198.0	21.0
81090	0.0	0.0
100271649	0.0	0.0
199746	693.0	489.0
100271655	10.0	6.0
81099	0.0	2.0
100271650	4.0	5.0
199745	453.0	551.0
148170	509.0	661.0
256364	3438.0	7174.0
163786	226.0	806.0
220388	62.0	22.0
100271639	0.0	0.0
163782	263.0	50.0
100271646	3.0	2.0
283953	1.0	4.0
256355	99.0	23.0
100271644	2.0	1.0
283951	768.0	802.0
256356	1149.0	1473.0
100271643	1.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	3.0	9.0
148189	399.0	906.0
93099	3695.0	5034.0
100271627	0.0	4.0
283948	243.0	162.0
256329	155.0	318.0
100271634	0.0	0.0
100271636	0.0	1.0
100271630	0.0	0.0
100271633	0.0	0.0
100271632	2.0	6.0
199720	32.0	104.0
93082	30.0	61.0
161145	665.0	530.0
100271617	0.0	0.0
100271616	4.0	2.0
161142	6.0	15.0
100271619	0.0	0.0
148198	7.0	0.0
100271618	0.0	1.0
100271624	1.0	0.0
100271623	0.0	1.0
283933	98.0	34.0
100271625	1.0	0.0
93081	496.0	435.0
100271620	0.0	1.0
283932	142.0	256.0
100271622	3.0	3.0
100271621	0.0	1.0
199731	553.0	579.0
100124332	0.0	4.0
643664	0.0	4.0
256394	1.0	0.0
83637	6036.0	12086.0
83636	1942.0	1417.0
401565	3.0	0.0
401563	169.0	63.0
401562	54.0	11.0
401561	14.0	4.0
283999	1.0	4.0
283994	0.0	0.0
643668	5.0	4.0
283991	2814.0	3329.0
340198	12.0	8.0
643669	11.0	10.0
340192	0.0	0.0
643680	84.0	12.0
197196	3.0	1.0
56033	2.0	42.0
401551	378.0	4.0
83657	166.0	3.0
83656	5.0	1.0
83659	484.0	1.0
283989	1879.0	2741.0
83658	5567.0	7722.0
401548	7329.0	2885.0
56034	2499.0	4100.0
283987	1990.0	4350.0
256369	2.0	0.0
401546	1037.0	92.0
83655	0.0	0.0
283985	1.0	0.0
283982	88.0	0.0
283981	9.0	17.0
643677	0.0	8.0
83650	3.0	1.0
197187	259.0	206.0
449520	2.0	10.0
401541	286.0	368.0
401540	1.0	0.0
83639	3.0	0.0
83638	2161.0	5062.0
256380	161.0	123.0
449518	0.0	0.0
83648	737.0	1401.0
401537	3.0	3.0
83647	0.0	0.0
83641	8949.0	13890.0
401535	13.0	1.0
83643	1094.0	476.0
401533	0.0	5.0
643689	1.0	6.0
283971	1.0	2.0
83640	596.0	669.0
283970	7.0	6.0
114826	1102.0	1131.0
114827	287.0	524.0
378706	1.0	2.0
378707	0.0	0.0
378708	170.0	139.0
339184	0.0	0.0
339186	0.0	0.0
56052	1457.0	1606.0
114821	123.0	489.0
114822	757.0	2664.0
114823	7545.0	13729.0
114824	9.0	6.0
114825	1076.0	1069.0
643699	209.0	66.0
340168	0.0	1.0
114815	18.0	4.0
114817	0.0	0.0
114818	747.0	107.0
114819	105.0	255.0
339175	1113.0	1610.0
56063	709.0	933.0
653017	0.0	0.0
56061	2940.0	5497.0
56062	297.0	717.0
114814	53.0	115.0
83667	1822.0	1047.0
83666	8594.0	8361.0
83660	671.0	1215.0
340156	101.0	39.0
83661	490.0	1.0
114804	215.0	193.0
114805	136.0	1327.0
340152	267.0	214.0
339168	4.0	1.0
114800	197.0	316.0
114801	1117.0	1348.0
93010	3352.0	9173.0
114803	1502.0	2502.0
83697	6.0	9.0
81034	1696.0	5638.0
81035	10188.0	6725.0
83696	1702.0	7163.0
83699	2658.0	2918.0
81037	8192.0	24456.0
83698	3.0	0.0
401588	253.0	109.0
83693	1589.0	2068.0
81030	210.0	544.0
83692	5370.0	6010.0
81031	1580.0	649.0
83695	1761.0	2459.0
81033	73.0	4.0
83694	182.0	118.0
340146	0.0	0.0
83690	360.0	909.0
81027	206.0	17.0
81029	149.0	193.0
653042	0.0	0.0
653045	2.0	0.0
81025	2.0	0.0
401577	261.0	323.0
22877	6053.0	10893.0
22878	3269.0	3218.0
22879	3496.0	5060.0
22870	5404.0	16469.0
22871	59.0	201.0
22872	11917.0	16610.0
22873	666.0	457.0
22874	698.0	3992.0
22875	3495.0	1599.0
22876	1036.0	1756.0
10899	10236.0	7870.0
10898	1377.0	3185.0
10891	394.0	516.0
136540	0.0	0.0
10890	9917.0	14436.0
10893	2127.0	1015.0
10892	1989.0	4078.0
136541	0.0	0.0
10895	1.0	2.0
342426	0.0	0.0
10894	4018.0	815.0
10897	4480.0	7561.0
10896	12.0	35.0
22888	789.0	1289.0
22889	1394.0	2963.0
22880	1577.0	5513.0
124540	1475.0	3773.0
22881	1022.0	492.0
22882	2193.0	2082.0
22883	7804.0	40241.0
22884	1636.0	1821.0
22885	2044.0	1515.0
22887	2585.0	6730.0
342419	0.0	5.0
124538	0.0	0.0
