id	cf655a50-5d76-4625-a3d1-12643de2c2b3	88cf0020-b8b7-4d6e-a5e9-313ee7dcf479
8620	0.0	0.0
8621	3286.0	5235.0
338645	17.0	173.0
56984	2961.0	2286.0
56985	484.0	280.0
56986	1321.0	1086.0
338637	0.0	0.0
56987	4293.0	5091.0
102724742	0.0	0.0
56980	622.0	992.0
56981	811.0	1091.0
56983	953.0	1493.0
8615	5840.0	9021.0
54329	339.0	179.0
54328	91.0	192.0
8613	13903.0	4516.0
8614	1215.0	5630.0
8618	53.0	54.0
8630	6093.0	443.0
8633	1081.0	590.0
8634	1804.0	2831.0
8631	868.0	425.0
8632	176.0	3187.0
56990	5990.0	3481.0
169166	2.0	40.0
554175	1.0	4.0
54332	488.0	469.0
56995	1717.0	3477.0
255877	5300.0	612.0
664616	0.0	0.0
56996	1455.0	1831.0
54331	2704.0	1254.0
56997	2354.0	1098.0
664614	0.0	0.0
56998	3588.0	2965.0
664613	0.0	0.0
664612	0.0	0.0
56992	27.0	498.0
56993	3858.0	6370.0
56994	4536.0	1132.0
8626	536.0	83759.0
8624	860.0	1407.0
8625	1630.0	1590.0
56999	734.0	923.0
664617	0.0	0.0
8629	520.0	1282.0
8641	65.0	51.0
8644	1667.0	14123.0
8645	1409.0	723.0
8642	3498.0	1532.0
8643	38.0	46.0
652624	5.0	3.0
196743	280.0	552.0
54346	0.0	156.0
54345	3338.0	166.0
54344	1201.0	857.0
8637	230.0	118.0
8638	1342.0	310.0
8635	1706.0	1418.0
8636	1680.0	2310.0
8639	29419.0	2651.0
196740	3718.0	1144.0
8651	777.0	318.0
8650	8029.0	3725.0
8655	9604.0	11243.0
101928685	2.0	0.0
8653	5576.0	4380.0
8654	6261.0	1463.0
101928684	0.0	0.0
101928689	5.0	4.0
101928687	0.0	8.0
8648	5467.0	5584.0
8649	3271.0	3496.0
8646	282.0	268.0
8647	15.0	1.0
8662	7763.0	17189.0
8663	213.0	418.0
6001	887.0	916.0
8660	3180.0	6134.0
8661	9534.0	21776.0
6000	4.0	2.0
6003	458.0	23.0
8666	5338.0	4803.0
8667	12406.0	10578.0
6002	1774.0	3466.0
8664	10464.0	11788.0
6005	2.0	0.0
6004	5180.0	2018.0
8665	8475.0	6510.0
101928698	10.0	0.0
8659	609.0	1043.0
8658	2492.0	3083.0
8673	13110.0	5881.0
6010	0.0	1.0
8674	2442.0	2602.0
8671	2525.0	452.0
8672	3159.0	6231.0
6011	1.0	2.0
8677	1448.0	1434.0
6014	0.0	0.0
6013	11.0	2.0
8678	2833.0	4433.0
8675	2132.0	4839.0
6016	2955.0	10693.0
8676	2700.0	785.0
6015	1664.0	1528.0
253260	2895.0	3567.0
338707	3.0	831.0
6007	17.0	20.0
6006	37.0	39.0
8668	9095.0	12238.0
6009	3734.0	5814.0
8669	3284.0	7051.0
6008	5.0	3.0
8685	4957.0	1266.0
8682	19348.0	17536.0
6023	0.0	0.0
8683	2619.0	5455.0
8688	0.0	7.0
8689	1.0	3.0
8686	0.0	4.0
8687	0.0	4.0
253272	3.0	7.0
8681	31.0	184.0
253264	370.0	273.0
6018	1240.0	2580.0
6017	2.0	0.0
6019	34.0	14.0
6031	6.0	4.0
6034	20.0	2.0
8693	11.0	64.0
8694	1680.0	2435.0
6033	0.0	0.0
6036	106.0	84.0
6035	66512.0	15508.0
8697	2133.0	1907.0
6038	304.0	39.0
8698	786.0	104.0
6037	5.0	6.0
101928646	1.0	5.0
554234	3.0	0.0
8692	8050.0	2205.0
6030	21.0	13.0
8690	981.0	1137.0
554225	3.0	38.0
554226	0.0	0.0
6029	0.0	0.0
170082	303.0	115.0
6043	0.0	0.0
6045	1611.0	4067.0
6044	0.0	0.0
6047	3444.0	7503.0
6046	11661.0	16050.0
6049	2745.0	4652.0
100421217	0.0	0.0
6048	2290.0	1173.0
100421219	0.0	0.0
101928656	23.0	4.0
6041	1602.0	2038.0
554213	0.0	0.0
554214	0.0	0.0
56904	2924.0	2566.0
56905	3129.0	4407.0
6039	748.0	761.0
56906	206.0	203.0
56907	1440.0	1728.0
56900	5224.0	3254.0
56901	3309.0	7753.0
56902	1108.0	2519.0
56903	0.0	1.0
100421222	0.0	0.0
375612	85.0	3.0
375611	33.0	35.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	3491.0	4354.0
554210	0.0	0.0
100528062	201.0	213.0
554212	0.0	0.0
6050	12467.0	8333.0
100528064	0.0	2.0
375616	25.0	191.0
6051	4109.0	5779.0
56910	15252.0	14602.0
554202	0.0	24.0
554203	619.0	1047.0
56915	418.0	761.0
56916	2118.0	2710.0
56917	169.0	325.0
56918	0.0	0.0
56911	650.0	274.0
56912	1326.0	828.0
56913	4433.0	2185.0
100421220	0.0	0.0
56914	0.0	0.0
375601	0.0	1.0
100421236	0.0	0.0
6066	0.0	0.0
56919	966.0	1856.0
6069	0.0	0.0
375607	1.0	6.0
554201	3.0	0.0
6060	0.0	0.0
56920	3875.0	261.0
56926	2560.0	5575.0
56927	4097.0	3073.0
56928	792.0	1083.0
56929	3670.0	2287.0
56922	2041.0	4705.0
56923	25.0	28.0
56924	1.0	79.0
56925	1531.0	1386.0
100421232	0.0	0.0
6076	0.0	1.0
100421245	0.0	3.0
6075	0.0	0.0
6078	0.0	0.0
6079	0.0	2.0
101928601	13.0	3.0
6070	0.0	1.0
91252	2998.0	1940.0
6071	0.0	0.0
6074	0.0	0.0
101928603	7.0	0.0
101928604	0.0	0.0
101928607	3.0	135.0
387612	0.0	0.0
147700	56.0	856.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	1.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	5.0	1.0
123722	2.0	4.0
387601	0.0	15.0
123720	1054.0	1079.0
147710	0.0	0.0
147711	6.0	1.0
147719	0.0	0.0
6098	7842.0	4979.0
6097	1383.0	271.0
6092	2435.0	732.0
6091	2508.0	3766.0
6094	151.0	175.0
100528020	0.0	0.0
6093	5210.0	5558.0
100528021	0.0	0.0
6096	227.0	170.0
6095	2090.0	2465.0
91272	1916.0	1772.0
147727	1371.0	638.0
387638	0.0	0.0
100528030	16.0	13.0
101928638	0.0	0.0
100528032	20.0	7.0
100421271	2.0	3.0
100506697	50.0	9.0
100506696	21.0	122.0
91298	1125.0	1020.0
100528007	0.0	0.0
123775	64.0	85.0
91289	3372.0	4144.0
399656	1.0	0.0
100506686	271.0	312.0
100506685	0.0	7.0
100528016	0.0	6.0
100528017	5.0	33.0
100528018	0.0	0.0
100528019	3.0	0.0
100506681	5.0	0.0
91283	1244.0	2935.0
100506680	0.0	0.0
387646	33.0	69.0
387647	0.0	0.0
387644	3.0	13.0
387640	29.0	27.0
100421295	16.0	54.0
387680	2476.0	1608.0
375686	7.0	23.0
123745	515.0	1294.0
100506898	11.0	4.0
100506897	0.0	0.0
390992	0.0	0.0
54471	2348.0	5293.0
54470	591.0	463.0
390996	1.0	5.0
390999	0.0	0.0
54475	536.0	1247.0
387338	1639.0	1958.0
54474	0.0	1.0
54472	4335.0	5430.0
389997	0.0	0.0
54478	4.0	208.0
54477	2163.0	2565.0
387332	0.0	2.0
54476	2352.0	4175.0
91404	5731.0	1797.0
91405	13.0	7.0
91408	2558.0	3456.0
91409	50.0	84.0
375346	197.0	191.0
100506888	0.0	0.0
389992	1.0	0.0
102724826	65.0	155.0
389990	0.0	0.0
102724827	130.0	214.0
54482	472.0	870.0
102724820	160.0	11.0
100506881	119.0	105.0
54480	2363.0	5417.0
387328	2.0	1.0
387325	4.0	2.0
145497	0.0	2.0
400866	1.0	0.0
387323	0.0	0.0
387321	0.0	0.0
54487	1093.0	2710.0
387322	0.0	0.0
375350	3.0	4.0
723809	908.0	34.0
338391	1.0	1.0
91433	223.0	846.0
338396	0.0	2.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	3.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	3370.0	3675.0
54491	3637.0	773.0
54490	0.0	0.0
54497	2373.0	2997.0
54496	922.0	1077.0
448835	0.0	0.0
54495	4559.0	6155.0
448834	1.0	285.0
387359	0.0	0.0
387357	435.0	119.0
54499	5749.0	8624.0
121498	0.0	0.0
54498	290.0	1597.0
170463	1174.0	878.0
157489	197.0	114.0
338382	719.0	2477.0
390980	145.0	195.0
338388	0.0	0.0
448831	0.0	0.0
400841	9.0	9.0
91419	322.0	436.0
91452	3099.0	1987.0
338376	0.0	23.0
145447	31.0	63.0
100313532	1.0	7.0
91442	125.0	233.0
375387	1776.0	644.0
91445	2757.0	3064.0
107080554	0.0	0.0
133482	0.0	9.0
100506874	61.0	111.0
100506872	2.0	1.0
169436	45.0	31.0
170425	7.0	5.0
133491	17.0	1.0
91464	0.0	5.0
100506866	106.0	208.0
400892	6.0	17.0
400891	2.0	6.0
91461	1365.0	1334.0
145483	562.0	177.0
145482	720.0	546.0
338339	37.0	22.0
100506810	36.0	10.0
338328	4674.0	84.0
100506815	0.0	3.0
326337	0.0	0.0
326339	0.0	0.0
338321	1.0	4.0
338322	0.0	36.0
338323	21.0	5.0
338324	0.0	4321.0
341965	2.0	5.0
326341	0.0	0.0
326340	1.0	4.0
326343	11.0	11.0
326342	30.0	38.0
54407	17156.0	32362.0
8710	2.0	5643.0
100506834	64.0	20.0
8711	652.0	681.0
54413	97.0	42.0
8703	2152.0	3319.0
101410540	0.0	0.0
8704	1677.0	5647.0
101410541	0.0	5.0
8701	313.0	30.0
101410542	1.0	9.0
54414	4331.0	1928.0
8702	900.0	3355.0
100506835	24.0	2.0
101410543	35.0	3.0
8707	508.0	35.0
101410544	3.0	5.0
8708	29.0	48.0
101410545	0.0	3.0
101410546	0.0	0.0
8705	868.0	868.0
8706	2782.0	2374.0
326315	1.0	2.0
326317	0.0	0.0
8721	7422.0	8048.0
8722	3933.0	2530.0
8720	7911.0	10670.0
101410537	2.0	0.0
101410538	2723.0	1419.0
341947	0.0	3.0
8714	1278.0	8529.0
8715	3.0	1.0
100506826	9.0	21.0
8712	0.0	1.0
8718	51.0	448.0
101410533	28.0	15.0
101410534	0.0	1.0
326325	1.0	3.0
101410535	28.0	38.0
8717	1029.0	1529.0
54429	8.0	32.0
101410536	0.0	0.0
326307	443.0	304.0
8732	1405.0	1736.0
8733	4423.0	6140.0
8731	2072.0	3513.0
54431	6278.0	7888.0
400836	1.0	7.0
170487	42.0	47.0
54435	9.0	7.0
54434	3495.0	5809.0
400831	193.0	11.0
54433	722.0	1535.0
400830	1.0	0.0
54432	1806.0	2045.0
54439	1963.0	1843.0
8725	3855.0	5954.0
8726	706.0	1213.0
54438	1260.0	2174.0
54437	94.0	487.0
8723	3386.0	2661.0
326310	107.0	135.0
8724	10333.0	8201.0
54436	862.0	2252.0
8729	5961.0	7684.0
100337589	0.0	0.0
170485	3.0	3.0
8727	8867.0	1487.0
8728	597.0	3989.0
170482	2.0	0.0
8740	179.0	143.0
8743	42816.0	35631.0
8744	638.0	909.0
8741	1378.0	432.0
8742	3584.0	714.0
102724868	0.0	1.0
102724866	1.0	0.0
54442	1483.0	3403.0
54441	9.0	27.0
54440	2347.0	959.0
400823	16.0	14.0
102724862	0.0	0.0
54443	74.0	3507.0
8736	299.0	45.0
8737	3532.0	1878.0
8735	9.0	13.0
326300	8.0	11.0
8738	626.0	502.0
8739	32.0	19.0
8751	5821.0	8653.0
8754	10825.0	20934.0
8755	0.0	0.0
102724853	5.0	0.0
54453	10223.0	8196.0
255512	84.0	23.0
54457	0.0	2.0
54456	28.0	88.0
554049	167.0	177.0
54455	1794.0	1468.0
54454	561.0	1334.0
8747	5.0	13.0
8748	1.0	3.0
8745	315.0	11755.0
54458	5327.0	3131.0
400818	491.0	637.0
8749	0.0	0.0
8761	6009.0	12694.0
6100	334.0	398.0
8760	7190.0	5436.0
6102	2340.0	2358.0
8766	13975.0	11336.0
6101	61.0	1.0
8763	19847.0	19237.0
6103	921.0	528.0
8764	2926.0	921.0
54460	2698.0	3046.0
54464	3255.0	4793.0
54463	2260.0	591.0
54462	5533.0	4984.0
54461	3395.0	5724.0
54468	1650.0	2727.0
54467	3074.0	4692.0
54466	7.0	6.0
54465	1003.0	1140.0
255520	1903.0	2064.0
8759	0.0	0.0
8756	0.0	1.0
54469	4542.0	4543.0
8772	328.0	660.0
8773	5378.0	3585.0
8771	0.0	0.0
8776	1711.0	4618.0
8777	3391.0	1537.0
8774	2364.0	2715.0
8775	4855.0	2872.0
101928566	0.0	0.0
8767	1393.0	1147.0
6120	1572.0	2570.0
101928571	4.0	4.0
8784	30.0	399.0
6122	87938.0	78649.0
8781	295.0	322.0
6121	0.0	2.0
8787	725.0	249.0
6124	59462.0	67958.0
6123	7.0	36.0
8788	0.0	0.0
8785	4.0	6.0
6126	32.0	17.0
8786	102.0	72.0
6125	45958.0	40954.0
101928578	134.0	115.0
8780	4802.0	8408.0
6117	5556.0	6329.0
8778	56.0	19.0
6119	875.0	1155.0
6118	2559.0	2479.0
8794	274.0	135.0
8795	3272.0	5359.0
6130	45264.0	50271.0
8792	272.0	308.0
6133	32492.0	22502.0
6132	58102.0	74068.0
8793	666.0	633.0
8798	1040.0	565.0
6135	47594.0	20155.0
8799	2068.0	1969.0
6134	72772.0	48013.0
8796	11089.0	1414.0
6137	39338.0	31257.0
8797	854.0	906.0
6136	27881.0	27647.0
100421307	0.0	0.0
101735302	15.0	100.0
8790	1075.0	1310.0
100134444	0.0	0.0
6128	25788.0	24337.0
8789	59.0	11.0
6129	30999.0	27934.0
6142	17680.0	14123.0
6141	28836.0	24886.0
100421311	4.0	14.0
6144	18334.0	11530.0
6143	47225.0	42253.0
100421313	10.0	7.0
6146	15594.0	9966.0
6145	7.0	2.0
6148	0.0	0.0
6147	21657.0	18479.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	0.0	1.0
6139	1756.0	2272.0
6138	48416.0	28264.0
6152	27940.0	26292.0
6155	33388.0	28060.0
6154	13849.0	7722.0
100421324	1.0	3.0
6157	36304.0	27498.0
6156	31268.0	26904.0
6159	22320.0	13697.0
6158	29487.0	22277.0
100421328	1.0	6.0
6150	1095.0	843.0
101928527	503.0	413.0
6164	28400.0	23352.0
6163	2.0	8.0
6166	10494.0	4135.0
6165	26811.0	57221.0
6168	41853.0	35916.0
6167	32145.0	34624.0
100421338	3.0	0.0
6169	18785.0	16070.0
101928536	0.0	0.0
6160	39843.0	24200.0
101928537	0.0	2.0
6161	39304.0	25364.0
100421331	0.0	0.0
6175	49072.0	89806.0
6174	256.0	90.0
6176	56803.0	64703.0
101928545	82.0	66.0
6171	11364.0	9017.0
6170	5704.0	4874.0
6173	2698.0	3129.0
6172	414.0	226.0
100421340	0.0	0.0
100421341	0.0	0.0
100421354	0.0	0.0
6185	17071.0	27693.0
101928550	10.0	6.0
6188	53133.0	49882.0
6187	26560.0	43194.0
100421357	0.0	0.0
6189	25156.0	14269.0
101928555	64.0	9.0
6182	311.0	758.0
6181	27896.0	18373.0
6184	21503.0	31674.0
101928559	0.0	0.0
6183	892.0	2155.0
100421350	1.0	14.0
100421351	2.0	7.0
100421353	4.0	2.0
6197	8972.0	5033.0
6196	11885.0	2203.0
6199	1312.0	1922.0
6198	2014.0	3314.0
6191	55599.0	45156.0
6193	23502.0	26273.0
6192	13780.0	11207.0
91373	632.0	1312.0
6195	6628.0	4127.0
6194	78617.0	49177.0
390916	1428.0	1910.0
145407	142.0	377.0
100421363	6.0	0.0
100421376	0.0	0.0
100421379	2.0	6.0
91369	6697.0	4864.0
91368	1063.0	1513.0
652489	6.0	5.0
390924	68.0	49.0
389901	25.0	32.0
390928	1.0	495.0
390927	101.0	112.0
100421371	8.0	3.0
100421374	6.0	9.0
389903	2.0	80.0
100421389	1.0	1.0
91392	298.0	93.0
389935	1.0	1.0
389932	4.0	4.0
100421384	13.0	13.0
100421398	4.0	9.0
100421399	3.0	1.0
101928513	3.0	3.0
91380	0.0	0.0
390904	0.0	1.0
145438	8.0	23.0
100421390	0.0	2.0
100421391	0.0	0.0
100421395	14.0	30.0
100421397	2.0	2.0
375316	19.0	68.0
375318	0.0	0.0
390963	29.0	3.0
375307	70.0	10.0
389941	101.0	37.0
389948	0.0	1.0
375337	0.0	1.0
377997	0.0	0.0
387316	0.0	0.0
121456	40.0	42.0
387317	0.0	0.0
121457	1252.0	1147.0
389976	3.0	2.0
375341	459.0	329.0
387319	0.0	0.0
375323	3.0	6.0
389970	1.0	7.0
390940	161.0	76.0
133418	1913.0	2681.0
390948	0.0	0.0
121441	1685.0	1526.0
390949	0.0	0.0
652411	1.0	4.0
145370	0.0	5.0
102724954	0.0	0.0
54596	155.0	22.0
375484	653.0	747.0
91526	2802.0	688.0
133396	8.0	387.0
196951	175.0	304.0
91523	664.0	641.0
91522	128.0	37.0
121391	0.0	43.0
145376	126.0	25.0
400986	26.0	57.0
400984	1.0	1.0
196968	18.0	8.0
157378	2041.0	3113.0
723961	0.0	0.0
145389	501.0	717.0
157381	24.0	31.0
91543	2829.0	259.0
91544	529.0	322.0
102724923	1.0	1.0
652423	2.0	1.0
169355	20.0	4.0
400966	0.0	0.0
121364	0.0	0.0
400961	689.0	449.0
157376	1.0	3.0
91574	1126.0	1397.0
157313	21.0	397.0
157317	1.0	3.0
147991	1930.0	1588.0
399495	5.0	1.0
159963	12.0	420.0
100506965	224.0	86.0
100506963	51.0	81.0
387495	0.0	0.0
387496	1518.0	701.0
387494	0.0	1.0
387491	0.0	2.0
387492	28.0	22.0
387486	0.0	0.0
157310	8974.0	509.0
100506994	23.0	38.0
338470	1.0	2.0
170302	15.0	4.0
204010	5.0	57.0
399473	20.0	313.0
399474	304.0	415.0
91584	302.0	470.0
159989	23.0	79.0
91582	1941.0	2012.0
107126360	0.0	1.0
133383	288.0	258.0
100506930	315.0	1330.0
100820741	0.0	0.0
338448	0.0	0.0
8808	25.0	125.0
8809	511.0	260.0
54512	548.0	1082.0
54511	374.0	25.0
54510	1597.0	699.0
54516	639.0	675.0
8802	3523.0	3532.0
8803	2362.0	1885.0
54514	0.0	2.0
8800	652.0	428.0
8801	4528.0	2034.0
8807	95.0	45.0
400916	1046.0	1845.0
54518	1421.0	591.0
8804	11257.0	26710.0
100506939	1.0	11.0
54517	743.0	2438.0
8805	3049.0	2264.0
8820	23.0	40.0
8821	1917.0	1019.0
338440	497.0	630.0
338442	546.0	1950.0
8819	220.0	235.0
100820732	0.0	0.0
255620	1.0	0.0
54522	198.0	383.0
54521	1485.0	1760.0
54520	1693.0	2886.0
100820735	0.0	1.0
8813	1860.0	2812.0
170393	9.0	63.0
8814	235.0	97.0
170392	106.0	10.0
100506925	0.0	1.0
8811	5.0	10.0
8812	605.0	730.0
8817	260.0	16.0
8818	2287.0	2622.0
54529	2734.0	2496.0
255626	0.0	0.0
8815	4558.0	4679.0
8816	3813.0	2623.0
170394	973.0	738.0
8831	885.0	1076.0
8832	1217.0	1262.0
100506953	2.0	0.0
338433	0.0	0.0
338436	0.0	1.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1706.0	1680.0
54532	2929.0	6505.0
54531	1247.0	1104.0
54538	17167.0	832.0
8824	2382.0	4668.0
8825	1799.0	466.0
54537	1832.0	1360.0
54536	3143.0	1102.0
8822	0.0	2.0
8823	4.0	1.0
54535	347.0	695.0
8828	4133.0	9003.0
8829	21056.0	6701.0
8826	34956.0	31841.0
54539	3692.0	2439.0
8842	86.0	742.0
8843	46.0	575.0
8840	189.0	1734.0
8841	2360.0	3518.0
100158257	0.0	0.0
54541	1057.0	6427.0
54540	702.0	1081.0
54545	3984.0	4798.0
54544	0.0	271.0
54543	9841.0	7569.0
54542	4388.0	5512.0
54549	258.0	3257.0
8835	3129.0	1055.0
8836	682.0	5163.0
8833	3206.0	16718.0
8834	1208.0	858.0
54546	0.0	0.0
8839	13841.0	462.0
8837	12146.0	7535.0
8838	25.0	4.0
101928483	9.0	7.0
8850	4071.0	779.0
101928484	0.0	1.0
8853	1251.0	3105.0
8854	1671.0	388.0
8851	206.0	2072.0
8852	0.0	0.0
400960	963.0	791.0
338412	3.0	3.0
338413	0.0	0.0
54552	454.0	973.0
400957	0.0	1.0
54551	32.0	53.0
54550	3.0	188.0
196996	2769.0	626.0
400955	6.0	4.0
400954	22.0	349.0
54556	1131.0	664.0
54555	1006.0	2029.0
400952	5.0	11.0
54554	554.0	757.0
400950	83.0	4.0
8846	680.0	439.0
100820709	2.0	1.0
8847	123.0	271.0
54558	1058.0	331.0
8844	1027.0	1244.0
54557	1289.0	760.0
8848	33039.0	16883.0
196993	5.0	5.0
8861	2812.0	3859.0
101928492	243.0	424.0
8864	2804.0	2540.0
6201	21231.0	25029.0
6203	33752.0	24313.0
8862	5522.0	715.0
101928496	0.0	1.0
8863	5683.0	1241.0
6202	46794.0	48873.0
723972	7.0	3.0
400946	8.0	55.0
400945	42.0	109.0
54567	5866.0	1016.0
54566	1789.0	1850.0
400941	2.0	1.0
8857	761.0	2370.0
8858	3.0	11.0
54569	1.0	0.0
8856	7.0	33.0
54568	0.0	0.0
8859	390.0	353.0
8871	796.0	2146.0
8872	2808.0	3906.0
6210	22144.0	17816.0
8870	4383.0	4907.0
100421500	0.0	1.0
8875	247.0	119.0
8876	133.0	342.0
8874	3071.0	3040.0
100421506	0.0	2.0
100421509	0.0	0.0
54570	1.0	0.0
400935	1.0	20.0
54574	0.0	0.0
54573	0.0	1.0
54572	0.0	0.0
400932	0.0	31.0
54571	0.0	0.0
54578	13.0	725.0
255631	38.0	652.0
400931	36.0	57.0
54577	0.0	4642.0
54576	0.0	72.0
54575	1.0	1.0
6205	66727.0	42075.0
100506915	14.0	10.0
8869	3778.0	833.0
6204	8883.0	8164.0
6207	21705.0	14590.0
6206	43454.0	31860.0
8867	1557.0	1096.0
54579	0.0	1.0
6209	10843.0	11004.0
6208	40245.0	24775.0
170384	2033.0	2621.0
100506916	0.0	0.0
8882	2169.0	2307.0
8883	2099.0	3840.0
8880	4515.0	6176.0
8881	3261.0	2838.0
8886	4837.0	6379.0
6223	27569.0	28245.0
100421512	0.0	1.0
8887	9959.0	11204.0
6222	49478.0	50126.0
8884	792.0	2107.0
6224	49832.0	30452.0
100421515	5.0	6.0
54581	156.0	168.0
54580	0.0	8.0
54585	2368.0	1147.0
54584	143.0	800.0
54583	3316.0	6687.0
54587	3966.0	3119.0
54586	3.0	1.0
8879	2930.0	15912.0
170371	2237.0	483.0
170370	3.0	0.0
8877	741.0	2991.0
6218	33618.0	37336.0
6217	36584.0	26578.0
8878	15690.0	22967.0
6219	1.0	6.0
100506907	0.0	0.0
100506906	13.0	30.0
255649	0.0	1.0
6230	29330.0	18603.0
8893	2487.0	6490.0
8894	4981.0	7845.0
101928440	0.0	0.0
8891	1061.0	1337.0
6232	41054.0	29405.0
8892	1112.0	1059.0
6231	8726.0	6855.0
8897	719.0	870.0
6234	12603.0	8553.0
8898	3269.0	3631.0
6233	28072.0	25771.0
8895	10265.0	10044.0
6236	2505.0	410.0
8896	2101.0	2259.0
6235	16432.0	8634.0
101928442	0.0	2.0
101928448	0.0	1.0
8890	1331.0	1551.0
280659	0.0	0.0
280657	1.0	8.0
280658	0.0	0.0
280655	0.0	3.0
253039	968.0	977.0
6227	18532.0	14157.0
6226	1.0	6.0
6229	43252.0	45947.0
8888	3279.0	5554.0
6228	32871.0	21297.0
6241	194.0	2477.0
6240	2635.0	10154.0
100421411	0.0	0.0
6242	1064.0	3014.0
100421413	1.0	10.0
101928455	4.0	1.0
6244	1.0	0.0
6247	401.0	6.0
100421415	1.0	17.0
6246	0.0	0.0
280644	0.0	73.0
253044	0.0	0.0
6238	9303.0	14039.0
6237	8995.0	2529.0
8899	3646.0	3210.0
6239	3111.0	2865.0
6252	816.0	258.0
100421420	13.0	10.0
6251	7225.0	3736.0
100421422	4.0	33.0
6253	691.0	554.0
6256	5733.0	9640.0
100421424	0.0	2.0
6258	538.0	27.0
6257	2295.0	2336.0
100421428	2.0	2.0
101928469	2.0	5.0
100421429	2.0	5.0
280637	2.0	1.0
280636	1983.0	1584.0
253018	37.0	9.0
253017	0.0	0.0
253012	5.0	17.0
6249	5797.0	10520.0
6248	0.0	0.0
6263	45.0	125.0
100421431	0.0	2.0
6262	612.0	108.0
100421432	3.0	2.0
101928470	0.0	5.0
100421433	1.0	1.0
100421436	42.0	33.0
100421439	6.0	1.0
6261	371.0	2411.0
6260	3.0	6.0
6259	4172.0	8669.0
100421430	0.0	0.0
6274	1120.0	102.0
6273	146.0	58659.0
6276	28.0	72.0
6275	31544.0	4616.0
6278	7.0	17481.0
6277	88081.0	39220.0
6279	5739.0	29700.0
6272	14341.0	5214.0
6271	45.0	80.0
6285	154.0	322.0
6284	3510.0	922.0
100421455	0.0	0.0
6286	293.0	177.0
6289	34.0	299.0
6288	288.0	1084.0
6281	33552.0	29631.0
6280	7460.0	52414.0
6283	303.0	198.0
6282	20603.0	60209.0
123920	3028.0	1855.0
100421451	0.0	1.0
6296	932.0	274.0
6295	1.0	0.0
6297	1145.0	388.0
6299	4.0	279.0
101928420	0.0	3.0
6290	0.0	0.0
6291	0.0	6.0
6294	2669.0	4403.0
6293	2714.0	2412.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	6.0	3.0
54505	2327.0	2410.0
280660	0.0	0.0
54504	2200.0	1103.0
280661	16.0	15.0
54503	801.0	2146.0
54502	6930.0	3904.0
54509	274.0	230.0
123904	1.0	0.0
54508	82.0	16.0
100421473	0.0	0.0
54507	1101.0	1543.0
100421487	0.0	0.0
133308	340.0	1802.0
147945	1.0	1.0
123970	3.0	0.0
100421480	2.0	1.0
147947	683.0	202.0
147948	203.0	41.0
147949	360.0	66.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	1.0	1.0
100421499	0.0	0.0
101060006	0.0	1.0
101060005	1.0	1.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	2.0	2.0
147965	514.0	537.0
147968	136.0	252.0
107126289	0.0	0.0
107126287	0.0	62.0
101060039	2.0	0.0
121360	0.0	3.0
101060032	6.0	3.0
135924	0.0	0.0
135927	1.0	2.0
121355	57.0	41.0
147906	1069.0	423.0
135932	1845.0	34.0
101060045	0.0	2.0
135935	0.0	7.0
101060040	1.0	1.0
147912	258.0	349.0
135942	0.0	0.0
135941	0.0	0.0
121340	0.0	1.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	12.0	11.0
147923	525.0	387.0
147920	5.0	132.0
147929	168.0	233.0
104326192	2.0	0.0
104326193	0.0	1.0
375444	66.0	202.0
104326189	0.0	0.0
101060020	0.0	0.0
375449	3798.0	6172.0
104326188	0.0	2.0
121328	0.0	2.0
91653	398.0	659.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	98.0	21.0
27085	102.0	495.0
27086	8566.0	2402.0
389756	0.0	0.0
147429	11.0	0.0
27089	4023.0	3400.0
91646	9.0	2150.0
91647	679.0	465.0
642968	8.0	3.0
135458	2.0	13.0
390766	0.0	2.0
27098	106.0	51.0
27099	0.0	6.0
27097	1631.0	3788.0
389741	70.0	35.0
27090	2653.0	1514.0
27091	0.0	0.0
27094	75.0	286.0
27095	3207.0	3149.0
27092	1269.0	101.0
642976	4.0	3.0
400629	0.0	6.0
27093	2.0	4.0
160428	353.0	1587.0
375133	84.0	74.0
387122	3.0	0.0
390730	1.0	1.0
390732	0.0	19.0
390735	0.0	2.0
387119	704.0	439.0
27063	4482.0	16.0
387117	0.0	0.0
27069	12570.0	17574.0
400612	0.0	0.0
27067	2648.0	3189.0
27068	3059.0	4788.0
