id	dde579e0-d792-456b-a66b-f7ec72969680	856b6c07-2b53-4a35-9722-fd9925793778
8520	1343.0	2282.0
8521	6.0	2.0
169270	141.0	201.0
8522	2379.0	2182.0
102724605	0.0	0.0
554282	3.0	26.0
56886	2368.0	7542.0
54221	26.0	2.0
56888	1844.0	5391.0
554279	3.0	1.0
664722	1.0	2.0
56882	5926.0	8699.0
664721	25.0	28.0
255762	4.0	2.0
56884	12.0	1.0
8516	3082.0	784.0
8517	265.0	360.0
8514	3230.0	2649.0
8515	205.0	131.0
56889	5692.0	7211.0
8518	1358.0	4301.0
8519	3820.0	2655.0
8530	942.0	253.0
326624	1016.0	205.0
8531	7712.0	12027.0
326625	1728.0	1291.0
8534	126.0	92.0
326628	0.0	0.0
8535	1142.0	2199.0
326627	1.0	0.0
8532	61.0	69.0
8533	1930.0	2590.0
8527	2237.0	2351.0
8528	295.0	55.0
8525	2155.0	5400.0
8526	618.0	811.0
8529	0.0	0.0
8541	292.0	2579.0
326613	0.0	5.0
8542	4456.0	4526.0
326615	0.0	0.0
8540	1693.0	2438.0
326614	0.0	0.0
8545	3283.0	2646.0
326617	0.0	0.0
8546	1611.0	2692.0
326616	4.0	0.0
8543	2481.0	1565.0
8544	528.0	450.0
253175	0.0	0.0
554300	0.0	1.0
8538	19.0	2125.0
8539	3306.0	6003.0
8536	385.0	160.0
8537	145.0	35.0
8552	40.0	107.0
8553	18387.0	16674.0
8550	1226.0	2122.0
326603	5.0	12.0
8551	0.0	0.0
8556	603.0	448.0
326606	0.0	0.0
8557	56.0	41.0
8554	2314.0	1838.0
8555	1097.0	636.0
326607	0.0	0.0
326609	3.0	3.0
255798	1.0	3.0
8549	50.0	63.0
8547	8805.0	1614.0
8548	792.0	1221.0
101409261	6.0	26.0
326611	2.0	0.0
8563	1156.0	3431.0
8564	473.0	255.0
8562	1821.0	4504.0
8567	2231.0	3064.0
8568	741.0	1838.0
8565	3188.0	5656.0
8566	5743.0	6936.0
253152	26.0	332.0
8560	3479.0	4931.0
100132031	0.0	0.0
100132036	1.0	0.0
253143	1285.0	4225.0
8558	2327.0	2859.0
8559	477.0	615.0
8574	1596.0	1614.0
8575	1576.0	1939.0
8572	442.0	2449.0
8573	1562.0	9202.0
8578	1729.0	1256.0
8576	1368.0	835.0
8577	2.0	17.0
554354	1.0	0.0
8570	4024.0	21469.0
123811	1317.0	1433.0
8569	2342.0	2622.0
8585	0.0	0.0
8586	0.0	1.0
101928770	4.0	0.0
8583	0.0	0.0
101928773	1.0	5.0
8587	0.0	1.0
8588	0.0	0.0
101928776	0.0	1.0
8581	4.0	397.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	5.0
101409258	17.0	18.0
101409257	2.0	5.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	942.0	1652.0
8596	0.0	0.0
101928781	3.0	8.0
8594	1.0	0.0
8595	0.0	0.0
101928784	15.0	13.0
8590	0.0	0.0
8591	1.0	0.0
100132066	1.0	1.0
100421113	2.0	0.0
100421114	0.0	7.0
101928790	0.0	0.0
101928795	0.0	5.0
253190	75.0	244.0
100132073	2.0	0.0
100132074	36.0	52.0
100132079	1.0	1.0
554313	0.0	0.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	7.0	19.0
100421125	0.0	0.0
91133	429.0	146.0
100421129	1.0	0.0
91137	2342.0	2160.0
101928720	0.0	0.0
375519	24.0	82.0
100856810	0.0	0.0
100421136	4.0	1.0
100421137	1.0	0.0
101928734	0.0	0.0
91120	179.0	189.0
101928736	39.0	58.0
147837	134.0	172.0
100421131	13.0	7.0
100421133	0.0	0.0
91156	29.0	36.0
100421146	0.0	0.0
160824	0.0	1.0
100421148	8.0	4.0
101928744	0.0	4.0
91151	84.0	121.0
147841	67.0	996.0
100421143	0.0	0.0
91149	0.0	2.0
101928752	0.0	0.0
91147	460.0	502.0
387509	735.0	8420.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	500.0	523.0
100506574	4.0	5.0
399520	10.0	32.0
100421178	0.0	0.0
100506564	1.0	3.0
121227	1470.0	4576.0
387521	1551.0	8599.0
387522	0.0	5.0
100421172	1.0	2.0
100421175	2.0	1.0
100421177	0.0	0.0
100506599	47.0	14.0
100856877	0.0	0.0
100421189	0.0	1.0
100856878	0.0	1.0
121214	0.0	436.0
387559	0.0	0.0
123876	1.0	0.0
123872	639.0	74.0
100421180	0.0	0.0
147808	281.0	208.0
100421185	0.0	0.0
147804	160.0	283.0
123879	1079.0	908.0
147807	668.0	320.0
100421188	0.0	0.0
375567	44.0	138.0
399512	392.0	415.0
399511	117.0	280.0
91181	6.0	9.0
448990	7.0	3.0
101928715	4.0	1.0
100506581	39.0	59.0
100856881	0.0	0.0
100506775	16.0	5.0
100506779	78.0	57.0
160762	1.0	1.0
93953	45.0	28.0
104326057	0.0	0.0
399687	2825.0	4199.0
104326058	0.0	1.0
100506776	291.0	89.0
348094	297.0	359.0
160760	1779.0	3256.0
348093	157.0	87.0
387695	1.0	0.0
104326055	13.0	6.0
93948	1.0	2.0
399693	79.0	11.0
104326053	0.0	0.0
399694	50.0	32.0
104326054	0.0	0.0
104326051	0.0	7.0
104326052	2.0	1.0
133150	0.0	0.0
399697	1.0	0.0
100506765	0.0	0.0
387694	11.0	23.0
102724706	0.0	0.0
54361	472.0	668.0
54360	380.0	60.0
54363	0.0	0.0
387684	0.0	0.0
147798	2346.0	1413.0
159770	0.0	0.0
100506769	0.0	1.0
93973	881.0	997.0
399668	543.0	114.0
100506795	27.0	9.0
399669	93.0	65.0
399664	320.0	2644.0
399666	0.0	0.0
93974	3185.0	3073.0
399665	3101.0	12895.0
100506791	0.0	0.0
81993	5.0	2.0
399671	20.0	40.0
399670	727.0	62.0
160777	103.0	6.0
91300	2714.0	8198.0
100506783	0.0	32.0
91304	4474.0	9888.0
100506787	1.0	0.0
100293948	3.0	0.0
204219	5.0	1324.0
121130	0.0	0.0
145165	9.0	15.0
54386	3025.0	2234.0
123787	0.0	1.0
652670	3.0	0.0
121129	0.0	0.0
100506733	1.0	1.0
147746	6.0	4.0
255812	394.0	847.0
147741	1.0	13.0
147744	176.0	14.0
100506737	23.0	21.0
100506736	155.0	68.0
160728	1267.0	868.0
100506724	0.0	0.0
100506723	3.0	12.0
93986	177.0	133.0
100506721	0.0	0.0
100913183	1.0	7.0
100913182	1.0	2.0
91319	2457.0	531.0
93979	6.0	4.0
91316	37.0	58.0
133121	32.0	15.0
93978	51.0	8.0
100506753	107.0	55.0
91355	248.0	501.0
91353	4.0	3.0
100506757	2.0	1.0
100506755	99.0	33.0
91351	999.0	984.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	38.0	9.0
348021	0.0	0.0
107080653	0.0	0.0
255809	353.0	109.0
100506749	16.0	5.0
107080654	0.0	3.0
107080655	0.0	0.0
107080652	2.0	0.0
348013	703.0	479.0
338692	1622.0	4865.0
338699	515.0	357.0
107080628	0.0	0.0
107080629	2.0	0.0
56931	661.0	2362.0
723779	0.0	0.0
723778	1.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	2.0
56937	1618.0	16716.0
196792	56.0	68.0
107080620	1.0	6.0
56938	446.0	1040.0
107080621	0.0	2.0
107080622	0.0	0.0
107080623	1.0	0.0
56934	4.0	2.0
56935	1302.0	866.0
56936	1.0	0.0
56940	2643.0	1775.0
107080639	0.0	0.0
56941	1579.0	2682.0
56942	880.0	670.0
56943	2004.0	2323.0
107080636	3.0	6.0
107080637	2.0	2.0
56948	314.0	301.0
56949	1618.0	3204.0
107080632	0.0	6.0
56944	2347.0	1157.0
56945	938.0	1590.0
56946	762.0	1862.0
56947	1870.0	1831.0
107080630	2.0	2.0
100506713	121.0	111.0
100506712	2.0	0.0
100506710	2086.0	2934.0
338674	0.0	0.0
338675	0.0	0.0
56951	3281.0	2646.0
56952	185.0	726.0
56953	49.0	72.0
102724774	2.0	1.0
56954	1253.0	1345.0
56950	1497.0	4124.0
100506715	1.0	0.0
100506714	383.0	1163.0
56955	1.0	1.0
56956	713.0	169.0
56957	908.0	1720.0
8600	21.0	17.0
8601	6.0	372.0
723790	0.0	0.0
338661	0.0	0.0
338662	0.0	1.0
338657	749.0	561.0
56963	301.0	1697.0
56964	68.0	16.0
56965	1514.0	2207.0
56961	6.0	20.0
56967	1707.0	1471.0
56969	2.0	0.0
8611	1896.0	1021.0
8612	660.0	1843.0
81926	1526.0	3076.0
145173	495.0	439.0
81928	251.0	549.0
338651	24.0	10.0
81929	1262.0	3103.0
338653	6.0	1.0
81930	106.0	534.0
56975	1388.0	2017.0
81931	111.0	277.0
81932	689.0	881.0
56970	2019.0	3593.0
56971	184.0	601.0
8604	803.0	1043.0
8605	354.0	223.0
8602	1308.0	4322.0
8603	1082.0	2071.0
8608	18.0	206.0
56977	459.0	420.0
8609	1352.0	7855.0
56978	186.0	242.0
56979	0.0	0.0
8607	1132.0	4982.0
8622	282.0	246.0
8623	1201.0	2461.0
8620	0.0	0.0
8621	1767.0	2748.0
338645	1.0	102.0
56984	1748.0	2279.0
56985	251.0	176.0
56986	795.0	524.0
338637	1.0	0.0
56987	2358.0	4141.0
102724742	0.0	0.0
56980	352.0	746.0
56981	527.0	1451.0
56983	758.0	1350.0
8615	3514.0	6017.0
54329	107.0	70.0
54328	97.0	353.0
8613	4601.0	3699.0
8614	336.0	1540.0
8618	14.0	13.0
8630	2003.0	609.0
8633	268.0	363.0
8634	1091.0	2146.0
8631	478.0	87.0
8632	240.0	766.0
56990	4630.0	2372.0
169166	7.0	63.0
554175	1.0	1.0
54332	290.0	852.0
56995	905.0	3316.0
255877	1065.0	1143.0
664616	0.0	0.0
56996	1869.0	8182.0
54331	1408.0	1794.0
56997	1690.0	1371.0
664614	0.0	0.0
56998	1963.0	4482.0
664613	0.0	0.0
664612	0.0	0.0
56992	85.0	635.0
56993	2721.0	3911.0
56994	2055.0	1429.0
8626	488.0	16977.0
8624	658.0	979.0
8625	1428.0	1985.0
56999	934.0	649.0
664617	0.0	0.0
8629	546.0	2057.0
8641	40.0	37.0
8644	800.0	1058.0
8645	1800.0	1086.0
8642	1322.0	2096.0
8643	73.0	241.0
652624	3.0	6.0
196743	301.0	180.0
54346	0.0	0.0
54345	785.0	399.0
54344	953.0	556.0
8637	198.0	117.0
8638	567.0	342.0
8635	2092.0	1606.0
8636	1867.0	1769.0
8639	5669.0	4063.0
196740	1114.0	630.0
8651	434.0	370.0
8650	4207.0	5050.0
8655	4747.0	8050.0
101928685	3.0	1.0
8653	3381.0	5722.0
8654	2032.0	967.0
101928684	0.0	0.0
101928689	1.0	5.0
101928687	1.0	782.0
8648	2309.0	2474.0
8649	1822.0	2706.0
8646	207.0	256.0
8647	9.0	0.0
8662	3812.0	10219.0
8663	140.0	324.0
6001	1301.0	1081.0
8660	1589.0	1057.0
8661	6564.0	17091.0
6000	6.0	3.0
6003	138.0	33.0
8666	4665.0	7147.0
8667	8073.0	10104.0
6002	1698.0	3416.0
8664	7024.0	12989.0
6005	0.0	4.0
6004	4164.0	1663.0
8665	5640.0	5973.0
101928698	0.0	0.0
8659	515.0	2048.0
8658	1207.0	2542.0
8673	9018.0	6268.0
6010	3.0	1.0
8674	1105.0	1298.0
8671	1737.0	1019.0
8672	1951.0	5926.0
6011	5.0	6.0
8677	1781.0	3054.0
6014	0.0	0.0
6013	6.0	4.0
8678	2030.0	2487.0
8675	2564.0	5180.0
6016	1580.0	1787.0
8676	1850.0	1074.0
6015	1769.0	1940.0
253260	1685.0	2933.0
338707	39.0	2525.0
6007	28.0	15.0
6006	16.0	23.0
8668	5969.0	12590.0
6009	2493.0	3101.0
8669	1831.0	2867.0
6008	2.0	2.0
8685	9555.0	10850.0
8682	9814.0	11111.0
6023	0.0	0.0
8683	2541.0	5232.0
8688	0.0	18.0
8689	4.0	4.0
8686	0.0	7.0
8687	0.0	0.0
253272	1.0	9.0
8681	291.0	768.0
253264	59.0	24.0
6018	932.0	1558.0
6017	0.0	1.0
6019	20.0	9.0
6031	20.0	10.0
6034	11.0	17.0
8693	25.0	127.0
8694	1530.0	2980.0
6033	0.0	0.0
6036	96.0	92.0
6035	54311.0	11886.0
8697	1022.0	1894.0
6038	128.0	71.0
8698	1153.0	252.0
6037	10.0	9.0
101928646	0.0	2.0
554234	0.0	0.0
8692	4638.0	3260.0
6030	20.0	10.0
8690	373.0	478.0
554225	3.0	19.0
554226	0.0	0.0
6029	0.0	0.0
170082	160.0	139.0
6043	0.0	0.0
6045	843.0	1340.0
6044	0.0	0.0
6047	1978.0	3639.0
6046	8660.0	11371.0
6049	1318.0	2259.0
100421217	0.0	0.0
6048	1840.0	1184.0
100421219	0.0	0.0
101928656	5.0	1.0
6041	859.0	656.0
554213	0.0	0.0
554214	0.0	0.0
56904	3350.0	2916.0
56905	1473.0	2557.0
6039	1113.0	543.0
56906	108.0	94.0
56907	1111.0	2432.0
56900	2281.0	2380.0
56901	1165.0	12362.0
56902	728.0	1337.0
56903	1.0	1.0
100421222	0.0	0.0
375612	64.0	23.0
375611	31.0	33.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	1871.0	4878.0
554210	1.0	12.0
100528062	144.0	162.0
554212	0.0	0.0
6050	7956.0	12778.0
100528064	2.0	10.0
375616	47.0	185.0
6051	3217.0	4717.0
56910	7819.0	6947.0
554202	1.0	43.0
554203	458.0	391.0
56915	444.0	934.0
56916	1274.0	1878.0
56917	187.0	166.0
56918	0.0	1.0
56911	573.0	222.0
56912	1124.0	873.0
56913	1410.0	1220.0
100421220	0.0	0.0
56914	0.0	0.0
375601	0.0	2.0
100421236	0.0	0.0
6066	0.0	0.0
56919	505.0	1985.0
6069	0.0	0.0
375607	0.0	41.0
554201	0.0	1.0
6060	0.0	0.0
56920	1354.0	1256.0
56926	2609.0	13958.0
56927	3476.0	3414.0
56928	1463.0	2782.0
56929	1513.0	2686.0
56922	2637.0	1709.0
56923	17.0	2.0
56924	11.0	113.0
56925	917.0	390.0
100421232	0.0	0.0
6076	0.0	3.0
100421245	2.0	1.0
6075	0.0	0.0
6078	0.0	0.0
6079	1.0	6.0
101928601	3.0	3.0
6070	0.0	1.0
91252	2086.0	2402.0
6071	1.0	0.0
6074	0.0	0.0
101928603	13.0	0.0
101928604	2.0	3.0
101928607	5.0	25.0
387612	0.0	0.0
147700	41.0	1455.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	3.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	3.0	0.0
123722	31.0	6.0
387601	1.0	1.0
123720	702.0	796.0
147710	5.0	2.0
147711	8.0	8.0
147719	1.0	0.0
6098	7399.0	7781.0
6097	1437.0	545.0
6092	1018.0	192.0
6091	1525.0	1392.0
6094	132.0	107.0
100528020	0.0	0.0
6093	2727.0	3447.0
100528021	2.0	2.0
6096	163.0	51.0
6095	1120.0	698.0
91272	1374.0	1249.0
147727	824.0	692.0
387638	0.0	0.0
100528030	14.0	13.0
101928638	0.0	0.0
100528032	16.0	9.0
100421271	0.0	0.0
100506697	15.0	12.0
100506696	55.0	158.0
91298	519.0	1111.0
100528007	0.0	0.0
123775	55.0	55.0
91289	2795.0	7186.0
399656	0.0	2.0
100506686	217.0	128.0
100506685	1.0	1.0
100528016	0.0	0.0
100528017	11.0	47.0
100528018	0.0	1.0
100528019	1.0	2.0
100506681	3.0	0.0
91283	661.0	2213.0
100506680	5.0	0.0
387646	12.0	81.0
387647	0.0	0.0
387644	15.0	147.0
387640	36.0	28.0
100421295	31.0	87.0
387680	1321.0	2149.0
375686	20.0	212.0
123745	383.0	2399.0
100506898	11.0	9.0
100506897	0.0	0.0
390992	0.0	0.0
54471	1314.0	4072.0
54470	485.0	688.0
390996	1.0	1.0
390999	0.0	0.0
54475	440.0	1034.0
387338	1022.0	1351.0
54474	3.0	1.0
54472	2680.0	4932.0
389997	0.0	0.0
54478	29.0	527.0
54477	1042.0	2136.0
387332	1.0	0.0
54476	1950.0	2364.0
91404	1759.0	1928.0
91405	17.0	6.0
91408	1782.0	2144.0
91409	89.0	217.0
375346	206.0	256.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	82.0	94.0
389990	0.0	0.0
102724827	145.0	133.0
54482	461.0	754.0
102724820	246.0	52.0
100506881	81.0	136.0
54480	2423.0	4763.0
387328	0.0	0.0
387325	1.0	11.0
145497	9.0	4.0
400866	3.0	0.0
387323	0.0	2.0
387321	0.0	1.0
54487	937.0	3241.0
387322	0.0	0.0
375350	1.0	2.0
723809	880.0	164.0
338391	11.0	4.0
91433	239.0	508.0
338396	0.0	2.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	1.0
387362	0.0	0.0
54492	1027.0	698.0
54491	1564.0	818.0
54490	0.0	0.0
54497	1437.0	2367.0
54496	962.0	2180.0
448835	0.0	0.0
54495	2005.0	2484.0
448834	1.0	88.0
387359	0.0	0.0
387357	404.0	97.0
54499	3364.0	3131.0
121498	0.0	0.0
54498	282.0	3628.0
170463	1537.0	1669.0
157489	117.0	94.0
338382	938.0	2565.0
390980	89.0	206.0
338388	0.0	0.0
448831	0.0	0.0
400841	4.0	1.0
91419	286.0	739.0
91452	1557.0	2434.0
338376	1.0	45.0
145447	29.0	39.0
100313532	9.0	2.0
91442	126.0	188.0
375387	1026.0	500.0
91445	1548.0	2711.0
107080554	0.0	0.0
133482	1.0	2.0
100506874	31.0	33.0
100506872	2.0	2.0
169436	41.0	37.0
170425	0.0	3.0
133491	2.0	5.0
91464	0.0	1.0
100506866	175.0	236.0
400892	0.0	1.0
400891	111.0	11.0
91461	499.0	473.0
145483	186.0	311.0
145482	359.0	483.0
338339	61.0	14.0
100506810	25.0	69.0
338328	885.0	351.0
100506815	1.0	2.0
326337	0.0	0.0
326339	0.0	0.0
338321	0.0	3.0
338322	0.0	5.0
338323	9.0	1.0
338324	1.0	303.0
341965	1.0	0.0
326341	0.0	0.0
326340	2.0	16.0
326343	5.0	1.0
326342	198.0	116.0
54407	7813.0	37759.0
8710	1.0	379.0
100506834	38.0	9.0
8711	307.0	739.0
54413	85.0	58.0
8703	1923.0	2438.0
101410540	0.0	0.0
8704	903.0	6421.0
101410541	0.0	1.0
8701	228.0	174.0
101410542	1.0	0.0
54414	3236.0	2671.0
8702	686.0	1090.0
100506835	8.0	1.0
101410543	11.0	3.0
8707	164.0	50.0
101410544	4.0	1.0
8708	2.0	6.0
101410545	0.0	4.0
101410546	0.0	0.0
8705	829.0	285.0
8706	990.0	731.0
326315	0.0	4.0
326317	0.0	0.0
8721	6836.0	5149.0
8722	2832.0	3223.0
8720	5151.0	4802.0
101410537	0.0	4.0
101410538	1896.0	1011.0
341947	1.0	0.0
8714	2670.0	2158.0
8715	11.0	0.0
100506826	21.0	62.0
8712	1.0	0.0
8718	310.0	1751.0
101410533	22.0	14.0
101410534	0.0	1.0
326325	0.0	0.0
101410535	40.0	36.0
8717	1237.0	2343.0
54429	17.0	12.0
101410536	0.0	0.0
326307	658.0	798.0
8732	775.0	752.0
8733	3743.0	6943.0
8731	1309.0	2653.0
54431	3500.0	4965.0
400836	3.0	0.0
170487	49.0	66.0
54435	39.0	36.0
54434	2509.0	4646.0
400831	33.0	17.0
54433	370.0	1274.0
400830	0.0	0.0
54432	1470.0	1340.0
54439	629.0	976.0
8725	1902.0	9700.0
8726	712.0	497.0
54438	723.0	1761.0
54437	38.0	111.0
8723	1573.0	1807.0
326310	80.0	85.0
8724	6768.0	10091.0
54436	1370.0	2270.0
8729	3139.0	6298.0
100337589	0.0	0.0
170485	0.0	0.0
8727	3597.0	1390.0
8728	1337.0	2278.0
170482	14.0	3.0
8740	290.0	216.0
8743	11029.0	4157.0
8744	604.0	157.0
8741	2096.0	1162.0
8742	2466.0	965.0
102724868	0.0	0.0
102724866	3.0	1.0
54442	1191.0	4551.0
54441	16.0	29.0
54440	3223.0	1492.0
400823	37.0	14.0
102724862	0.0	0.0
54443	143.0	1910.0
8736	174.0	63.0
8737	1729.0	1602.0
8735	1.0	2.0
326300	1.0	4.0
8738	532.0	818.0
8739	22.0	6.0
8751	4933.0	11332.0
8754	5527.0	11456.0
8755	0.0	0.0
102724853	0.0	0.0
54453	3363.0	8627.0
255512	39.0	31.0
54457	3.0	2.0
54456	19.0	59.0
554049	1.0	1.0
54455	1251.0	2288.0
54454	632.0	986.0
8747	6.0	38.0
8748	1.0	9.0
8745	241.0	471.0
54458	3669.0	2431.0
400818	321.0	478.0
8749	1.0	0.0
8761	4398.0	9935.0
6100	229.0	268.0
8760	3226.0	4757.0
6102	1512.0	1135.0
8766	5622.0	5788.0
6101	57.0	9.0
8763	13372.0	14087.0
6103	509.0	1291.0
8764	4206.0	2866.0
54460	2061.0	3009.0
54464	1944.0	2809.0
54463	1204.0	363.0
54462	2133.0	2630.0
54461	3726.0	4163.0
54468	1031.0	1192.0
54467	1727.0	6723.0
54466	6.0	2.0
54465	644.0	785.0
255520	1167.0	1287.0
8759	0.0	0.0
8756	0.0	0.0
54469	3201.0	1774.0
8772	276.0	659.0
8773	3116.0	2377.0
8771	0.0	0.0
8776	1252.0	3518.0
8777	941.0	906.0
8774	1262.0	2697.0
8775	3435.0	3498.0
101928566	0.0	0.0
8767	1106.0	940.0
6120	1108.0	1686.0
101928571	0.0	1.0
8784	237.0	1152.0
6122	90435.0	128427.0
8781	1.0	0.0
6121	0.0	190.0
8787	129.0	62.0
6124	45833.0	52375.0
6123	2.0	38.0
8788	4.0	0.0
8785	12.0	12.0
6126	25.0	24.0
8786	141.0	1075.0
6125	40243.0	35297.0
101928578	81.0	97.0
8780	2784.0	4487.0
6117	2817.0	4052.0
8778	121.0	79.0
6119	643.0	517.0
6118	1957.0	1963.0
8794	782.0	515.0
8795	4346.0	5538.0
6130	41429.0	34642.0
8792	179.0	115.0
6133	18341.0	11867.0
6132	56092.0	140579.0
8793	930.0	2588.0
8798	734.0	602.0
6135	35233.0	33334.0
8799	1507.0	1951.0
6134	55600.0	59033.0
8796	3344.0	1060.0
6137	35875.0	27118.0
8797	880.0	1898.0
6136	24753.0	48200.0
100421307	1.0	0.0
101735302	274.0	1185.0
8790	595.0	578.0
100134444	0.0	0.0
6128	20740.0	27732.0
8789	10.0	6.0
6129	17852.0	28789.0
6142	13715.0	21270.0
6141	25694.0	22816.0
100421311	1.0	13.0
6144	11564.0	6090.0
6143	42893.0	35215.0
100421313	3.0	3.0
6146	7641.0	11881.0
6145	0.0	0.0
6148	0.0	0.0
6147	16231.0	12642.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	1.0	0.0
6139	1273.0	1439.0
6138	32945.0	22321.0
6152	20287.0	13197.0
6155	26961.0	19586.0
6154	12448.0	10536.0
100421324	0.0	1.0
6157	36111.0	36779.0
6156	21840.0	35066.0
6159	19934.0	18404.0
6158	25336.0	22368.0
100421328	0.0	2.0
6150	969.0	1459.0
101928527	402.0	220.0
6164	19228.0	13035.0
6163	20.0	18.0
6166	6647.0	4815.0
6165	18163.0	19513.0
6168	24612.0	30638.0
6167	22217.0	64472.0
100421338	0.0	0.0
6169	11651.0	17269.0
101928536	0.0	0.0
6160	30876.0	19219.0
101928537	0.0	1.0
6161	28975.0	23012.0
100421331	2.0	1.0
6175	55349.0	67709.0
6174	123.0	83.0
6176	56499.0	49114.0
101928545	73.0	45.0
6171	12731.0	12453.0
6170	5225.0	5221.0
6173	1721.0	3329.0
6172	223.0	121.0
100421340	0.0	0.0
100421341	3.0	2.0
100421354	0.0	0.0
6185	10798.0	22699.0
101928550	26.0	10.0
6188	51553.0	86582.0
6187	30511.0	41181.0
100421357	0.0	1.0
6189	20315.0	14103.0
101928555	7.0	9.0
6182	508.0	1161.0
6181	26260.0	35506.0
6184	12180.0	21853.0
101928559	0.0	0.0
6183	893.0	1742.0
100421350	8.0	23.0
100421351	11.0	6.0
100421353	1.0	0.0
6197	3734.0	5987.0
6196	5746.0	4687.0
6199	1839.0	6528.0
6198	1117.0	2404.0
6191	39686.0	31925.0
6193	28482.0	20681.0
6192	10898.0	13647.0
91373	943.0	2014.0
6195	5383.0	3325.0
6194	76729.0	48558.0
390916	643.0	1384.0
145407	101.0	219.0
100421363	8.0	0.0
100421376	0.0	0.0
100421379	0.0	3.0
91369	2131.0	3762.0
91368	637.0	1123.0
652489	2.0	4.0
390924	25.0	26.0
389901	8.0	25.0
390928	2.0	56.0
390927	180.0	492.0
100421371	4.0	5.0
100421374	7.0	15.0
389903	2.0	1.0
100421389	4.0	0.0
91392	223.0	285.0
389935	0.0	0.0
389932	1.0	4.0
100421384	9.0	17.0
100421398	2.0	2.0
100421399	0.0	0.0
101928513	14.0	4.0
91380	0.0	0.0
390904	1.0	0.0
145438	5.0	25.0
100421390	0.0	0.0
100421391	0.0	0.0
100421395	5.0	10.0
100421397	0.0	0.0
375316	49.0	25.0
375318	1.0	0.0
390963	66.0	48.0
375307	124.0	26.0
389941	32.0	21.0
389948	0.0	0.0
375337	0.0	1.0
377997	0.0	0.0
387316	0.0	0.0
121456	125.0	32.0
387317	0.0	0.0
121457	794.0	1291.0
389976	1.0	1.0
375341	395.0	470.0
387319	0.0	0.0
375323	12.0	7.0
389970	2.0	8.0
390940	132.0	215.0
133418	2721.0	1193.0
390948	0.0	0.0
121441	665.0	1731.0
390949	0.0	0.0
652411	1.0	15.0
145370	8.0	6.0
102724954	1.0	0.0
54596	78.0	37.0
375484	377.0	261.0
91526	2211.0	961.0
133396	13.0	156.0
196951	113.0	99.0
91523	688.0	630.0
91522	168.0	49.0
121391	1.0	56.0
145376	76.0	18.0
400986	92.0	125.0
400984	7.0	3.0
196968	20.0	6.0
157378	748.0	3964.0
723961	0.0	0.0
145389	688.0	622.0
157381	57.0	147.0
91543	617.0	274.0
91544	1450.0	1156.0
102724923	2.0	4.0
652423	0.0	0.0
169355	22.0	4.0
400966	1.0	1.0
121364	0.0	0.0
400961	553.0	885.0
157376	0.0	2.0
91574	876.0	1006.0
157313	37.0	927.0
157317	1.0	5.0
147991	944.0	1035.0
399495	4.0	7.0
159963	2.0	151.0
100506965	192.0	135.0
100506963	60.0	72.0
387495	0.0	0.0
387496	1225.0	265.0
387494	1.0	0.0
387491	0.0	1.0
387492	29.0	50.0
387486	0.0	0.0
157310	3786.0	1304.0
100506994	28.0	10.0
338470	0.0	8.0
170302	31.0	1.0
204010	1.0	142.0
399473	37.0	271.0
399474	202.0	371.0
91584	227.0	315.0
159989	22.0	4.0
91582	2017.0	2747.0
107126360	0.0	0.0
133383	238.0	132.0
100506930	172.0	384.0
100820741	0.0	0.0
338448	0.0	0.0
8808	38.0	292.0
8809	276.0	122.0
54512	490.0	1507.0
54511	196.0	51.0
54510	379.0	1138.0
54516	346.0	412.0
8802	2825.0	2854.0
8803	1173.0	1309.0
54514	2.0	0.0
8800	351.0	291.0
8801	2826.0	2195.0
8807	180.0	58.0
400916	800.0	948.0
54518	1551.0	978.0
8804	6589.0	4976.0
100506939	1.0	12.0
54517	344.0	6003.0
8805	1230.0	1775.0
8820	29.0	20.0
8821	670.0	1497.0
338440	794.0	3553.0
338442	800.0	512.0
8819	281.0	387.0
100820732	0.0	0.0
255620	3.0	0.0
54522	204.0	513.0
54521	757.0	1910.0
54520	1607.0	3114.0
100820735	0.0	0.0
8813	1172.0	2800.0
170393	11.0	43.0
8814	183.0	203.0
170392	56.0	7.0
100506925	0.0	0.0
8811	8.0	41.0
8812	349.0	1342.0
8817	156.0	48.0
8818	1757.0	5948.0
54529	1851.0	1620.0
255626	0.0	0.0
8815	2907.0	6559.0
8816	2923.0	3653.0
170394	780.0	931.0
8831	803.0	1489.0
