id	c1edcfd5-32b1-40fd-b5e9-bbc4ab00625c	05997328-b037-4fe8-aa48-fd5a0fa4c235
1812	159.0	282.0
100128055	1.0	1.0
647436	8.0	6.0
128387	467.0	808.0
131973	0.0	0.0
1822	15733.0	16564.0
1821	6.0	82.0
1820	422.0	667.0
100128041	0.0	0.0
1829	3105.0	29520.0
1828	7.0	158.0
1827	10194.0	1048.0
285093	34.0	2.0
1826	19.0	7.0
100128043	0.0	1.0
1825	97.0	29546.0
100128042	0.0	0.0
1824	1713.0	11830.0
1823	1.0	32.0
100128044	0.0	0.0
407977	12.0	1.0
407975	265.0	38.0
128370	1.0	16.0
128371	0.0	1.0
128372	0.0	8.0
1833	0.0	0.0
1832	3200.0	156586.0
1831	13407.0	2910.0
1830	123.0	17326.0
574016	4.0	3.0
100128036	1.0	1.0
1839	19215.0	537.0
1838	363.0	2546.0
346528	2.0	4.0
1837	690.0	1505.0
1836	5607.0	1173.0
346525	0.0	0.0
1834	1.0	14.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	1.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	947.0	485.0
1843	72610.0	3705.0
1842	1961.0	179.0
1841	339.0	2629.0
1840	212.0	85.0
574028	2.0	5.0
574029	1.0	15.0
100128025	4.0	14.0
1849	8422.0	1354.0
346517	1.0	0.0
1848	18140.0	1559.0
1847	4075.0	382.0
100128020	0.0	0.0
1846	1300.0	534.0
100128023	0.0	1.0
1845	8246.0	2872.0
153396	634.0	651.0
1855	3332.0	4149.0
1854	1418.0	2497.0
100131671	0.0	2.0
1852	9.0	453.0
1850	2664.0	1115.0
100131678	0.0	0.0
1859	4737.0	3226.0
1857	3531.0	25040.0
1856	936.0	4752.0
724068	0.0	0.0
724067	0.0	0.0
202781	202.0	352.0
1861	1732.0	2601.0
100131688	0.0	0.0
1869	219.0	887.0
724094	1.0	0.0
1880	1793.0	236.0
1877	873.0	1093.0
100131691	104.0	26.0
1876	752.0	839.0
1875	291.0	468.0
83417	1.0	4.0
100131693	15.0	26.0
100327036	0.0	0.0
83416	84.0	134.0
200132	451.0	15.0
1874	3367.0	2809.0
1872	11.0	3.0
1871	1104.0	2708.0
1870	49.0	654.0
1879	584.0	58.0
724087	3.0	7.0
1891	4738.0	4060.0
1890	5758.0	3816.0
83401	38.0	12.0
1889	21659.0	31206.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	1555.0	1051.0
58472	2995.0	524.0
200149	0.0	0.0
58475	2605.0	202.0
724038	0.0	0.0
83439	1616.0	6167.0
1896	501.0	1153.0
58477	1664.0	5193.0
58476	7501.0	4984.0
1894	745.0	9691.0
1893	1603.0	622.0
1892	2682.0	4613.0
58478	1247.0	3717.0
200150	31.0	2.0
724022	0.0	0.0
58484	354.0	68.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1042.0	2537.0
724024	0.0	0.0
58486	1312.0	3386.0
58485	2685.0	3596.0
724023	0.0	0.0
58480	3593.0	286.0
724029	0.0	4.0
200159	3.0	3.0
724028	0.0	0.0
724027	6.0	3.0
58488	740.0	1119.0
58487	1880.0	3730.0
200162	420.0	334.0
58489	1287.0	4057.0
58495	111.0	255.0
724059	0.0	0.0
58494	3527.0	166.0
58497	692.0	3082.0
58496	177.0	89.0
58491	352.0	404.0
58490	2072.0	4238.0
58493	1091.0	1703.0
58492	120.0	258.0
58499	448.0	3183.0
58498	4.0	0.0
200172	45.0	31.0
83451	898.0	2606.0
83450	747.0	198.0
83452	947.0	351.0
153364	102.0	280.0
83448	410.0	1287.0
200186	2927.0	3108.0
83447	1.0	1.0
200185	541.0	654.0
83449	16.0	171.0
83444	99.0	296.0
83443	2080.0	7400.0
83446	0.0	0.0
83445	3.0	4.0
83440	2844.0	5121.0
83442	10228.0	13984.0
114984	752.0	760.0
114987	185.0	353.0
391603	0.0	0.0
10657	8074.0	13437.0
126969	1205.0	888.0
10656	793.0	65.0
10659	9550.0	675.0
10658	5835.0	8965.0
114990	5455.0	421.0
114991	766.0	5002.0
10651	646.0	2883.0
10650	65.0	344.0
10653	10786.0	15798.0
10652	3822.0	3545.0
342667	93.0	3.0
10655	77.0	0.0
643812	0.0	0.0
342666	6.0	0.0
10654	1440.0	1485.0
136306	61.0	122.0
126961	0.0	0.0
10668	803.0	472.0
10667	729.0	591.0
643827	12.0	128.0
10669	17.0	7.0
10660	15.0	2.0
10661	2.0	1.0
731220	3.0	16.0
138971	0.0	4.0
10664	1934.0	3173.0
10663	566.0	53.0
10666	402.0	69.0
731223	22.0	14.0
10665	0.0	0.0
136319	9067.0	12477.0
163933	15.0	4.0
317691	0.0	0.0
339005	171.0	99.0
10635	49.0	1248.0
10634	1970.0	3679.0
10637	1.0	3.0
10636	980.0	812.0
10638	0.0	0.0
114971	645.0	948.0
10631	684.0	2742.0
643836	452.0	834.0
10630	5288.0	533.0
643837	809.0	342.0
10633	99.0	11.0
643834	0.0	0.0
10632	3666.0	4346.0
100124394	1.0	0.0
10645	3572.0	3025.0
10648	0.0	1.0
10647	0.0	6.0
148304	134.0	1253.0
114960	0.0	0.0
10640	3177.0	4049.0
136332	63.0	29.0
10642	4.0	14.0
643847	0.0	0.0
10641	383.0	441.0
10644	1424.0	8944.0
10643	18.0	418.0
317671	37.0	82.0
643862	0.0	1.0
391642	0.0	0.0
10609	230.0	2711.0
391647	2.0	4.0
10613	1828.0	3516.0
10612	873.0	580.0
10615	264.0	4213.0
10614	2712.0	3116.0
10617	1128.0	3037.0
401525	0.0	0.0
10616	4009.0	3702.0
10618	19493.0	14512.0
643854	0.0	4.0
643853	124.0	156.0
643859	0.0	0.0
10611	6321.0	5795.0
10610	2716.0	10314.0
643872	3.0	6.0
643873	91.0	121.0
643870	10.0	2.0
317684	5.0	4.0
391655	0.0	0.0
391657	0.0	0.0
391656	3.0	4.0
317687	0.0	0.0
10623	1222.0	1302.0
10626	2137.0	2531.0
10625	6814.0	12046.0
10628	30347.0	3770.0
10627	20093.0	6549.0
10629	258.0	1409.0
342618	8.0	1.0
643865	0.0	0.0
643866	162.0	199.0
10620	521.0	1014.0
10622	81.0	144.0
10621	500.0	666.0
101954275	0.0	0.0
101954276	0.0	0.0
643880	0.0	0.0
101954273	0.0	0.0
643884	0.0	0.0
101954277	1.0	3.0
101954278	5.0	6.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	40.0	8.0
83606	4341.0	4466.0
101954271	0.0	0.0
83605	2354.0	1466.0
101954272	3.0	0.0
83608	437.0	611.0
83607	2237.0	2699.0
151903	1565.0	1209.0
401507	0.0	0.0
317649	2911.0	510.0
391627	0.0	0.0
401505	777.0	590.0
388007	0.0	0.0
317648	769.0	1354.0
100419709	1.0	13.0
100419705	0.0	0.0
643875	0.0	0.0
401509	10.0	28.0
401508	0.0	0.0
101954264	6.0	8.0
138948	118.0	14.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	0.0	1.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	0.0
317662	1098.0	994.0
100419711	0.0	3.0
102464825	0.0	0.0
56000	425.0	13.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	21.0	26.0
102464824	2.0	2.0
56005	2352.0	1919.0
10602	4898.0	1769.0
56006	1599.0	1608.0
83604	3817.0	1922.0
10603	471.0	97.0
10606	2045.0	6827.0
100419717	0.0	0.0
56001	0.0	0.0
10605	1735.0	4691.0
10608	3722.0	3702.0
10607	1674.0	1389.0
10600	3196.0	1698.0
101929254	0.0	1.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	1.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	1.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	1359.0	3493.0
102464832	0.0	0.0
100271849	2.0	10.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	1160.0	2408.0
112398	1708.0	936.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	1.0
100419733	0.0	0.0
388021	1.0	5.0
100419734	0.0	0.0
391698	0.0	3.0
100419731	0.0	0.0
100271836	136.0	64.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	4.0
388015	0.0	2.0
101954204	0.0	0.0
199953	673.0	2034.0
161357	3.0	73.0
100420734	1.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	1.0	1.0
731275	22.0	39.0
199920	417.0	37.0
222826	7.0	4.0
101929286	0.0	0.0
391670	0.0	0.0
391672	0.0	1.0
161342	4.0	43.0
148398	194.0	40.0
100419758	37.0	15.0
100419751	0.0	0.0
124359	469.0	102.0
101929293	6.0	3.0
100420752	0.0	9.0
100420754	0.0	0.0
10691	1126.0	1026.0
10690	0.0	5.0
101929212	24.0	38.0
101929218	1.0	0.0
388076	0.0	1.0
388077	0.0	0.0
100419764	0.0	0.0
199900	0.0	0.0
151963	745.0	1080.0
10693	91.0	49.0
10692	18.0	19.0
10695	2530.0	5498.0
10694	4938.0	5201.0
10699	157.0	26.0
101929221	0.0	2.0
100420763	0.0	0.0
101929225	1.0	0.0
101929222	2.0	10.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	327.0	1246.0
101929239	0.0	4.0
100419788	0.0	0.0
148345	15.0	6.0
101929238	0.0	2.0
220213	4923.0	1510.0
10678	2495.0	3631.0
151987	3762.0	3744.0
10671	1375.0	766.0
10670	4330.0	2106.0
10673	732.0	147.0
10672	8719.0	5215.0
10675	92.0	605.0
10677	338.0	252.0
100419793	0.0	0.0
100420784	0.0	0.0
100420786	0.0	0.0
101929247	0.0	0.0
100420787	0.0	0.0
101929244	1.0	143.0
220202	1.0	1.0
222865	817.0	32.0
10682	1080.0	2248.0
10681	818.0	2757.0
10683	0.0	6.0
10686	72.0	778.0
136371	0.0	0.0
643803	0.0	0.0
10687	763.0	101.0
100419682	0.0	0.0
100420678	97.0	50.0
222894	0.0	0.0
100419687	1.0	3.0
283807	22.0	40.0
653194	0.0	0.0
83598	0.0	0.0
83597	0.0	5.0
653199	35.0	80.0
83594	344.0	623.0
83593	6303.0	1813.0
83596	393.0	659.0
83595	8974.0	529.0
83590	1128.0	1914.0
653190	41.0	7.0
653192	0.0	1.0
83592	68.0	492.0
83591	1670.0	251.0
1909	2181.0	542.0
100420689	1.0	1.0
1908	13.0	4.0
161291	2803.0	5537.0
653188	0.0	0.0
653189	49.0	71.0
1907	931.0	74.0
1906	11071.0	319.0
197258	782.0	818.0
1903	2459.0	362.0
197259	2276.0	138.0
1902	1700.0	1028.0
1901	22135.0	513.0
100420681	0.0	0.0
197257	313.0	571.0
449491	0.0	0.0
100420695	1.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	9677.0	361.0
1917	29.0	15.0
1915	163734.0	161826.0
1912	12207.0	4868.0
1911	548.0	570.0
101929202	1.0	0.0
101929203	3.0	2.0
199899	1.0	0.0
148281	3.0	3.0
219287	26.0	5.0
161253	57.0	119.0
219285	2375.0	463.0
283849	597.0	137.0
283848	220.0	215.0
1932	2.0	4.0
283847	1.0	2.0
256227	24.0	7.0
256223	0.0	0.0
1939	1776.0	2020.0
1938	76209.0	58222.0
1937	5.0	20.0
1936	4774.0	5370.0
1934	4.0	2.0
1933	7570.0	8901.0
161247	24.0	5.0
219293	213.0	46.0
1943	0.0	0.0
1942	8314.0	3917.0
256236	890.0	154.0
1949	236.0	109.0
199870	804.0	880.0
1948	2769.0	1470.0
1947	6571.0	6547.0
1946	566.0	1496.0
1945	92.0	1183.0
1944	20.0	146.0
161271	0.0	0.0
1954	1921.0	1713.0
1953	3063.0	9056.0
1952	461.0	8991.0
1951	79.0	176.0
1950	50.0	648.0
283820	588.0	692.0
1959	2631.0	181.0
1958	50190.0	6411.0
1956	5960.0	16101.0
1955	3830.0	3991.0
1965	5337.0	3571.0
1964	5460.0	4044.0
199857	288.0	498.0
1962	301.0	2602.0
1961	18.0	17.0
1960	2547.0	144.0
220296	1.0	0.0
1969	17609.0	16478.0
1968	4985.0	9425.0
1967	1490.0	3916.0
114904	180.0	783.0
114905	1191.0	27.0
114907	452.0	1555.0
114908	12055.0	13639.0
340094	0.0	0.0
643783	55.0	163.0
114900	3.0	0.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	10087.0	13553.0
1974	11857.0	21180.0
1973	956.0	924.0
283888	9.0	0.0
401447	0.0	0.0
653113	51.0	4.0
1979	8033.0	3173.0
1978	273.0	4701.0
1977	1916.0	3095.0
643790	3.0	4.0
1990	2.0	0.0
256281	682.0	2187.0
1987	0.0	1.0
1986	0.0	2.0
1984	15299.0	32694.0
1983	18610.0	9375.0
1982	58829.0	70013.0
283876	59.0	20.0
1981	26655.0	56387.0
1980	20.0	19.0
283871	474.0	621.0
283870	59.0	63.0
105375616	0.0	0.0
340075	727.0	92.0
340073	0.0	1.0
653125	1.0	3.0
401431	31.0	77.0
83528	3.0	1.0
1998	2317.0	1358.0
1997	5662.0	3967.0
283869	0.0	12.0
1996	15.0	11.0
401428	0.0	0.0
83538	511.0	76.0
1995	7.0	1.0
401427	24.0	30.0
283867	59.0	10.0
1994	3323.0	4860.0
1993	1.0	2.0
1992	44694.0	9680.0
1991	16.0	1.0
283860	12.0	0.0
83530	13.0	5.0
340069	0.0	0.0
1999	25044.0	17683.0
105375606	0.0	0.0
340061	10709.0	2079.0
653115	41.0	113.0
653121	437.0	329.0
653122	69.0	133.0
283854	0.0	0.0
653123	0.0	0.0
401491	28.0	0.0
100124412	0.0	0.0
653147	41.0	68.0
401498	2.0	1.0
653149	0.0	0.0
401497	0.0	0.0
401494	2251.0	938.0
401492	1.0	4.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	2260.0	5208.0
83539	580.0	2834.0
83547	919.0	216.0
83546	1.0	1.0
653140	7.0	4.0
83549	1109.0	2212.0
83548	1288.0	1430.0
83543	2247.0	1541.0
653145	1062.0	1166.0
83544	1832.0	711.0
83541	799.0	2248.0
83540	17.0	1390.0
126917	1792.0	904.0
340037	12.0	6.0
114926	880.0	1360.0
114928	488.0	1301.0
339044	2.0	3.0
256297	0.0	0.0
401474	717.0	952.0
653174	0.0	0.0
653175	2.0	2.0
340024	1.0	0.0
114915	602.0	320.0
401466	540.0	1280.0
653162	17.0	12.0
653163	0.0	0.0
283899	1405.0	1105.0
653166	0.0	0.0
283897	689.0	26.0
339145	522.0	6.0
391723	8.0	0.0
391722	2.0	6.0
10778	1025.0	1443.0
10777	3.0	2.0
10772	4449.0	6306.0
340120	3.0	298.0
10771	5760.0	6493.0
10773	595.0	783.0
10776	10964.0	10530.0
10775	872.0	2282.0
10788	1506.0	149.0
391739	0.0	0.0
10781	1594.0	1782.0
10780	276.0	251.0
10783	2833.0	1946.0
10782	2636.0	1362.0
10785	415.0	545.0
10787	9586.0	17124.0
10786	9.0	1.0
102606463	3.0	0.0
731308	0.0	0.0
339122	193.0	361.0
339123	2030.0	1732.0
102606462	1.0	0.0
391701	0.0	0.0
391703	1.0	0.0
151827	267.0	99.0
126826	0.0	0.0
643719	14.0	24.0
10755	6823.0	5686.0
151825	1.0	0.0
10758	4183.0	2607.0
126823	147.0	29.0
126820	297.0	6.0
10750	72.0	14.0
10752	1429.0	2058.0
10751	0.0	0.0
10753	1132.0	88.0
643714	2.0	0.0
138864	0.0	0.0
391712	15.0	2.0
391714	0.0	0.0
114836	391.0	46.0
10767	1666.0	4401.0
10766	5402.0	4522.0
151835	15.0	2.0
10769	2419.0	1993.0
391718	0.0	0.0
10768	7034.0	8070.0
126811	2.0	1.0
643723	9.0	23.0
10761	2.0	38.0
10763	11837.0	784.0
10762	2261.0	1905.0
10765	3283.0	10384.0
101929179	1.0	0.0
388112	2.0	0.0
339105	31.0	41.0
83707	474.0	1466.0
83706	3344.0	431.0
10734	74.0	256.0
10733	52.0	814.0
83714	131.0	108.0
10736	15.0	1659.0
401648	0.0	6.0
643739	0.0	0.0
10735	4906.0	10311.0
401647	127.0	39.0
10738	0.0	0.0
401646	0.0	0.0
10737	7.0	10.0
10739	2.0	0.0
376132	0.0	0.0
10730	7391.0	11721.0
101929184	6.0	3.0
10732	435.0	950.0
138804	0.0	0.0
138805	0.0	1.0
138802	0.0	0.0
138803	0.0	2.0
643751	23.0	24.0
124221	27.0	5.0
124222	145.0	361.0
114897	6968.0	1151.0
114898	337.0	19.0
124220	48.0	21.0
114899	142.0	198.0
391777	5.0	12.0
10745	947.0	836.0
56104	128.0	27.0
83700	4183.0	2430.0
401638	0.0	0.0
10744	2.0	1.0
56105	66.0	13.0
10747	91.0	52.0
401637	0.0	0.0
56106	270.0	38.0
10746	3920.0	5091.0
56107	188.0	1209.0
10749	21442.0	10172.0
56100	261.0	71.0
401634	0.0	1.0
10748	88.0	120.0
56101	356.0	21.0
56102	60.0	67.0
56103	176.0	1918.0
643744	3.0	18.0
10741	1256.0	2214.0
56108	118.0	37.0
10740	1.0	1.0
643749	160.0	177.0
56109	228.0	129.0
10743	2716.0	4778.0
342732	6.0	2.0
10742	2309.0	135.0
101929198	252.0	18.0
101929196	3.0	10.0
100420811	0.0	0.0
114884	1021.0	495.0
317774	3.0	0.0
114885	1602.0	2739.0
401630	0.0	0.0
317772	0.0	9.0
100419821	4.0	4.0
56110	160.0	111.0
317778	0.0	0.0
83729	9.0	68.0
317775	0.0	0.0
83734	369.0	474.0
10712	830.0	2637.0
83733	73.0	18.0
10714	842.0	1626.0
126868	13.0	70.0
317769	0.0	0.0
100419829	1.0	0.0
10713	1685.0	5226.0
317768	0.0	0.0
10716	1.0	4.0
100419827	0.0	0.0
56111	173.0	770.0
10715	6.0	82.0
56112	126.0	19.0
56113	277.0	60.0
83732	1487.0	2264.0
10718	126.0	163.0
10717	643.0	907.0
56114	24.0	479.0
388125	2859.0	237.0
401629	0.0	0.0
317781	1167.0	2181.0
388122	0.0	0.0
83719	1896.0	1246.0
56120	9.0	7.0
56121	366.0	266.0
114876	2338.0	1622.0
388121	955.0	180.0
83716	27919.0	1640.0
83715	129.0	3560.0
114879	2020.0	1406.0
100420829	1.0	0.0
10723	6552.0	2419.0
56126	157.0	192.0
83723	3.0	3.0
126859	5.0	1.0
56127	97.0	393.0
10725	4350.0	1885.0
56128	67.0	134.0
56129	228.0	45.0
10724	5101.0	4857.0
114880	681.0	63.0
56122	267.0	2249.0
388115	1489.0	110.0
401613	54.0	10.0
114881	378.0	404.0
10726	4578.0	5884.0
56123	123.0	85.0
401612	109.0	136.0
114882	4099.0	5029.0
56124	162.0	78.0
10728	10283.0	19104.0
114883	4597.0	5938.0
56125	110.0	49.0
643766	0.0	0.0
10721	14.0	3051.0
10720	0.0	2.0
100420830	0.0	1.0
136259	7.0	9.0
100420834	0.0	0.0
317751	6.0	7.0
124274	0.0	0.0
388152	140.0	100.0
317754	0.0	0.0
317753	0.0	1.0
317749	347.0	416.0
342705	0.0	3.0
151888	21.0	12.0
151887	3365.0	1630.0
136263	1.0	1.0
100420841	0.0	0.0
101929145	226.0	128.0
100420843	0.0	5.0
100293090	78.0	72.0
148254	172.0	124.0
317762	3203.0	1340.0
317761	4.0	48.0
100419854	0.0	0.0
317760	15.0	106.0
317767	3.0	1.0
100271715	32.0	20.0
148252	21.0	2.0
100271722	93.0	73.0
199834	0.0	0.0
388135	383.0	574.0
101929152	10.0	17.0
100420854	0.0	0.0
222950	8.0	40.0
100419867	0.0	0.0
148266	126.0	269.0
100419868	3.0	2.0
148268	309.0	326.0
100419866	3.0	0.0
100420859	0.0	0.0
124245	2426.0	2650.0
317729	4.0	0.0
136288	261.0	3.0
199800	96.0	24.0
101930150	0.0	0.0
163882	1579.0	2993.0
388165	51.0	93.0
100419873	0.0	0.0
100271700	146.0	114.0
100271703	0.0	0.0
100271702	2.0	0.0
100420875	1.0	0.0
100420877	0.0	7.0
388199	0.0	0.0
22794	5076.0	8715.0
22795	518.0	279.0
22796	750.0	1472.0
22797	293.0	79.0
22798	17.0	530.0
317705	0.0	1.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	1.0	0.0
138881	10.0	0.0
100420881	0.0	0.0
388181	1.0	1.0
100419893	2.0	2.0
222967	25.0	3.0
219333	5866.0	1319.0
136227	41.0	344.0
222962	41.0	692.0
148213	76.0	339.0
388182	16.0	66.0
100419895	0.0	0.0
317716	0.0	0.0
148203	132.0	660.0
317719	4.0	14.0
148206	190.0	799.0
163859	2944.0	2877.0
101929110	9.0	31.0
101929111	0.0	0.0
219348	1220.0	13.0
219347	73.0	211.0
100420898	4.0	4.0
148223	599.0	683.0
10799	96.0	617.0
136242	0.0	13.0
10791	3241.0	255.0
10794	242.0	196.0
10793	199.0	810.0
10795	757.0	2445.0
10798	0.0	0.0
10797	3300.0	4464.0
101929121	0.0	0.0
101929120	0.0	0.0
101929127	16.0	0.0
317701	0.0	1.0
220323	737.0	683.0
148231	0.0	0.0
148229	126.0	32.0
151877	8.0	10.0
151871	0.0	0.0
93035	194.0	109.0
161176	2250.0	69.0
56097	27.0	32.0
56098	21.0	17.0
56099	734.0	56.0
93034	12.0	54.0
283927	109.0	14.0
220359	20.0	65.0
653073	0.0	1.0
653075	0.0	5.0
256302	791.0	835.0
105373144	0.0	103.0
81050	0.0	0.0
199786	48.0	15.0
256309	27.0	3.0
100420792	0.0	0.0
95681	408.0	746.0
283914	0.0	0.0
81047	0.0	0.0
197131	3305.0	1692.0
197135	171.0	37.0
653061	1.0	2.0
93058	291.0	273.0
161198	2326.0	556.0
283902	1.0	2.0
220382	3.0	221.0
81078	0.0	0.0
81079	0.0	0.0
81075	0.0	17.0
81076	0.0	0.0
100114903	0.0	1.0
199777	289.0	538.0
81061	0.0	0.0
653082	1172.0	336.0
81090	0.0	0.0
100271649	0.0	0.0
199746	432.0	301.0
100271655	2.0	4.0
81099	0.0	0.0
100271650	3.0	2.0
199745	96.0	262.0
148170	383.0	54.0
256364	2448.0	2293.0
163786	54.0	976.0
220388	61.0	94.0
100271639	0.0	0.0
163782	502.0	51.0
100271646	1.0	17.0
283953	1.0	0.0
256355	19.0	116.0
100271644	1.0	0.0
283951	495.0	350.0
256356	1211.0	2643.0
100271643	0.0	0.0
100271640	0.0	1.0
81081	0.0	0.0
161159	0.0	0.0
148189	185.0	809.0
93099	1600.0	210.0
100271627	10.0	5.0
283948	182.0	11.0
256329	136.0	226.0
100271634	0.0	0.0
100271636	0.0	1.0
100271630	0.0	0.0
100271633	0.0	0.0
100271632	7.0	2.0
199720	30.0	13.0
93082	342.0	36.0
161145	187.0	41.0
100271617	0.0	0.0
100271616	0.0	0.0
161142	5.0	2.0
100271619	0.0	0.0
148198	8.0	0.0
100271618	0.0	1.0
100271624	1.0	0.0
100271623	1.0	0.0
283933	12.0	15.0
100271625	0.0	0.0
93081	272.0	248.0
100271620	0.0	5.0
283932	74.0	65.0
100271622	2.0	5.0
100271621	2.0	0.0
199731	537.0	4291.0
100124332	1.0	0.0
643664	4.0	1.0
256394	0.0	186.0
83637	5972.0	5052.0
83636	1208.0	1552.0
401565	2.0	1.0
401563	49.0	8.0
401562	48.0	3.0
401561	16.0	347.0
283999	0.0	3.0
283994	1.0	0.0
643668	2.0	8.0
283991	1992.0	5780.0
340198	4.0	0.0
643669	8.0	2.0
340192	1.0	0.0
643680	17.0	31.0
197196	1.0	0.0
56033	2.0	1731.0
401551	357.0	2.0
83657	179.0	2.0
83656	5.0	0.0
83659	821.0	3.0
283989	1035.0	2023.0
83658	4107.0	5831.0
401548	2761.0	2984.0
56034	889.0	1574.0
283987	2469.0	505.0
256369	0.0	0.0
401546	113.0	77.0
83655	0.0	0.0
283985	0.0	0.0
283982	2.0	1.0
283981	7.0	5.0
643677	4.0	1.0
83650	2.0	2.0
197187	43.0	18.0
449520	4.0	1.0
401541	136.0	625.0
401540	1.0	1.0
83639	0.0	6.0
83638	1827.0	1844.0
256380	97.0	13.0
449518	0.0	0.0
83648	2506.0	140.0
401537	1.0	1.0
83647	0.0	0.0
83641	12076.0	4522.0
401535	2.0	0.0
83643	1389.0	602.0
401533	2.0	3.0
643689	2.0	17.0
283971	0.0	0.0
83640	321.0	752.0
283970	7.0	5.0
114826	729.0	1476.0
114827	433.0	46.0
378706	0.0	0.0
378707	0.0	0.0
378708	77.0	279.0
339184	1.0	0.0
339186	1.0	0.0
56052	420.0	441.0
114821	84.0	448.0
114822	440.0	206.0
114823	7064.0	4310.0
114824	2.0	12.0
114825	555.0	753.0
643699	80.0	64.0
340168	0.0	0.0
114815	24.0	0.0
114817	0.0	0.0
114818	1126.0	1316.0
114819	93.0	250.0
339175	688.0	1095.0
56063	445.0	945.0
653017	0.0	0.0
56061	1416.0	2436.0
56062	62.0	20.0
114814	21.0	118.0
83667	947.0	1647.0
83666	4325.0	8139.0
83660	589.0	623.0
340156	82.0	45.0
83661	842.0	2.0
114804	104.0	25.0
114805	420.0	1707.0
340152	119.0	52.0
339168	2.0	0.0
114800	492.0	66.0
114801	787.0	70.0
93010	3636.0	368.0
114803	1577.0	995.0
83697	11.0	16.0
81034	2277.0	1676.0
81035	5055.0	511.0
83696	1473.0	1775.0
83699	1551.0	3233.0
81037	6807.0	8018.0
83698	1.0	471.0
401588	285.0	158.0
83693	813.0	1539.0
81030	259.0	62.0
83692	3901.0	1641.0
81031	549.0	2205.0
83695	392.0	3027.0
81033	48.0	0.0
83694	119.0	14.0
340146	3.0	10.0
83690	336.0	1967.0
81027	143.0	10.0
81029	213.0	2358.0
653042	0.0	0.0
653045	0.0	11.0
81025	5.0	4.0
401577	178.0	227.0
22877	8273.0	4559.0
22878	2061.0	4097.0
22879	2344.0	2172.0
22870	3692.0	3622.0
22871	101.0	173.0
22872	8748.0	13883.0
22873	832.0	596.0
22874	872.0	257.0
22875	2824.0	246.0
22876	868.0	830.0
10899	3988.0	4953.0
10898	702.0	1842.0
10891	904.0	138.0
136540	0.0	0.0
10890	7952.0	15634.0
10893	649.0	79.0
10892	2788.0	4311.0
136541	0.0	0.0
10895	1.0	2.0
342426	0.0	0.0
10894	2291.0	86.0
10897	1652.0	2387.0
10896	11.0	23.0
22888	730.0	913.0
22889	783.0	2077.0
22880	1131.0	6292.0
124540	1463.0	6842.0
22881	826.0	2038.0
22882	4857.0	3722.0
22883	7499.0	31764.0
22884	1437.0	1336.0
22885	2842.0	198.0
22887	3093.0	4946.0
342419	3.0	1.0
124538	0.0	0.0
124535	1.0	2.0
148523	183.0	792.0
283598	0.0	0.0
283596	174.0	140.0
283592	13.0	0.0
22856	10043.0	4894.0
161514	1.0	0.0
731424	596.0	3.0
22858	811.0	2505.0
22859	1589.0	1932.0
22850	2188.0	1713.0
22852	261.0	637.0
22853	3087.0	3709.0
22854	680.0	134.0
10877	0.0	36.0
10876	0.0	0.0
100419909	0.0	0.0
10879	0.0	1.0
10878	24.0	139.0
148534	455.0	1429.0
104169670	1.0	1.0
104169671	0.0	1.0
100419903	5.0	5.0
283587	8.0	5.0
10871	312.0	24.0
10870	412.0	46.0
10873	456.0	514.0
10875	4214.0	336.0
10874	1.0	373.0
22866	315.0	107.0
22868	1764.0	2195.0
22869	346.0	726.0
100309464	0.0	1.0
161502	149.0	9.0
100420901	0.0	0.0
22861	2288.0	3010.0
22862	3905.0	2257.0
22863	672.0	1838.0
22864	1558.0	3851.0
22865	12.0	21.0
10888	4.0	107.0
56203	89.0	5.0
643609	0.0	0.0
56204	1315.0	1400.0
10887	3.0	103.0
124512	459.0	933.0
