id	1ea50a97-2adb-4252-aec8-2fe94d49b0a0	21454a1b-20e1-4a4d-99b6-8ee30b1c979d
1986	3.0	5.0
1984	9228.0	14189.0
1983	8174.0	13079.0
1982	39560.0	58377.0
283876	132.0	176.0
1981	14821.0	21201.0
1980	12.0	89.0
283871	808.0	1368.0
283870	246.0	405.0
105375616	0.0	1.0
340075	323.0	570.0
340073	0.0	0.0
653125	12.0	14.0
401431	48.0	112.0
83528	3.0	7.0
1998	1298.0	2150.0
1997	3693.0	6126.0
283869	2.0	8.0
1996	13.0	21.0
401428	0.0	1.0
83538	1036.0	1977.0
1995	4.0	13.0
401427	26.0	42.0
283867	36.0	55.0
1994	2502.0	4168.0
1993	2.0	6.0
1992	8814.0	14793.0
1991	41.0	38.0
283860	8.0	5.0
83530	9.0	12.0
340069	0.0	2.0
1999	10324.0	25774.0
105375606	0.0	2.0
340061	8485.0	13270.0
653115	49.0	61.0
653121	427.0	487.0
653122	35.0	55.0
283854	0.0	0.0
653123	1.0	1.0
401491	30.0	76.0
100124412	0.0	0.0
653147	26.0	28.0
401498	3.0	7.0
653149	2.0	2.0
401497	0.0	0.0
401494	2413.0	4029.0
401492	10.0	13.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	3054.0	4193.0
83539	1221.0	2848.0
83547	1255.0	1836.0
83546	0.0	4.0
653140	37.0	69.0
83549	1250.0	2086.0
83548	1313.0	1871.0
83543	1640.0	1880.0
653145	514.0	795.0
83544	1388.0	2555.0
83541	884.0	1432.0
83540	60.0	69.0
126917	1582.0	2630.0
340037	26.0	35.0
114926	956.0	1777.0
114928	487.0	813.0
339044	3.0	5.0
256297	1.0	3.0
401474	847.0	1113.0
653174	0.0	0.0
653175	0.0	1.0
340024	0.0	0.0
114915	535.0	938.0
401466	838.0	1330.0
653162	33.0	55.0
653163	0.0	0.0
283899	2916.0	3705.0
653166	0.0	0.0
283897	1084.0	1534.0
339145	1681.0	3296.0
391723	7.0	5.0
391722	7.0	6.0
10778	1045.0	1468.0
10777	0.0	9.0
10772	3737.0	5562.0
340120	1.0	4.0
10771	4524.0	6505.0
10773	520.0	651.0
10776	7018.0	9635.0
10775	1180.0	1879.0
10788	1645.0	3007.0
391739	1.0	1.0
10781	1055.0	1671.0
10780	414.0	566.0
10783	2884.0	4315.0
10782	1557.0	2417.0
10785	234.0	435.0
10787	5964.0	7937.0
10786	4.0	5.0
102606463	6.0	3.0
731308	0.0	1.0
339122	166.0	236.0
339123	1986.0	3009.0
102606462	8.0	34.0
391701	0.0	1.0
391703	0.0	2.0
151827	253.0	563.0
126826	1.0	2.0
643719	13.0	20.0
10755	6444.0	9285.0
151825	0.0	0.0
10758	1207.0	1896.0
126823	341.0	586.0
126820	490.0	1135.0
10750	121.0	128.0
10752	950.0	1381.0
10751	0.0	0.0
10753	1020.0	1272.0
643714	1.0	0.0
138864	1.0	0.0
391712	17.0	21.0
391714	0.0	0.0
114836	516.0	662.0
10767	1330.0	2065.0
10766	3881.0	5913.0
151835	12.0	41.0
10769	1663.0	2482.0
391718	0.0	0.0
10768	6040.0	9671.0
126811	1.0	0.0
643723	9.0	12.0
10761	4.0	1.0
10763	7414.0	10606.0
10762	1925.0	2827.0
10765	2135.0	3204.0
101929179	0.0	2.0
388112	1.0	1.0
339105	77.0	114.0
83707	799.0	1203.0
83706	5202.0	10173.0
10734	244.0	501.0
10733	130.0	173.0
83714	207.0	303.0
10736	16.0	52.0
401648	0.0	4.0
643739	1.0	0.0
10735	3710.0	5829.0
401647	171.0	399.0
10738	1.0	3.0
401646	0.0	0.0
10737	13.0	18.0
10739	1.0	8.0
376132	0.0	0.0
10730	4971.0	7955.0
101929184	9.0	26.0
10732	389.0	616.0
138804	0.0	0.0
138805	0.0	1.0
138802	0.0	0.0
138803	0.0	0.0
643751	21.0	35.0
124221	107.0	92.0
124222	434.0	694.0
114897	790.0	1269.0
114898	238.0	414.0
124220	70.0	115.0
114899	197.0	184.0
391777	4.0	12.0
10745	978.0	1557.0
56104	44.0	92.0
83700	1841.0	2408.0
401638	0.0	0.0
10744	3.0	2.0
56105	40.0	65.0
10747	80.0	74.0
401637	0.0	4.0
56106	139.0	236.0
10746	2554.0	4208.0
56107	98.0	170.0
10749	15518.0	20236.0
56100	171.0	257.0
401634	0.0	0.0
10748	136.0	213.0
56101	218.0	275.0
56102	41.0	38.0
56103	104.0	138.0
643744	5.0	15.0
10741	1017.0	1729.0
56108	53.0	90.0
10740	21.0	34.0
643749	156.0	238.0
56109	122.0	191.0
10743	2494.0	3531.0
342732	3.0	3.0
10742	1874.0	2475.0
101929198	133.0	224.0
101929196	1.0	1.0
100420811	0.0	0.0
114884	713.0	1124.0
317774	0.0	0.0
114885	1948.0	4117.0
401630	0.0	0.0
317772	0.0	0.0
100419821	0.0	2.0
56110	69.0	168.0
317778	0.0	0.0
83729	18.0	23.0
317775	0.0	1.0
83734	236.0	308.0
10712	987.0	1643.0
83733	40.0	79.0
10714	981.0	1708.0
126868	7.0	10.0
317769	0.0	0.0
100419829	0.0	0.0
10713	1824.0	2677.0
317768	1.0	1.0
10716	0.0	1.0
100419827	0.0	0.0
56111	68.0	106.0
10715	4.0	14.0
56112	50.0	53.0
56113	104.0	216.0
83732	755.0	1148.0
10718	87.0	90.0
10717	882.0	1309.0
56114	21.0	33.0
388125	350.0	1392.0
401629	1.0	2.0
317781	1036.0	1515.0
388122	0.0	1.0
83719	3478.0	4961.0
56120	7.0	5.0
56121	178.0	247.0
114876	2109.0	3927.0
388121	341.0	681.0
83716	1885.0	2714.0
83715	358.0	792.0
114879	2075.0	2738.0
100420829	0.0	0.0
10723	4618.0	7802.0
56126	90.0	166.0
83723	6.0	2.0
126859	33.0	40.0
56127	39.0	72.0
10725	2018.0	2706.0
56128	30.0	39.0
56129	260.0	481.0
10724	6346.0	9614.0
114880	1159.0	1672.0
56122	178.0	327.0
388115	2310.0	2890.0
401613	35.0	262.0
114881	1197.0	1515.0
10726	4664.0	8100.0
56123	99.0	138.0
401612	198.0	226.0
114882	2694.0	4197.0
56124	115.0	167.0
10728	8922.0	15160.0
114883	4636.0	6907.0
56125	176.0	238.0
643766	0.0	0.0
10721	41.0	50.0
10720	2.0	0.0
100420830	2.0	0.0
136259	7.0	7.0
100420834	0.0	0.0
317751	12.0	21.0
124274	0.0	0.0
388152	51.0	78.0
317754	0.0	0.0
317753	0.0	2.0
317749	427.0	654.0
342705	3.0	8.0
151888	68.0	59.0
151887	4257.0	4873.0
136263	7.0	6.0
100420841	0.0	0.0
101929145	413.0	532.0
100420843	0.0	0.0
100293090	3036.0	5297.0
148254	249.0	273.0
317762	1177.0	1534.0
317761	4.0	12.0
100419854	0.0	0.0
317760	16.0	26.0
317767	8.0	1.0
100271715	67.0	127.0
148252	58.0	62.0
100271722	190.0	309.0
199834	0.0	0.0
388135	344.0	512.0
101929152	15.0	21.0
100420854	0.0	0.0
222950	19.0	32.0
100419867	0.0	0.0
148266	206.0	384.0
100419868	2.0	4.0
148268	263.0	398.0
100419866	1.0	3.0
100420859	0.0	0.0
124245	2181.0	3240.0
317729	2.0	4.0
136288	376.0	1032.0
199800	92.0	103.0
101930150	0.0	0.0
163882	1378.0	2039.0
388165	109.0	132.0
100419873	1.0	0.0
100271700	72.0	93.0
100271703	0.0	0.0
100271702	8.0	5.0
100420875	0.0	0.0
100420877	0.0	2.0
388199	1.0	1.0
22794	4588.0	6558.0
22795	452.0	697.0
22796	1036.0	1660.0
22797	1183.0	2506.0
22798	6.0	18.0
317705	1.0	1.0
317703	0.0	0.0
317702	0.0	1.0
138882	1.0	0.0
138883	0.0	2.0
138881	7.0	13.0
100420881	0.0	0.0
388181	1.0	0.0
100419893	0.0	2.0
222967	57.0	104.0
219333	2298.0	3703.0
136227	45.0	71.0
222962	174.0	173.0
148213	141.0	199.0
388182	30.0	46.0
100419895	0.0	0.0
317716	0.0	0.0
148203	199.0	253.0
317719	7.0	6.0
148206	360.0	428.0
163859	1722.0	2569.0
101929110	5.0	8.0
101929111	0.0	0.0
219348	1277.0	1719.0
219347	76.0	139.0
100420898	2.0	0.0
148223	1061.0	1630.0
10799	100.0	161.0
136242	1.0	2.0
10791	2926.0	3895.0
10794	35.0	85.0
10793	620.0	1296.0
10795	732.0	1209.0
10798	0.0	0.0
10797	1049.0	1831.0
101929121	1.0	0.0
101929120	2.0	2.0
101929127	16.0	47.0
317701	0.0	1.0
220323	972.0	1457.0
148231	0.0	0.0
148229	182.0	200.0
151877	5.0	18.0
151871	0.0	0.0
93035	228.0	289.0
161176	1700.0	1946.0
56097	17.0	19.0
56098	16.0	13.0
56099	465.0	611.0
93034	9.0	14.0
283927	177.0	268.0
220359	34.0	49.0
653073	0.0	0.0
653075	5.0	6.0
256302	1788.0	2439.0
105373144	0.0	0.0
81050	0.0	0.0
199786	97.0	68.0
256309	43.0	61.0
100420792	0.0	0.0
95681	572.0	1045.0
283914	0.0	0.0
81047	0.0	0.0
197131	1623.0	2389.0
197135	280.0	413.0
653061	6.0	4.0
93058	475.0	768.0
161198	3435.0	4070.0
283902	1.0	2.0
220382	1.0	19.0
81078	0.0	0.0
81079	0.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	1.0	1.0
199777	392.0	426.0
81061	0.0	0.0
653082	829.0	1102.0
81090	0.0	0.0
100271649	0.0	0.0
199746	500.0	869.0
100271655	5.0	6.0
81099	0.0	0.0
100271650	3.0	12.0
199745	263.0	421.0
148170	291.0	513.0
256364	3397.0	4780.0
163786	170.0	230.0
220388	104.0	314.0
100271639	0.0	0.0
163782	452.0	805.0
100271646	1.0	7.0
283953	2.0	26.0
256355	36.0	62.0
100271644	0.0	2.0
283951	372.0	592.0
256356	1261.0	1644.0
100271643	0.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	2.0	8.0
148189	285.0	503.0
93099	2655.0	3918.0
100271627	2.0	3.0
283948	538.0	1145.0
256329	379.0	505.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	0.0	1.0
100271633	0.0	0.0
100271632	0.0	3.0
199720	16.0	17.0
93082	51.0	75.0
161145	548.0	715.0
100271617	0.0	0.0
100271616	2.0	3.0
161142	3.0	10.0
100271619	0.0	0.0
148198	0.0	4.0
100271618	1.0	2.0
100271624	0.0	0.0
100271623	0.0	0.0
283933	33.0	49.0
100271625	0.0	1.0
93081	220.0	307.0
100271620	1.0	2.0
283932	160.0	177.0
100271622	0.0	0.0
100271621	0.0	1.0
199731	540.0	904.0
100124332	0.0	0.0
643664	4.0	1.0
256394	2.0	9.0
83637	6750.0	9769.0
83636	1028.0	1598.0
401565	2.0	3.0
401563	136.0	139.0
401562	285.0	314.0
401561	58.0	51.0
283999	0.0	2.0
283994	2.0	3.0
643668	3.0	4.0
283991	1834.0	3026.0
340198	15.0	16.0
643669	21.0	37.0
340192	2.0	2.0
643680	59.0	81.0
197196	3.0	2.0
56033	0.0	4.0
401551	1057.0	2198.0
83657	533.0	996.0
83656	11.0	14.0
83659	1910.0	4050.0
283989	1557.0	2164.0
83658	4914.0	7203.0
401548	5671.0	7607.0
56034	990.0	1862.0
283987	2295.0	2975.0
256369	0.0	3.0
401546	607.0	696.0
83655	0.0	0.0
283985	1.0	4.0
283982	7.0	2.0
283981	42.0	43.0
643677	4.0	2.0
83650	8.0	5.0
197187	201.0	250.0
449520	5.0	0.0
401541	120.0	187.0
401540	0.0	0.0
83639	0.0	3.0
83638	1656.0	2668.0
256380	181.0	226.0
449518	0.0	0.0
83648	1855.0	1865.0
401537	3.0	8.0
83647	0.0	0.0
83641	6740.0	9834.0
401535	1.0	6.0
83643	884.0	1600.0
401533	0.0	0.0
643689	8.0	9.0
283971	0.0	0.0
83640	332.0	474.0
283970	3.0	4.0
114826	907.0	1408.0
114827	1188.0	2472.0
378706	0.0	4.0
378707	0.0	0.0
378708	105.0	175.0
339184	2.0	1.0
339186	1.0	1.0
56052	778.0	1171.0
114821	75.0	84.0
114822	1095.0	1769.0
114823	14391.0	17088.0
114824	4.0	5.0
114825	766.0	1077.0
643699	120.0	182.0
340168	0.0	0.0
114815	8.0	8.0
114817	1.0	0.0
114818	857.0	1586.0
114819	267.0	352.0
339175	437.0	705.0
56063	643.0	1059.0
653017	0.0	0.0
56061	1638.0	2513.0
56062	140.0	125.0
114814	58.0	72.0
83667	1192.0	2205.0
83666	5047.0	7439.0
83660	527.0	799.0
340156	87.0	116.0
83661	2738.0	5708.0
114804	164.0	233.0
114805	318.0	318.0
340152	169.0	240.0
339168	1.0	1.0
114800	379.0	382.0
114801	322.0	551.0
93010	3112.0	5733.0
114803	1342.0	1929.0
83697	14.0	14.0
81034	933.0	1544.0
81035	4745.0	8345.0
83696	1631.0	2706.0
83699	1996.0	2896.0
81037	7083.0	9754.0
83698	0.0	8.0
401588	146.0	274.0
83693	1311.0	1884.0
81030	392.0	463.0
83692	3807.0	6090.0
81031	826.0	1457.0
83695	755.0	1270.0
81033	167.0	132.0
83694	263.0	371.0
340146	5.0	7.0
83690	364.0	573.0
81027	174.0	147.0
81029	371.0	657.0
653042	0.0	0.0
653045	2.0	6.0
81025	0.0	3.0
401577	110.0	219.0
22877	6020.0	9021.0
22878	2014.0	3236.0
22879	2756.0	4104.0
22870	4826.0	7591.0
22871	27.0	25.0
22872	7252.0	11067.0
22873	677.0	1114.0
22874	1012.0	1361.0
22875	2935.0	5160.0
22876	876.0	1385.0
10899	4220.0	6666.0
10898	884.0	1427.0
10891	572.0	817.0
136540	0.0	0.0
10890	5120.0	8899.0
10893	1262.0	1436.0
10892	1203.0	1853.0
136541	0.0	0.0
10895	1.0	8.0
342426	0.0	0.0
10894	986.0	1693.0
10897	2177.0	3419.0
10896	8.0	13.0
22888	668.0	1052.0
22889	1523.0	1923.0
22880	1328.0	2122.0
124540	1922.0	3208.0
22881	923.0	1289.0
22882	1631.0	2697.0
22883	7790.0	12243.0
22884	1580.0	2327.0
22885	2290.0	2908.0
22887	2333.0	3525.0
342419	0.0	3.0
124538	0.0	0.0
124535	11.0	26.0
148523	142.0	155.0
283598	0.0	0.0
283596	159.0	254.0
283592	51.0	99.0
22856	1926.0	3235.0
161514	0.0	0.0
731424	207.0	293.0
22858	1089.0	1903.0
22859	1878.0	2806.0
22850	992.0	1695.0
22852	432.0	668.0
22853	1757.0	2221.0
22854	623.0	918.0
10877	1.0	0.0
10876	1.0	1.0
100419909	0.0	0.0
10879	0.0	0.0
10878	12.0	22.0
148534	620.0	873.0
104169670	3.0	7.0
104169671	0.0	0.0
100419903	1.0	5.0
283587	35.0	87.0
10871	647.0	1332.0
10870	647.0	1141.0
10873	722.0	1160.0
10875	3034.0	3795.0
10874	8.0	19.0
22866	306.0	447.0
22868	1012.0	1617.0
22869	492.0	676.0
100309464	0.0	0.0
161502	182.0	390.0
100420901	0.0	0.0
22861	4200.0	6001.0
22862	3685.0	5667.0
22863	1040.0	1484.0
22864	1948.0	2913.0
22865	15.0	35.0
10888	8.0	13.0
56203	32.0	76.0
643609	0.0	0.0
56204	2189.0	3079.0
10887	2.0	5.0
124512	857.0	1278.0
148545	0.0	0.0
283579	3.0	1.0
283578	1067.0	1679.0
10880	0.0	2.0
283576	5.0	2.0
10882	3.0	9.0
10881	0.0	1.0
10884	964.0	1462.0
283571	28.0	33.0
10886	4.0	1.0
10885	971.0	1604.0
22834	1545.0	2148.0
22835	304.0	415.0
22836	2262.0	3189.0
22837	2900.0	3614.0
101929059	2.0	6.0
22838	3297.0	4615.0
22839	4437.0	6330.0
100420910	1.0	1.0
100420916	0.0	0.0
22832	583.0	1022.0
124590	1.0	3.0
10855	460.0	706.0
10857	4798.0	7023.0
10856	3225.0	5819.0
10859	1350.0	2056.0
10858	69.0	92.0
100126793	30.0	41.0
10850	0.0	0.0
643617	4.0	5.0
643615	1.0	1.0
100126791	13.0	17.0
22844	39.0	52.0
22845	948.0	1320.0
22846	3814.0	6055.0
22847	928.0	1213.0
22848	2233.0	3510.0
22849	480.0	761.0
112597	315.0	495.0
100420920	3.0	2.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	2296.0	3498.0
100420926	2.0	1.0
22841	1296.0	1930.0
100420927	0.0	2.0
100419930	2.0	2.0
22843	68.0	182.0
10866	2395.0	3253.0
100420919	0.0	0.0
10865	2772.0	5985.0
10868	1760.0	2839.0
10867	4279.0	6313.0
10869	3597.0	5622.0
10861	223.0	281.0
101929074	43.0	59.0
10864	0.0	1.0
101929071	0.0	0.0
10863	581.0	1093.0
22813	2.0	5.0
22814	1.0	2.0
643641	931.0	1481.0
22815	0.0	1.0
22816	0.0	0.0
22818	5671.0	8779.0
10829	0.0	0.0
100419945	0.0	0.0
83849	138.0	184.0
83855	849.0	1737.0
10833	0.0	1.0
83854	32.0	42.0
83857	1099.0	1305.0
10835	0.0	1.0
83856	426.0	857.0
10834	0.0	0.0
83851	14.0	16.0
10837	0.0	0.0
100419948	0.0	1.0
83850	2007.0	1856.0
10836	0.0	1.0
100419949	0.0	0.0
83853	797.0	1619.0
10838	908.0	1196.0
83852	960.0	1601.0
124565	7513.0	12304.0
100419947	0.0	0.0
22808	2555.0	3799.0
22809	1289.0	2245.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	1.0	0.0
22822	3378.0	5692.0
22823	927.0	1389.0
22824	476.0	867.0
101929086	10.0	23.0
22826	3948.0	6121.0
22827	4790.0	8004.0
643653	0.0	0.0
22828	1521.0	2416.0
22829	207.0	309.0
112574	2144.0	3128.0
100419955	0.0	0.0
56241	27112.0	33887.0
100420946	0.0	0.0
56242	262.0	374.0
22820	7432.0	11528.0
22821	2288.0	3279.0
100419950	0.0	0.0
10844	3200.0	5209.0
83844	0.0	0.0
10846	77.0	114.0
10845	1754.0	2613.0
10848	2167.0	3303.0
56243	3821.0	4226.0
10847	7864.0	11334.0
56244	9.0	4.0
56245	7.0	14.0
10849	103.0	170.0
56246	5.0	8.0
643646	54.0	100.0
10840	85.0	202.0
10842	4.0	5.0
101929093	0.0	0.0
10841	12.0	17.0
643648	0.0	0.0
101929010	3.0	2.0
100420950	1.0	4.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	1.0
100419963	1.0	1.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	2.0	1.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	0.0	3.0
100271601	0.0	0.0
100419979	0.0	0.0
100420972	0.0	0.0
100420975	0.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	1.0	1.0
391436	0.0	0.0
161582	153.0	325.0
124599	133.0	362.0
101929052	0.0	0.0
391485	0.0	1.0
222611	22.0	70.0
100187716	0.0	0.0
391490	1.0	0.0
391496	0.0	0.0
22899	3372.0	3375.0
391462	0.0	0.0
22891	293.0	613.0
22893	2186.0	3136.0
22894	1794.0	2860.0
22895	64.0	179.0
148581	1.0	3.0
22897	1911.0	2743.0
22898	8265.0	9057.0
22890	1954.0	2800.0
391470	0.0	0.0
391472	0.0	1.0
391475	0.0	2.0
101929008	16.0	60.0
222659	4.0	7.0
440894	51.0	63.0
222658	3892.0	5758.0
102724035	0.0	0.0
100271575	0.0	1.0
100271577	2.0	4.0
100271571	0.0	1.0
81175	1.0	6.0
81176	11.0	9.0
100271570	0.0	0.0
93145	466.0	786.0
440888	0.0	0.0
222642	3.0	8.0
222643	191.0	204.0
401289	33.0	47.0
401288	14.0	25.0
401285	5.0	4.0
81166	0.0	0.0
100271564	15.0	9.0
81168	0.0	0.0
100271566	4.0	4.0
81169	0.0	0.0
81162	1.0	0.0
81163	0.0	0.0
100271563	0.0	1.0
81164	0.0	0.0
81160	0.0	0.0
391387	2.0	3.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	3.0	1.0
100271551	0.0	0.0
81198	0.0	0.0
81191	2.0	8.0
81192	0.0	0.0
81193	5.0	0.0
81194	0.0	0.0
450232	0.0	1.0
401260	0.0	0.0
220001	109.0	248.0
222662	0.0	0.0
401265	72.0	93.0
222663	127.0	187.0
220002	2023.0	3947.0
93166	663.0	1175.0
401264	238.0	419.0
220004	794.0	1287.0
100271539	0.0	0.0
401262	19.0	31.0
93164	242.0	397.0
100271547	0.0	0.0
100271549	2.0	8.0
81188	0.0	0.0
100271543	0.0	1.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	120.0	202.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1061.0	1804.0
440854	19.0	20.0
222698	35.0	60.0
222696	37.0	51.0
161497	3.0	16.0
100271529	3.0	7.0
222699	14.0	16.0
100271536	0.0	0.0
100271538	2.0	6.0
100271537	0.0	0.0
93190	507.0	978.0
283601	0.0	0.0
100271531	10.0	22.0
283600	3.0	4.0
220042	216.0	448.0
93183	608.0	889.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	2426.0	3909.0
100271525	0.0	0.0
100271526	10.0	9.0
100271521	2.0	1.0
100271520	1.0	0.0
220032	1.0	4.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	1.0
100271506	0.0	1.0
100271516	0.0	0.0
100271510	1.0	1.0
220064	809.0	1061.0
220047	0.0	1.0
100271503	0.0	0.0
10808	4007.0	7359.0
56130	64.0	105.0
10807	1053.0	1763.0
56131	123.0	375.0
56132	55.0	126.0
10809	2866.0	4443.0
220081	9.0	18.0
83756	65.0	89.0
10811	606.0	1019.0
56137	254.0	298.0
10810	840.0	1072.0
83755	0.0	0.0
56138	89.0	89.0
83758	186.0	218.0
10813	666.0	1046.0
56139	47.0	58.0
401207	182.0	233.0
220082	1.0	4.0
83757	0.0	1.0
83752	3186.0	4835.0
56133	174.0	301.0
10815	201.0	191.0
10814	24.0	128.0
56134	167.0	206.0
10817	321.0	565.0
56135	114.0	131.0
10816	0.0	0.0
283643	810.0	1940.0
56136	17.0	25.0
643535	1.0	4.0
643536	0.0	0.0
22800	1221.0	1683.0
22801	173.0	506.0
643550	3.0	2.0
22802	3.0	26.0
22803	3921.0	6261.0
440804	1.0	1.0
22806	1246.0	1268.0
22807	489.0	814.0
10819	74.0	119.0
56140	2.0	7.0
10818	1048.0	1674.0
56141	16.0	29.0
56142	42.0	37.0
56143	14.0	6.0
83737	2325.0	3486.0
220070	0.0	0.0
10822	1.0	5.0
283638	3031.0	4414.0
83744	157.0	285.0
10821	3.0	9.0
10824	6.0	7.0
83746	1810.0	2928.0
10823	0.0	0.0
83741	0.0	2.0
283635	3454.0	5204.0
10826	5846.0	7724.0
220074	957.0	1822.0
56144	31.0	96.0
10825	793.0	1389.0
56145	75.0	133.0
83740	0.0	0.0
83743	1332.0	2214.0
56146	27.0	21.0
10828	0.0	1.0
10827	896.0	1435.0
83742	3589.0	5692.0
56147	4.0	15.0
283631	0.0	1.0
10820	2.0	1.0
440836	2837.0	4845.0
643563	1.0	3.0
56154	6.0	6.0
81109	0.0	0.0
283629	91.0	104.0
56159	1.0	1.0
81115	0.0	0.0
81116	0.0	0.0
56155	67.0	219.0
283624	642.0	1251.0
102724097	34.0	65.0
256006	13.0	48.0
56156	0.0	0.0
81113	0.0	0.0
56157	1.0	0.0
56158	1.0	4.0
81114	0.0	0.0
81110	0.0	0.0
440829	5.0	4.0
440823	1538.0	1315.0
440822	2.0	0.0
56163	2.0	2.0
56164	120.0	162.0
256021	33.0	49.0
56165	25.0	32.0
83759	702.0	1170.0
56160	939.0	1456.0
10800	562.0	987.0
283617	0.0	0.0
81104	0.0	0.0
10802	1375.0	1970.0
10801	12564.0	20307.0
10804	2.0	22.0
10803	15.0	17.0
56167	0.0	0.0
10806	1547.0	2688.0
56168	0.0	0.0
56169	116.0	117.0
643582	0.0	0.0
643586	2.0	14.0
256076	589.0	845.0
401253	2.0	6.0
56171	767.0	1670.0
401251	37.0	53.0
56172	2245.0	3793.0
401250	0.0	1.0
81137	0.0	0.0
81138	0.0	0.0
83795	4.0	2.0
102724076	0.0	0.0
102724077	5.0	11.0
283688	0.0	0.0
401247	23.0	22.0
81136	0.0	0.0
283687	251.0	503.0
283685	0.0	0.0
93109	750.0	945.0
283682	10.0	24.0
100126825	0.0	0.0
93107	0.0	0.0
643596	63.0	87.0
56180	461.0	905.0
93100	1825.0	2972.0
401242	1.0	1.0
256085	0.0	0.0
56181	2086.0	3308.0
81126	0.0	0.0
81127	0.0	0.0
83787	906.0	1385.0
283677	3.0	1.0
401237	182.0	316.0
83786	1768.0	2546.0
401236	496.0	1032.0
283673	9.0	7.0
93134	1166.0	1751.0
401233	0.0	0.0
401232	96.0	155.0
256051	387.0	489.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	253.0	159.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	1.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	569.0	855.0
283659	406.0	420.0
100271587	0.0	3.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	10.0	11.0
283651	50.0	76.0
100271585	0.0	1.0
100271584	0.0	2.0
100271581	0.0	0.0
22998	18780.0	26846.0
22999	43.0	47.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	3469.0	5836.0
100151671	0.0	0.0
100151672	1.0	0.0
22992	6945.0	11055.0
22993	2271.0	3814.0
100151674	1.0	1.0
22994	900.0	1432.0
83903	57.0	102.0
22995	274.0	371.0
83902	0.0	0.0
22996	1012.0	1520.0
22997	109.0	93.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	3.0	3.0
100151684	0.0	0.0
100151685	0.0	0.0
100151681	0.0	0.0
56302	3.0	9.0
83901	0.0	0.0
342538	7.0	14.0
83900	0.0	0.0
56300	4.0	5.0
56301	5.0	4.0
124411	716.0	1083.0
22976	514.0	883.0
22977	33.0	44.0
22978	1854.0	3155.0
22979	712.0	804.0
22970	22.0	45.0
22971	602.0	994.0
22974	192.0	234.0
83932	398.0	580.0
10998	186.0	330.0
83931	4421.0	7552.0
342527	182.0	274.0
148418	48.0	84.0
83933	502.0	862.0
124404	3.0	2.0
10999	1210.0	1953.0
124401	828.0	1128.0
124402	1426.0	2023.0
83930	1932.0	2939.0
56311	1.0	4.0
10990	629.0	1684.0
100126693	10.0	15.0
10992	9347.0	14997.0
606500	0.0	0.0
10991	4.0	23.0
10994	2336.0	3892.0
10993	130.0	658.0
22987	12.0	20.0
22989	111.0	128.0
22980	6309.0	9863.0
22981	901.0	1263.0
22982	1335.0	2087.0
22983	8.0	19.0
22984	1663.0	2608.0
22985	7411.0	10486.0
22986	0.0	1.0
58986	4714.0	6963.0
148423	699.0	995.0
58985	128.0	221.0
342510	920.0	838.0
283694	0.0	0.0
283693	22.0	16.0
283692	17.0	34.0
22954	679.0	1180.0
22955	1819.0	2723.0
112487	631.0	927.0
22950	1373.0	2218.0
391524	1.0	1.0
22952	22.0	25.0
22953	37.0	48.0
391526	0.0	0.0
10975	2374.0	3586.0
83953	1.0	11.0
10978	486.0	659.0
83955	13.0	9.0
10979	4352.0	5788.0
112495	1156.0	1736.0
10970	2357.0	3221.0
56339	1831.0	2564.0
10972	11260.0	18413.0
10971	7862.0	12221.0
10974	0.0	0.0
10973	1533.0	2360.0
401409	13.0	15.0
112479	477.0	823.0
112476	341.0	420.0
391530	0.0	0.0
83939	2849.0	4787.0
56341	297.0	373.0
391533	0.0	0.0
124460	1240.0	1658.0
83935	281.0	559.0
83938	468.0	755.0
391538	0.0	2.0
83937	2528.0	4654.0
10987	2130.0	3136.0
