id	cd961e28-af13-4780-a068-35ff5548a3d2	f043e7c7-a439-422a-9424-4000d943faa9
106481680	0.0	0.0
106481681	0.0	1.0
106481686	0.0	0.0
106481687	1.0	2.0
106481684	0.0	0.0
106481685	0.0	0.0
8349	1175.0	4365.0
8365	61.0	243.0
8366	1.0	3.0
8363	2.0	6.0
8364	0.0	2.0
8369	0.0	0.0
163688	3.0	17.0
8367	1.0	15.0
8368	0.0	0.0
106481688	0.0	0.0
222223	6995.0	1656.0
106481689	0.0	0.0
8361	0.0	0.0
222229	1211.0	1599.0
8362	2.0	23.0
8360	3.0	10.0
106481693	1.0	0.0
106481694	2.0	0.0
106481691	1.0	4.0
106481692	5.0	0.0
106481697	0.0	0.0
106481698	0.0	0.0
106481695	0.0	0.0
106481696	1.0	0.0
342035	4837.0	438.0
344697	35.0	18.0
106481690	0.0	2.0
728310	0.0	0.0
285830	204.0	95.0
8379	2665.0	1863.0
93556	65.0	7.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	955.0	995.0
106481655	0.0	0.0
285834	4.0	2.0
222256	3156.0	1590.0
106481656	1.0	2.0
8372	320.0	244.0
93550	657.0	230.0
8373	5.0	1.0
106481659	0.0	0.0
8370	7.0	33.0
728315	5.0	2.0
81577	2220.0	1856.0
106481660	0.0	0.0
81578	1787.0	907.0
106481661	0.0	0.0
81579	3536.0	1323.0
81573	2211.0	1553.0
106481664	0.0	0.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	2148.0	921.0
106481662	0.0	0.0
81576	1061.0	1535.0
106481663	21.0	11.0
81570	1582.0	1202.0
100271178	0.0	1.0
81571	364.0	363.0
81572	1107.0	1523.0
645715	18.0	12.0
8387	1.0	0.0
8388	0.0	0.0
728300	5.0	6.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	1571.0	3113.0
8383	0.0	0.0
285848	26.0	36.0
8384	0.0	0.0
285849	79.0	68.0
8382	371.0	217.0
81566	2470.0	1725.0
106481671	0.0	0.0
106481672	0.0	0.0
81567	1115.0	477.0
81569	0.0	1.0
106481670	0.0	0.0
81562	2308.0	1867.0
106481675	0.0	0.0
81563	7558.0	5061.0
246243	1416.0	1004.0
100271168	4.0	5.0
106481676	0.0	0.0
106481673	0.0	0.0
81565	3449.0	2744.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	0.0	2.0
100271163	1.0	0.0
100271162	2.0	0.0
8398	484.0	1198.0
8399	89.0	59.0
8396	9394.0	3899.0
285852	2.0	2.0
645740	0.0	0.0
8390	0.0	0.0
106481635	1.0	0.0
285855	8336.0	8782.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	4177.0	3615.0
106481639	0.0	0.0
8395	2399.0	594.0
8392	0.0	0.0
106481637	0.0	3.0
106481638	0.0	0.0
100271158	0.0	0.0
106481642	32.0	25.0
106481643	0.0	0.0
246210	1.0	2.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	1.0	3.0
246213	16.0	5.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	59.0	72.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	1.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	1.0
344657	7.0	1.0
100271142	0.0	0.0
344658	1.0	0.0
100271145	0.0	0.0
645745	0.0	0.0
344653	2.0	1.0
100271141	0.0	0.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	436.0	309.0
106481614	0.0	1.0
106481611	0.0	0.0
106481612	1.0	0.0
106481617	0.0	0.0
93594	526.0	545.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	0.0
283209	1512.0	2088.0
283208	529.0	204.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	0.0
100271132	2.0	2.0
100271131	0.0	0.0
100271133	1.0	1.0
100271130	0.0	0.0
93587	402.0	386.0
645771	8.0	2.0
93589	269.0	122.0
106481624	6.0	16.0
285800	75.0	55.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	4.0	3.0
106481628	0.0	0.0
106481629	0.0	1.0
106481626	0.0	0.0
106481627	0.0	1.0
100271129	0.0	0.0
246283	0.0	0.0
246285	3.0	2.0
106481631	0.0	0.0
100271125	0.0	0.0
106481632	1.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	1398.0	1046.0
645784	87.0	10.0
100271118	0.0	1.0
100271117	0.0	2.0
100271119	0.0	3.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	6.0	18.0
643115	11.0	0.0
100271111	0.0	0.0
106481608	12.0	4.0
106481609	0.0	0.0
645798	1.0	1.0
643136	2.0	4.0
106481602	1.0	0.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	9.0	12.0
100271106	0.0	0.0
106481610	0.0	0.0
100271105	2.0	1.0
643126	0.0	0.0
199699	16.0	1.0
728393	0.0	0.0
100128899	2.0	0.0
728395	0.0	0.0
114625	2100.0	2194.0
54112	72.0	10.0
56776	83.0	11.0
283248	131.0	299.0
344729	0.0	0.0
100128894	0.0	0.0
100128893	109.0	15.0
100128890	61.0	36.0
728386	0.0	0.0
728388	0.0	0.0
100128889	1.0	0.0
100128888	3.0	0.0
114614	79.0	43.0
283238	0.0	0.0
100190800	16.0	58.0
283237	1081.0	1121.0
283236	0.0	0.0
283234	2515.0	1110.0
728381	3.0	1.0
283232	1186.0	877.0
728380	2.0	3.0
100128881	32.0	361.0
100128880	0.0	0.0
692099	605.0	271.0
114609	922.0	563.0
29128	568.0	1302.0
29123	10673.0	8535.0
344709	0.0	0.0
29122	10.0	6.0
29121	547.0	298.0
283229	1044.0	1736.0
29127	1291.0	3354.0
29126	1717.0	276.0
29125	268.0	54.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	3.0	3.0
100128867	0.0	0.0
54145	1.0	0.0
54143	0.0	0.0
283219	1111.0	1147.0
54149	2020.0	1582.0
54148	1167.0	1138.0
54147	0.0	0.0
283212	133.0	152.0
692091	0.0	0.0
692092	0.0	0.0
692093	9.0	10.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	2.0	1.0
100128857	0.0	0.0
100271093	0.0	0.0
100271092	0.0	0.0
728350	22.0	13.0
285872	3.0	4.0
100128853	0.0	0.0
29109	7625.0	2804.0
29108	2636.0	2154.0
285877	0.0	0.0
29107	774.0	1141.0
285878	0.0	0.0
29106	45.0	18.0
728358	0.0	0.0
29101	9138.0	8496.0
29100	1960.0	2096.0
29105	1999.0	2161.0
29104	1124.0	521.0
29103	4176.0	1817.0
29102	4266.0	4221.0
100271098	0.0	2.0
283284	106.0	48.0
728343	0.0	0.0
728342	6.0	14.0
100128849	0.0	0.0
728344	3.0	2.0
100271081	2.0	1.0
100128845	0.0	1.0
728340	344.0	142.0
285888	0.0	1.0
29119	42.0	1.0
107057644	16.0	3.0
29118	24.0	5.0
107057647	0.0	0.0
114655	0.0	0.0
29117	5308.0	4943.0
107057646	0.0	0.0
114657	0.0	0.0
114659	469.0	301.0
126638	2.0	11.0
54165	2867.0	3502.0
126637	0.0	3.0
29110	2562.0	1635.0
29116	3940.0	2692.0
29115	3454.0	2498.0
29114	17.0	45.0
29113	0.0	15.0
100271087	14.0	1.0
100271089	0.0	0.0
100271085	0.0	0.0
100128836	6.0	2.0
728378	3.0	2.0
728377	140.0	215.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	0.0	0.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	1724.0	2004.0
81793	87.0	78.0
81794	612.0	197.0
81796	87.0	19.0
81790	1878.0	1541.0
100271076	1.0	0.0
283267	1004.0	679.0
91107	2831.0	2402.0
100128830	16.0	2.0
81792	1369.0	1055.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	4.0	1.0
728361	7.0	11.0
100128822	285.0	288.0
728369	0.0	0.0
81786	167.0	2074.0
54187	4218.0	3662.0
81788	940.0	2055.0
81789	561.0	350.0
283257	0.0	1.0
100271065	0.0	0.0
645700	9.0	0.0
283254	333.0	298.0
126695	817.0	1992.0
148003	0.0	0.0
378108	5.0	22.0
151649	33.0	7.0
151648	99.0	154.0
151647	5.0	0.0
151645	29.0	32.0
200909	1.0	0.0
200916	879.0	1054.0
148014	13.0	12.0
151658	0.0	1.0
151651	631.0	207.0
56704	1160.0	1478.0
148022	1807.0	2421.0
126669	5772.0	894.0
126668	287.0	46.0
100126297	0.0	0.0
100126299	0.0	0.0
100126296	1.0	0.0
200931	224.0	1515.0
200933	1309.0	2241.0
126661	99.0	127.0
56729	1094.0	147.0
283298	4134.0	470.0
283297	0.0	0.0
136051	601.0	930.0
138639	850.0	362.0
692076	0.0	2.0
391121	0.0	0.0
391120	0.0	0.0
391123	21.0	19.0
200942	2318.0	1443.0
440577	14.0	15.0
440574	2258.0	1703.0
56731	3891.0	4980.0
100126270	4.0	4.0
692084	0.0	0.0
692085	0.0	0.0
692086	5.0	20.0
138649	44.0	36.0
200959	1.0	0.0
200958	802.0	11788.0
391135	0.0	6.0
440567	53.0	100.0
391139	11.0	17.0
440563	0.0	0.0
440561	0.0	0.0
151613	1408.0	1145.0
692072	0.0	0.0
692075	7.0	4.0
692057	0.0	0.0
692058	1.0	0.0
124056	0.0	1.0
81706	3184.0	4832.0
391104	0.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	15344.0	1754.0
391109	0.0	0.0
440595	169.0	124.0
56751	0.0	0.0
692063	0.0	0.0
8402	5266.0	3743.0
391110	0.0	0.0
8403	5.0	0.0
391112	0.0	0.0
124045	507.0	609.0
391114	15.0	1.0
124044	663.0	712.0
391115	0.0	0.0
440585	714.0	655.0
391117	0.0	0.0
440584	24.0	52.0
391119	0.0	0.0
54101	1909.0	7760.0
151636	11744.0	7963.0
440590	6.0	187.0
54103	4157.0	1360.0
54102	6127.0	3257.0
54108	2857.0	2994.0
54107	4333.0	6586.0
54106	5.0	0.0
692053	0.0	1.0
391040	2.0	3.0
645683	11.0	8.0
8410	0.0	0.0
645682	1.0	3.0
645688	6.0	5.0
391044	1.0	1.0
645687	5.0	7.0
8411	5259.0	2798.0
645686	0.0	0.0
8412	2840.0	1185.0
391045	6.0	0.0
440533	1.0	0.0
8406	3010.0	497.0
8407	103039.0	68722.0
8404	65529.0	8529.0
8405	6930.0	3410.0
8408	3149.0	4409.0
8409	2669.0	2954.0
391051	1.0	0.0
8420	459.0	1003.0
645694	6.0	0.0
391053	0.0	6.0
645693	25.0	21.0
643031	1.0	1.0
8424	50.0	165.0
8425	54116.0	18269.0
643037	90.0	77.0
163589	33.0	10.0
643034	0.0	0.0
440525	119.0	103.0
391059	706.0	885.0
645691	5.0	5.0
163590	9034.0	5614.0
8417	7705.0	2942.0
8418	1741.0	1769.0
8416	479.0	574.0
8419	3.0	0.0
8431	250.0	62.0
8435	7.0	5.0
8436	19601.0	2821.0
8433	3.0	1.0
8434	3856.0	410.0
391026	0.0	0.0
440556	262.0	35.0
440560	0.0	0.0
8428	5961.0	6348.0
8427	2437.0	3042.0
103157000	0.0	0.0
8443	4291.0	3838.0
8440	4229.0	4120.0
8446	1389.0	2387.0
8447	1522.0	1142.0
8444	512.0	646.0
8445	2733.0	1932.0
391037	9.0	2.0
391039	3.0	6.0
643050	0.0	0.0
285905	15.0	25.0
285908	221.0	660.0
8439	3528.0	2896.0
8437	73.0	1313.0
8438	131.0	386.0
8453	3201.0	2515.0
8454	6054.0	4805.0
8451	7576.0	4746.0
8452	6257.0	5054.0
8458	1531.0	1542.0
8455	9791.0	6787.0
8456	32.0	820.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	6126.0	5230.0
106481583	0.0	0.0
106481584	0.0	1.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	41.0	152.0
8449	3692.0	3455.0
106481580	0.0	0.0
8464	523.0	317.0
8462	3951.0	1583.0
8463	3503.0	2399.0
8468	4.0	5.0
391099	0.0	0.0
8467	16455.0	5942.0
342184	2734.0	1182.0
246312	0.0	0.0
106481589	0.0	0.0
8460	1817.0	1638.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	56.0	50.0
106481599	1.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	5318.0	3689.0
106481590	0.0	0.0
106481591	4.0	0.0
8476	8642.0	4776.0
8473	7480.0	6393.0
440519	103.0	121.0
440518	0.0	0.0
8479	1986.0	1088.0
440515	1084.0	812.0
8477	1268.0	268.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	2.0	0.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	7.0	1.0
8470	4948.0	3076.0
106481561	0.0	0.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	1.0	3.0
106481563	0.0	0.0
106481564	0.0	1.0
391073	1.0	1.0
8487	416.0	528.0
8484	0.0	0.0
391075	0.0	0.0
440508	10.0	10.0
391077	1.0	0.0
391076	0.0	1.0
8488	2.0	5.0
440503	235.0	189.0
8489	4.0	2.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	837.0	549.0
8483	948.0	161.0
8480	1876.0	3113.0
8481	1724.0	2054.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	1.0	0.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	81.0	60.0
8497	103.0	120.0
728431	215.0	232.0
8498	5476.0	4664.0
728430	0.0	3.0
100128934	0.0	0.0
8495	2230.0	3379.0
8496	8696.0	3385.0
91012	3080.0	2332.0
100128936	93.0	86.0
728432	0.0	0.0
100128930	1.0	2.0
8499	159.0	9.0
106481536	0.0	0.0
8490	19506.0	3271.0
106481537	0.0	0.0
285954	25.0	5.0
285955	14.0	18.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1964.0	874.0
54075	0.0	0.0
101669766	18.0	14.0
728434	0.0	0.0
91010	9418.0	1744.0
285958	879.0	1252.0
101669767	0.0	0.0
8491	3155.0	2744.0
106481538	0.0	0.0
8492	3338.0	2779.0
54072	1.0	0.0
106481539	0.0	0.0
101669762	38.0	670.0
106481540	0.0	0.0
101669763	1.0	0.0
101669764	0.0	0.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	124.0	462.0
100271056	0.0	0.0
100271050	9.0	6.0
100271053	0.0	1.0
93664	5390.0	1957.0
100128923	1.0	0.0
93663	10652.0	3465.0
285961	9.0	3.0
93668	0.0	0.0
285962	127.0	190.0
106481547	0.0	0.0
54082	38.0	9.0
106481548	0.0	0.0
285965	118.0	20.0
285966	559.0	525.0
106481545	1.0	3.0
106481546	0.0	0.0
93661	0.0	3.0
100128927	2014.0	2311.0
54084	33.0	12.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	19090.0	11763.0
106481551	0.0	0.0
54089	0.0	3.0
81689	2269.0	1759.0
54088	5.0	7.0
106481554	0.0	0.0
100271047	0.0	1.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	7.0	0.0
106481553	0.0	0.0
93659	1.0	2.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	6014.0	6382.0
342132	234.0	247.0
285971	848.0	789.0
285972	229.0	31.0
285973	84.0	217.0
100128911	0.0	0.0
728450	0.0	0.0
54093	948.0	1111.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	1.0	2.0
106481513	3.0	1.0
54097	866.0	1023.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	843.0	297.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	4.0	11.0
54098	0.0	0.0
246330	1774.0	685.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	8.0	6.0
100271033	34.0	22.0
645619	0.0	1.0
100271031	6.0	7.0
344787	274.0	78.0
100128902	0.0	0.0
728441	40.0	27.0
100128903	0.0	0.0
222389	1331.0	207.0
106481525	3.0	2.0
106481526	1.0	1.0
285987	3.0	99.0
106481523	0.0	0.0
285989	526.0	458.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	10.0	4.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	0.0	0.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	347.0	1002.0
91056	3419.0	2335.0
645641	0.0	0.0
91050	2191.0	689.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	375.0	5606.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	2.0	7.0
106481503	0.0	0.0
106481504	1.0	2.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	2.0	1.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	3.0	10.0
283316	813.0	184.0
106481510	0.0	0.0
106481511	0.0	0.0
100271003	4.0	4.0
283314	258.0	302.0
100271006	0.0	0.0
283310	35.0	19.0
344758	2.0	2.0
100271001	0.0	0.0
344752	18.0	5.0
728411	319.0	376.0
728410	0.0	0.0
643003	2.0	3.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	0.0	3.0
728409	2.0	0.0
283303	1.0	0.0
344741	0.0	2.0
728400	0.0	0.0
645676	78.0	173.0
285941	0.0	2.0
728405	0.0	0.0
285943	559.0	309.0
728407	103.0	139.0
728402	1.0	1.0
728403	0.0	0.0
643008	112.0	443.0
645668	3.0	1.0
100506658	3404.0	1163.0
100506655	8.0	5.0
81849	1840.0	153.0
56890	906.0	667.0
56891	1.0	0.0
100506650	0.0	0.0
81846	4354.0	2887.0
81847	3479.0	1695.0
81848	7301.0	2388.0
56896	1.0	1.0
56897	3807.0	4951.0
81853	2694.0	2234.0
56898	2135.0	865.0
81855	7297.0	3403.0
56899	153.0	12.0
56892	7289.0	2837.0
56893	4461.0	3371.0
121275	0.0	1.0
121278	2.0	3.0
56894	10878.0	8519.0
81850	0.0	0.0
145249	4.0	2.0
56895	1713.0	487.0
81851	0.0	0.0
649137	3.0	1.0
81839	3330.0	4068.0
121274	2465.0	2228.0
121273	17.0	721.0
145264	8.0	2.0
121270	0.0	0.0
145258	4.0	1.0
121268	85.0	113.0
81844	10271.0	5044.0
145259	5.0	4.0
133283	300.0	203.0
375593	10.0	20.0
100506649	176.0	206.0
100506673	0.0	0.0
121260	2891.0	1440.0
145270	308.0	338.0
100506671	1.0	0.0
81875	2918.0	4087.0
81876	18487.0	17471.0
81870	0.0	0.0
81871	0.0	0.0
121256	135.0	0.0
81872	0.0	0.0
81873	2873.0	3425.0
387597	357.0	56.0
100506668	869.0	766.0
160897	1205.0	721.0
649159	0.0	0.0
145282	884.0	836.0
387590	1423.0	212.0
81856	866.0	572.0
81857	3965.0	4191.0
100506660	20.0	78.0
81858	3756.0	3506.0
135886	28.0	102.0
147872	48.0	17.0
81889	1561.0	2163.0
145200	62.0	27.0
81892	1127.0	1397.0
81893	4.0	8.0
81894	1818.0	2519.0
81890	1156.0	1927.0
135892	7.0	7.0
649179	19.0	0.0
100506600	18.0	43.0
613126	18.0	8.0
81887	2990.0	2734.0
81888	815.0	401.0
145216	2.0	9.0
338591	0.0	0.0
649186	0.0	2.0
338596	955.0	361.0
338599	0.0	0.0
169200	3502.0	2518.0
145226	20.0	29.0
100506637	138.0	88.0
160857	256.0	191.0
160851	2807.0	2157.0
91227	20.0	3.0
157206	5.0	6.0
100506622	23.0	10.0
100856809	0.0	0.0
338588	0.0	3.0
145241	1.0	1.0
91219	3.0	1.0
650172	1.0	0.0
102724678	3.0	4.0
338579	3.0	1.0
326591	894.0	598.0
255738	3293.0	400.0
338567	0.0	0.0
102724668	13.0	13.0
255743	25860.0	3261.0
56829	6346.0	4152.0
326586	0.0	0.0
102724655	0.0	0.0
554250	1.0	0.0
554251	332.0	237.0
338557	1996.0	175.0
56832	0.0	0.0
56833	2827.0	1236.0
56834	1840.0	2017.0
554235	23.0	13.0
554236	14.0	2.0
56849	405.0	78.0
255725	2.0	0.0
56848	1139.0	1718.0
56852	1056.0	620.0
56853	51.0	36.0
102724631	0.0	0.0
56850	4388.0	3617.0
56851	4466.0	3119.0
100820829	1208.0	188.0
101243555	8.0	0.0
196872	126.0	165.0
8501	965.0	402.0
8502	6856.0	8363.0
8500	6070.0	3639.0
253128	7.0	5.0
664701	243.0	146.0
255783	719.0	586.0
54207	12.0	9.0
54206	5516.0	4605.0
54205	6060.0	7374.0
664709	28.0	17.0
54209	2334.0	1187.0
196883	1736.0	564.0
8512	187.0	36.0
8513	0.0	0.0
8510	31.0	12.0
8511	3.0	28.0
54210	9345.0	1248.0
81831	876.0	1548.0
81832	3.0	1.0
81833	0.0	0.0
54212	0.0	0.0
170261	69.0	14.0
8505	1725.0	1585.0
8506	1347.0	568.0
8503	4433.0	3911.0
8504	1064.0	1141.0
8509	216.0	144.0
8507	5516.0	3963.0
255758	147.0	707.0
8508	3464.0	5520.0
8520	3170.0	3367.0
8521	1.0	7.0
169270	233.0	318.0
8522	12530.0	1720.0
102724605	0.0	0.0
554282	9.0	21.0
56886	11068.0	6274.0
54221	21.0	19.0
56888	4385.0	4631.0
554279	2.0	10.0
664722	0.0	2.0
56882	9078.0	17999.0
664721	42.0	38.0
255762	14.0	5.0
56884	0.0	2.0
8516	14088.0	819.0
8517	562.0	503.0
8514	6918.0	1981.0
8515	660.0	118.0
56889	20900.0	15173.0
8518	3880.0	2893.0
8519	5730.0	5899.0
8530	936.0	217.0
326624	875.0	271.0
8531	13684.0	22783.0
326625	2362.0	1884.0
8534	319.0	164.0
326628	0.0	0.0
8535	1324.0	1706.0
326627	3.0	2.0
8532	66.0	49.0
8533	3586.0	3120.0
8527	4748.0	1438.0
8528	675.0	140.0
8525	4883.0	5602.0
8526	871.0	321.0
8529	1.0	3.0
8541	455.0	642.0
326613	0.0	3.0
8542	18087.0	31025.0
326615	0.0	0.0
8540	7322.0	3576.0
326614	0.0	0.0
8545	8562.0	3187.0
326617	0.0	0.0
8546	6168.0	3514.0
326616	2.0	2.0
8543	5381.0	8029.0
8544	898.0	2719.0
253175	0.0	0.0
554300	3.0	0.0
8538	86.0	3413.0
8539	8797.0	8101.0
8536	665.0	167.0
8537	638.0	4722.0
8552	36.0	36.0
8553	11664.0	13948.0
8550	2707.0	2118.0
326603	3.0	0.0
8551	0.0	0.0
8556	1055.0	871.0
326606	0.0	0.0
8557	98.0	29.0
8554	6216.0	2887.0
8555	2378.0	2349.0
326607	0.0	0.0
326609	1.0	1.0
255798	1.0	3.0
8549	167.0	36.0
8547	4239.0	1618.0
8548	1822.0	1733.0
101409261	11.0	4.0
326611	5.0	0.0
8563	2214.0	2156.0
8564	854.0	231.0
8562	4267.0	5065.0
8567	6140.0	4106.0
8568	1645.0	2466.0
8565	8891.0	7300.0
8566	20848.0	9197.0
253152	48.0	599.0
8560	7397.0	3091.0
100132031	0.0	1.0
100132036	0.0	0.0
253143	4825.0	4611.0
8558	2290.0	3365.0
8559	825.0	756.0
8574	2876.0	2668.0
8575	3119.0	2139.0
8572	1141.0	2271.0
8573	6190.0	4733.0
8578	3416.0	945.0
8576	1976.0	2295.0
8577	0.0	1.0
554354	0.0	1.0
8570	11945.0	15466.0
123811	2286.0	2347.0
8569	3388.0	2669.0
8585	0.0	0.0
8586	0.0	0.0
101928770	7.0	2.0
8583	0.0	0.0
101928773	0.0	0.0
8587	0.0	0.0
8588	0.0	0.0
101928776	0.0	1.0
8581	203.0	5852.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	2.0
101409258	18.0	14.0
101409257	5.0	2.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	2036.0	1270.0
8596	0.0	0.0
101928781	5.0	1.0
8594	0.0	0.0
8595	0.0	0.0
101928784	14.0	11.0
8590	0.0	0.0
8591	0.0	0.0
100132066	1.0	2.0
100421113	0.0	0.0
100421114	0.0	1.0
101928790	0.0	0.0
101928795	0.0	0.0
253190	84.0	116.0
100132073	0.0	0.0
100132074	65.0	178.0
100132079	1.0	0.0
554313	0.0	0.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	17.0	17.0
100421125	0.0	0.0
91133	884.0	133.0
100421129	3.0	2.0
91137	5147.0	2251.0
101928720	3.0	2.0
375519	49.0	37.0
100856810	0.0	0.0
100421136	14.0	4.0
100421137	2.0	0.0
101928734	1.0	0.0
91120	281.0	187.0
101928736	51.0	84.0
147837	240.0	137.0
100421131	9.0	3.0
100421133	0.0	0.0
91156	117.0	9.0
100421146	0.0	0.0
160824	0.0	0.0
100421148	20.0	4.0
101928744	1.0	0.0
91151	143.0	177.0
147841	182.0	620.0
100421143	0.0	0.0
91149	0.0	1.0
101928752	0.0	0.0
91147	1242.0	880.0
387509	4875.0	8159.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	2151.0	630.0
100506574	3.0	2.0
399520	9.0	8.0
100421178	1.0	0.0
100506564	0.0	8.0
121227	2789.0	4604.0
387521	3609.0	5638.0
387522	6.0	5.0
100421172	11.0	5.0
100421175	0.0	0.0
100421177	0.0	0.0
100506599	118.0	160.0
100856877	0.0	0.0
100421189	1.0	2.0
100856878	0.0	4.0
121214	0.0	1.0
387559	0.0	0.0
123876	2.0	0.0
123872	1053.0	1012.0
100421180	0.0	0.0
147808	499.0	744.0
100421185	0.0	0.0
147804	638.0	482.0
123879	2376.0	956.0
147807	809.0	880.0
100421188	0.0	0.0
375567	223.0	12.0
399512	714.0	359.0
399511	201.0	187.0
91181	21.0	13.0
448990	7.0	4.0
101928715	1.0	2.0
100506581	58.0	68.0
100856881	0.0	0.0
100506775	9.0	8.0
100506779	111.0	35.0
160762	1.0	1.0
93953	42.0	29.0
104326057	0.0	0.0
399687	7849.0	3836.0
104326058	0.0	0.0
100506776	326.0	59.0
348094	618.0	337.0
160760	4692.0	5569.0
348093	426.0	96.0
387695	7.0	2601.0
104326055	13.0	7.0
93948	1.0	3.0
399693	285.0	176.0
104326053	0.0	0.0
399694	124.0	341.0
104326054	0.0	0.0
104326051	1.0	5.0
104326052	15.0	1.0
133150	0.0	2.0
399697	0.0	0.0
100506765	0.0	0.0
387694	198.0	28.0
102724706	0.0	0.0
54361	507.0	1330.0
54360	107.0	45.0
54363	3.0	0.0
387684	0.0	1.0
147798	4937.0	6848.0
159770	0.0	0.0
100506769	1.0	2.0
93973	2359.0	1162.0
399668	1499.0	484.0
100506795	55.0	10.0
399669	114.0	258.0
399664	1104.0	2915.0
399666	0.0	0.0
93974	3705.0	4254.0
399665	6046.0	9319.0
100506791	0.0	2.0
81993	7.0	5.0
399671	62.0	53.0
399670	761.0	52.0
160777	297.0	676.0
91300	4785.0	6739.0
100506783	3.0	1.0
91304	6910.0	8062.0
100506787	1.0	0.0
100293948	0.0	3.0
204219	7.0	1655.0
121130	0.0	1.0
145165	13.0	11.0
54386	5518.0	3664.0
123787	1.0	0.0
