id	42646557-ce36-4faf-9340-ceb3fc0e969a	6976923e-a954-4ba0-9d1d-f97d7373ba48
106481004	0.0	1.0
106481005	1.0	0.0
143884	1378.0	649.0
116236	1323.0	1553.0
106481002	0.0	0.0
106481003	1.0	0.0
10198	930.0	1393.0
10197	5162.0	7983.0
143888	4528.0	2726.0
10199	2015.0	2304.0
128209	42.0	2.0
346689	153.0	412.0
319087	0.0	0.0
344022	1.0	1.0
319089	145.0	8.0
153201	3.0	2.0
319085	4.0	1.0
106481008	1.0	0.0
106481009	0.0	0.0
58189	528.0	34.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	13.0	5.0
728962	0.0	1.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	297.0	165.0
106481010	2.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	772.0	999.0
106481013	0.0	0.0
116224	2159.0	2045.0
106481014	11.0	5.0
344018	6.0	0.0
645108	1.0	0.0
58190	13579.0	3607.0
346673	1.0	0.0
10170	489.0	926.0
645121	43.0	8.0
58191	10559.0	2491.0
645120	1.0	0.0
10172	388.0	269.0
10171	713.0	568.0
645126	25.0	2.0
10174	12161.0	4107.0
728911	0.0	0.0
728913	343.0	329.0
128272	1219.0	1186.0
100033407	5.0	0.0
100033409	0.0	0.0
10175	5556.0	6069.0
10178	147.0	25.0
10179	1765.0	791.0
10181	7509.0	1642.0
10180	7587.0	1570.0
645136	1.0	0.0
10184	6955.0	1800.0
116285	86.0	6.0
100033418	2.0	2.0
202861	0.0	1.0
100033419	0.0	0.0
100033414	0.0	0.0
100033415	0.0	0.0
100033416	8.0	2.0
100033417	0.0	0.0
10187	0.0	4.0
10186	8561.0	712.0
10189	1953.0	3290.0
645129	2.0	3.0
10188	4407.0	3323.0
100033413	0.0	0.0
645145	0.0	0.0
346653	118.0	30.0
645142	1.0	0.0
10150	9271.0	2109.0
10152	5939.0	1878.0
10151	6.0	6.0
200205	918.0	539.0
728933	0.0	0.0
202865	0.0	0.0
728931	7.0	12.0
100873817	2.0	0.0
100873816	0.0	3.0
100128390	2.0	1.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	1091.0	218.0
728929	0.0	0.0
100873818	0.0	0.0
10154	2669.0	882.0
10153	2704.0	4528.0
10156	110.0	13.0
10155	12959.0	16564.0
10158	2378.0	931.0
100873813	0.0	0.0
10157	2166.0	653.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	10915.0	8133.0
131870	3468.0	1949.0
10161	3027.0	729.0
10160	7863.0	3471.0
10163	18509.0	19068.0
131873	3656.0	14.0
645158	69.0	49.0
10162	1830.0	1353.0
728921	4.0	0.0
128240	2910.0	4789.0
728920	6.0	3.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	0.0	3.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	10.0	2.0
100873807	0.0	0.0
10165	1641.0	1968.0
10164	13.0	45.0
128239	264.0	2102.0
10166	212.0	354.0
10169	20747.0	11785.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	1364.0	860.0
100873801	0.0	0.0
100128385	22.0	10.0
100287755	10.0	32.0
165257	10.0	0.0
200232	8.0	2.0
100287745	13.0	8.0
1503	1171.0	1766.0
1501	251.0	0.0
1500	27644.0	21283.0
1509	103398.0	28689.0
1508	105106.0	111781.0
1506	5.0	1.0
1504	1.0	0.0
1514	11286.0	6928.0
1513	3704.0	1222.0
1512	53952.0	2401.0
1511	100.0	120.0
1510	11988.0	19.0
346606	0.0	0.0
1519	5886.0	1012.0
1518	10.0	0.0
1517	5.0	0.0
1515	37.0	2916.0
100287725	10.0	3.0
100287722	54.0	5.0
1525	3047.0	4454.0
1524	938.0	249.0
1523	9889.0	10854.0
1522	25438.0	8972.0
1521	776.0	142.0
1520	27304.0	3928.0
200261	6.0	0.0
1528	14923.0	1098.0
1527	0.0	0.0
100287718	391.0	0.0
728992	19.0	15.0
100287715	0.0	3.0
728990	1.0	0.0
165215	898.0	3930.0
728996	0.0	1.0
1536	15511.0	3320.0
1535	6553.0	2220.0
1534	6525.0	3067.0
1539	0.0	0.0
1538	0.0	0.0
1537	3403.0	5757.0
100287708	0.0	0.0
153222	3675.0	1190.0
1550	0.0	0.0
1545	1728.0	1820.0
1544	31.0	0.0
1543	4.0	0.0
1540	4441.0	2727.0
1549	8.0	0.0
1548	69.0	6.0
1558	65.0	2.0
1557	0.0	0.0
1556	8631.0	10.0
200298	85.0	8.0
1555	4.0	5.0
1553	30.0	3.0
1551	57.0	5.0
1559	39.0	17.0
153241	2217.0	976.0
1572	358.0	1.0
1571	82.0	4.0
1568	34.0	11.0
1565	77.0	54.0
1564	38.0	19.0
1562	94.0	329.0
100131828	0.0	1.0
1583	48.0	2.0
1582	19.0	1.0
1581	7.0	0.0
1580	20565.0	2.0
1579	12.0	1.0
1577	246.0	179.0
1576	8.0	5.0
1573	279.0	35.0
285203	4817.0	1302.0
1594	103.0	80.0
285205	12.0	0.0
1593	13652.0	588.0
1592	11.0	3198.0
1591	231.0	27.0
1590	8.0	3.0
10307	854.0	175.0
1589	9.0	1.0
1588	24.0	53.0
10309	178.0	103.0
1587	0.0	0.0
1586	61.0	1.0
10308	1021.0	1279.0
1585	0.0	0.0
1584	0.0	0.0
100131842	4.0	0.0
10301	265.0	703.0
100131846	5.0	0.0
10300	1578.0	1171.0
10302	1083.0	1087.0
100287692	0.0	0.0
1596	0.0	0.0
1595	435.0	458.0
100131855	0.0	0.0
285220	7.0	27.0
285224	0.0	0.0
101180898	0.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	865.0	17.0
100131874	3.0	1.0
100131879	0.0	0.0
442590	34.0	10.0
100131881	0.0	0.0
100131893	1.0	0.0
100131897	22.0	5.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	9369.0	951.0
10371	394.0	632.0
100873839	0.0	0.0
100873838	1.0	0.0
100873837	2.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	16410.0	16458.0
100128252	601.0	40.0
100873835	0.0	0.0
285282	1604.0	1331.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	0.0
100873832	0.0	0.0
10379	459.0	102.0
285286	30.0	3.0
10381	50.0	64.0
10380	2104.0	1138.0
10383	17614.0	21297.0
10382	7.0	93.0
118813	1759.0	536.0
102466906	5.0	0.0
118812	396.0	93.0
100885800	0.0	1.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	1.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	0.0
10385	1982.0	353.0
100873820	0.0	0.0
10384	3865.0	469.0
10389	120.0	261.0
100873824	3.0	1.0
10388	387.0	163.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	6.0	1.0
645065	0.0	0.0
100128237	1.0	1.0
10350	1132.0	110.0
102466918	0.0	0.0
442582	334.0	198.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	143.0	89.0
10352	971.0	792.0
100873853	2.0	0.0
10351	4314.0	224.0
100873852	0.0	0.0
10354	734.0	664.0
100873851	0.0	0.0
100873850	1.0	0.0
10356	5.0	0.0
790952	2.0	22.0
100873857	0.0	0.0
10355	4.0	1.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	54.0	30.0
790955	527.0	347.0
100873854	0.0	0.0
131831	12.0	4.0
100128227	6.0	1.0
10361	115.0	11.0
10360	622.0	709.0
645073	0.0	0.0
442572	6.0	4.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	2236.0	1362.0
100873842	0.0	0.0
10362	3251.0	1843.0
100873841	0.0	0.0
10365	2746.0	148.0
100873840	0.0	0.0
10367	4467.0	1209.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	0.0	4.0
10368	0.0	1.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	4.0	7.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	1202.0	606.0
100128217	0.0	0.0
503838	4.0	2.0
503837	0.0	0.0
503834	2.0	0.0
645084	7.0	14.0
503835	3.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	1.0	1.0
503840	0.0	0.0
100885850	1.0	9.0
116211	57.0	110.0
100873875	0.0	0.0
10330	1275.0	784.0
100873874	0.0	0.0
10332	7.0	0.0
100873873	0.0	0.0
10331	139.0	211.0
100873872	0.0	0.0
100873879	2.0	0.0
10333	417.0	731.0
100873878	0.0	0.0
10336	5287.0	1856.0
100873877	0.0	0.0
10335	1764.0	642.0
285242	3.0	6.0
100885848	27.0	37.0
100873860	2.0	0.0
118856	16.0	1.0
645094	20.0	9.0
10349	433.0	50.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	14.0	1.0
10340	0.0	0.0
10343	29.0	40.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	5316.0	7035.0
100873861	0.0	1.0
100131801	1046.0	410.0
10345	1.0	194.0
10344	3.0	35.0
100873867	0.0	0.0
10347	1416.0	896.0
100873866	0.0	0.0
10346	8906.0	1031.0
100873865	2.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	8.0	4.0
10316	231.0	6.0
10318	10924.0	5274.0
10317	70.0	5.0
10319	14648.0	231.0
100873897	0.0	0.0
100131810	2.0	0.0
100873896	6.0	0.0
100873895	0.0	0.0
100873894	11.0	17.0
10312	7124.0	1382.0
10311	4193.0	1312.0
100131814	37.0	3.0
10314	4672.0	4948.0
100873899	2.0	2.0
10313	11773.0	5827.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	198.0	60.0
285267	411.0	257.0
100873882	2.0	3.0
285268	2215.0	928.0
100873881	0.0	0.0
100873880	0.0	0.0
202915	354.0	884.0
100885864	0.0	0.0
100885866	76.0	52.0
102466967	0.0	0.0
10327	7324.0	3442.0
10326	1232.0	50.0
10329	961.0	1259.0
10328	1351.0	990.0
442523	10.0	1.0
442524	69.0	106.0
442525	8.0	35.0
100873886	0.0	0.0
100873885	0.0	0.0
10321	71.0	163.0
100873884	0.0	0.0
10320	2506.0	568.0
100873883	0.0	0.0
100131823	2.0	0.0
10322	1403.0	1684.0
100873889	0.0	0.0
100131825	31.0	0.0
10325	1097.0	661.0
100873888	3.0	2.0
100131827	379.0	41.0
100873887	2.0	3.0
10324	58.0	6.0
344178	0.0	0.0
102466972	0.0	0.0
116135	7.0	1.0
102466985	0.0	0.0
344167	7.0	261.0
102466984	0.0	0.0
128102	14.0	1.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	2739.0	2031.0
116123	0.0	71.0
102466995	2.0	0.0
116113	4326.0	3509.0
83259	5.0	0.0
116115	812.0	821.0
344148	3726.0	274.0
128153	352.0	51.0
645001	8.0	3.0
10291	10250.0	8355.0
645000	12.0	4.0
10290	227.0	539.0
10293	140.0	242.0
10295	2842.0	1497.0
10294	4460.0	4303.0
100128292	21.0	31.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	1.0	0.0
116179	0.0	1.0
100873919	1.0	0.0
100873918	1.0	0.0
100873917	0.0	1.0
10297	175.0	54.0
10296	3696.0	1513.0
100128299	7.0	0.0
10299	8962.0	9653.0
10298	2149.0	2529.0
100873912	51.0	7.0
100873911	0.0	0.0
116173	20.0	1.0
100873910	0.0	0.0
645015	5.0	12.0
200315	118.0	1238.0
200316	440.0	739.0
200312	879.0	892.0
100873904	0.0	0.0
100873902	40.0	10.0
100873909	3.0	1.0
100873907	9.0	2.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	20.0	19.0
100873900	0.0	0.0
645024	0.0	1.0
100775107	28.0	5.0
10270	2190.0	1568.0
645027	59.0	7.0
10273	1601.0	954.0
100775104	1.0	6.0
10272	3860.0	787.0
100008586	0.0	0.0
116149	20.0	17.0
100873938	0.0	0.0
100873937	0.0	0.0
116154	243.0	50.0
100873935	1.0	0.0
116159	4571.0	199.0
100873939	0.0	0.0
100873930	5.0	2.0
10274	2601.0	2377.0
10277	4726.0	2825.0
10276	4208.0	9261.0
10279	723.0	388.0
100873934	17.0	1.0
10278	1096.0	2338.0
100873933	0.0	0.0
116151	4941.0	4238.0
100873932	2.0	0.0
116150	2448.0	1156.0
100128275	0.0	1.0
10280	1926.0	1233.0
10282	1237.0	858.0
10281	0.0	0.0
10284	6888.0	3433.0
647696	0.0	0.0
10283	1365.0	681.0
116138	6401.0	4573.0
645030	3.0	0.0
1602	1782.0	481.0
1601	14990.0	1964.0
100873926	0.0	0.0
1600	11.0	20.0
100128260	1.0	0.0
116143	118.0	94.0
100873924	12.0	1.0
100873929	1.0	2.0
100873928	4.0	4.0
10286	1769.0	1763.0
10285	1960.0	1270.0
1609	1483.0	548.0
100128266	4.0	1.0
1608	317.0	1374.0
10288	1448.0	365.0
1607	14.0	57.0
10287	1513.0	639.0
1606	1689.0	3499.0
100873923	5.0	1.0
10289	2435.0	1214.0
1605	11846.0	6332.0
100128262	9.0	16.0
100873922	1.0	1.0
1604	15015.0	6935.0
100873921	2.0	0.0
1603	7386.0	3326.0
100128264	0.0	0.0
100873920	2.0	0.0
100287639	2.0	1.0
319133	49.0	13.0
319134	11.0	12.0
100287635	3.0	3.0
319130	8.0	4.0
319139	1.0	0.0
319135	5.0	2.0
100287630	0.0	0.0
319136	0.0	0.0
552891	0.0	1.0
319138	3.0	1.0
1613	2733.0	870.0
200350	5.0	5.0
1612	11660.0	1294.0
1611	10531.0	4069.0
165140	153.0	17.0
1610	11.0	1.0
552889	8536.0	7262.0
1618	2.0	0.0
1617	0.0	0.0
1616	3814.0	1833.0
1615	6788.0	8865.0
319142	0.0	0.0
319143	19.0	10.0
319144	0.0	1.0
319145	3.0	0.0
100287625	1.0	0.0
1624	3.0	0.0
1623	0.0	0.0
1622	8675.0	9141.0
1621	153.0	6.0
1620	14.0	5.0
1629	2124.0	2481.0
552879	1.0	1.0
1628	937.0	543.0
1627	6116.0	2346.0
319111	5.0	1.0
128178	90.0	154.0
319112	18.0	3.0
100287616	153.0	350.0
393046	0.0	0.0
319117	7.0	2.0
319118	0.0	0.0
319114	4.0	3.0
1635	4610.0	2648.0
200373	1976.0	1.0
1634	84932.0	7745.0
1633	2039.0	1512.0
1632	1417.0	1122.0
552860	11.0	48.0
1630	520.0	12.0
1639	12039.0	6713.0
1638	18.0	5.0
1636	17403.0	839.0
319122	15.0	10.0
319123	1.0	0.0
100287603	8.0	0.0
319128	10.0	7.0
319129	3.0	8.0
1646	364.0	48397.0
1645	1913.0	63160.0
1644	79.0	78.0
1643	2445.0	1623.0
85824	14.0	48.0
1642	15293.0	12400.0
1641	0.0	0.0
552859	0.0	0.0
1649	831.0	1631.0
1647	1411.0	987.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	9.0	2.0
1660	11528.0	12830.0
1657	3077.0	1661.0
1656	11461.0	7168.0
1655	56938.0	22854.0
1654	21102.0	20847.0
1653	6648.0	9635.0
1652	785.0	1432.0
346708	0.0	0.0
1650	11888.0	7866.0
346702	24.0	3.0
1659	3708.0	3927.0
319100	0.0	0.0
319101	4.0	0.0
1671	0.0	0.0
1670	1.0	0.0
319103	0.0	1.0
1668	11.0	1.0
1667	0.0	0.0
1666	3649.0	1212.0
1665	7905.0	5977.0
1663	281.0	693.0
1662	1391.0	1155.0
1661	11.0	2.0
1669	3.0	0.0
1678	237.0	421.0
1677	464.0	136.0
1676	4579.0	1877.0
1675	3716.0	164.0
1674	1454.0	10.0
1673	2.0	40.0
1672	37.0	62.0
153129	885.0	392.0
1690	41.0	885.0
165100	6.0	0.0
1687	770.0	655.0
85865	1068.0	1147.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	1.0	0.0
100287596	0.0	0.0
100861563	8.0	2.0
10415	0.0	1.0
10417	6073.0	136.0
493861	127.0	193.0
493860	21.0	4.0
100287591	0.0	0.0
10419	2355.0	2100.0
10418	7927.0	285.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	2365.0	762.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	25.0	12.0
10411	3261.0	128.0
10410	23255.0	4540.0
100873559	0.0	0.0
10413	10475.0	4124.0
100873558	0.0	0.0
10412	4065.0	1968.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	1858.0	2054.0
442266	5.0	3.0
10425	4889.0	1899.0
442267	2.0	0.0
10428	2810.0	1259.0
10427	3508.0	2115.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	727.0	336.0
100873543	3.0	1.0
100873542	0.0	0.0
10422	2419.0	2448.0
493856	1625.0	1260.0
100873549	6.0	0.0
10421	4100.0	1736.0
100873548	0.0	0.0
100131726	4.0	105.0
10424	4884.0	2229.0
100873547	0.0	0.0
10423	6241.0	3144.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	1.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	2.0	0.0
100873577	0.0	0.0
100131733	133.0	13.0
100873576	2.0	1.0
100873575	0.0	0.0
100873579	1.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	39.0	32.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	2.0	2.0
442291	2.0	0.0
100287567	0.0	0.0
10404	3974.0	1235.0
10403	171.0	905.0
10406	6069.0	811.0
10408	1.0	3.0
10407	0.0	0.0
100131740	1.0	0.0
10409	1347.0	4545.0
100873567	0.0	0.0
100131743	15.0	17.0
100873566	2.0	0.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	1143.0	583.0
10402	2192.0	195.0
100873569	0.0	0.0
10401	2868.0	2596.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	7.0	12.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	33.0	5.0
442240	11.0	1.0
442242	0.0	2.0
100287551	12.0	1.0
442233	1.0	3.0
442234	1.0	0.0
442236	0.0	0.0
442237	6.0	4.0
442239	2.0	5.0
100131755	1160.0	247.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	3.0	0.0
100873597	0.0	0.0
493821	10.0	0.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	1.0
100873584	0.0	0.0
100873583	3.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	14.0	29.0
442232	4.0	2.0
100131760	0.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	1.0	4.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	923.0	240.0
442260	1.0	0.0
442262	11.0	4.0
442255	2.0	4.0
442256	0.0	0.0
442257	0.0	0.0
442258	0.0	1.0
100131775	1.0	0.0
100131777	0.0	0.0
100287528	0.0	0.0
442252	5.0	2.0
100287520	0.0	0.0
442253	3.0	1.0
442245	0.0	2.0
442247	0.0	1.0
442249	0.0	0.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	17162.0	8046.0
100128139	0.0	0.0
10490	5340.0	2224.0
10493	21128.0	5174.0
10492	10119.0	18984.0
10495	1136.0	1502.0
100128135	1.0	0.0
10494	5851.0	2108.0
10497	12957.0	1613.0
100128136	0.0	0.0
10499	4535.0	2565.0
128506	0.0	1.0
10498	2564.0	3413.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	9.0	3.0
116512	0.0	0.0
116519	1.0	0.0
105419997	65.0	0.0
100128126	11.0	3.0
100861506	1.0	0.0
10471	1172.0	452.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	1.0	0.0
444882	5.0	29.0
442221	0.0	1.0
442211	4.0	1.0
442213	260.0	91.0
442215	4.0	3.0
442216	4.0	4.0
116511	7.0	0.0
442217	3.0	1.0
442218	0.0	0.0
10473	3295.0	1732.0
10472	2843.0	1270.0
100533177	1.0	0.0
10475	4136.0	1470.0
100533178	0.0	0.0
100128115	3.0	2.0
10474	5021.0	2257.0
100533179	5.0	3.0
10477	3062.0	3111.0
10476	4893.0	4920.0
10479	1840.0	1213.0
10478	1161.0	1850.0
100128110	1.0	0.0
100128109	0.0	0.0
10480	6258.0	7052.0
100861516	0.0	1.0
100861517	12.0	7.0
10482	6798.0	2268.0
100861518	5.0	0.0
10481	0.0	74.0
100861519	23.0	32.0
100861513	1.0	0.0
100861514	1.0	0.0
102466806	0.0	0.0
100861515	71.0	73.0
100861510	3.0	0.0
442210	6.0	0.0
100533181	0.0	0.0
100533182	63.0	22.0
442204	5.0	2.0
442205	0.0	0.0
10484	5250.0	3247.0
100128102	0.0	0.0
10483	3967.0	3936.0
10486	828.0	247.0
10485	4.0	35.0
100128103	0.0	0.0
10488	2629.0	968.0
10487	24150.0	10234.0
100533184	1.0	0.0
10489	5271.0	3863.0
128553	493.0	1672.0
100861523	0.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	875.0	861.0
10458	4114.0	4014.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	1177.0	189.0
100873512	0.0	0.0
10450	2401.0	1185.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	1827.0	3105.0
10455	2369.0	923.0
100873516	0.0	0.0
10454	2172.0	1375.0
100873515	0.0	0.0
10457	33616.0	103662.0
100873514	1.0	0.0
10456	3076.0	2779.0
100873513	0.0	0.0
346389	2300.0	473.0
10460	1256.0	1850.0
100861530	1.0	0.0
100873509	0.0	0.0
10469	1318.0	1192.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	671.0	163.0
100873501	0.0	0.0
10461	1502.0	1753.0
100873500	0.0	0.0
10464	1350.0	996.0
10463	4715.0	2426.0
10466	2194.0	2249.0
100873505	0.0	0.0
10465	1114.0	589.0
100873504	1.0	0.0
10468	277.0	1858.0
100873503	1.0	0.0
10467	3396.0	1687.0
100873502	1.0	3.0
100873530	1.0	0.0
100861549	23.0	12.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	531.0	225.0
100861541	128.0	80.0
100861542	0.0	0.0
100861543	0.0	0.0
100861544	0.0	10.0
10437	135.0	60.0
10436	889.0	806.0
10439	1202.0	9666.0
10438	1155.0	902.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	2812.0	2103.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	1.0	1.0
10432	3328.0	2965.0
10435	1866.0	600.0
100873536	7.0	17.0
10434	4351.0	4098.0
100873535	1.0	2.0
116535	596.0	103.0
100861556	0.0	0.0
116534	1.0	1.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	3.0	0.0
100861555	34.0	18.0
10447	2028.0	4671.0
100873529	0.0	0.0
116540	192.0	174.0
100861550	0.0	1.0
10449	4096.0	557.0
100873528	0.0	0.0
100861551	0.0	6.0
116541	1489.0	719.0
10440	2534.0	2753.0
100873523	0.0	0.0
100873522	1.0	0.0
100873521	1.0	0.0
100873520	0.0	0.0
10444	5484.0	2086.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	8737.0	2268.0
10446	228.0	817.0
100873525	0.0	0.0
10445	3114.0	1993.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	14051.0	3081.0
100533111	7.0	14.0
102466866	0.0	0.0
102466865	6.0	0.0
102466864	0.0	0.0
128467	0.0	2.0
647507	0.0	1.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	1.0	0.0
102466878	0.0	0.0
100128191	75.0	229.0
100128190	0.0	0.0
100533107	247.0	31.0
153443	821.0	741.0
100533105	6.0	4.0
647532	0.0	0.0
100533106	38.0	23.0
102466889	21.0	0.0
116461	2091.0	2202.0
100128181	0.0	0.0
100128183	2.0	2.0
102466880	0.0	0.0
128439	468.0	327.0
106182249	0.0	0.0
100128179	0.0	0.0
83394	751.0	1254.0
100128177	0.0	0.0
100128176	0.0	0.0
100128162	0.0	0.0
10390	2514.0	1251.0
128497	40.0	22.0
647569	0.0	0.0
10392	3393.0	432.0
10391	951.0	66.0
10394	0.0	0.0
10393	626.0	313.0
10396	4166.0	816.0
10395	13658.0	432.0
1719	646.0	647.0
10398	30897.0	2584.0
1718	48939.0	10619.0
100128159	0.0	0.0
10397	22510.0	151987.0
1717	2753.0	8516.0
1716	1784.0	2287.0
10399	53211.0	41821.0
128486	1564.0	883.0
128488	10.0	24.0
128481	4.0	0.0
100508120	320.0	73.0
1723	909.0	372.0
100128140	12.0	8.0
100689073	0.0	0.0
100689074	0.0	54.0
100128145	0.0	0.0
1729	13944.0	9179.0
1728	1534.0	21050.0
1727	27918.0	12005.0
1725	2382.0	1493.0
100287512	5.0	0.0
100287513	0.0	0.0
1734	317.0	992.0
1733	53.0	5.0
1731	814.0	191.0
1730	3753.0	6382.0
1739	4267.0	9285.0
1738	4308.0	5834.0
1737	2643.0	1758.0
1736	2444.0	6949.0
1735	50.0	4.0
100287505	0.0	0.0
751580	164.0	2.0
100287502	0.0	0.0
202658	0.0	0.0
1745	4.0	115.0
1743	6754.0	3906.0
1742	1680.0	451.0
1741	2748.0	1839.0
1740	344.0	82.0
1749	55.0	932.0
1748	46.0	184.0
1747	58.0	82.0
1746	0.0	22.0
200008	6.0	0.0
200010	1116.0	9.0
1756	2360.0	201.0
1755	7193.0	13.0
1750	11.0	618.0
1759	933.0	363.0
1758	2.0	10.0
1757	405.0	153.0
1770	2193.0	118.0
200014	3522.0	1065.0
1767	2593.0	134.0
1763	249.0	388.0
1762	1800.0	991.0
1761	0.0	11.0
1760	2067.0	383.0
1769	34.0	3.0
1768	859.0	4.0
153478	211.0	335.0
1781	5526.0	4600.0
1780	226.0	603.0
200025	1.0	3.0
1778	30526.0	32835.0
1777	5995.0	3902.0
1776	784.0	703.0
1775	16.0	13.0
1774	1509.0	593.0
1773	1163.0	413.0
200030	749.0	283.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	0.0
153469	4.0	9.0
1791	0.0	4.0
442195	5.0	0.0
200035	148.0	69.0
442197	184.0	34.0
1789	264.0	321.0
442189	0.0	0.0
1788	3614.0	3014.0
1787	730.0	181.0
1786	5479.0	6674.0
1785	11442.0	5539.0
1783	9933.0	4368.0
1798	2524.0	955.0
1797	753.0	172.0
1796	1165.0	434.0
1795	100.0	29.0
1794	4880.0	854.0
1793	8087.0	1510.0
101180976	0.0	0.0
493753	1632.0	1177.0
550112	385.0	245.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	1.0	0.0
503635	0.0	0.0
503638	7.0	26.0
503637	0.0	0.0
10536	1355.0	816.0
503643	2.0	0.0
10535	667.0	1576.0
100287472	4.0	2.0
10538	242.0	52.0
503645	20.0	5.0
10537	258.0	88.0
100287470	0.0	0.0
10539	2550.0	3113.0
503641	0.0	0.0
503640	9.0	0.0
100873677	0.0	0.0
100873676	5.0	0.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	3854.0	2777.0
493987	1.0	1.0
10534	831.0	529.0
100873679	0.0	0.0
10533	2448.0	782.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	0.0
100287463	0.0	0.0
